,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-3.9571587992333335,1.8993574690730426,3.0,0.0,-1.7711207494,1.0,-4.8969230401,2.0,-5.2034326082,,,,,,,,,,
1,LB__LBtran,-4.8007075168,0.32094071539190433,3.0,3.0,-4.4799971651,4.0,-4.8002472844,5.0,-5.1218781009,,,,,,,,,,
2,LB__LBstat,-3.8573293049666666,0.2526330396040748,3.0,6.0,-3.6854934413000002,7.0,-3.7390958722,8.0,-4.1473986014,,,,,,,,,,
3,LB__LBGexp,-0.4325915064666666,0.9723105263969275,3.0,9.0,-1.4028507894,10.0,-0.43668109260000004,11.0,0.5417573626000001,,,,,,,,,,
4,LB__LBGtran,-2.79794856045,2.295473321478139,2.0,12.0,-1.1748038088000001,13.0,-4.4210933121,,,,,,,,,,,,
5,LB__LBGstat,1.6173453626666667,1.0777951928773866,3.0,14.0,2.8598931838,15.0,0.9352548266,16.0,1.0568880776,,,,,,,,,,
6,Life Cycle__S0,2.6221915922,0.6239465355494986,3.0,17.0,2.3823285452,18.0,3.3304755341,19.0,2.1537706973,,,,,,,,,,
7,Life Cycle__S1,-11.005659599966668,0.5211950930438117,3.0,20.0,-11.4221488361,21.0,-11.1736421236,22.0,-10.4211878402,,,,,,,,,,
8,Life Cycle__S2,-7.4648997721,0.7429909021519386,3.0,23.0,-7.2060194209,24.0,-6.8859818437,25.0,-8.3026980517,,,,,,,,,,
9,Life Cycle__S3,-3.56004782435,0.648538737643667,2.0,26.0,-4.0186339636,27.0,-3.1014616851,,,,,,,,,,,,
10,Life Cycle__S4,1.6563818704666666,0.8090318170252914,3.0,28.0,0.7726558179,29.0,1.8359403429,30.0,2.3605494505999998,,,,,,,,,,
11,Life Cycle__S5,-2.8078992915666667,1.2208511923921663,3.0,31.0,-2.048686458,32.0,-4.2161818182,33.0,-2.1588295985,,,,,,,,,,
12,Life Cycle__S6,-3.1440428855,4.247075492987185,8.0,34.0,-1.9093471282,35.0,-10.0472027717,36.0,-3.5400805866000002,37.0,-1.904851751,38.0,-9.1498384395,39.0,0.08454316020000001,40.0,0.6411496972,41.0,0.6732847356
13,Life Cycle__S7,0.7576135486333334,0.3433849557387053,3.0,42.0,0.976223469,43.0,0.36182908680000003,44.0,0.9347880901000001,,,,,,,,,,
14,Life Cycle__S8,-2.3347311250000002,3.3935309644088187,2.0,45.0,0.0648576321,46.0,-4.7343198821,,,,,,,,,,,,
