sample,USA300HOU_RS08520
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.048692362592052
USA300_LAC_U01-Set001_CAMHB_Control_1,7.9792113832862945
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.07181708135687
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.302083433072267
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.078938269558119
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.2835445182126515
USA300_LAC_U01-Set001_CAMHB_Control_2,8.046300747624944
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.193297857782914
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.142878291994379
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.110747769485034
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.407769946012597
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.069768118020727
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.371945081939398
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.041395556683256
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.907654223004731
USA300_LAC_U01-Set001_R10LB_Control_1,7.53289078946061
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.474255849483362
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.759150722436602
USA300_LAC_U01-Set001_R10LB_Control_2,7.491048503007388
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.470729379879778
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.590459410941692
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.4270160940519165
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.923551807132584
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.263518145121463
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.701571215174266
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.132357175510059
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.20264423189317
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,7.598325963425574
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,7.742506637616503
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.183079766782364
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.136616529327386
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.116008441326213
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.481863900185803
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.422271081246826
USA300_LAC_U01-Set004_CAMHB_Control_1,8.297546483450143
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,8.42889638512087
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.378411268197171
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.166602955973696
USA300_LAC_U01-Set004_CAMHB_Control_2,8.254447156207283
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,8.235372560524276
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.233790037278727
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,8.149957249238962
USA300_LAC_U01-Set004_R10LB_Control_1,8.258927471569429
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.00827662020755
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.983500459151499
USA300_LAC_U01-Set004_R10LB_Control_2,8.225268829813666
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,7.891991833052645
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.844195145643875
USA300_TCH1516_U01-Set003_CAMHB_Control_2,7.820595992835917
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,7.6859947172989775
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,7.661886655813437
