,b3777_2
control__wt_glc__1,3.9158241724
control__wt_glc__2,3.4352451593
fur__wt_dpd__1,2.7254023771
fur__wt_dpd__2,3.0271713596
fur__wt_fe__1,4.136561684
fur__wt_fe__2,4.6677380633
fur__delfur_dpd__1,3.4405901894
fur__delfur_dpd__2,2.7388848569
fur__delfur_fe2__1,4.065461893
fur__delfur_fe2__2,4.4598089245
acid__wt_ph5__1,2.4589232621
acid__wt_ph5__2,2.5903846387
acid__delgadx_ph5__1,4.0186013016
acid__delgadx_ph5__2,2.7217704722000002
acid__delgadw_ph5__1,3.8923137896
acid__delgadw_ph5__2,3.4334792792
acid__delgade_ph5__1,2.724787916
acid__delgade_ph5__2,2.5425086009999998
oxidative__wt_pq__1,2.1724841151
oxidative__wt_pq__2,2.1651056309
oxidative__deloxyr_pq__1,3.455177951
oxidative__deloxyr_pq__2,3.1225194674
oxidative__delsoxr_pq__1,2.7979388773
oxidative__delsoxr_pq__2,3.201385332
oxidative__delsoxs_pq__1,2.8748879913
oxidative__delsoxs_pq__2,2.2794549744
nac_ntrc__wt_csn__1,3.7339998421000002
nac_ntrc__wt_csn__2,3.195145576
nac_ntrc__wt_cytd__1,3.1945802355
nac_ntrc__wt_cytd__2,3.5300513883
nac_ntrc__wt_gln__1,2.5962491729
nac_ntrc__wt_gln__2,4.0595713963
nac_ntrc__bw_delnac_csn__1,2.4643544438
nac_ntrc__bw_delnac_csn__2,3.005866909
nac_ntrc__bw_delnac_cytd__1,2.249414637
nac_ntrc__bw_delnac_cytd__2,2.9140991111
nac_ntrc__bw_delnac_gln__1,2.2534870372
nac_ntrc__bw_delnac_gln__2,1.6066876929
nac_ntrc__bw_delnac_nh4__1,0.0
nac_ntrc__bw_delnac_nh4__2,1.4517743767
misc__wt_no_te__1,3.0329336496
misc__wt_no_te__2,2.7109928911
misc__bw_delcbl__1,2.189811942
misc__bw_delcbl__2,1.9915975205
misc__bw_delfabr__1,2.0662579165
misc__bw_delfabr__2,1.6445641281
misc__bw_delfadr__1,2.9655133136
misc__bw_delfadr__2,3.7074504179
misc__nitr_031__1,2.2675754273
omics__wt_glu__1,2.4649217678
omics__wt_glu__2,2.7277480765
omics__wt_gly__1,2.7896556871
omics__wt_gly__2,2.2307148173
omics__wt_thr__1,3.962533507
omics__wt_thr__2,2.8472345077
omics__bw_ac__1,4.1517288846
omics__bw_ac__2,3.850344029
