,-0.4444345139540159,-0.37036209496167993,-0.29628967596934397,-0.222217256977008,-0.14814483798467204,-0.07407241899233608,-1.1102230246251565e-16,0.07407241899233585,0.14814483798467182,0.22221725697700778,0.29628967596934375,0.3703620949616797,0.4444345139540157,0.5185069329463516,0.5925793519386876,0.6666517709310235,0.7407241899233595,0.8147966089156956,0.8888690279080315,0.9629414469003673
thresh,-0.4814707234501839,0.4814707234501839,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,5,1775,20,4,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ampH'],[],[]
