,A,GlcC,ArcA,ihfB,PdhR
quinone__menFubiC_ale1__1,-1.8769801148,-3.8337628009999998,0.990161956,0.5501011250000001,-2.259269158
quinone__menFubiC_ale1__2,-2.1175519371,-3.847814581,0.9831297560000001,0.532344675,-2.357896422
quinone__menFubiC_ale2__1,-2.2098122148,-4.32598959,0.8927740160000001,0.626683035,-2.612905733
quinone__menFubiC_ale2__2,-1.8707255649,-3.642891163,0.9872195560000001,0.596736845,-2.40261834
quinone__menFubiC_ale3__1,-0.9440613141,-1.653794393,0.07436142200000001,-0.15358316500000002,0.396130142
quinone__menFubiC_ale3__2,-1.4014883602000001,-1.8640278860000001,0.095882301,-0.036589665,0.33490203300000004
quinone__menFubiC_ale4__1,-1.5966731949000001,-3.891317206,0.8589243360000001,0.775029505,-2.5579925
quinone__menFubiC_ale4__2,-1.7396819822,-3.641987419,0.844631216,0.8413603550000001,-2.736455229
oxyR__wt_glc__1,-0.8786432449,-1.213364203,-0.146201738,-0.48556983000000004,-0.5939216310000001
oxyR__wt_glc__2,-0.4093343364,-0.570027151,-0.07992882,-0.46299467600000005,-0.7293935410000001
oxyR__wt_h2o2__1,-0.1877841046,-1.302749318,-0.058308609000000004,-0.5230424,-0.5367757470000001
oxyR__wt_h2o2__2,0.47059443110000004,-0.16885570300000002,0.511779267,0.050135135000000004,-0.9360822160000001
oxyR__glu_ale4__1,-0.9719102882,-0.577637826,0.48734367500000003,0.5308955750000001,0.8295831760000001
oxyR__glu_ale4__2,-0.7549746368,-4.154540548,0.55045278,0.239963105,0.012154792000000001
oxyR__glu_ale4_h2o2__1,-1.460581748,-3.487396942,0.42652437200000004,0.321393215,-1.354143334
oxyR__glu_ale4_h2o2__2,-1.6863329233000002,-3.54581085,0.41923975900000005,0.175331545,0.5555508650000001
oxyR__oxyR_ale17__1,-2.0490651277,-3.561636202,-0.47258526700000003,-0.012998075000000001,0.16553516100000001
oxyR__oxyR_ale17__2,-2.0623081663,-3.577048128,-0.319391246,-0.17918820500000002,0.30774985
oxyR__oxyR_ale17_h2o2__1,-1.8350723864,-3.503202513,-0.407849047,0.11520936500000001,-0.902962028
oxyR__oxyR_ale17_h2o2__2,-1.1838192695,-0.270218122,-0.36088363100000004,-0.10849309500000001,1.014623436
oxyR__oxyR_ale18__1,-1.9281440643,-2.659493641,-0.423750187,-0.712682895,-0.47982876700000004
oxyR__oxyR_ale18__2,-1.4514559301,-0.7946435220000001,-0.580132675,-0.45515782,-0.8939865810000001
oxyR__oxyR_ale18_h2o2__1,-2.512186068,-3.666046679,-0.432093592,-0.19995716500000002,-0.102343453
oxyR__oxyR_ale18_h2o2__2,-1.8785789147,-3.655113735,-0.32869141,-0.057134725000000004,-0.20313905200000001
oxyR__oxyR_ale19__1,-1.9570645937000002,-2.220472093,-0.75174328,-0.6934130190000001,-0.54316451
oxyR__oxyR_ale19__2,-2.2187868437000002,-1.368549239,-0.8265227650000001,-0.61577951,-0.82206313
oxyR__oxyR_ale19_h2o2__1,-1.7009932265,-1.5545687570000002,-1.194452202,-0.8395102720000001,-0.909391699
oxyR__oxyR_ale19_h2o2__2,-2.0940747821,-1.611180349,-0.979012392,-0.70593072,-0.8193251840000001
oxyR__oxyR_ale20__1,-2.1369210251,-3.653689901,-0.669338697,-0.6174351720000001,0.524929694
oxyR__oxyR_ale20__2,-2.5010773064,-2.972883763,-0.671754205,-0.7454431260000001,0.645414418
oxyR__oxyR_ale20_h2o2__1,-1.9700859967,-2.785459577,-0.809541689,-0.553778804,0.343467493
oxyR__oxyR_ale20_h2o2__2,-2.0665222276,-3.287631351,-0.808753508,-0.39342944500000004,0.241879226
svns_pgi__BmePgi24_15__1,0.5332466618,-0.195091168,0.15738168700000002,-0.242068375,-0.724573279
svns_pgi__BmePgi24_15__2,1.8000721751,-0.450017135,0.158383399,-0.145811075,-0.742232921
svns_pgi__BmePgi24_26__1,-0.5933433801,-0.40693611500000004,0.019257945000000002,-0.22252184500000002,-0.748127348
svns_pgi__BmePgi24_26__2,0.38803219040000003,-0.449091832,0.151773498,-0.290125915,-0.635808012
svns_pgi__BmePgi24_41__1,-0.1945959258,-0.258000993,1.017115486,0.818727175,-0.6767706490000001
svns_pgi__BmePgi24_41__2,-1.3695958117,-0.7521924560000001,0.043576312000000006,-0.43698767,-0.6055919120000001
svns_pgi__BmePgi24_52__1,-0.0895480027,-0.32666910200000004,0.044739098000000005,-0.23280757500000002,-0.7855442810000001
svns_pgi__BmePgi24_52__2,0.6826326793,-0.506825297,0.057732437000000005,-0.44035611500000005,-0.67683176
svns_pgi__PaePgi2_34__1,4.7903909563,0.36223361200000004,0.7317756190000001,0.48633563500000004,-1.043414398
svns_pgi__PaePgi2_34__2,5.0024655891,0.31103941100000004,0.699000876,0.469224085,-1.109772646
svns_pgi__PaePgi2_63__1,4.5739849077,0.142168605,0.7554666760000001,0.310422755,-1.007537784
svns_pgi__PaePgi2_63__2,4.7029001305,0.247239688,0.7990900860000001,0.406436905,-0.9655840550000001
svns_pgi__PaePgi24_54__1,5.6019125521,0.42965731300000004,0.852278316,0.107600365,-0.783204278
svns_pgi__PaePgi24_54__2,5.4215956102,0.516625522,0.908308306,0.14424013500000002,-0.582004533
svns_pgi__PaePgi24_90__1,5.0061842503,0.223356455,1.097423036,0.21443858500000001,-0.280198852
svns_pgi__PaePgi24_90__2,4.7019207956999995,0.398050567,1.1680522660000001,0.256181475,-0.263591599
abx_media__m9_ctrl__1,-0.5207941811,-1.722516527,0.38832677600000004,-0.7748466310000001,0.423971606
abx_media__m9_ctrl__2,-0.4503744076,-1.5486569060000002,0.5281267030000001,-0.64266658,0.780867806
abx_media__rpmi_ctrl__1,-5.8289364651,-2.820466402,1.148398166,-1.939577305,-0.439964352
abx_media__rpmi_ctrl__2,-4.3305933322,-2.594292289,0.960487886,-2.241790295,0.10277367700000001
abx_media__camhb_ctrl__1,-4.4209964124,-3.040788199,-0.9133811220000001,-1.209246395,1.158534188
abx_media__camhb_ctrl__2,-4.5468287196,-3.132996443,-0.9972484690000001,-1.408883126,1.09290761
abx_media__m9_mero__1,-2.3974007416,-1.535585497,0.49373369300000003,-0.692410551,0.044264288000000006
abx_media__m9_mero__2,-0.6707622703,-1.710958909,0.239644822,-0.760633267,0.579536759
abx_media__rpmi_mero__1,-4.8510140499,-2.466430667,0.750131416,-2.122024952,0.140526554
abx_media__rpmi_mero__2,-5.0611736767,-2.606998335,1.117783896,-1.985576121,-0.286777544
abx_media__camhb_mero__1,-4.5654461947,-3.063559628,-1.343260479,-1.809309373,0.61626311
abx_media__camhb_mero__2,-4.3307103146,-3.050938772,-1.375806483,-1.769452582,0.694032402
abx_media__m9_trisulf__1,0.1297800079,-1.399866209,0.42521249800000005,-0.654139134,0.368088615
abx_media__m9_trisulf__2,-0.0579495422,-1.871542201,0.202579652,-0.673502463,0.30728888200000004
abx_media__rpmi_trisulf__1,-4.0828750031,-2.4578446720000002,-0.996780494,-1.495545031,1.769628133
abx_media__rpmi_trisulf__2,-3.8073595315,-2.586293799,-0.869100763,-1.3725593790000001,1.832649208
abx_media__camhb_trisulf__1,-3.6376433290000003,-1.227194682,-0.76746688,-1.642703878,1.7068177599999999
abx_media__camhb_trisulf__2,-3.5645600311,-1.18064167,-0.6975454830000001,-1.608883975,1.633953771
abx_media__m9_cef__1,-0.6506481877,-1.707819894,0.322745916,-0.7174840370000001,0.38607178400000003
abx_media__m9_cef__2,-0.6868372499000001,-2.252185364,0.32773048800000004,-0.795013022,0.571381302
abx_media__rpmi_cef__1,-5.2187655371,-1.561884386,-0.031158746,-2.385835026,2.341774193
abx_media__rpmi_cef__2,-4.9843017676,-1.695985678,-0.000146966,-2.377511802,2.404960983
abx_media__camhb_cef__1,-3.7423674249000003,-2.184914406,-0.82586124,-1.499025855,1.442652509
abx_media__camhb_cef__2,-3.8149600528,-2.025427006,-0.816201806,-1.429627373,1.472209093
abx_media__m9_cipro__1,4.1115558686,-1.758905474,0.259412766,-0.797538743,0.763134123
abx_media__m9_cipro__2,4.3707426957,-2.112587723,0.25472500200000003,-0.715373115,0.5357338340000001
abx_media__rpmi_cipro__1,-3.9561898598000003,-1.915856202,-0.464657757,-1.969755932,1.5724305040000002
abx_media__rpmi_cipro__2,-4.5422177319,-1.728433013,-0.20812524200000002,-1.89297845,1.535231684
abx_media__camhb_cipro__1,-3.7802550458,-3.052337926,-1.6314585560000001,-1.285918855,1.372365839
abx_media__camhb_cipro__2,-4.1142824108,-2.8814714710000002,-1.578264933,-1.320916752,1.313462394
hot_tale__42c_ale3_30c__1,-2.3718719037,-2.158640049,-0.085024997,-0.311726125,0.274980385
hot_tale__42c_ale3_30c__2,-2.3079799382,-1.9985228210000001,-0.11169243100000001,-0.313698215,0.31697594500000004
hot_tale__42c_ale3_37c__1,-1.6452363970000001,-2.216938619,-0.12554602,-0.356550505,0.300487826
hot_tale__42c_ale3_37c__2,-1.8591906087,-2.726141726,-0.12163840100000001,-0.286844505,0.257246939
hot_tale__42c_ale3_44c__1,-1.1076815995,-1.8008938790000002,0.147011691,0.8838351350000001,0.012720654000000001
hot_tale__42c_ale3_44c__2,-0.9766333455,-1.850631789,0.17322447,0.915693485,0.003710034
hot_tale__hot_ale3_mid_30c__1,-2.0992143448,-1.5691909370000001,0.59222252,0.005993265,0.23912079100000003
hot_tale__hot_ale3_mid_30c__2,-1.6554555273,-1.378757754,0.504056843,-0.007385775000000001,-0.033805023000000003
hot_tale__hot_ale3_mid_37c__1,-1.9252908874,-1.933177603,0.22968818400000002,-0.501685806,-0.149227513
hot_tale__hot_ale3_mid_37c__2,-2.0279885315,-2.067698744,0.056962728000000004,-0.528992617,-0.46164692700000004
hot_tale__hot_ale3_mid_44c__1,-2.7814725188000002,-2.947496687,0.39358909999999997,0.11469567500000001,-1.040942879
hot_tale__hot_ale3_mid_44c__2,-2.5966938026,-3.209139526,0.6512664920000001,0.23116971500000003,-0.648585313
hot_tale__hot_ale3_30c__1,-1.2473408566,-1.711129646,0.508200498,-0.45345180900000004,-0.338239952
hot_tale__hot_ale3_30c__2,-1.3972846037,-1.505620891,0.554538969,-0.329073775,-0.323719696
hot_tale__hot_ale3_37c__1,-1.7747000444,-1.766018914,0.131412035,-0.40363830500000003,-0.638099033
hot_tale__hot_ale3_37c__2,-1.4880903865000001,-1.568954624,0.113307349,-0.277036345,-0.599241056
hot_tale__hot_ale3_44c__1,-2.5811422099,-3.508099481,0.732414381,0.227503365,-0.391466069
hot_tale__hot_ale3_44c__2,-1.6205792398,-1.195531088,0.397215451,0.238396985,-0.35500843400000004
hot_tale__hot_ale4_30c__1,-3.2466930144,-2.60600642,0.047990289000000005,-0.546493917,0.45450901400000004
hot_tale__hot_ale4_30c__2,-3.2837914275,-2.487453134,0.024226647,-0.407269425,0.47729965900000004
hot_tale__hot_ale4_37c__1,-2.5207664676,-2.873793453,-0.16735893200000002,-0.459973854,0.047354850000000004
hot_tale__hot_ale4_37c__2,-2.3759625693,-2.953423292,-0.046169952,-0.44517688800000005,0.22682855600000001
hot_tale__hot_ale4_44c__1,-2.2047060435,-2.467349092,0.000397934,0.082785365,0.078342834
hot_tale__hot_ale4_44c__2,-2.2752564673,-2.6570572930000003,0.061681656,0.259213805,0.232495001
hot_tale__hot_ale8_30c__1,-3.6314741744,-2.46128543,0.023464927,-0.9095089900000001,0.116499927
hot_tale__hot_ale8_30c__2,-3.3347093781,-2.186165114,0.08428102900000001,-0.7777570690000001,0.118444564
hot_tale__hot_ale8_37c__1,-2.506438609,-2.599326068,-0.240669923,-0.727489724,-0.074322571
hot_tale__hot_ale8_37c__2,-2.6804806932,-2.542678745,-0.24078269100000002,-0.703668932,-0.093454066
hot_tale__hot_ale8_44c__1,-2.1527366287,-1.858602195,0.11352845800000001,0.012718265000000001,0.44242118700000005
hot_tale__hot_ale8_44c__2,-2.2490546268,-1.995736761,0.055647699999999994,-0.09703083500000001,0.24414767
hot_tale__hot_ale9_mid_30c__1,-2.5951258968,-2.117159953,0.423811033,-0.049583385,0.238899828
hot_tale__hot_ale9_mid_30c__2,-2.2116399122,-2.328516828,0.36192860400000004,0.135071655,0.255774249
hot_tale__hot_ale9_30c__1,-2.7684897836999998,-1.76509263,0.23718312100000002,-0.592842238,0.217194287
hot_tale__hot_ale9_30c__2,-2.170002161,-1.649897731,0.35780927900000004,-0.58999575,0.260052452
hot_tale__hot_ale9_mid_37c__1,-2.3477185786,-2.571372946,-0.065463742,-0.367639655,-0.13844389999999998
hot_tale__hot_ale9_mid_37c__2,-2.4893543577,-2.7175606979999998,0.0031101880000000003,-0.29849762500000004,-0.09125556300000001
hot_tale__hot_ale9_37c__1,-2.2197829574,-2.003289671,0.024472946000000002,-0.38001561500000003,-0.159088149
hot_tale__hot_ale9_37c__2,-2.5143767372,-1.9589374410000002,0.055705313000000006,-0.376293755,-0.197957039
hot_tale__hot_ale9_mid_44c__1,-2.2112692748000002,-2.228702446,0.153475046,0.19238305500000003,-0.027585555
hot_tale__hot_ale9_mid_44c__2,-2.0296638144,-2.312992282,0.383165937,0.510890925,0.329796123
hot_tale__hot_ale9_44c__1,-1.0904677772,-1.15706309,0.42902198,0.24630422500000002,0.156269513
hot_tale__hot_ale9_44c__2,-1.5583941010000002,-1.209046443,0.47947808100000006,0.38751159500000004,0.039586351000000006
hot_tale__hot_ale10_30c__1,-2.8594606059,-1.7864139790000002,0.40552786700000004,-0.45869837300000005,0.253613441
hot_tale__hot_ale10_30c__2,-2.6403617749,-2.099198554,0.36391003800000005,-0.355403095,0.14625839200000001
hot_tale__hot_ale10_37c__1,-2.8002825908,-2.970823911,-0.17456958,-0.447231433,-0.432530275
hot_tale__hot_ale10_37c__2,-2.6749335536,-2.7616147460000002,-0.112775311,-0.371389305,-0.32195738300000004
hot_tale__hot_ale10_44c__1,-3.5201577436,-2.39038406,0.547628596,0.178874645,0.048669009000000006
hot_tale__hot_ale10_44c__2,-2.5995309416,-2.175343219,0.138707938,0.311857795,0.24485287600000002
hot_tale__hot_ale16_30c__1,-2.2916408492,-2.6072223660000002,0.123741612,-0.467012603,0.672041792
hot_tale__hot_ale16_30c__2,-2.3831896095,-2.435512677,0.148947619,-0.372629985,0.802473988
hot_tale__hot_ale16_37c__1,-2.1577495215,-3.223801714,-0.194823721,-0.431921053,0.406593378
hot_tale__hot_ale16_37c__2,-2.0985990549,-2.443445331,-0.207813609,-0.424432715,0.390795375
hot_tale__hot_ale16_44c__1,-2.2370348453,-2.91737809,0.116287575,0.140553845,0.52536131
hot_tale__hot_ale16_44c__2,-2.3991558032,-2.869961737,0.30610816900000004,0.24958026500000002,0.632916903
pdhr_ale__pdhR-13_51__1,-1.4221571476000001,-2.251431972,0.182452148,0.670059155,-7.947651277
pdhr_ale__pdhR-13_51__2,-1.7307388989999999,-3.485611476,0.05675017500000001,0.584683415,-7.69884999
pdhr_ale__pdhR-14_46__1,0.3853332285,-0.9654500010000001,0.9022052260000001,1.127235165,-7.947651277
pdhr_ale__pdhR-14_46__2,0.08276246550000001,-2.33694342,0.805511006,1.086679905,-7.947651277
pdhr_ale__pdhR-15_51__1,-2.6731060487000002,-3.991661868,-0.13942209900000002,0.419866055,-7.947651277
pdhr_ale__pdhR-15_51__2,-2.1064215220999998,-4.042685281,-0.07192016500000001,0.633658665,-7.947651277
pdhr_ale__pdhR-16_49__1,-1.1544966555,-3.967838339,-0.052949313000000005,0.992749325,-7.947651277
pdhr_ale__pdhR-16_49__2,-0.1647217399,-2.870789817,0.362159938,0.978565255,-7.947651277
tcs__del_atoC_LiAcet__1,-3.1932808525,-3.284432029,-0.189834376,0.07488206500000001,-1.712722892
tcs__del_atoC_LiAcet__2,-2.7675433783,-3.240554234,0.008173476,0.076697995,-1.547742179
tcs__del_atoC_LiCl__1,-2.6028734415,-3.528074962,0.169654342,0.35601839500000004,-1.903721414
tcs__del_atoC_LiCl__2,-2.5503650639,-3.575512814,0.06729879400000001,-0.003665175,-1.692536799
tcs__del_atoC_m9__1,-2.7480558995,-3.579819897,0.15616148500000002,0.390416185,-2.254234147
tcs__del_atoC_m9__2,-2.6358205902,-3.880362015,0.239198092,0.45289707500000004,-2.141272772
tcs__del_baeR_etoh__1,-3.5233955642,-3.533993179,0.8641572160000001,-1.004696949,-1.271227278
tcs__del_baeR_etoh__2,-2.0775339303,-2.655723684,0.973083856,-1.039493529,-1.144301051
tcs__del_baeR_lb__1,-2.7760237206,-2.158494743,1.333750346,0.560565675,-2.343748334
tcs__del_baeR_lb__2,-2.7648951663,-2.504335046,1.312309306,0.6126008350000001,-2.238383433
tcs__del_btsR_01xlb__1,6.2899956215,-0.625238995,1.8951162460000002,0.9432713450000001,-1.690048881
tcs__del_btsR_01xlb__2,6.4221297236,-0.556891209,1.911921266,0.936693195,-1.6785191799999999
tcs__del_btsR_lb__1,-4.2235319337,-3.359048832,1.350056986,-0.685354248,-2.816033732
tcs__del_btsR_lb__2,-4.131816751,-3.066573881,1.376970496,-0.7342108110000001,-2.735431196
tcs__del_btsR_pyruvate__1,5.2562564493,-0.588863682,1.913679546,1.100573585,-1.506239294
tcs__del_btsR_pyruvate__2,5.0992794074,-0.6736075140000001,1.8060344860000002,1.042834665,-1.5346332440000001
tcs__del_cpxR_etoh__1,-3.5762912637,-3.762507356,1.558450116,-1.245766886,-1.377000358
tcs__del_cpxR_etoh__2,-3.4813347548,-4.007388063,1.512987446,-1.365107315,-1.472253316
tcs__del_cpxR_lb__1,-2.9371294828,-2.433581723,1.187646956,0.496570985,-2.047948811
tcs__del_cpxR_lb__2,-2.8721723411999998,-2.59561436,1.183673156,0.521179295,-1.9881383330000002
tcs__del_cusR_CuSO4__1,-2.1772466993,-2.663033468,1.134926456,0.18434866500000002,1.0435207
tcs__del_cusR_CuSO4__2,-2.1533529313,-2.22671459,1.171369256,0.172252555,1.080094081
tcs__del_cusR_lb__1,-3.3537462373,-2.557599857,1.277705766,-1.04493152,-2.681928047
tcs__del_cusR_lb__2,-3.4625336017,-2.5631952,1.193604036,-0.94008373,-2.634280103
tcs__del_kdpE_01-kcl__1,0.0109378587,-1.219279296,1.209686186,1.188748505,-0.606057215
tcs__del_kdpE_01-kcl__2,0.557235875,-1.284423446,1.219010516,1.132852455,-0.660622632
tcs__del_kdpE_115-kcl__1,-1.9830992016,-1.117336166,0.749578626,0.315758295,-0.5442407490000001
tcs__del_kdpE_115-kcl__2,-1.7347698067000001,-1.920761804,0.8959164460000001,0.327461795,-0.064601977
tcs__del_phoB_m9__1,-1.4747467231,-3.198776144,0.43540830300000005,0.34490785500000004,-1.471653684
tcs__del_phoB_m9__2,-1.5214872983,-3.108054548,0.336615744,0.359382225,-1.481033444
tcs__del_phoB_m9p__1,-0.5319382871,-1.260585306,0.9587748460000001,0.042946165,-1.067598414
tcs__del_phoB_m9p__2,-0.6588337161000001,-1.331382164,0.888778866,0.148344995,-0.938658635
tcs__del_rcsB_etoh__1,-2.4561293403,-0.9622012090000001,1.239469466,-1.113655764,1.419709312
tcs__del_rcsB_etoh__2,-2.3982241257,-0.69809046,1.286611286,-1.286862524,1.42483026
tcs__del_rcsB_lb__1,-2.664578064,-2.551877049,0.593363677,-0.130483775,0.10895803200000001
tcs__del_rcsB_lb__2,-2.6306286221,-2.4423298300000003,0.6304361510000001,-0.11948199500000001,0.168149238
tcs__del_zraR_lb__1,-1.9402100646,-0.05590002,0.805178606,-1.008928745,-1.581024178
tcs__del_zraR_lb__2,-2.0041282858,0.197201068,0.7645057460000001,-1.091690486,-1.698643604
tcs__del_zraR_zncl2__1,-1.9579614095000002,-1.4804024230000001,1.309449926,-0.38165406500000004,-0.23068416500000002
tcs__del_zraR_zncl2__2,-2.4230993173,-1.385205283,1.256571656,-0.349034975,-0.279022147
tcs__wt_01-kcl__1,-0.46152932020000004,-3.300272607,0.8213794360000001,1.455038345,-1.15159231
tcs__wt_01-kcl__2,-0.5087982658,-3.6458528770000003,0.7716407660000001,1.366600795,-1.278394367
tcs__wt_01xlb__1,5.9207185222,-0.26711566000000003,1.765406416,1.232707105,-1.6709128830000002
tcs__wt_01xlb__2,6.0676163697,-0.304916315,1.713364286,1.196058335,-1.5835799270000002
tcs__wt_115-kcl__1,-2.0509085712,-1.346675563,0.7587941960000001,0.32144473500000004,-1.197292953
tcs__wt_115-kcl__2,-1.8705491037000002,-1.164386961,0.817858076,0.254998695,-1.212782447
tcs__wt_CuSO4__1,-2.9880699616,-1.1272876059999999,0.7807056960000001,-0.34763808500000004,-0.5766163390000001
tcs__wt_CuSO4__2,-2.9691750233,-1.018357295,0.796525916,-0.33729100500000003,-0.6147037860000001
tcs__wt_etoh__1,-2.2103768407,-1.677374135,1.3944261660000001,-0.748208975,0.9368710480000001
tcs__wt_etoh__2,-2.0235067399,-1.798473161,1.321416506,-0.77338142,1.034998169
tcs__wt_lb__1,-2.8390422433999998,-2.8803066790000003,1.515113286,0.7751741050000001,0.8451398010000001
tcs__wt_lb__2,-2.6192134582,-2.982285669,1.607825306,0.778722075,0.936294049
tcs__wt_LiAcet__1,-1.7986230063000002,-3.496627398,-0.088775881,0.017340905,-1.6912125900000001
tcs__wt_LiAcet__2,-2.2662421029,-3.025320109,-0.169818773,0.268100265,-1.9175630320000001
tcs__wt_LiCl__1,-2.3493812408,-3.448905521,0.22573171900000003,0.29628289500000005,-1.7855825969999999
tcs__wt_LiCl__2,-2.3237948701,-3.449232055,0.15109339300000002,0.39963469500000004,-1.864334117
tcs__wt_m9p__1,-0.9721762487000001,-0.754831914,0.9089738660000001,0.076579375,-0.61453715
tcs__wt_m9p__2,-1.1430162449,-0.893973686,0.9448164760000001,0.131004705,-0.49763414300000003
tcs__wt_pyr__1,5.0089156976,0.059486881000000005,1.9375935260000001,1.210572895,-1.860958309
tcs__wt_pyr__2,4.9714400346000005,-0.016120847,1.987175686,1.222105615,-1.681706024
tcs__wt_zncl2__1,-2.862767868,-0.892013169,0.7711966060000001,-0.7767742820000001,0.39101531900000003
tcs__wt_zncl2__2,-2.7970807726,-0.895379981,0.6683309540000001,-0.85283599,0.39214903100000004
ros_tale__1_112_0pq__1,-2.5936247834,-1.5909754249999999,0.066647027,-0.8659966050000001,0.7491768940000001
ros_tale__1_112_0pq__2,-2.9831275963,-2.600105653,-0.139444285,-0.9510845130000001,0.45910289
ros_tale__1_112_250pq__1,-2.8772551315,-4.410697975,0.7034926290000001,-0.892650067,0.19606825
ros_tale__1_112_250pq__2,-3.1186602387,-4.098876018,0.510520804,-0.650211917,0.20525567
ros_tale__1_112_750pq__1,-3.471728075,-3.924698166,0.5737665230000001,-0.449078336,0.45190684000000003
ros_tale__1_112_750pq__2,-4.044853934,-4.008384934,0.650774197,-0.756018851,0.384819829
ros_tale__1_112_750pq__3,-3.8578320029,-3.915483567,0.334286132,-0.9738206110000001,0.7389724520000001
ros_tale__3_76_0pq__1,1.6120161885000002,-0.029701599000000002,0.261113048,0.609933425,0.681512144
ros_tale__3_76_0pq__2,1.5258047867,0.12141803,0.240423778,0.5490627650000001,0.6480273520000001
ros_tale__3_76_0pq__3,1.2239043785,0.024438629,0.257043055,0.20033556500000002,0.55347061
ros_tale__3_76_0pq__4,1.1003078301,-0.126805727,0.21156323800000001,0.21333680500000002,0.558215543
ros_tale__3_76_250pq__1,-0.738058642,-1.849029545,0.383409127,-0.101637155,0.524331659
ros_tale__3_76_250pq__2,-2.3373978141,-2.130880465,-0.29952612700000003,-0.49744366,0.46354756900000005
ros_tale__3_76_750pq__1,-2.6723245401,-2.387801485,-0.94411497,-1.24988038,1.042160677
ros_tale__3_76_750pq__2,-4.0583340332,-2.600289546,-1.248649327,-1.09819233,1.12381399
ros_tale__7_103_0pq__1,-3.2126249693,-4.024307113,0.5494004290000001,-0.10574536500000001,-1.275953739
ros_tale__7_103_0pq__2,-3.4494957251000002,-4.199034825,0.7754563160000001,-0.101382835,-1.819745468
ros_tale__7_103_0pq__3,-2.7220060432,-4.069646209,0.695047587,-0.140543905,-1.250588398
ros_tale__7_103_0pq__4,-3.1391163561,-3.7005417400000002,0.903529596,-0.151116715,-1.711163197
ros_tale__7_103_250pq__1,-2.982942801,-3.3352111779999998,-0.0036125550000000004,-0.28454211500000004,-0.024134976000000002
ros_tale__7_103_250pq__2,-2.4514575332,-3.447296549,0.16108550400000002,-0.218709975,-0.133934465
ros_tale__7_103_750pq__1,-3.6676337568,-3.851119226,0.20020821100000002,0.059289785000000005,-0.23344766800000002
ros_tale__7_103_750pq__2,-2.882241023,-3.383826427,0.221042754,0.08908384500000001,-0.10494560900000001
ros_tale__9_77_0pq__1,-0.5070621952000001,-0.8689745670000001,0.22423083500000002,-0.518450237,0.22224380700000002
ros_tale__9_77_0pq__2,-0.1927894259,-0.72018751,0.43619118300000004,-0.47543456700000003,0.10707632
ros_tale__9_77_250pq__1,-0.0441747928,-1.557788746,0.257730731,-0.869744331,1.265314853
ros_tale__9_77_250pq__2,0.5567705097,-1.397889792,0.5135476840000001,-1.050985093,1.802802191
ros_tale__9_77_750pq__1,0.31905065660000004,-1.7251867920000001,0.12783092100000001,-0.72520451,0.7947952850000001
ros_tale__9_77_750pq__2,-0.1981115136,-1.525307443,-0.092230409,-0.7641835720000001,0.801090904
ros_tale__11_83_0pq__1,0.2171083147,0.34598936900000005,-0.14357819900000002,-1.0700173099999999,-0.029187778
ros_tale__11_83_0pq__2,1.9892446192,0.675535035,-0.18103812400000002,-1.103072573,0.040699894
ros_tale__11_83_250pq__1,0.2587245808,0.123127022,-0.276094987,-1.148855377,0.21253760800000002
ros_tale__11_83_250pq__2,0.3349656451,0.34209996600000003,-0.28364754400000003,-0.9061221570000001,0.11470115600000001
ros_tale__11_83_750pq__1,0.4144053968,0.174261512,-0.385375122,-0.9090295740000001,0.11438218
ros_tale__11_83_750pq__2,0.4430273436,0.378000384,-0.302820358,-0.6581965830000001,0.094104322
ros_tale__13_87_0pq__1,-3.6399358532,-3.586763114,-0.158081835,-1.130481859,-0.8513309880000001
ros_tale__13_87_0pq__2,-4.3544631105,-3.722841887,-0.326010792,-1.097951499,-0.33185224700000004
ros_tale__13_87_250pq__1,-3.5793192348,-3.843026095,0.12303699200000001,-0.7678107230000001,-0.477300726
ros_tale__13_87_250pq__2,-3.4921036023,-3.438012379,0.172556438,-0.501428296,-0.7154273760000001
ros_tale__13_87_750pq__1,-3.4596859053,-3.818386685,0.340269241,-0.539670415,-0.286103649
ros_tale__13_87_750pq__2,-3.3293257903,-3.018614107,0.281019843,-0.418458545,-0.052814051
ros_tale__14_27_0pq__1,-0.9954259002,-3.09071291,-0.537316428,-0.859777644,-0.30458717500000004
ros_tale__14_27_0pq__2,-1.3862743708,-2.513472401,-0.43609835900000005,-0.8969574320000001,-0.44048470300000003
ros_tale__14_27_250pq__1,-3.1192729084,-3.439190184,-0.102851355,-0.7157152090000001,0.209971348
ros_tale__14_27_250pq__2,-2.1256240867,-2.806018472,-0.176020641,-0.827818583,0.429431443
ros_tale__14_27_750pq__1,-0.1673716517,0.131059053,1.3674984860000001,1.084884585,0.079200435
ros_tale__14_27_750pq__2,-0.7454261108,0.158530964,0.936573286,1.110534925,1.002338233
ros_tale__16_28_250pq__1,-1.2278430022,-1.271219909,0.391265266,-0.322763075,1.048305185
ros_tale__16_28_250pq__2,-1.4574669442000001,-1.2953456700000001,0.38658636900000004,-0.293092475,0.996503954
ros_tale__16_32_0pq__1,-3.2954508119,-4.42366133,-0.03401531,0.34716982500000004,-1.448675098
ros_tale__16_32_0pq__2,-3.3706960665,-3.393487652,-0.068463514,0.33392048500000004,-1.184368414
ros_tale__16_32_0pq__3,-1.3497865633,-2.491414313,0.18575091400000002,-0.291864605,0.153599549
ros_tale__16_32_0pq__4,-1.5027320892,-2.630327206,0.21141973400000003,-0.29224345500000004,0.23859320900000003
