,-0.0418250117971657,-0.027883341198110465,-0.013941670599055232,0.0,0.013941670599055232,0.02788334119811047,0.0418250117971657,0.05576668239622092,0.06970835299527617,0.08365002359433141,0.09759169419338665,0.11153336479244186,0.1254750353914971,0.13941670599055234,0.15335837658960755,0.1673000471886628,0.18124171778771803,0.19518338838677327,0.2091250589858285,0.22306672958488372
thresh,-0.04879584709669331,0.04879584709669331,1,,,,,,,,,,,,,,,,,
unreg,8,90,1127,2225,654,129,38,28,10,4,4,2,2,1,1,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],"['BSU_02785' 'hmtB' 'cotC' 'phrF' 'yxzE' 'ytzI' 'yozE' 'yjpA' 'ynfCn'
 'spbT' 'yrpDX' 'yjfB' 'ytzC' 'ybzH' 'degR' 'yoyH' 'ylaF' 'ykzT' 'secG'
 'yosA' 'liaD' 'ynzB' 'sspF' 'ywzD' 'ynfCc' 'yhfH' 'cspC' 'ymzEc']","['yppF' 'yuzB' 'BSU_30466' 'BSU_37569' 'yjzD' 'yrzA' 'fbpC' 'yqgW' 'yvzJ'
 'BSU_27786']",['ydzJ' 'yuzK' 'phrE' 'rpmH'],['veg' 'yqzM' 'rgpA' 'bsrE'],['phrC' 'yhdX'],['rpmGA' 'yopS'],['txpA'],['bsrH'],[],['bsrG'],['bmrB'],[],[]
