,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.8111918424974254,3.0,0.0,-0.9404556624,2.0,2.0879649083,4.0,-1.1475092459,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,4.179424415266666,1.7250067910265452,3.0,1.0,2.4234328802,3.0,4.2431605647,5.0,5.8716798009,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,6.7346852536,2.2129238350318436,4.0,6.0,7.5591536611,20.0,4.9679273227,40.0,4.9204461105,63.0,9.4912139201,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,6.972630074475,0.905571731337218,4.0,7.0,8.2316219699,33.0,6.1812856188,81.0,6.4746598256,82.0,7.0029528836,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,16.41115256735,4.500280552542464,4.0,8.0,18.1840850787,51.0,17.9441042008,65.0,19.7481959541,76.0,9.7682250358,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,18.115413001466667,2.2242731081925116,3.0,9.0,20.4220037049,22.0,15.983792369,49.0,17.9404429305,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,3.1928356314,0.7234279035503215,2.0,10.0,3.7043764077,26.0,2.6812948551,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,19.20693444273333,1.2425665492744842,3.0,11.0,19.7912066777,54.0,20.0496732505,83.0,17.7799234,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,15.742296421325,2.407657992647201,4.0,12.0,17.9760158687,48.0,14.9825947527,64.0,17.3223371244,78.0,12.6882379395,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,2.3177590777,1.110342881149713,4.0,13.0,2.6223930363,38.0,3.0733536743,67.0,0.6757058172,72.0,2.899583783,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,6.021072848266666,1.2267038652213351,3.0,14.0,6.5540510236,41.0,4.6180306068,85.0,6.8911369144,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,6.307722799975,1.551638001468287,4.0,15.0,4.7599850704,52.0,5.5627787738,71.0,8.360736983,80.0,6.5473903727,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,15.763151710199999,2.2336508881204673,3.0,16.0,18.096038741,53.0,13.6441196865,77.0,15.5492967031,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,14.730601897766666,2.354951661764825,3.0,17.0,17.1270208523,50.0,12.4194326391,66.0,14.6453522019,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,15.091160364433335,3.9867773447071646,3.0,18.0,14.3068022003,25.0,11.5548562406,62.0,19.4118226524,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,2.5135574637,1.7047998880816588,4.0,19.0,3.4483954021,28.0,1.1054069142,56.0,1.0546009567,73.0,4.4458265818000005,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,14.733423565925,2.8050635375356694,4.0,21.0,15.8585910716,34.0,11.3816733464,45.0,13.769929232399999,58.0,17.9235006133,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,5.6600635183,1.1531736424021357,4.0,23.0,4.8375212157,42.0,5.5681427972,70.0,7.3186030213,79.0,4.915987039,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,2.493839488775,1.8825976269075275,4.0,24.0,1.7158711211000002,29.0,4.0203452191,68.0,0.1938355119,74.0,4.045306103,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,3.477387929075,1.9826065623353561,4.0,27.0,3.3232687643,31.0,6.1798506875,69.0,1.4227992149,75.0,2.9836330496,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,12.1681593052,2.684373809172102,4.0,30.0,10.6439452782,32.0,13.9792299121,59.0,9.1986701746,86.0,14.8507918559,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,19.359600272,,1.0,35.0,19.359600272,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,12.224219750775,4.357933889130742,4.0,36.0,16.0887269017,44.0,15.9033359743,60.0,8.2922131314,61.0,8.6126029957,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,1.1371900556204777,4.0,37.0,1.1562871632,46.0,0.0602689556,57.0,0.3401329596,84.0,-1.5566890784,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,5.0466076499,0.39017748258196006,2.0,39.0,4.7707105061,43.0,5.3225047937,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,19.5139009194,0.7077117683135017,2.0,47.0,20.0143287099,55.0,19.0134731289,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.7716038196496344,3.0,87.0,-0.4844831599,90.0,-0.4053149854,93.0,0.8897981453,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-0.005046729566666667,1.1268058198030941,3.0,88.0,-0.67840347,91.0,-0.6325438520000001,94.0,1.2958071333,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-1.0207562277333333,0.3533859784933482,3.0,89.0,-0.6464012136,92.0,-1.3485587409,95.0,-1.0673087287,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-2.7755575615628914e-17,1.0135112613919526,4.0,96.0,-0.9730465085000001,97.0,0.593378097,98.0,1.1146650297,99.0,-0.7349966182000001,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-1.36440815065,1.1882493873698758,2.0,100.0,-2.2046273502,104.0,-0.5241889511,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,-1.3751495845500001,0.6685993195492698,2.0,101.0,-1.8479206973000002,105.0,-0.9023784718000001,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,8.333260007968116e-12,2.440648067989855,12.0,102.0,1.4724826841,110.0,-3.1599225512,117.0,3.6655659991,125.0,-0.0084953986,131.0,0.5831948129,134.0,3.0922953867,138.0,-2.6364708221,159.0,-0.8131672025000001,162.0,-0.3014824213,164.0,-4.227095603,170.0,0.2340484109,174.0,2.0990467051,,,,
33,immunity_isolated__WT_npr1,-0.21586341955,1.4380890633570775,2.0,103.0,0.8010191091000001,126.0,-1.2327459482,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-4.070356647457143,2.5962395911032927,14.0,106.0,-5.3272189437,113.0,-5.2458064299,121.0,-6.2095288876,127.0,-2.6689786829,136.0,1.1957459928,142.0,-2.7728301014000003,145.0,-1.1374354326,150.0,-1.9137786587,160.0,-6.0010782611,161.0,-7.8404026424,163.0,-3.5631750868000003,167.0,-8.1506470228,172.0,-3.2897355445,176.0,-4.0601233628
35,immunity_isolated__AvrRpt2_npr1,-2.942866298,1.9862475542825797,3.0,107.0,-3.1562562001,128.0,-4.8138032412000005,146.0,-0.8585394527,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-2.356219096366667,3.410004648762178,3.0,108.0,-4.6394183236,129.0,-3.9928172207,147.0,1.5635782552,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.5530865654500001,3.421422389826781,2.0,109.0,-2.9723975386,148.0,1.8662244076999999,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,-1.3355897056250001,2.390008554571394,4.0,111.0,-0.6506011968000001,119.0,1.6241877282,140.0,-2.3627458007,165.0,-3.9531995532,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.9777110559000001,2.6389690535540047,4.0,112.0,-0.1694631465,120.0,2.1296591996,141.0,-1.7277483051,166.0,-4.1432919716,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-3.6225306545333336,1.8081738099486373,3.0,114.0,-5.709187815,122.0,-2.6415635046,143.0,-2.516840644,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-6.019721393199999,2.8032694554409114,4.0,115.0,-7.3512466337,123.0,-5.9921805378,144.0,-2.1311373731,168.0,-8.6043210282,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,-4.9971454851,2.444927551635512,3.0,116.0,-4.4170390401,124.0,-2.8944433676,169.0,-7.6799540476,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.7455385768999999,1.6581779260163407,2.0,118.0,1.9180474328,139.0,-0.426970279,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.2836379067333334,2.602585443293274,3.0,130.0,-2.4068129648,152.0,0.46931318380000003,156.0,2.7884135012,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,0.9947852892999999,1.8723824552754667,2.0,132.0,-0.3291890418,135.0,2.3187596204,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,0.29079470435,2.1091401234300213,2.0,133.0,-1.2005925794,137.0,1.7821819881,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,3.999514875,0.8378282222182578,2.0,149.0,3.4070808576,151.0,4.5919488924,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,0.9225325731666666,1.937034948738875,3.0,153.0,-1.140093833,155.0,1.2046571324,158.0,2.7030344201,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,-0.23852432280000002,0.7200747764652986,2.0,154.0,-0.7476940802,157.0,0.2706454346,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,0.37377620489999996,1.1624572767081787,2.0,171.0,-0.44820521830000004,175.0,1.1957576281,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,-5.2842018839,2.3311749585175097,2.0,173.0,-3.6358122626,177.0,-6.9325915052,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,-1.4802973661668753e-16,2.2543360246746036,3.0,178.0,-1.6906446215000002,182.0,-0.8688309744,183.0,2.5594755959,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,-1.4275465276333337,1.8392731672478586,3.0,179.0,-2.0039694476,180.0,-2.9095690202,181.0,0.6308988849,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,0.0,0.7436192864434853,3.0,184.0,0.2156429007,185.0,0.6119654957,186.0,-0.8276083964000001,,,,,,,,,,,,,,,,,,,,,,
55,immunity_time__flg22_1hpi,3.0695960258999997,2.389178844449047,3.0,187.0,0.491923037,188.0,3.5070354200000002,189.0,5.2098296207,,,,,,,,,,,,,,,,,,,,,,
56,immunity_time__mock_3hpi,-0.5143845075333333,2.351013641263405,3.0,190.0,0.8743258378000001,191.0,0.8113785896,192.0,-3.22885795,,,,,,,,,,,,,,,,,,,,,,
57,immunity_time__flg22_3hpi,-2.0092843495,1.1030739864686245,3.0,193.0,-0.8981851143,194.0,-2.0255139445,195.0,-3.1041539897,,,,,,,,,,,,,,,,,,,,,,
58,immunity_time__mock_5hpi,1.7504586485666669,1.3585829730693926,3.0,196.0,3.1419814166,197.0,0.4274046819,198.0,1.6819898472,,,,,,,,,,,,,,,,,,,,,,
59,immunity_time__flg22_5hpi,0.8597936261,3.944333864736671,3.0,199.0,5.1136755497,200.0,-2.6764507351,201.0,0.1421560637,,,,,,,,,,,,,,,,,,,,,,
