,-0.07703513891880596,-0.055025099227718546,-0.03301505953663113,-0.01100501984554371,0.01100501984554371,0.03301505953663113,0.055025099227718546,0.07703513891880596,0.09904517860989338,0.1210552183009808,0.1430652579920682,0.16507529768315565,0.18708533737424304,0.20909537706533043,0.23110541675641788,0.2531154564475053,0.2751254961385927,0.2971355358296801,0.31914557552076755,0.341155615211855
thresh,-0.06603011907326226,0.06603011907326226,1,,,,,,,,,,,,,,,,,
unreg,7,17,141,1119,811,138,37,7,12,3,3,0,0,0,0,0,1,0,0,0
unreg_genes,"['Saci_2151' 'Saci_1130' 'Saci_1450' 'Saci_1527' 'Saci_2071' 'Saci_0478'
 'SACI_RS11555']",[],[],[],[],[],[],['Saci_1560' 'Saci_0915' 'Saci_0835' 'lysZ' 'Saci_0477' 'secE' 'Saci_1984'],"['gins15' 'Saci_2264' 'Saci_0774' 'Saci_0476' 'upp' 'pyrH' 'Saci_0405'
 'Saci_0759' 'SACI_RS01115' 'ndhE' 'SACI_RS11845' 'Saci_1010']",['hisE' 'Saci_0781' 'rpoN'],['Saci_0873' 'rpl39e' 'rpl24e'],[],[],[],[],[],['Saci_0653'],[],[],[]
