,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.007829062296062493,,1.0,0.0,-0.007829062296062493
1,Cr__2,-0.01570000878880418,,1.0,1.0,-0.01570000878880418
2,Cr__3,-0.02099997921666339,,1.0,2.0,-0.02099997921666339
3,Cr__4,-0.024959043144558248,,1.0,3.0,-0.024959043144558248
4,Cr__5,-0.02908688208628888,,1.0,4.0,-0.02908688208628888
5,Cr__6,-0.035916904707984164,,1.0,5.0,-0.035916904707984164
6,Fe__1,-0.007407857790493283,,1.0,6.0,-0.007407857790493283
7,Fe__2,-0.030985203145694664,,1.0,7.0,-0.030985203145694664
8,Fe__3,-0.05949959518559465,,1.0,8.0,-0.05949959518559465
9,Fe__4,-0.08136483201398535,,1.0,9.0,-0.08136483201398535
10,Fe__5,-0.0951680204286659,,1.0,10.0,-0.0951680204286659
11,Fe__6,-0.1202796002756557,,1.0,11.0,-0.1202796002756557
12,Cd__1,-0.0003152103917102928,,1.0,12.0,-0.0003152103917102928
13,Cd__2,-0.0018907957913839387,,1.0,13.0,-0.0018907957913839387
14,Cd__3,-0.0002300942533385748,,1.0,14.0,-0.0002300942533385748
15,Cd__4,0.0025344832074820057,,1.0,15.0,0.0025344832074820057
16,Cd__5,0.004405435505620454,,1.0,16.0,0.004405435505620454
17,Cd__6,0.009449613528344373,,1.0,17.0,0.009449613528344373
18,Zn__1,0.010710117355307773,,1.0,18.0,0.010710117355307773
19,Zn__2,0.030312642533935095,,1.0,19.0,0.030312642533935095
20,Zn__3,0.05603315293419423,,1.0,20.0,0.05603315293419423
21,Zn__4,0.08282101264240517,,1.0,21.0,0.08282101264240517
22,Zn__5,0.11466012613646792,,1.0,22.0,0.11466012613646792
23,Zn__6,0.1309328551576897,,1.0,23.0,0.1309328551576897
24,Cu__1,0.015154973118792572,,1.0,24.0,0.015154973118792572
25,Cu__2,0.02811268241129695,,1.0,25.0,0.02811268241129695
26,Cu__3,0.03903341243664556,,1.0,26.0,0.03903341243664556
27,Cu__4,0.04585081801825544,,1.0,27.0,0.04585081801825544
28,Cu__5,0.05177006647881676,,1.0,28.0,0.05177006647881676
29,Cu__6,0.056142730902805166,,1.0,29.0,0.056142730902805166
30,Pb__1,-0.0028484654767595642,,1.0,30.0,-0.0028484654767595642
31,Pb__2,-0.00972807755194622,,1.0,31.0,-0.00972807755194622
32,Pb__3,-0.0062967366454328285,,1.0,32.0,-0.0062967366454328285
33,Pb__4,0.002395273775047077,,1.0,33.0,0.002395273775047077
34,Pb__5,0.016363180444858447,,1.0,34.0,0.016363180444858447
35,Pb__6,0.024401976088773397,,1.0,35.0,0.024401976088773397
