sample,new_1926587_1926679
LBexp_1,14.3651
LBexp_2,15.8366
LBexp_3,15.9366
LBtran_1,15.838
LBtran_2,14.6503
LBtran_3,14.6511
LBstat_1,15.5892
LBstat_2,15.1881
LBstat_3,15.1428
LBGexp_1,8.6472
LBGexp_2,13.0626
LBGexp_3,13.2879
LBGtran_2,13.5048
LBGtran_3,13.3764
LBGstat_1,12.7816
LBGstat_2,12.9741
LBGstat_3,13.5206
S0_1,14.5813
S0_2,15.4491
S0_3,15.4109
S1_1,14.1611
S1_2,13.7416
S1_3,14.9129
S2_1,14.2028
S2_2,14.6378
S2_3,13.779000000000002
S3_1,14.3618
S3_2,15.2418
S4_1,14.8559
S4_2,14.6368
S4_3,14.4654
S5_1,13.4788
S5_2,13.6435
S5_3,14.4026
S6_1,12.9819
S6_2,9.5741
S6_3,13.4739
S6/t_1,13.1172
S6/t_2,8.8647
S6_4,11.2422
S6_5,13.043
S6_6,12.8338
S7_4,12.3946
S7_5,12.5658
S7_6,12.6394
S8_4,12.4738
S8_5,12.4505
G135_1,11.2653
G135_3,9.561
G150_1,12.6648
G150_2,12.6888
G150_3,13.0117
G180_1,11.4866
G180_2,11.9811
G180_3,10.5797
C30_1,14.7697
C30_2,15.2254
C90_1,13.5924
C90_2,13.6372
BI_1,15.7945
BI_2,15.8488
BC_2,15.5505
BC/t_1,15.0985
BC/t_2,15.6032
BC_1,15.1193
Sw_1,16.0416
Sw_2,16.1121
BT_1,15.1354
BT_2,14.0024
B36_1,15.847
B36_2,15.0507
B60_1,16.3932
B60_2,16.3959
M9exp_1,16.2309
M9exp_2,16.117
M9exp_3,15.964
M9tran_1,15.6707
M9tran_2,15.4733
M9tran_3,16.1917
M9stat_1,15.1619
M9stat_2,15.0822
M9stat_3,15.1253
M+G_1,15.5092
M+G_2,15.3264
M+G_3,15.4832
Glu_1,15.6766
Glu_2,16.0442
Glu_3,16.0619
Fru_1,16.034000000000002
Fru_2,16.2819
Fru_3,15.6051
Mal_1,15.1877
Mal_2,15.7954
Mal_3,15.7996
G+S_2,15.6718
G+S_3,15.7251
Pyr_1,15.493
Pyr_2,16.0204
Pyr_3,15.5537
Gly_1,14.1574
Gly_2,15.1713
Gly_3,13.0916
Glucon_1,15.3329
Glucon_2,15.7899
Glucon_3,13.3494
aero_1,14.0337
aero_2,14.9165
aero_3,14.7867
nit_1,12.9526
nit_2,13.0769
nit_3,12.679
ferm_1,12.8878
ferm_2,12.2876
ferm_3,13.0769
T-5.40H_1,15.9873
T-4.40H_1,16.0791
T-3.40H_1,16.1945
T-2.40H_1,15.9652
T-1.40H_1,16.1578
T-1.10H_1,15.2348
T-0.40H_1,15.8334
T0.0H_1,16.009
T0.30H_1,14.9529
T1.0H_1,15.1382
T1.30H_1,15.1827
T2.0H_1,15.3718
T2.30H_1,16.0714
T3.0H_1,15.7858
T3.30H_1,16.0014
T4.0H_1,16.0506
T5.0H_1,15.8282
HPh_1,14.2759
HPh_2,13.6503
HPh_3,14.1333
LPh_1,13.7667
LPh_2,14.1699
LPh_3,13.7891
LPhT_1,15.2249
LPhT_2,14.7668
LPhT_3,15.4137
SMMPr_1,15.9661
SMMPr_2,16.1356
SMMPr_3,16.2252
HiTm_1,15.2543
HiTm_2,16.0467
HiTm_3,16.1314
LoTm_1,15.8648
LoTm_2,16.3335
LoTm_3,15.8491
HiOs_1,16.3176
HiOs_2,16.0436
HiOs_3,16.3958
BMM_1,14.9564
BMM_2,14.6076
BMM_3,14.5427
Heat_1,15.2126
Heat_2,14.76
Heat_3,14.4464
Cold_1,16.3012
Cold_2,15.8516
Cold_3,15.2929
Etha_1,14.2472
Etha_2,13.4358
Etha_3,14.0472
SMM_1,16.279
SMM_2,16.0566
SMM_3,15.9509
Salt_1,16.0477
Salt_2,15.9659
Salt_3,16.0128
Mt0_1,15.4408
Mt0_3,13.3662
M0t45_1,13.5463
M0t45_2,15.705
M0t45_3,12.8652
M0t90_1,15.709
M0t90_2,16.061
M0t90_3,15.9264
M40t45_1,13.8035
M40t45_2,15.1395
M40t45_3,12.7456
M40t90_1,16.4152
M40t90_2,16.3623
M40t90_3,16.3975
dia0_1,14.8499
dia0_2,16.2344
dia0_3,16.0325
dia5_1,14.7245
dia5_2,15.6881
dia5_3,14.9161
dia15_1,15.3971
dia15_2,16.0206
dia15_3,15.0077
Diami_1,11.8003
Diami_2,12.3523
Diami_3,11.6387
Paraq_1,11.8131
Paraq_2,12.616
Paraq_3,10.4298
H2O2_1,12.505
H2O2_2,12.7182
H2O2_3,11.621
