,-0.04944469102004241,-0.03955575281603393,-0.029666814612025444,-0.01977787640801696,-0.009888938204008477,6.938893903907228e-18,0.00988893820400849,0.019777876408016967,0.029666814612025458,0.03955575281603395,0.049444691020042425,0.0593336292240509,0.06922256742805939,0.07911150563206788,0.08900044383607635,0.09888938204008484,0.10877832024409333,0.11866725844810182,0.12855619665211032,0.13844513485611876
thresh,-0.054389160122046656,0.054389160122046656,1,,,,,,,,,,,,,,,,,
unreg,4,5,45,331,1319,1658,719,203,88,61,23,21,16,11,8,1,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],"['PN96_RS01830' 'PN96_RS02440' 'PN96_RS19710' 'PN96_RS07795'
 'PN96_RS21810' 'trpB' 'PN96_RS07460' 'PN96_RS03240' 'PN96_RS09610' 'sixA'
 'dcuA' 'PN96_RS23615' 'PN96_RS14160' 'frsA' 'deoD' 'Mlc' 'PN96_RS10995'
 'frdC' 'raiA' 'nagE' 'nhaD']","['PN96_RS01985' 'PN96_RS10025' 'PN96_RS14580' 'PN96_RS13625' 'pyk' 'yccX'
 'TfoX' 'PN96_RS14645' 'PN96_RS17985' 'PN96_RS07405' 'PN96_RS21045'
 'PN96_RS17545' 'PN96_RS04080' 'PN96_RS10455' 'PN96_RS05375'
 'PN96_RS07455']","['PN96_RS09555' 'PN96_RS21160' 'PN96_RS23165' 'ptsG' 'frdA' 'PN96_RS03405'
 'PN96_RS06430' 'PN96_RS04830' 'aspA' 'PN96_RS22535' 'PN96_RS21110']","['PN96_RS13445' 'PN96_RS09560' 'PN96_RS09185' 'uspA' 'PN96_RS06080' 'PsrA'
 'PN96_RS10720' 'PN96_RS08910']",['PN96_RS09565'],[],['PN96_RS20625'],['PN96_RS09570'],[]
