,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-28.653996972017797,0.6545163236335724,2.0,0.0,-28.19118404117921,1.0,-29.116809902856385
1,RichMedia__BHIN_Growth_Mid,-36.423475446102984,4.776952753834508,2.0,2.0,-39.80129113174712,3.0,-33.045659760458854
2,RichMedia__BHIN_Growth_Stat,-44.19628582644118,1.1534480363752961,2.0,4.0,-43.38067489817391,5.0,-45.01189675470847
3,RichMedia__LBv2_Growth_Late,-8.166746687476692,1.0316264716843746,2.0,6.0,-7.43727661369712,7.0,-8.896216761256266
4,RichMedia__LBv2_Growth_Mid,-2.6256774532384952e-14,0.9018491780231728,2.0,8.0,0.6377036693876732,9.0,-0.6377036693877257
5,RichMedia__LBv2_Growth_Stat,-38.977382009249695,7.129318074762834,2.0,10.0,-44.01857116515031,11.0,-33.93619285334907
6,RichMedia__MHB_Rich_Mid,-2.7866758543945505,4.072472304627045,2.0,12.0,-5.666348637190741,13.0,0.0929969284016401
7,RichMedia__NBO_Rich_Mid,-8.340809708855772,1.7048193497515056,2.0,14.0,-7.135320385948441,15.0,-9.546299031763102
8,Carbon__M9Na_Arabinose_Mid,16.048136124476958,19.08253037139615,2.0,16.0,29.54152275228942,17.0,2.554749496664493
9,Carbon__M9Na_Galactose_Mid,21.686082360580954,2.5931969053935715,2.0,18.0,19.85241524382519,19.0,23.51974947733672
10,Carbon__M9Na_GlcNAcGrowth_Late,-3.7983285131272915,1.9424583692670525,2.0,20.0,-2.424803028045996,21.0,-5.171853998208587
11,Carbon__M9Na_GlcNAcGrowth_Mid,-2.0706415539294496,0.5369457816101907,2.0,22.0,-2.4503195572355265,23.0,-1.690963550623373
12,Carbon__M9Na_GlcNAcGrowth_Stat,6.02089353624369,0.4697195100610008,2.0,24.0,5.6887516854239335,25.0,6.353035387063446
13,Carbon__M9Na_GlcNAc_Mid,-0.8925067518174896,1.841575245829141,2.0,26.0,-2.1946970962085586,27.0,0.4096835925735793
14,Carbon__M9Na_Gluconate_Mid,24.24577757840017,6.620085631986806,2.0,28.0,28.92688502081367,29.0,19.564670135986667
15,Carbon__M9Na_Glucosamine_Mid,23.20345493225253,2.6207650344516975,2.0,30.0,25.05661566000992,31.0,21.35029420449514
16,Carbon__M9Na_Glycerol_Mid,32.829644808731345,1.7903483193219594,2.0,32.0,34.09561224600984,33.0,31.56367737145285
17,Carbon__M9Na_Maltose_Mid,-0.19565763536916814,5.998654352026663,2.0,34.0,4.04603153494308,35.0,-4.4373468056814165
18,Carbon__M9Na_Mannitol_Mid,26.61130349542084,5.108854863054798,2.0,36.0,30.22380941318476,37.0,22.998797577656923
19,Carbon__M9Na_Trehalose_Mid,6.462111200432146,7.198747486791421,2.0,38.0,1.3718280364723148,39.0,11.552394364391976
