,-0.07169123307954103,-0.05974269423295086,-0.047794155386360684,-0.03584561653977051,-0.023897077693180335,-0.01194853884659016,1.3877787807814457e-17,0.011948538846590195,0.023897077693180363,0.03584561653977053,0.04779415538636071,0.059742694232950894,0.07169123307954106,0.08363977192613123,0.09558831077272142,0.10753684961931159,0.11948538846590176,0.13143392731249193,0.1433824661590821,0.1553310050056723
thresh,-0.06571696365624595,0.06571696365624595,1,,,,,,,,,,,,,,,,,
unreg,1,1,5,38,212,1033,1636,711,156,31,13,16,10,11,7,7,4,3,0,0
unreg_genes,['ABUW_0779'],[],[],[],[],[],[],[],[],[],[],[],['atpH' 'rplL' 'trmD' 'atpC' 'rpmI' 'atpG' 'rplX' 'rplK' 'rpsM' 'rplT'],"['rplS' 'rplJ' 'rpsR' 'rpsJ' 'rpsB' 'rpsF' 'fusA' 'rplI' 'rplA' 'rplO'
 'rplE']",['secY' 'rpsN' 'rpsE' 'rplR' 'rplF' 'rpmD' 'rpsD'],['rpoA' 'rpsK' 'rplQ' 'rplC' 'rpsH' 'rplW' 'rpmC'],['rplP' 'rpsQ' 'rpsS' 'rpsC'],['rplB' 'rplV' 'rplD'],[],[]
