,-0.055608312757784856,-0.037072208505189906,-0.018536104252594957,-6.938893903907228e-18,0.018536104252594943,0.037072208505189885,0.05560831275778484,0.0741444170103798,0.09268052126297474,0.11121662551556968,0.12975272976816463,0.1482888340207596,0.16682493827335454,0.18536104252594948,0.20389714677854445,0.2224332510311394,0.24096935528373434,0.2595054595363293,0.2780415637889242,0.2965776680415192
thresh,-0.06487636488408233,0.06487636488408233,2,,,,,,,,,,,,,,,,,
unreg,1,15,534,2890,373,27,4,2,0,1,0,0,1,0,0,0,0,0,0,0
narP,0,0,5,6,6,1,0,0,3,0,3,2,5,2,1,1,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],['narI' 'narJ'],[],['nrfE'],[],[],['ccmA'],[],[],[],[],[],[],[]
narP_genes,[],[],['phsB' 'phsC' 'STM1789' 'STM1788' 'ygbD'],['poxB' 'STM1786' 'STM1787' 'yoaG' 'STM2840' 'STM1791'],['ytfE' 'STM1790' 'hcp' 'fdnI' 'cysG' 'hcr'],['fdnH'],[],[],['nrfG' 'nirC' 'nirB'],[],['nrfB' 'nrfA' 'nirD'],['ccmG' 'nrfC'],['ccmF' 'napD' 'nrfD' 'ccmB' 'napF'],['ccmC' 'ccmE'],['napA'],['napC'],['napH' 'napB'],['napG'],[],[]
