,-0.10972258134458579,-0.09600725867651257,-0.08229193600843934,-0.06857661334036612,-0.054861290672292895,-0.04114596800421967,-0.027430645336146448,-0.013715322668073224,0.0,0.013715322668073224,0.027430645336146448,0.04114596800421966,0.054861290672292895,0.06857661334036613,0.08229193600843934,0.09600725867651255,0.10972258134458579,0.12343790401265903,0.13715322668073224,0.15086854934880545
thresh,-0.1165802426786224,0.1165802426786224,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,12,21,175,1182,2879,1068,156,36,20,8,1,2,2,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_4615' 'PP_0153'],[],[]
