,-0.05903356070337733,-0.03935570713558488,-0.019677853567792433,1.3877787807814457e-17,0.01967785356779246,0.03935570713558491,0.059033560703377355,0.0787114142711698,0.09838926783896225,0.1180671214067547,0.13774497497454713,0.15742282854233958,0.17710068211013202,0.19677853567792447,0.21645638924571692,0.23613424281350937,0.2558120963813018,0.27548994994909426,0.2951678035168867,0.31484565708467915
thresh,-0.06887248748727355,0.06887248748727355,1,,,,,,,,,,,,,,,,,
unreg,1,34,749,4128,606,33,8,2,2,2,0,0,2,0,2,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],['PA5546' 'PA2868'],['PA0250' 'snr1'],['ahpC' 'PA1942'],[],[],['PA4612' 'trxB2'],[],['ahpF' 'PA3237'],['PA3287' 'PA0848'],[],['katB'],[],[]
