,new_2724871_2724954_c
LBexp_1,11.4897
LBexp_2,12.3088
LBexp_3,11.8581
LBtran_1,9.8956
LBtran_2,11.4285
LBtran_3,11.7255
LBstat_1,7.4769
LBstat_2,7.4267
LBstat_3,7.7352
LBGexp_1,12.0654
LBGexp_2,14.1488
LBGexp_3,13.0516
LBGtran_2,13.5896
LBGtran_3,15.3263
LBGstat_1,12.9063
LBGstat_2,11.822
LBGstat_3,12.8802
S0_1,7.3821
S0_2,7.2549
S0_3,7.8613
S1_1,9.171
S1_2,8.9206
S1_3,8.9819
S2_1,8.3359
S2_2,8.3094
S2_3,7.0555
S3_1,8.81
S3_2,8.348700000000001
S4_1,8.3745
S4_2,6.9144
S4_3,6.9258
S5_1,8.0735
S5_2,8.485
S5_3,7.026
S6_1,8.5177
S6_2,7.8799
S6_3,8.4818
S6/t_1,9.7167
S6/t_2,7.8341
S6_4,9.9214
S6_5,9.8329
S6_6,9.4082
S7_4,10.7123
S7_5,10.7586
S7_6,11.0083
S8_4,10.3709
S8_5,11.3202
G135_1,9.2202
G135_3,7.7085
G150_1,8.1318
G150_2,8.3953
G150_3,8.6478
G180_1,8.2731
G180_2,8.1879
G180_3,7.1624
C30_1,10.2399
C30_2,9.8553
C90_1,10.4057
C90_2,9.972
BI_1,10.0127
BI_2,10.8205
BC_2,8.0445
BC/t_1,8.3044
BC/t_2,10.1974
BC_1,7.4186
Sw_1,7.7167
Sw_2,9.2396
BT_1,8.881
BT_2,7.4517
B36_1,7.5728
B36_2,8.1985
B60_1,9.1505
B60_2,8.3984
M9exp_1,10.1129
M9exp_2,9.6386
M9exp_3,9.4418
M9tran_1,10.0649
M9tran_2,7.8994
M9tran_3,10.609
M9stat_1,8.2303
M9stat_2,8.3065
M9stat_3,8.1718
M+G_1,10.5488
M+G_2,9.6104
M+G_3,10.2081
Glu_1,9.5304
Glu_2,9.3168
Glu_3,9.4736
Fru_1,9.8077
Fru_2,9.8265
Fru_3,8.885
Mal_1,11.1228
Mal_2,9.5716
Mal_3,10.6133
G+S_2,10.3341
G+S_3,9.847
Pyr_1,9.2939
Pyr_2,9.7005
Pyr_3,9.6942
Gly_1,14.412
Gly_2,14.7543
Gly_3,13.3531
Glucon_1,9.4351
Glucon_2,9.252
Glucon_3,8.3701
aero_1,9.3221
aero_2,8.5154
aero_3,9.1218
nit_1,9.2796
nit_2,11.0764
nit_3,9.6297
ferm_1,8.5212
ferm_2,9.4909
ferm_3,9.6873
T-5.40H_1,9.1359
T-4.40H_1,8.4433
T-3.40H_1,8.3874
T-2.40H_1,8.0335
T-1.40H_1,8.1195
T-1.10H_1,8.3537
T-0.40H_1,7.7711
T0.0H_1,8.1374
T0.30H_1,10.4769
T1.0H_1,7.9448
T1.30H_1,8.2049
T2.0H_1,8.2577
T2.30H_1,8.3574
T3.0H_1,8.053
T3.30H_1,8.0812
T4.0H_1,8.5674
T5.0H_1,7.8364
HPh_1,9.5746
HPh_2,8.9542
HPh_3,9.2781
LPh_1,9.7907
LPh_2,9.6717
LPh_3,10.2412
LPhT_1,9.29
LPhT_2,9.3043
LPhT_3,9.9895
SMMPr_1,11.498
SMMPr_2,11.6759
SMMPr_3,12.1788
HiTm_1,9.1948
HiTm_2,11.1831
HiTm_3,11.04
LoTm_1,12.9502
LoTm_2,12.7231
LoTm_3,12.6238
HiOs_1,9.2834
HiOs_2,7.5118
HiOs_3,8.225
BMM_1,9.0224
BMM_2,8.9382
BMM_3,8.2203
Heat_1,9.4298
Heat_2,9.1958
Heat_3,9.0219
Cold_1,9.4297
Cold_2,7.4223
Cold_3,7.5106
Etha_1,7.9282
Etha_2,8.012
Etha_3,7.8897
SMM_1,11.0163
SMM_2,10.8462
SMM_3,11.2367
Salt_1,8.5875
Salt_2,8.0212
Salt_3,7.4473
Mt0_1,11.2416
Mt0_3,10.0505
M0t45_1,11.882
M0t45_2,13.0946
M0t45_3,10.437100000000001
M0t90_1,7.9982
M0t90_2,8.9226
M0t90_3,8.3644
M40t45_1,11.7874
M40t45_2,9.7284
M40t45_3,11.0182
M40t90_1,8.4913
M40t90_2,10.3255
M40t90_3,10.5293
dia0_1,12.0456
dia0_2,12.038
dia0_3,13.7815
dia5_1,15.8826
dia5_2,15.8802
dia5_3,16.0672
dia15_1,11.9162
dia15_2,10.1239
dia15_3,9.8475
Diami_1,14.3035
Diami_2,13.8159
Diami_3,14.0129
Paraq_1,7.7109000000000005
Paraq_2,8.945
Paraq_3,7.8995
H2O2_1,8.5203
H2O2_2,8.8693
H2O2_3,8.7594
Oxctl_1,8.2085
Oxctl_2,8.8574
Oxctl_3,8.8107
GM-0.1_1,8.4434
GM-0.2_1,8.2485
GM+5_1,8.6524
GM+15_1,8.7796
GM+25_1,9.8462
GM+45_1,8.919
GM+60_1,9.8712
GM+90_1,8.8281
GM+120_1,7.9203
GM+150_1,9.3164
GM-0.1_2,9.6478
GM-0.2_2,10.135
GM+5_2,9.0792
GM+10_2,8.995
GM+15_2,9.5636
GM+25_2,9.2113
GM+45_2,8.1212
GM+60_2,7.7102
GM+90_2,9.1874
GM+150_2,8.0243
GM-0.1_3,9.148
GM-0.2_3,8.5946
GM+5_3,9.1874
GM+10_3,8.2864
GM+15_3,9.1414
GM+25_3,7.2865
GM+45_3,8.1151
GM+60_3,8.0539
GM+90_3,8.987
GM+120_3,8.3666
GM+150_3,10.0816
MG-0.1_1,9.1605
MG+5_1,9.125
MG+10_1,9.6239
MG+15_1,8.9006
MG+25_1,8.4626
MG+45_1,7.9952000000000005
MG+120_1,7.2934
MG+150_1,10.2734
MG-0.1_2,8.6645
MG-0.2_2,9.4635
MG+5_2,9.405
MG+10_2,10.0954
MG+15_2,10.5517
MG+25_2,8.846
MG+45_2,7.5837
MG+60_2,7.5757
MG+90_2,8.586
MG+120_2,11.0303
MG-0.1_3,11.1927
MG-0.2_3,10.5421
MG+5_3,9.744
MG+10_3,7.8179
MG+15_3,10.7106
MG+25_3,9.4072
MG+45_3,10.7262
MG+60_3,8.7306
MG+90_3,10.538499999999999
MG+120_3,11.1909
MG+150_3,10.795
