,A,CueR
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,-2.981375467799219,-1.1306664154999997
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,-2.3695998553694,-0.9954641255
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,-4.310454323448649,-1.0404968234999998
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,-3.8275307683057536,-1.2196842404999997
Salinity and Temperature Variations__20-300-T1__1,-0.1869953734832985,-0.1390517630000003
Salinity and Temperature Variations__20-300-T1__2,-0.3931263129120924,-0.2833590280000004
Salinity and Temperature Variations__20-300-T2__1,0.1869953734833022,0.1390517629999994
Salinity and Temperature Variations__20-300-T2__2,-0.8750664233510922,-0.941921169
Rich_TF_over_stress__LBv2_LowpH_Mid__1,2.800846971709601,-0.5570398114999993
Rich_TF_over_stress__LBv2_LowpH_Mid__2,3.643276576818861,-0.4039005734999996
Rich_TF_over_stress__LBv2_highSalt_Mid__1,-3.433209550568662,-3.1666990785
Rich_TF_over_stress__LBv2_highSalt_Mid__2,-2.9854519451833244,-2.6775394175
Carbons__M9Na_glucoseKanamycin_Mid__1,-6.590144867193736,1.8526792755
Carbons__M9Na_glucoseKanamycin_Mid__2,-7.520799235448734,1.7663677264999986
microgravity__R_wt__1,-0.0447788357661634,-0.0320130450000002
microgravity__R_wt__2,0.0447788357661622,0.0320130449999993
microgravity__R_s__1,-1.2593947901099902,-0.2346954980000006
microgravity__R_s__2,-1.5872118301502078,-0.6329433120000001
Competence_condition__OSS_TfoXOver_Stat__1,-3.26504033987314,-0.0318157025000003
Competence_condition__OSS_TfoXOver_Stat__2,-3.1644207019631976,0.4141559565000001
Competence_condition__OSS_VectorOnly_Stat__1,-0.410653076558421,-0.0867246325000001
Competence_condition__OSS_VectorOnly_Stat__2,0.4106530765584127,0.0867246325000001
Competence_Recovery__LBv2_TfoXOver_Recov__1,1.299367281117674,-1.1584971074999997
Competence_Recovery__LBv2_TfoXOver_Recov__2,-1.6546623596832193,-0.7264725664999991
Competence_Recovery__LBv2_VectorOnly_Recov__1,1.0499812362133436,-0.4859793014999995
Competence_Recovery__LBv2_VectorOnly_Recov__2,-1.0499812362133334,0.4859793015000004
