,A,CueR
R2,,0.05717726626820441
xmin,,-4.100927832499999
xmid,,0.22230639154022677
xmax,,1.8526792755
ystart,,-0.571259407533941
yend,,-7.337565125000453
Rich_TF_over_stress__BHIN_Growth_Late__1,-4.42176850859036,-0.7423556964999998
Rich_TF_over_stress__BHIN_Growth_Late__2,0.3193716619115537,0.0643838875
Rich_TF_over_stress__BHIN_Growth_Mid__1,2.2530878052509142,1.3076851895000008
Rich_TF_over_stress__BHIN_Growth_Mid__2,-0.8245495414847587,1.0691665854999997
Rich_TF_over_stress__BHIN_Growth_Stat__1,0.4493025792138956,-1.7535963784999993
Rich_TF_over_stress__BHIN_Growth_Stat__2,-0.1462116554144891,-1.2868896454999996
Rich_TF_over_stress__LBv2_Growth_Late__1,-0.7542233556104034,0.2751428735000001
Rich_TF_over_stress__LBv2_Growth_Late__2,5.001979323851993,-0.0767491964999997
Rich_TF_over_stress__LBv2_Growth_Mid__1,-0.0975058234891972,-0.1029779765
Rich_TF_over_stress__LBv2_Growth_Mid__2,0.0975058234891928,0.1029779765
Rich_TF_over_stress__LBv2_Growth_Stat__1,-5.47884655580742,-1.397057866499999
Rich_TF_over_stress__LBv2_Growth_Stat__2,-5.9232557654658855,-1.719674585499999
Rich_TF_over_stress__MHB_Rich_Mid__1,-1.6847904452887863,-1.4325478144999997
Rich_TF_over_stress__MHB_Rich_Mid__2,-2.311106407409003,-1.1676612734999994
Rich_TF_over_stress__NBO_Rich_Mid__1,-0.2388962060080745,-0.2383560164999991
Rich_TF_over_stress__NBO_Rich_Mid__2,-0.9745154612738484,-0.2349213534999989
Carbons__M9Na_Arabinose_Mid__1,-6.92878909193336,0.7953444134999996
Carbons__M9Na_Arabinose_Mid__2,1.518757212407719,0.0278366484999992
Carbons__M9Na_Galactose_Mid__1,-11.424541672694366,-0.5651027295000004
Carbons__M9Na_Galactose_Mid__2,-9.044141322019025,-0.7418075765000003
Carbons__M9Na_GlcNAcGrowth_Late__1,9.868554542165494,0.1199978694999996
Carbons__M9Na_GlcNAcGrowth_Late__2,2.426717564530938,-0.3601755705000009
Carbons__M9Na_GlcNAcGrowth_Mid__1,0.2522873196683733,-0.3279827415000005
Carbons__M9Na_GlcNAcGrowth_Mid__2,1.7348746786219085,-0.4146597455000007
Carbons__M9Na_GlcNAcGrowth_Stat__1,2.5226083170101816,-0.9933212115000004
Carbons__M9Na_GlcNAcGrowth_Stat__2,1.9021916233720648,-1.1940596355000004
Carbons__M9Na_GlcNAc_Mid__1,4.240798234434066,0.3855062384999996
Carbons__M9Na_GlcNAc_Mid__2,5.327032392821046,0.6149309134999994
Carbons__M9Na_Gluconate_Mid__1,4.446519687132643,0.2223098714999993
Carbons__M9Na_Gluconate_Mid__2,10.54022693230926,-1.053512007500001
Carbons__M9Na_Glucosamine_Mid__1,14.585223427524614,0.0618646034999992
Carbons__M9Na_Glucosamine_Mid__2,10.451880094055667,-0.0510391645000005
Carbons__M9Na_Glycerol_Mid__1,-9.118646941470947,0.0259087394999992
Carbons__M9Na_Glycerol_Mid__2,-7.1526414561010405,-0.3266850965000003
Carbons__M9Na_Maltose_Mid__1,1.3367007846311163,0.6447067234999997
Carbons__M9Na_Maltose_Mid__2,-1.2763645475282344,0.1576634974999997
Carbons__M9Na_Mannitol_Mid__1,-7.026722660533568,0.7857826154999996
Carbons__M9Na_Mannitol_Mid__2,15.221227104267363,-0.1237451095000006
Carbons__M9Na_Trehalose_Mid__1,-5.053667295501259,-0.3732235955000007
Carbons__M9Na_Trehalose_Mid__2,-6.925381797691931,0.6381763054999992
Carbons__M9Na_ethanol_Mid__1,-9.097329060362922,0.4131153714999991
Carbons__M9Na_ethanol_Mid__2,-6.983644769587484,1.2394161864999995
Carbons__M9Na_fructose_Mid__1,-0.0201442721709233,0.0350410664999989
Carbons__M9Na_fructose_Mid__2,4.138374036924461,-0.5445491015000004
Carbons__M9Na_fumarate_Mid__1,-8.397180024868502,1.1940084915
Carbons__M9Na_fumarate_Mid__2,-6.383096919470331,0.5332642714999993
Carbons__M9Na_glucoseGrowth_Late__1,4.573834422082235,-0.3235724765000007
Carbons__M9Na_glucoseGrowth_Late__2,4.747072286603746,0.3874153714999995
Carbons__M9Na_glucoseGrowth_Mid__1,0.1410363779458283,-0.1603710935000002
Carbons__M9Na_glucoseGrowth_Mid__2,-0.1410363779458129,0.1603710934999993
Carbons__M9Na_glucoseGrowth_Stat__1,1.537853931791782,0.077446609499999
Carbons__M9Na_glucoseGrowth_Stat__2,0.0618606022451167,-0.324385963500001
Carbons__M9Na_ribose_Mid__1,-6.872606576678245,-0.9568441835000004
Carbons__M9Na_ribose_Mid__2,-8.909858342828715,-1.0694533275000009
Carbons__M9Na_succinate_Mid__1,-4.717659732853486,1.2327387654999988
Carbons__M9Na_succinate_Mid__2,-5.960398655413857,0.5633604844999995
Carbons__M9Na_sucrose_Mid__1,-5.69822837423802,-0.1451413765000007
Carbons__M9Na_sucrose_Mid__2,-4.744804661834351,0.8747231394999995
Rich_TF_over_stress__LBv2_HapROver_Late__1,1.1452168271236152,-1.4451737154999993
Rich_TF_over_stress__LBv2_HapROver_Late__2,-3.03959627496568,-1.5995606715
Rich_TF_over_stress__LBv2_HapROver_Mid__1,1.4693829009338153,0.0780766615000008
Rich_TF_over_stress__LBv2_HapROver_Mid__2,-0.5989607013812043,0.1653803124999999
Rich_TF_over_stress__LBv2_HapROver_Stat__1,-3.897815666829693,-1.0063541944999992
Rich_TF_over_stress__LBv2_HapROver_Stat__2,-4.085417303271417,-1.3183334784999996
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,-5.443401049377941,-1.3280536434999997
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,-5.771290404596561,-1.4286418414999993
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,4.39651596904512,-1.5605143314999994
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,4.751588195661905,-1.3693554784999993
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,-2.0520730290702405,-1.1335352384999997
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,-1.966817343702374,-1.6417610304999997
Rich_TF_over_stress__LBv2_QstROver_Late__1,3.0584447952939087,-1.3834265084999997
Rich_TF_over_stress__LBv2_QstROver_Late__2,2.832926325733847,-1.4605167684999998
Rich_TF_over_stress__LBv2_QstROver_Mid__1,-1.6082460753203625,-2.4972667525
Rich_TF_over_stress__LBv2_QstROver_Mid__2,-1.0239391560093238,-1.3376366284999994
Rich_TF_over_stress__LBv2_QstROver_Stat__1,-5.006955689679784,-1.7671832604999995
Rich_TF_over_stress__LBv2_QstROver_Stat__2,-6.063546578786261,-1.9903109664999992
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,-2.68725901964032,-4.100927832499999
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,-2.925467361977054,-3.5611001374999995
