,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.333335459506278e-11,0.48255823129857495,3.0,0.0,0.5109317119,1.0,-0.0629196644,2.0,-0.4480120476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-4.8701562686,1.2277022204833208,3.0,3.0,-5.6356234442,4.0,-5.5207656754,5.0,-3.4540796862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-5.364459064066666,0.29673029435755094,3.0,6.0,-5.6178556869000005,7.0,-5.4374892715,8.0,-5.0380322338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-2.114710523095536e-17,1.4108695847136263,21.0,9.0,-0.7589744617,10.0,-0.9164035415,11.0,2.8249211121,12.0,-1.643935367,13.0,-1.7116150522,14.0,0.8587335723,15.0,2.6508553246,16.0,0.2575581433,17.0,-1.0632379991,18.0,-1.926315882,19.0,-0.6989407636,20.0,-0.3545255169,21.0,-0.001176895,22.0,1.3357751428,23.0,2.5542293332,24.0,0.3642521984,25.0,-1.2811085574,26.0,0.547414295,27.0,0.1888852707,28.0,-0.20880329690000002,29.0,-1.0175870591
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.4968053133761905,2.935931910798073,21.0,30.0,-4.590133668,31.0,-3.9695301543,32.0,-2.7566283445,33.0,0.8329588289000001,34.0,-3.7446768013,35.0,-0.5282571913,36.0,1.4579966366,37.0,-2.1396887593,38.0,-4.0420998579,39.0,4.0921607875,40.0,2.9098080784,41.0,-3.9174165424,42.0,-4.3429732435,43.0,-3.8252945083,44.0,-1.8596739059,45.0,-2.1271802069,46.0,-2.1113456557,47.0,-2.2051545375,48.0,-5.5216478839,49.0,-7.4583535933,50.0,-6.5857810583
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.3956907739108432,3.0,51.0,0.3503367569,52.0,0.0788381296,53.0,-0.4291748865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,1.673166270025,0.547692064624675,4.0,54.0,2.4589984703,55.0,1.3882043357,56.0,1.6173188169000001,57.0,1.2281434572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.5000002068509275e-11,0.5905595521301086,4.0,58.0,0.46311387270000004,59.0,-0.025522577,60.0,0.3875923558,61.0,-0.8251836514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.3814207809250001,0.4172228502010223,4.0,62.0,0.8931085777000001,63.0,0.0447804682,64.0,0.5505610292,65.0,0.0372330486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.08360083235000002,0.6481078381804289,4.0,66.0,-0.5570511632,67.0,0.6132655798000001,68.0,-0.3914677459,69.0,0.6696566587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-1.2927343370500002,0.5517086138990229,4.0,70.0,-0.6030192237,71.0,-1.5255198691,72.0,-1.1477966496,73.0,-1.8946016058000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
