,BSU40740
M9exp_1,8.9053
M9exp_2,8.5462
M9exp_3,8.3556
M9tran_1,8.7118
M9tran_2,8.8466
M9tran_3,8.6571
M9stat_1,8.5983
M9stat_2,8.5016
M9stat_3,8.3432
MG-0.1_1,8.4637
MG-0.1_2,7.6526
MG-0.1_3,8.6781
MG-0.2_2,7.9608
MG-0.2_3,8.5483
MG+5_1,8.6422
MG+5_2,8.1212
MG+5_3,8.6992
MG+10_1,8.8607
MG+10_2,8.3026
MG+10_3,8.166
MG+15_1,8.3414
MG+15_2,9.2078
MG+15_3,8.6972
MG+25_1,8.6662
MG+25_2,8.3114
MG+25_3,8.6901
MG+45_1,8.6433
MG+45_2,7.9672
MG+45_3,8.7971
MG+60_2,8.3558
MG+60_3,8.4891
MG+90_2,7.9113
MG+90_3,8.4535
MG+120_1,8.2334
MG+120_2,8.8049
MG+120_3,8.3992
MG+150_1,8.6268
MG+150_3,8.3966
GM-0.1_1,8.6767
GM-0.1_2,8.952
GM-0.1_3,8.9596
GM-0.2_1,8.7502
GM-0.2_2,9.1249
GM-0.2_3,8.7166
GM+5_1,8.7531
GM+5_2,8.7676
GM+5_3,8.7642
GM+10_2,8.6838
GM+10_3,7.984
GM+15_1,8.8377
GM+15_2,8.6507
GM+15_3,8.5322
GM+25_1,8.9697
GM+25_2,8.8023
GM+25_3,8.4564
GM+45_1,8.967
GM+45_2,7.8116
GM+45_3,8.3602
GM+60_1,8.7099
GM+60_2,8.0418
GM+60_3,8.3964
GM+90_1,8.7371
GM+90_2,8.6836
GM+90_3,8.5312
GM+120_1,8.1437
GM+120_3,8.9596
GM+150_1,8.6958
GM+150_2,8.2218
GM+150_3,8.6013
BT_1,8.2849
BT_2,7.9886
B36_1,7.7839
B36_2,7.9204
B60_1,8.412
B60_2,8.7979
S0_1,7.9552
S0_2,8.2248
S0_3,8.2289
S1_1,9.2933
S1_2,9.3934
S1_3,9.4949
S2_1,9.2763
S2_2,8.8247
S2_3,8.6467
S3_1,9.0982
S3_2,8.7122
S4_1,8.9522
S4_2,8.693999999999999
S4_3,8.3111
S5_1,8.1853
S5_2,8.4661
S5_3,8.5667
S6_1,7.7626
S6_2,7.5834
S6_3,7.6825
S6/t_1,8.6406
S6/t_2,7.551
S6_4,8.3787
S6_5,8.5609
S6_6,8.2828
S7_4,9.3273
S7_5,9.2834
S7_6,9.4988
S8_4,8.9119
S8_5,9.2698
G135_1,8.9816
G135_3,8.1509
G150_1,8.604
G150_2,9.0359
G150_3,8.9574
G180_1,8.591000000000001
G180_2,8.8036
G180_3,8.3097
T-5.40H_1,9.1468
T-4.40H_1,8.9503
T-3.40H_1,8.9566
T-2.40H_1,8.8024
T-1.40H_1,8.6462
T-1.10H_1,8.7078
T-0.40H_1,8.6294
T0.0H_1,8.5025
T0.30H_1,8.658
T1.0H_1,8.3708
T1.30H_1,8.5574
T2.0H_1,8.6172
T2.30H_1,8.7788
T3.0H_1,8.3823
T3.30H_1,8.816
T4.0H_1,8.6918
T5.0H_1,8.5558
LBexp_1,8.5375
LBexp_2,8.7289
LBexp_3,8.7115
LBtran_1,8.5533
LBtran_2,8.2782
LBtran_3,8.4786
LBstat_1,10.0035
LBstat_2,9.6704
LBstat_3,9.3736
LBGexp_1,8.5076
