,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.006810730195258296,,1.0,0.0,0.006810730195258296
1,Cr__2,0.013022624535155493,,1.0,1.0,0.013022624535155493
2,Cr__3,0.015462882980125506,,1.0,2.0,0.015462882980125506
3,Cr__4,0.01873296640971461,,1.0,3.0,0.01873296640971461
4,Cr__5,0.016578911096468085,,1.0,4.0,0.016578911096468085
5,Cr__6,0.013433269887901965,,1.0,5.0,0.013433269887901965
6,Fe__1,-0.006290380680779491,,1.0,6.0,-0.006290380680779491
7,Fe__2,-0.01979584794104597,,1.0,7.0,-0.01979584794104597
8,Fe__3,-0.029767825090141163,,1.0,8.0,-0.029767825090141163
9,Fe__4,-0.03695006689653694,,1.0,9.0,-0.03695006689653694
10,Fe__5,-0.038347563092960106,,1.0,10.0,-0.038347563092960106
11,Fe__6,-0.03617976006309385,,1.0,11.0,-0.03617976006309385
12,Cd__1,-0.0023043911431243577,,1.0,12.0,-0.0023043911431243577
13,Cd__2,-0.003242134487330233,,1.0,13.0,-0.003242134487330233
14,Cd__3,0.003433705421764677,,1.0,14.0,0.003433705421764677
15,Cd__4,0.00892279987300711,,1.0,15.0,0.00892279987300711
16,Cd__5,0.015447881393277891,,1.0,16.0,0.015447881393277891
17,Cd__6,0.020288183915028343,,1.0,17.0,0.020288183915028343
18,Zn__1,-0.004416593928490992,,1.0,18.0,-0.004416593928490992
19,Zn__2,-0.003988542949807215,,1.0,19.0,-0.003988542949807215
20,Zn__3,0.012296514666481614,,1.0,20.0,0.012296514666481614
21,Zn__4,0.028978546363037757,,1.0,21.0,0.028978546363037757
22,Zn__5,0.0470304641783365,,1.0,22.0,0.0470304641783365
23,Zn__6,0.06319460131513988,,1.0,23.0,0.06319460131513988
24,Cu__1,0.00012137659104015779,,1.0,24.0,0.00012137659104015779
25,Cu__2,0.0044077815135449,,1.0,25.0,0.0044077815135449
26,Cu__3,0.00570481182353574,,1.0,26.0,0.00570481182353574
27,Cu__4,-0.0019068954685055395,,1.0,27.0,-0.0019068954685055395
28,Cu__5,-0.005470684172167524,,1.0,28.0,-0.005470684172167524
29,Cu__6,-0.005673667103028917,,1.0,29.0,-0.005673667103028917
30,Pb__1,0.004500940195868989,,1.0,30.0,0.004500940195868989
31,Pb__2,0.006263093530290445,,1.0,31.0,0.006263093530290445
32,Pb__3,0.006706691135643743,,1.0,32.0,0.006706691135643743
33,Pb__4,0.00511255095949205,,1.0,33.0,0.00511255095949205
34,Pb__5,0.007550162519824826,,1.0,34.0,0.007550162519824826
35,Pb__6,0.01057137999272,,1.0,35.0,0.01057137999272
