,-0.26023979400080594,-0.22020290261606656,-0.1801660112313272,-0.14012911984658782,-0.10009222846184845,-0.06005533707710908,-0.020018445692369713,0.020018445692369657,0.06005533707710903,0.1000922284618484,0.14012911984658777,0.18016601123132714,0.2202029026160665,0.2602397940008058,0.30027668538554525,0.3403135767702847,0.380350468155024,0.4203873595397633,0.46042425092450273,0.5004611423092422
thresh,-0.28025823969317565,0.28025823969317565,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,16,1956,1891,19,3,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['STM2329'],[]
