,b4490_2
pal__tartr_ale26_f10__1,6.5117938812
pal__tartr_ale26_f10__2,6.760941572
pal__tartr_ale26__1,6.0118546842
pal__tartr_ale26__2,6.0974558964
pal__tartr_ale28_f10__1,6.4368963576
pal__tartr_ale28_f10__2,6.0801898957
pal__tartr_ale28__1,6.2875524903
pal__tartr_ale28__2,6.3230679754
efeU__delmenFentC_citr__1,5.4409521543
efeU__delmenFentC_citr__2,4.2997511228
efeU__delmenFentC__1,7.8161489493000005
efeU__delmenFentC__2,7.7433157997
efeU__menFentC_ale39__1,8.3887494177
efeU__menFentC_ale39__2,8.6389750667
efeU__menFentC_ale29__1,3.7191775914000003
efeU__menFentC_ale29__2,3.5671040078000003
efeU__menFentC_ale30__1,4.2705307429
efeU__menFentC_ale30__2,5.0663960686
efeU__menFentCubiC_ale36__1,9.4606287272
efeU__menFentCubiC_ale36__2,9.5881372394
efeU__menFentCubiC_ale37__1,9.0699001189
efeU__menFentCubiC_ale37__2,8.9888474425
efeU__menFentCubiC_ale38__1,7.5540862115
efeU__menFentCubiC_ale38__2,9.0669034994
