,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,6.5507746373,0.03984415175982812,2.0,0.0,6.5789487072,1.0,6.5226005674,,,,,,,,
1,Fur__wt_dpd,6.784864392199999,0.06865347892511994,2.0,2.0,6.8334097327,3.0,6.7363190517,,,,,,,,
2,Fur__wt_fe,6.23115462145,0.21025183537417896,2.0,4.0,6.37982512,5.0,6.0824841229,,,,,,,,
3,Fur__delfur_dpd,6.9625038311,0.038657392104387844,2.0,6.0,6.935168927,7.0,6.9898387352,,,,,,,,
4,Fur__delfur_fe2,7.70744156975,0.02955428091770287,2.0,8.0,7.6865435373,9.0,7.7283396022,,,,,,,,
5,Acid__wt_ph5,6.5715273103000005,0.0486014233130842,2.0,10.0,6.6058937063,11.0,6.5371609143,,,,,,,,
6,Acid__delgadx_ph5,6.3344667581500005,0.10436587120005442,2.0,12.0,6.4082645734,13.0,6.2606689429,,,,,,,,
7,Acid__delgadw_ph5,4.70120164,0.02647962316042421,2.0,14.0,4.7199255611,15.0,4.6824777188999995,,,,,,,,
8,Acid__delgade_ph5,6.5337316603,0.0677986351927693,2.0,16.0,6.581672535,17.0,6.4857907856,,,,,,,,
9,Oxidative__wt_pq,6.39204240085,0.0575044678284208,2.0,18.0,6.3513806017,19.0,6.4327042,,,,,,,,
10,Oxidative__deloxyr_pq,6.9814707003,0.12282288122631879,2.0,20.0,7.0683195925,21.0,6.8946218081,,,,,,,,
11,Oxidative__delsoxr_pq,6.6103950415,0.13769320828265885,2.0,22.0,6.5130312402,23.0,6.7077588428,,,,,,,,
12,Oxidative__delsoxs_pq,6.58847738255,0.05393127977928272,2.0,24.0,6.6266125562,25.0,6.5503422089,,,,,,,,
13,Nac/NtrC__wt_csn,6.1755301289,0.06287168668556656,2.0,26.0,6.1310731329,27.0,6.2199871249,,,,,,,,
14,Nac/NtrC__wt_cytd,6.1330910792,0.10047712409260037,2.0,28.0,6.204139135,29.0,6.0620430234,,,,,,,,
15,Nac/NtrC__wt_gln,4.9829217343,0.3279322085002394,2.0,30.0,5.2148048227,31.0,4.7510386459,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,6.20876173855,0.055544303625676146,2.0,32.0,6.1694859848,33.0,6.2480374923,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,5.9426296101,0.15256928284433854,2.0,34.0,6.0505123846,35.0,5.8347468356,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,6.3337522233,0.0005318920847694365,2.0,36.0,6.3341283278,37.0,6.3333761188,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,6.508778737449999,0.05632571389453621,2.0,38.0,6.4689504432,39.0,6.5486070317,,,,,,,,
20,Misc__wt_no_te,7.23439183045,0.18475136602534614,2.0,40.0,7.1037528867,41.0,7.3650307742,,,,,,,,
21,Misc__bw_delcbl,6.60170798585,0.05227764778039657,2.0,42.0,6.6386738651,43.0,6.5647421066,,,,,,,,
22,Misc__bw_delfabr,5.8856902945,0.062115392425309474,2.0,44.0,5.8417680793,45.0,5.9296125097,,,,,,,,
23,Misc__bw_delfadr,7.0652392466,0.0018535395712094107,2.0,46.0,7.066549897,47.0,7.0639285962,,,,,,,,
24,Misc__nitr_031,6.6426338077,,1.0,48.0,6.6426338077,,,,,,,,,,
25,Omics__wt_glu,5.0398699088,0.3117156256515239,2.0,49.0,5.2602861415,50.0,4.8194536761,,,,,,,,
26,Omics__wt_gly,6.5219807353,0.023963386507998282,2.0,51.0,6.5050360622,52.0,6.5389254084,,,,,,,,
27,Omics__wt_thr,3.7293032842000002,0.30913602445333005,2.0,53.0,3.9478954634,54.0,3.510711105,,,,,,,,
28,Omics__bw_ac,5.9348405679,0.007323340035447837,2.0,55.0,5.9400189513,56.0,5.9296621845,,,,,,,,
29,Omics__bw_fum,6.0758830757,0.12326870639500265,2.0,57.0,6.1630472139,58.0,5.9887189375,,,,,,,,
30,Omics__bw_glc,6.818953762,0.008977189823223033,2.0,59.0,6.8253015938,60.0,6.8126059302,,,,,,,,
31,Omics__bw_pyr,6.26057600615,0.039867148922961816,2.0,61.0,6.2323856748,62.0,6.2887663375,,,,,,,,
32,OmpR__wt_nacl,4.5906404137,0.14217941656746258,2.0,63.0,4.4901043841,64.0,4.6911764433,,,,,,,,
33,OmpR__bw_delompr_nacl,3.09942510625,0.004401670628553463,2.0,65.0,3.1025375574,66.0,3.0963126551,,,,,,,,
34,MinSpan__wt_ade,5.5548950444,,1.0,67.0,5.5548950444,,,,,,,,,,
35,MinSpan__wt_glc,5.27401521945,0.14468331994733927,4.0,68.0,5.3480058301,69.0,5.0708317019,70.0,5.2765784828,71.0,5.400644863,,,,
36,MinSpan__wt_glc_anaero,0.3927637534,0.5554518268668419,2.0,72.0,0.7855275068,73.0,0.0,,,,,,,,
37,MinSpan__wt_trp,1.7342610464,,1.0,74.0,1.7342610464,,,,,,,,,,
38,MinSpan__bw_delcra_glc,1.8445754885,0.47274970823934104,2.0,75.0,2.178860013,76.0,1.5102909640000002,,,,,,,,
39,MinSpan__bw_delcra_trp,1.7495461173,,1.0,77.0,1.7495461173,,,,,,,,,,
40,MinSpan__bw_delmntr,1.7665379188,,1.0,78.0,1.7665379188,,,,,,,,,,
