,-0.07447449807285508,-0.049649665381903386,-0.02482483269095169,0.0,0.024824832690951704,0.04964966538190341,0.07447449807285508,0.09929933076380679,0.12412416345475849,0.1489489961457102,0.1737738288366619,0.1985986615276136,0.22342349421856525,0.24824832690951695,0.27307315960046863,0.29789799229142033,0.32272282498237204,0.34754765767332374,0.37237249036427544,0.39719732305522715
thresh,-0.08688691441833093,0.08688691441833093,2,,,,,,,,,,,,,,,,,
unreg,1,12,437,2638,298,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
crp,2,5,52,292,99,18,5,4,2,0,0,0,0,1,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
crp_genes,['STM2789' 'ygaF'],['tdcA' 'fadD' 'yhfC' 'malS' 'ycfR'],"['glpD' 'glgS' 'proP' 'aceF' 'modB' 'lpdA' 'fadL' 'gabP' 'nirD' 'fixA'
 'envZ' 'aceE' 'yhfG' 'dpiB' 'ompA' 'clpA' 'gcd' 'guaA' 'yhcR' 'garL'
 'csiE' 'hupB' 'gpsA' 'yaiY' 'hofB' 'yhcP' 'glgC' 'nirC' 'cysG' 'garR'
 'sfsA' 'citX' 'flhC' 'malM' 'tdcG' 'prpB' 'araJ' 'uxuR' 'marB' 'nadC'
 'tdcE' 'glnL' 'caiC' 'sodA' 'nirB' 'pspE' 'yneC' 'oxyR' 'STM3261' 'yljA'
 'citD' 'priB']","['yhcQ' 'yiaO' 'yhhX' 'lyxK' 'yhgH' 'glpE' 'pflB' 'fdoI' 'yfeC' 'deoB'
 'ompR' 'yjjW' 'thrC' 'hpt' 'csgG' 'idnT' 'yhhW' 'malG' 'yegN' 'guaB'
 'hnr' 'yigN' 'ego' 'rhaB' 'gapA' 'thrB' 'hydH' 'citE' 'cdd' 'STM3134'
 'ygeA' 'pspA' 'malF' 'ydeW' 'gntK' 'STM2126' 'fadH' 'ydeV' 'deoD' 'ybdB'
 'STM1130' 'rpsR' 'caiA' 'serC' 'hofC' 'rpsI' 'gcvT' 'gabD' 'rbfA' 'yhcS'
 'hupA' 'ubiG' 'flhD' 'setB' 'narQ' 'fic' 'glpG' 'dlhH' 'dsdX' 'yaiZ'
 'cspA' 'fdoH' 'nrdA' 'yjjI' 'fba' 'caiE' 'yaeJ' 'ptsH' 'crp' 'yneB'
 'yhfA' 'pgk' 'cyoD' 'pnp' 'rpsF' 'yfiA' 'rtn' 'rpsU' 'ycfQ' 'crr' 'yiaK'
 'melR' 'argG' 'glnA' 'entB' 'focA' 'nuoN' 'metK' 'rof' 'ptsI' 'yhjW'
 'mntH' 'ugpA' 'dksA' 'cyaA' 'nrdB' 'sohB' 'srlA' 'ugpC' 'thrA' 'ybgS'
 'pspC' 'epd' 'mlc' 'glgA' 'rbsA' 'rplM' 'ycdZ' 'srlR' 'trxA' 'ybiS'
 'idnD' 'yfaE' 'tdcB' 'acnA' 'celB' 'prpD' 'glpB' 'gntU' 'sodB' 'rhaD'
 'modC' 'nuoM' 'infB' 'yegO' 'manA' 'yaeQ' 'hflC' 'nagC' 'dcuA' 'dpiA'
 'aroA' 'ampE' 'yegB' 'gcvH' 'pspB' 'fumB' 'nmpC' 'cyoE' 'fis' 'citC'
 'srlD' 'gdhA' 'yrfC' 'tdcC' 'STM3135' 'baeS' 'gutM' 'entA' 'truB' 'glgP'
 'glpX' 'nuoL' 'relA' 'hflX' 'yadG' 'rplI' 'yiaM' 'aceB' 'citG' 'pncB'
 'gabT' 'yneA' 'glnG' 'fepA' 'rbsD' 'hflK' 'osmY' 'gyrA' 'fixX' 'yaeP'
 'cysQ' 'STM2938' 'csgE' 'celD' 'dnaG' 'nanT' 'ygcH' 'yhdG' 'cspE' 'slrB'
 'idnK' 'citF' 'yhfK' 'nagD' 'celA' 'rhaA' 'aceK' 'cytR' 'rpoS' 'secB'
 'ugpE' 'yiaL' 'mpl' 'fur' 'ynfK' 'modA' 'baeR' 'nanE' 'mtlA' 'ampD'
 'prpC' 'glpA' 'nuoJ' 'aspA' 'yrfD' 'gutQ' 'hydG' 'sgaT' 'fixC' 'rseC'
 'STM3129' 'csgD' 'glpC' 'idnR' 'yfiQ' 'ybiT' 'nanA' 'cyoC' 'dcuR' 'yhbC'
 'araB' 'nusA' 'rhaS' 'melA' 'ppiA' 'caiT' 'uhpC' 'cspD' 'dsdA' 'treC'
 'ugpB' 'ydeZ' 'hpaH' 'prpE' 'yeaA' 'celF' 'rhaT' 'pspD' 'yadH' 'uhpB'
 'melB' 'STM1131' 'deoC' 'ptxA' 'STM3253' 'nagA' 'yhgI' 'STM1557' 'araE'
 'ilvN' 'yiaJ' 'yjbA' 'ugpQ' 'yrfB' 'gltD' 'STM2571' 'rseB' 'nuoI' 'nuoH'
 'rseA' 'ydeY' 'udp' 'ppdD' 'ychH' 'rpsO' 'agp' 'sgaB' 'yfeD' 'speC'
 'sgaE' 'fucA' 'yeaC' 'celG' 'serA' 'gltB' 'entE' 'yhcH' 'cirA' 'STM3128'
 'pckA' 'yiaN' 'aldB' 'tdcD' 'sgaH' 'caiF' 'yghJ' 'sgaU' 'yedP' 'glpK'
 'STM2186' 'rhaR']","['caiD' 'xseA' 'garK' 'hfq' 'glpF' 'idnO' 'xylB' 'deoA' 'STM4501' 'rbsC'
 'pabA' 'xylR' 'nanK' 'dcuB' 'yehV' 'nagE' 'fixB' 'rpoH' 'yadI' 'grpE'
 'mtlD' 'nuoB' 'rnk' 'nuoA' 'STM3136' 'rpoE' 'galM' 'uhpA' 'nuoG' 'mtlR'
 'ilvB' 'cyoB' 'fucO' 'marR' 'yccR' 'fucI' 'sgbH' 'gcvP' 'malE' 'srlE'
 'nagB' 'araC' 'ansB' 'ygbF' 'yjcG' 'cyoA' 'celC' 'acnB' 'xylA' 'sdaC'
 'araA' 'fumA' 'yrfA' 'sgbU' 'yjiY' 'ompW' 'ucpA' 'galT' 'ybfM' 'nuoC'
 'fucK' 'cpdB' 'STM2570' 'galK' 'aceA' 'galS' 'entC' 'fumC' 'manZ' 'sucD'
 'sucB' 'csgF' 'sucC' 'marA' 'STM3792' 'prpR' 'exo' 'nuoF' 'STM3137'
 'sbmC' 'galE' 'pdhR' 'nuoE' 'glpT' 'fucU' 'lamB' 'manX' 'yfiD' 'manY'
 'dadA' 'ptsG' 'gntT' 'glpQ' 'malT' 'fucR' 'dadX' 'yqeF' 'nupC' 'sdaB']","['malK' 'yeiA' 'acs' 'ybdD' 'aer' 'uhpT' 'trg' 'tsx' 'mdh' 'putP' 'cspC'
 'gltA' 'sucA' 'ybfN' 'araD' 'rbsB' 'cstA' 'lldD']",['lldP' 'sdhC' 'galP' 'yjcH' 'sdhD'],['sdhB' 'lldR' 'sdhA' 'dctA'],['rbsR' 'rbsK'],[],[],[],[],['mglB'],['mglC'],[],['mglA'],[],[],[]
