k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.013637914005666971,,,
11,Chromium,False,-0.009573956336826086,,,
10,Copper,False,-0.005709883156232536,,,
4,UC-4,False,0.003423001824412495,,,
3,Cadmium,False,-0.002494926396757364,,,
13,UC-6,False,-0.0021884678700007498,,,
14,UC-7,False,-0.002088482843246311,,,
7,Zinc - Steady,False,0.001971057344926521,,,
2,UC-3,False,-0.001953792802523821,,,
6,Iron,False,-0.001481029343558475,,,
1,UC-2,False,-0.0006820935913128777,,,
0,UC-1,False,-0.0006497360783396289,,,
8,Zinc - Fast,False,0.0005615008866880089,,,
9,UC-5,False,-0.0004898588168182332,,,
12,Zinc - Intermediate,False,-0.00034335518002223236,,,
