,USA300HOU_RS14925
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,0.0
USA300_LAC_U01-Set001_CAMHB_Control_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,0.0
USA300_LAC_U01-Set001_CAMHB_Control_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_1,1.0867112807
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,0.9184108430000001
USA300_LAC_U01-Set001_R10LB_PreCulture_1,0.0
USA300_LAC_U01-Set001_R10LB_PreCulture_2,0.0
USA300_LAC_U01-Set001_R10LB_Control_1,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_Control_2,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_R10LB_Control_1,3.0760384045
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,2.6883734353
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,3.6063849564
USA300_TCH1516_U01-Set000_R10LB_Control_2,3.0826166113
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,2.4135822675
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,2.9938811
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,0.7593662531
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_2,1.7634953089
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,0.8665232089
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,0.8126522395
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,1.3020889242
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,1.4984851772
USA300_LAC_U01-Set004_CAMHB_Control_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_Control_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_Control_1,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_Control_2,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_Control_2,0.9424632668
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,1.4131366513999999
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,2.0124645681
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,0.8373975627
USA300_TCH1516_U01-Set003_CAMHB_Control_3,1.8181904050000002
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,0.0
USA300_LAC_ICA-Set001_R10LB_Control_1,0.0
USA300_LAC_ICA-Set001_R10LB_Control_2,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,0.0
USA300_TCH1516_BK-Set001_THB_Control_1,0.0
USA300_TCH1516_BK-Set001_THB_Control_2,1.5455819188
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,1.3596361026000001
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,1.1425333433
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,1.9079680548
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,1.080320842
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,0.865746675
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,0.0
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,0.0
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_1,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,0.0
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,0.8695605489
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,0.0
USA300_SNFM1_ICA-Set002_R10LB_Control_1,1.9644315571000002
USA300_SNFM1_ICA-Set002_R10LB_Control_2,2.6632957559
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,0.8093574633
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,1.9836753229
USA300_SNFR19_ICA-Set002_R10LB_Control_1,2.1615378983
USA300_SNFR19_ICA-Set002_R10LB_Control_2,3.1745589546
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,2.6884125734
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,0.0
USA300_TCH1516_ICA-Set002_R10LB_Control_1,0.0
USA300_TCH1516_ICA-Set002_R10LB_Control_2,0.0
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,0.0
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,0.0
USA300_TCH1516_ICA-Set003_250nMParaquat_1,2.0156436368
USA300_TCH1516_ICA-Set003_250nMParaquat_2,2.4134282371999998
USA300_TCH1516_ICA-Set003_2gLGalactose_1,2.2067893124
USA300_TCH1516_ICA-Set003_2gLGalactose_2,0.9765976753000001
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,1.8905539101
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,0.0
USA300_TCH1516_ICA-Set003_Control_1,1.8400667741
USA300_TCH1516_ICA-Set003_Control_2,2.8505731606999998
USA300_TCH1516_ICA-Set003_StationaryPhase_1,0.0
USA300_TCH1516_ICA-Set003_StationaryPhase_2,1.6210965382
