,-0.024453893234458974,0.024453893234458974,0.07336167970337693,0.12226946617229488,0.1711772526412128,0.22008503911013075,0.26899282557904874,0.31790061204796666,0.3668083985168846,0.4157161849858026,0.4646239714547205,0.5135317579236384,0.5624395443925564,0.6113473308614743,0.6602551173303922,0.7091629037993102,0.7580706902682282,0.8069784767371461,0.8558862632060641,0.904794049674982
thresh,-0.04890778646891795,0.04890778646891795,3,,,,,,,,,,,,,,,,,
unreg,2460,1775,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CueR,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CusR and HprR,1,5,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
unreg_genes,[],[],['hprS' 'hprR' 'pheP'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CueR_genes,['moaB' 'moaD' 'moaE' 'moaC' 'moaA'],[],['cueO'],['copA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CusR and HprR_genes,['cyoA'],['cyoB' 'cyoE' 'cyoC' 'cyoD' 'yedX'],[],[],['cusS' 'cusR'],[],[],[],['cusA'],[],['cusB' 'cusC'],['cusF'],[],[],[],[],[],[],[],[]
