,A,CusR,HprR,CueR
nac_ntrc__bw_delnac_cytd__2,-8.50106598327897,-1.4224075239999996,-0.4886308664999994,0.4398358929999997
nac_ntrc__bw_delnac_gln__1,-8.959766904537231,-1.5029471809999988,-0.15130878650000046,1.2492705180000003
nac_ntrc__bw_delnac_gln__2,-9.541558490602732,-1.963624229,-0.03703126050000005,1.4427545450000006
nac_ntrc__bw_delnac_nh4__1,-0.9788716690837254,-0.4758409259999992,0.2421383325000006,-0.1864879720000001
nac_ntrc__bw_delnac_nh4__2,-0.7835234478278427,-0.2839643509999989,-0.10322455649999984,0.09588816099999953
misc__wt_no_te__1,-7.160252959530436,-1.555607987999999,-0.3262068134999989,0.7692654759999993
misc__wt_no_te__2,-3.6024945051346906,-0.5822802929999993,-0.22794251249999944,0.559663349
misc__bw_delcbl__1,0.4105026274562378,0.026533980000000845,-0.29896805750000066,0.1022006159999993
misc__bw_delcbl__2,0.4338302508859255,-0.07621113899999976,-0.4294181015000005,0.08507432700000006
misc__bw_delfabr__1,0.9253137477956532,0.09951243100000083,-0.3860942234999989,-0.02661243299999949
misc__bw_delfabr__2,0.7862740687984047,-0.03292159099999914,-1.0082853094999995,-0.13735695999999908
misc__bw_delfadr__1,-1.2739506502215294,-0.3249756329999993,-0.4544764704999995,0.06575450500000103
misc__bw_delfadr__2,-1.2841112271565822,-0.2640228919999981,-0.16746230750000013,0.32707166500000096
misc__nitr_031__1,-4.433782614812696,-0.4202150889999992,-0.8921578454999999,1.395818793000001
omics__wt_glu__1,-8.341062198737909,-1.279846814,-0.8276927674999994,0.28934747099999925
omics__wt_glu__2,-8.487507589324913,-1.225172303,-0.8697849225000001,0.4384953339999997
omics__wt_gly__1,-9.72436417987783,-1.6706207399999995,-0.7962391235000004,0.1019470509999998
omics__wt_gly__2,-9.492677356669136,-1.622650051,-0.9428239734999996,0.1639245400000009
omics__wt_thr__1,-7.3454541137116065,-0.7368405879999997,-0.9708558184999996,1.3336302200000008
omics__wt_thr__2,-7.266192566750317,-0.6736413050000003,-1.0195302054999995,1.3019119249999995
omics__bw_ac__1,2.574171809053711,1.4832829720000014,0.18485007750000013,0.7743245059999992
omics__bw_ac__2,2.46814158645292,1.4952973569999999,0.3017564135000006,0.5968365520000001
omics__bw_fum__1,0.0069712746299041,0.4586586140000009,-0.13377551750000016,0.2499391820000003
omics__bw_fum__2,-0.3052999377418567,0.580494805999999,-0.02763738449999931,0.2763176509999994
omics__bw_glc__1,1.6675529735113537,1.157355785,0.7270385755000017,0.5340646840000005
omics__bw_glc__2,1.6736883860372358,1.1092343620000005,0.6448620635000006,0.6549762369999987
omics__bw_pyr__1,1.216520388137308,1.1731186949999994,0.2870089774999993,0.22362497099999867
omics__bw_pyr__2,0.8375045122047196,1.340456789000001,0.32688614150000106,0.3837696159999995
ompr__wt_nacl__1,-13.869725443542707,-2.561298439,0.14889678750000002,0.6738677559999999
ompr__wt_nacl__2,-13.324126408759938,-2.708952177,-0.23309509949999985,0.5293551980000002
ompr__bw_delompr_nacl__1,-12.137570096224565,-1.9550657599999992,-0.7443914915000001,-0.00890155900000078
ompr__bw_delompr_nacl__2,-12.285817996321864,-2.113126958,-0.6829743485000002,0.1253606240000016
minspan__wt_ade__1,-6.2294240851644975,-1.7102642199999991,0.4194864715000009,-0.7461182890000001
minspan__wt_glc__2,-10.289751640066305,-2.012562218,-0.4268756014999999,-0.5927060640000006
minspan__wt_glc__3,-9.73244963867808,-2.090547255,-0.4281909984999999,-1.0339018829999995
minspan__wt_glc__4,-9.148510371746546,-1.6646200829999989,-0.4451214754999997,-0.7218596759999993
minspan__wt_glc_anaero__1,-11.710498895999754,-2.275209136999999,-0.8145997194999994,-0.004619330999999782
minspan__wt_glc_anaero__2,-12.51923854970662,-1.876743144,-1.6606257384999994,0.15167210899999972
minspan__wt_trp__1,3.227659091643132,-0.11680501499999972,0.23234899050000024,-1.0253673990000003
minspan__bw_delcra_glc__2,-3.3287576497221143,-0.2529666139999991,-0.0806013244999999,-0.4917163129999995
minspan__bw_delcra_trp__1,3.855501557491311,0.19134088800000093,0.3801693894999998,-0.622431593
minspan__bw_delmntr__1,2.1739195104827296,1.1108043419999998,0.1624111284999996,-0.4072122990000002
minspan__bw_delnac_ade__1,-6.834481295389418,-2.103820075,0.2665912444999998,-0.9152281659999996
minspan__bw_delnac_glc__1,-9.883006270841175,-2.1090982039999995,0.3991447515000006,-0.8218209479999999
cra_crp__wt_ac__1,-1.0898137640484051,0.21643470500000014,-1.0586061464999998,0.7242385970000003
cra_crp__wt_ac__2,-0.8550296188176384,0.24646215400000135,-1.0656010135000002,0.7801046789999999
cra_crp__wt_fru__1,-0.3811705332457651,0.1888082740000012,-0.7405406564999995,0.33365102700000016
cra_crp__wt_fru__2,-0.2230952698920637,0.19675776500000008,-0.5261225344999998,0.2594044300000009
cra_crp__delcra_ac__1,-3.269249644716636,-0.06984592799999945,-0.028138284499999774,0.7368079809999992
cra_crp__delcra_ac__2,-3.5414917694656327,-0.09656469599999884,-0.3510630244999993,0.7136026409999987
cra_crp__delcra_fru__1,-5.272159263243603,-1.1710889439999992,-0.4793989485000001,0.818907212
cra_crp__delcra_fru__2,-5.272875169220878,-1.1740463909999992,-0.4395344194999993,0.8631826069999997
cra_crp__delcra_glc__1,0.7613102890037596,-0.12876906599999938,-0.17055094750000066,0.11578827599999995
cra_crp__delcra_glc__2,0.5279933926891225,-0.1865491309999987,-0.1369350425000002,0.07002235400000156
rpoB__wt_031__1,-10.87705546213655,-2.201703081,-0.7774916894999997,-0.04463198099999843
rpoB__wt_044__1,-12.82522391154663,-1.9573352649999995,-0.9475837195,0.6025369190000003
rpoB__wt_lb__1,-14.240740867561948,-2.0177066179999987,-0.7085750155000001,0.14416938099999932
rpoB__wt_lb__2,-13.741556496140124,-2.143493618999999,-0.8384086234999995,0.14016977300000022
rpoB__rpoBE546V_031__1,-12.018924680950796,-2.2207081199999994,-0.7959418864999996,-0.05552420999999974
rpoB__rpoBE546V_044__1,-12.67204685802636,-2.372926988,-1.2110682924999994,0.258046825000001
rpoB__rpoBE546V_lb__1,-11.986370671816765,-1.596217364999999,-1.0084144535000004,-0.3654629949999997
rpoB__rpoBE546V_lb__2,-12.950931106995924,-1.7160686809999994,-0.9421367604999996,-0.3766201030000005
rpoB__rpoBE546V_glc__1,-11.013685379208708,-1.7872648530000002,-0.060684996500000025,-0.4008464499999995
rpoB__rpoBE672K_glc__1,-8.59256652787647,-2.23927842,-1.4799290114999994,-1.3984289330000002
rpoB__rpoBE672K_glc__2,-8.494460411339599,-1.7818433989999996,-1.0222872095,-1.6202392959999994
rpoB__rpoBE672K_lb__1,-13.046154822813827,-2.2058333969999997,-1.9223677695,-1.8705128349999995
rpoB__rpoBE672K_lb__2,-12.820593757994407,-2.2787897909999995,-1.1356431294999991,-1.5007605449999994
crp__wt_fru__1,2.6512260127647576,0.8899458680000008,0.28119736950000096,-0.5407526119999995
crp__wt_glyc__1,-0.6292099361511226,-0.2517297959999993,-0.35723589749999984,-0.6244124690000001
crp__wt_glyc__2,-0.2561474131909665,-0.181850225999999,-0.2623920874999994,-0.4804990059999996
crp__delar1_glyc__1,-0.0587146349388456,0.2562880649999997,-0.9879991854999997,0.1022097250000007
crp__delar1_glyc__2,0.845005459278704,0.7025584199999999,-0.7711835544999994,0.3581837750000005
crp__delar1ar2_glyc__1,0.0906523430146049,0.21515395200000054,-0.7315147814999996,0.13256457600000005
crp__delar1ar2_glyc__2,-0.2180751645929331,0.2836908210000004,-0.7969432674999997,-0.0018041909999997328
crp__delar1ar2_glyc__3,0.4749916929797241,0.3925696399999996,-0.5020959134999998,0.1278178729999997
crp__delar2_glyc__1,0.7737996775138715,-0.15557295400000015,-1.1015637715000004,0.3738730029999999
crp__delar2_glyc__2,0.696598767244816,-0.25594659699999944,-1.0114477995,0.3428278169999999
crp__delar2_glyc__3,0.9635969396849622,0.07397936400000127,-0.9862408674999994,0.412249342
crp__delcrp_fru__1,-0.5235616196829982,0.5011956430000009,-0.8387629544999999,1.130582554000001
crp__delcrp_fru__2,-0.368711807336802,0.4545730770000001,-0.4508531775,0.9845861410000004
crp__delcrp_fru__3,-0.0509418315099791,0.6305236990000012,-0.3915471884999997,1.0221403889999996
crp__delcrp_glc__1,0.5574751638981694,0.8677617630000007,-0.7524359584999996,0.9908098119999992
crp__delcrp_glc__2,0.5408540286981416,0.6942123320000002,-0.6570549385,1.008965388000001
crp__delcrp_glc__3,0.1665241642259641,0.8093029940000012,-0.6139700454999995,1.065507600000001
crp__delcrp_glyc__1,-13.632528811346829,-1.3892820300000004,-1.0396207265000001,0.2508952129999997
crp__delcrp_glyc__2,-14.123463624909846,-1.4770099059999993,-1.040192579499999,0.42499066599999935
crp__delcrp_glyc__3,-13.412958597256631,-1.7392578949999995,-0.5476557274999996,0.4888920299999997
glu__glu_ale3__1,-1.6438115901585828,-0.7832808739999999,-1.4386106805,0.5142076409999987
glu__glu_ale4__1,-4.538941307555798,-2.0748117379999997,-3.0103181394999994,-0.2729420219999996
glu__glu_ale5__1,-6.97040385701376,-2.212969072999999,-1.3516424754999994,-0.6946743540000001
glu__glu_ale6__1,-3.3667737716797723,-2.194758326,-2.4721384245,-1.2932681999999989
glu__glu_ale8__1,4.579767980082425,-0.11281540299999993,-1.4681175235,0.4282359209999997
glu__glu_ale9__1,-4.378360131807452,-2.3632888859999994,-2.0907166225,0.09675078199999998
glu__glu_ale10__1,-2.4418978042009165,-0.6531682759999988,-1.2226775554999998,0.2656669980000004
42c__wt_42c__1,-8.608738974618662,-1.355893138,-0.6018206165000004,-0.11400656200000014
42c__42c_ale1__1,-2.4960324900513062,-2.978580934,-2.6376097244999994,0.11223604700000056
42c__42c_ale2__1,2.0098446281840388,-0.19806739099999948,-1.1848342195000001,0.1253356280000002
42c__42c_ale3__1,1.313341436363063,0.13976264300000096,-0.41631139049999977,0.20248016700000004
42c__42c_ale4__1,2.7105980876765203,0.3824077980000009,-0.6325836544999994,0.9641573159999988
42c__42c_ale5__1,0.8679738337016504,-0.7722008059999991,-0.5414786234999998,-0.5143714940000006
42c__42c_ale6__1,-4.289515438243991,-2.8815000909999995,-2.7070692425,0.9285628299999996
42c__42c_ale8__1,3.984450322285943,1.0654308040000018,-0.6159109874999995,1.091873401
42c__42c_ale9__1,-0.2094239394637885,-0.3866044699999991,-1.8338781135,-0.5366429769999996
42c__42c_ale10__1,5.400280219978949,1.5676059220000005,0.018820262499999352,0.8614838290000001
ssw__wt_ac__1,-3.11267626377026,-0.1208206659999993,-0.10757081449999983,0.9977267569999996
ssw__wt_glc__1,-10.948396583787387,-2.030257446,-0.21461298849999902,-0.43034901199999975
ssw__wt_glyc__1,-0.0777267937517427,-1.100237611999999,-0.6734541114999999,0.355503959
ssw__wt_xyl__1,-12.503859628162957,-2.201825059,0.3664014875000001,0.05788077400000001
ssw__glc_ale1__1,-1.7019609680987915,-1.4411267739999998,-0.14516310149999967,-0.6482261869999997
ssw__glc_ale2__1,-11.86140531656241,-3.250927078,-0.6431015364999997,-0.4277741619999995
ssw__glc_ale3__1,0.3526753705474519,-1.7805182769999996,-1.5694421365000002,-0.5801080130000003
ssw__glyc_ale1__1,-11.965102759898889,-1.990115316999999,-0.23521050050000006,-0.3450899930000002
ssw__glyc_ale2__1,1.1011179462301317,-2.03840637,-1.4611823844999998,-0.7708083399999994
ssw__xyl_ale1__1,3.5339867674058394,0.8879105680000006,0.8579170745000004,-0.0954618190000005
ssw__xyl_ale2__1,3.1682289593489865,1.1239886540000017,0.8951466995000006,-0.2612267130000001
ssw__xyl_ale3__1,3.505081513995528,0.6881523449999998,0.6240458455000004,-0.0567179969999998
ssw__glc_ac_ac2__1,-3.350118452068464,-2.287632036,-0.5657820134999998,-1.0049782829999998
ssw__glc_ac_glc1__1,1.9266707204773328,0.02063955100000037,0.7302035524999999,-0.31878956300000016
ssw__glc_glyc_glc__1,2.5812592022538667,0.15971764300000044,0.8869550684999998,-0.05917424100000001
ssw__glc_glyc_glyc__1,1.600451550015485,-0.1490694450000003,0.4202203134999998,-0.23948319599999834
ssw__glc_xyl_glc__1,4.7382213623320055,1.3518462140000018,0.7710044084999996,-0.7775319039999999
ssw__glc_xyl_xyl__1,0.7462385284164612,0.0937515849999997,0.39439023849999977,-0.9707127759999999
ica__wt_glc__1,2.116978005040298,0.16934200900000107,0.28507394450000056,-1.7909353149999996
ica__wt_glc__2,2.6364651016084704,0.14300261999999986,0.3019025285000003,-1.7164388009999998
ica__wt_glc__3,-11.528162143761527,-1.975161009999999,-0.7667885074999994,-0.7580805599999998
ica__wt_glc__4,-11.46663262540866,-1.7006544029999997,-0.054239394499999705,-1.212571497
ica__arg_sbt__1,2.508179881578109,0.5929488999999997,0.839817086500001,-0.7675646840000008
ica__arg_sbt__2,2.880230293256686,0.8312420010000006,0.6736707824999995,-1.0830809820000002
ica__cytd_rib__1,3.1062811024214856,0.7884449230000001,0.35995425950000026,-0.6868014019999995
ica__cytd_rib__2,2.1911382133245163,0.7154886030000007,0.3332777094999999,-0.7388313719999999
ica__gth__1,-8.723187427954525,-0.7056194779999991,-0.4335535444999996,0.8687788430000003
ica__gth__2,-9.564801962242868,-1.0739213850000002,-0.9306860924999992,0.9283040739999996
ica__leu_glcr__1,2.192859912404168,0.05316031900000073,0.18619660650000025,-1.3918341649999997
ica__leu_glcr__2,2.061774892337219,0.15512204900000004,0.30128720550000043,-1.6054886040000005
ica__met_glc__1,0.1948130250966057,-0.7762851259999994,-0.06377500650000023,-1.900130431
ica__met_glc__2,-1.1360763478685871,-0.730803826999999,-0.2330983504999997,-1.869874672
ica__no3_anaero__1,-13.090359606598946,-1.960820189,-0.3396149934999997,0.06916095900000041
ica__no3_anaero__2,-13.172571093144157,-1.995770124,-0.10106911549999964,0.1912385109999999
ica__phe_acgam__1,-5.074175357385399,-1.282438345,-0.4130506684999995,-1.3150160729999998
ica__phe_acgam__2,-4.2919696414043145,-1.2644079540000002,-0.3051914225000001,-1.4693723379999994
ica__thm_gal__1,1.8679652957149997,0.5089163670000003,0.0323628755000005,-0.3962743040000003
ica__thm_gal__2,1.369202739753142,0.3822144380000001,-0.2957668954999999,-0.2511019699999997
ica__tyr_glcn__1,-6.246584651465449,-1.6211722419999992,-0.5323183284999997,-1.7861310809999995
ica__tyr_glcn__2,-3.7201836402366895,-1.1735718319999997,-0.39795003349999897,-1.6808853790000002
ica__ura_pyr__1,-4.289947403236067,-0.8350179229999997,0.07879787749999956,-1.213434297
ica__ura_pyr__2,0.6044895466675222,0.3962500740000001,0.6143451624999994,-0.9978550709999999
ica__wt_glc__5,1.2378911666525725,-0.14210864799999978,0.07490004050000021,-1.2270638949999997
ica__wt_glc__6,1.2780895761468734,-0.14506182599999914,-0.07854716549999985,-1.510463411
ica__bw_delpurR_cytd__1,1.01761672047165,-0.27187530899999945,0.029749534500000507,-1.476201488
ica__bw_delpurR_cytd__2,0.4087439826321652,0.3802844600000004,0.3950887605000002,-1.1857328669999996
ica__ade_glc__1,0.5177428785052048,0.4525047390000001,0.40352539850000013,-1.202549833
ica__ade_glc__2,0.8741826713954555,-0.057188222999999816,0.06656905249999934,-1.651241444
ytf__wt_glc__1,0.3875631795553015,0.3174451620000003,0.5439685055000005,-0.2891684720000001
ytf__wt_glc__2,1.0820282366698375,1.057915908,1.1211681245000005,-0.07888615699999946
ytf__delyafC__1,-3.6530204758191154,-1.2113165279999991,0.11105010250000014,-0.11830505999999907
ytf__delyafC__2,-4.73711293901492,-1.4630381129999996,0.09662693749999997,-0.0297017180000001
ytf__delyeiE__1,-8.627446987721363,-1.274729955999999,0.7284861465000008,-0.26395706799999985
ytf__delyeiE__2,-9.61054773347666,-1.6560113219999997,0.4873956515000009,-0.376644056
ytf__delyiaJ__1,-8.73341912391046,-1.7915997089999998,0.16378640249999954,-0.11345742800000025
ytf__delyiaJ__2,-11.307616553186577,-1.828588376,0.3563180924999996,0.29474142099999945
ytf__delyieP__1,4.247921102604457,0.4554693480000003,0.7530709674999994,0.015263211999999804
ytf__delyieP__2,5.006694154733782,1.5425856920000012,1.7618634374999989,0.06550912699999856
ytf__wt_ph5__1,-5.674228265098688,-1.2589848989999997,0.04080350450000037,-0.16405392999999968
ytf__wt_ph5__2,-5.605993820738381,-1.1437078189999994,0.17985879250000014,-0.09556930699999988
ytf__wt_ph8__1,-8.327242759876903,-1.5870987619999992,0.04483024449999995,-0.6784788959999997
ytf__wt_ph8__2,-8.062444941479534,-1.5345357039999996,0.12388061850000033,-0.3969503520000002
ytf__delybaO__1,-5.649255450928048,-1.6207500849999992,-0.3051020554999999,-0.061325588999999965
ytf__delybaO__2,2.186258002032476,-0.4241595489999997,0.5693610915000002,-0.07750396700000017
ytf__delybaQ__1,0.0115593634403744,0.1431841630000008,0.4530350495000004,-0.4661626430000005
ytf__delybaQ__2,0.1110244941862341,0.18667960099999886,0.4383187415000007,-0.642832179
ytf__delybiH__1,1.4978004190955838,1.151232256,1.2630771185,0.07602079300000053
ytf__delybiH__2,4.099053881296636,1.6629541440000004,1.6932068255000017,0.5411938430000003
ytf__delydcI_ph5__1,-7.155264945226505,-1.1837543279999991,-0.1032574764999996,-0.4086148070000002
ytf__delydcI_ph5__2,-7.39059714412195,-1.4254759569999982,-0.0434794544999999,-0.5110712379999995
ytf__delydcI_ph8__1,-11.743255920992606,-1.5656480229999996,0.19481666150000088,-0.7179671079999999
ytf__delydcI_ph8__2,-4.285597037775908,-0.9496147279999994,0.39954555150000093,-0.9645429280000002
ytf__delyddM__1,-2.657748681016363,-0.4151927269999991,0.6522515195,-0.4043646549999993
ytf__delyddM__2,0.2229198691575369,0.09987789300000037,0.8294897355000002,-0.41739825599999936
ytf__delyheO__1,-7.352760213731179,-1.8986323859999992,-0.38059061650000015,-0.2812582190000006
ytf__delyheO__2,1.489121582729642,-0.3801135939999991,0.12112431050000172,-0.20078301499999984
fps__bw_glc__1,0.840480928565744,0.3613346340000012,0.9293199415000012,-0.6636507080000005
fps__bw_glc__2,0.6449495848626455,0.3161315580000004,0.5927521665000004,-0.7530940529999999
fps__fps_thrA_ale1__1,0.3972093244699394,0.4124921340000007,1.0021798755000004,-0.4842114479999999
fps__fps_thrA_ale1__2,0.7551733022140621,0.2590440740000011,0.8406989515000003,-0.8823575520000002
fps__fps_thrA_ale2__1,1.2747017913147063,0.6426169810000006,0.9845902885000006,-0.5552258059999984
fps__fps_thrA_ale2__2,1.3088106413789236,0.572202646,0.8567248505,-0.418359873
fps__fps_serB_ale1__1,-0.208388495531901,0.11776910499999982,0.4179674095000001,-0.5666503919999997
fps__fps_serB_ale1__2,-0.1449492664493958,0.21660504900000088,0.2704729645000006,-0.4001241980000003
fps__fps_serB_ale4__1,-0.6953428651062241,0.5501083290000013,0.7312703825,0.0009106069999997856
fps__fps_serB_ale4__2,-0.0932003499648709,0.7587843520000002,0.8176173484999998,0.3956420180000002
fps__fps_ptsI_ale1__1,-0.1666541712451583,0.3226753770000004,0.7717564865000011,-0.7971819840000007
fps__fps_ptsI_ale1__2,0.0729082174118243,0.4228218680000007,0.7059852555000017,-0.9030943970000004
fps__fps_ptsI_ale3__1,0.9433617506442732,0.4126370190000008,0.6469305395000005,-1.0464138419999998
fps__fps_ptsI_ale3__2,0.4889648631468032,0.3321562940000007,0.5751520785000004,-0.9195555639999996
pal__lyx_ale2_f6__1,-1.252485495137845,0.3555075640000007,0.41166586950000017,-0.12899306799999974
pal__lyx_ale2__1,-0.9468495978875866,-0.0712347839999996,-0.11026790849999912,-0.4484770749999996
pal__lyx_ale2__2,-0.2983802654928289,0.009066674000001385,-0.17917247249999946,-0.725716824
pal__lyx_ale4__1,1.342835153725398,0.5069706830000005,-0.13283205449999969,-0.8927484130000005
pal__lyx_ale4__2,0.9073227477835796,0.17317070300000206,-0.2446839144999995,-1.0021277379999995
pal__5drib_ale10_f18__1,-0.8459563706134395,0.0901132380000007,-0.4231624404999996,-0.1041064770000002
pal__5drib_ale10_f18__2,0.2469563044232719,0.4324528080000008,-0.4125925265000001,-0.044978311999999576
pal__5drib_ale10__1,1.9505059566723533,0.7947859830000006,0.3804691094999999,0.128543348
pal__arab_ale14_f9__1,1.7809268466632495,1.0109963210000004,0.4655203555000007,0.06900659900000061
pal__arab_ale14_f9__2,2.556898597619944,1.1243435050000006,0.8667479754999999,-0.1416680940000008
pal__arab_ale14__1,2.2192303609940875,0.3815719820000005,0.5090268574999994,-0.6376162880000003
pal__arab_ale14__2,3.089045777217129,0.6714113930000005,0.8470297155000006,-0.6757451730000001
pal__arab_ale16__1,1.155828433435056,0.8252294180000019,1.0459484215000003,-0.2035667309999996
pal__arab_ale16__2,4.615087203394537,1.9950810370000005,1.6196530265000009,0.050518275000000834
pal__tartr_ale26_f10__1,0.3116660443869943,0.22218575200000054,-0.20046814150000006,-0.12992495199999965
pal__tartr_ale26_f10__2,-0.7770639077650336,-0.17838531599999996,-0.5249443194999994,-0.04674183199999949
pal__tartr_ale26__1,2.8350264718648366,0.7706125270000008,0.08965663650000089,-0.2700648259999996
pal__tartr_ale26__2,4.980063726569553,1.5383183900000006,0.5446217515000003,-0.42636439400000015
pal__tartr_ale28_f10__1,-1.5551358216117646,0.2738838250000004,-0.3373187714999997,0.8873607540000004
pal__tartr_ale28_f10__2,5.721679317933097,2.641974225,1.5044199345000004,0.8933965480000001
pal__tartr_ale28__1,3.758879645179887,1.3567784100000004,0.5817236625,-0.2335288259999997
pal__tartr_ale28__2,3.1578249245452765,1.5948517310000003,0.7327939424999999,-0.1692188099999994
efeU__delmenFentC_citr__1,-0.950766123406206,-0.2679802429999993,-0.09076518649999964,-0.4273375819999998
efeU__delmenFentC_citr__2,-0.9623368571969424,-0.1382503279999998,-0.02524558849999892,-0.5476381740000003
efeU__delmenFentC__1,-0.2542203743214565,0.6555124390000007,0.8584220385000005,0.2302463340000003
efeU__delmenFentC__2,-0.1276924936977053,0.8085181060000002,0.9168667505000004,0.07376792900000062
efeU__menFentC_ale39__1,4.739239395806437,0.9079932830000006,0.4549054255000007,-0.7756422069999998
efeU__menFentC_ale39__2,4.464486548671407,0.5248693030000009,-0.0006214314999999361,-0.7028825449999996
efeU__menFentC_ale29__1,3.616438834925589,-0.5161088509999994,-0.5563747335000002,-0.4877555940000002
efeU__menFentC_ale29__2,0.4548913660465938,-1.8209514009999996,-1.0313615484999996,-0.22963083599999834
efeU__menFentC_ale30__1,1.4076125071306742,-0.2155356599999996,0.21387583450000047,-1.3624823629999998
efeU__menFentC_ale30__2,-0.3738965420750813,-0.5449069219999991,-0.04436923150000016,-1.2677277380000005
efeU__menFentCubiC_ale36__1,2.124184835692357,0.5211906630000005,0.3226053774999995,-0.6321701869999998
efeU__menFentCubiC_ale36__2,2.163369688438657,0.5820407499999991,0.5019416655000004,-0.5835643340000001
efeU__menFentCubiC_ale37__1,1.088625503337978,0.3650627870000003,0.6958633095000001,-0.5231431469999999
efeU__menFentCubiC_ale37__2,0.6028682947655533,0.17067628700000004,0.5741222195000004,-0.4884521709999996
efeU__menFentCubiC_ale38__1,-1.805319788226701,-1.3383046409999988,0.6686163265000005,-0.6494331309999994
efeU__menFentCubiC_ale38__2,-0.6158359724758219,-0.9533217309999992,0.8746415055000005,-0.6812476529999998
misc2__salc_glc__1,-0.9457249981435442,-0.4115355159999989,0.7914190885000005,0.13693638500000027
misc2__salc_glc__2,-1.0772344299983987,-0.2615291519999996,0.14460598550000014,0.750647581
misc2__dbcn_glc__1,-2.339012698104564,-0.8831628559999993,-1.3237997715,-0.3782463069999995
misc2__dbcn_glc__2,-3.8275488709670737,-0.8486168989999996,-0.9031046565,0.061934664000001576
misc2__tyr_glc__1,-11.300431543472063,-1.6500160669999993,-0.5557608235,-0.934960876
misc2__tyr_glc__2,-11.554308807122345,-1.853563916999999,-0.2778931225000001,-0.8861103309999994
