,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.33333360913457e-11,0.15200099183058144,3.0,0.0,0.0646566707,1.0,-0.1736398272,2.0,0.1089831564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.4683280172000002,0.6706661613810257,3.0,3.0,-1.7697036524,4.0,-1.9354368044,5.0,-0.6998435948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.0655552051333337,0.09028734860048561,3.0,6.0,-2.1599867029,7.0,-2.0565994156,8.0,-1.9800794969000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.7619077992946825e-12,0.16213345876939905,21.0,9.0,0.13992942290000002,10.0,-0.1317610347,11.0,-0.1116725191,12.0,-0.1655923634,13.0,-0.09801380800000001,14.0,0.162867269,15.0,0.0614137375,16.0,-0.2023445341,17.0,-0.12181945220000001,18.0,0.16251599190000002,19.0,0.19734038880000002,20.0,-0.2522991726,21.0,-0.0202629003,22.0,0.0846748799,23.0,0.1498914325,24.0,0.2171435088,25.0,0.0958887769,26.0,0.2108168193,27.0,-0.0027408425,28.0,-0.294504327,29.0,-0.0814712735
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.8124427954285716,0.5101468264926171,21.0,30.0,-0.37954975500000004,31.0,-1.1827737584,32.0,-0.8384447257000001,33.0,-0.7711295915,34.0,-0.1972032122,35.0,-0.3900851449,36.0,-0.5193668569000001,37.0,-0.7645729679000001,38.0,-0.7033016168,39.0,-1.0333395453,40.0,-0.9607457642,41.0,-1.1427334984,42.0,-0.6312414388,43.0,-0.9830686849,44.0,-1.2369374962,45.0,-0.5284961327000001,46.0,-2.6287315664,47.0,-0.8147832744,48.0,-0.4579853528,49.0,-0.3283615384,50.0,-0.5684467822
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.333333377838107e-11,0.03735598032509106,3.0,51.0,-0.0415736008,52.0,0.010827079,53.0,0.0307465219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.638805527,0.1174116791983223,4.0,54.0,-0.4641756352,55.0,-0.6853892255,56.0,-0.6871290480000001,57.0,-0.7185281993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-8.673617379884035e-19,0.029765888846940137,4.0,58.0,0.0301069637,59.0,-0.031592416400000004,60.0,0.020138745200000002,61.0,-0.0186532925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.030004981300000004,0.026590956448021175,4.0,62.0,-0.046079144,63.0,-0.058970628000000004,64.0,-0.0052990661,65.0,-0.0096710871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.053773212475,0.06402146094995867,4.0,66.0,0.1469472813,67.0,0.0156203869,68.0,0.0442282328,69.0,0.0082969489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.040978421325,0.0529865194451185,4.0,70.0,-0.051973952000000004,71.0,0.0041776501,72.0,-0.004770466100000001,73.0,-0.1113469173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666665732708214e-11,0.46176982350791257,6.0,74.0,-0.3001526993,75.0,-0.3799442967,76.0,-0.32563755240000003,86.0,0.7707363758,88.0,0.3455572926,90.0,-0.1105591201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.2406551935166665,0.5140273897531629,6.0,77.0,-1.6318937796,78.0,-1.5802261679,79.0,-1.6443298826000001,87.0,-0.5902414704,89.0,-0.5805342297,91.0,-1.4167056309000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.07288084393333334,0.3064089554363678,3.0,80.0,0.1188551649,82.0,-0.2539174739,84.0,0.35370484080000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-1.746368535,0.13893523033911692,3.0,81.0,-1.7428434408,83.0,-1.6092293956,85.0,-1.8870327686000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.1470356917551231,3.0,92.0,0.0499387742,93.0,0.1155620463,94.0,-0.1655008205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.14480518220000002,0.12215766053249005,3.0,95.0,-0.2249570982,96.0,-0.2052491068,97.0,-0.0042093416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.001042844733333335,0.16851353850071005,3.0,98.0,-0.0047425281,99.0,0.169290073,100.0,-0.16767607910000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.12573812250000002,0.07995412748725873,3.0,101.0,-0.046903022,102.0,-0.12354518490000001,103.0,-0.2067661606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-1.3140725739,0.04922158976570433,3.0,104.0,-1.2573634204,105.0,-1.3457163498,106.0,-1.3391379515000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-1.0287017373666667,0.026797437494130254,3.0,107.0,-0.9978096954000001,108.0,-1.045685277,109.0,-1.0426102397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-1.1207035008,0.022439082306093223,3.0,110.0,-1.1357397456,111.0,-1.1314595657,112.0,-1.0949111911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-1.7156734039666668,0.09765157091125135,3.0,113.0,-1.8259414618,114.0,-1.6401299197,115.0,-1.6809488304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
