,-0.27491377246153853,-0.22909481038461543,-0.18327584830769234,-0.13745688623076924,-0.09163792415384614,-0.04581896207692304,5.551115123125783e-17,0.04581896207692315,0.09163792415384625,0.13745688623076935,0.18327584830769245,0.2290948103846155,0.27491377246153864,0.3207327345384618,0.36655169661538484,0.4123706586923079,0.45818962076923103,0.5040085828461542,0.5498275449230772,0.5956465070000003
thresh,-0.29782325350000005,0.29782325350000005,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,130,5313,127,1,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA1664'],[],[]
