k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.023194955494254828,,,
11,Chromium,False,-0.010425759246572852,,,
5,Lead,False,-0.00921376177109778,,,
10,Copper,False,-0.005534589369781314,,,
3,Cadmium,False,-0.005403032884933054,,,
14,UC-7,False,-0.00533683970104903,,,
4,UC-4,False,-0.002280491339042783,,,
2,UC-3,False,-0.0019087143207434567,,,
1,UC-2,False,-0.0014012177172116936,,,
12,Zinc - Intermediate,False,-0.0013635684385424455,,,
7,Zinc - Steady,False,0.0013400499988347294,,,
0,UC-1,False,-0.0013349339098203928,,,
13,UC-6,False,-0.0011606209503952415,,,
9,UC-5,False,-0.0008238116763139437,,,
8,Zinc - Fast,False,-9.10048669356911e-05,,,
