,BSU30190
M9exp_1,13.2673
M9exp_2,12.8861
M9exp_3,12.4268
M9tran_1,12.4746
M9tran_2,12.1191
M9tran_3,12.6505
M9stat_1,8.2016
M9stat_2,8.061
M9stat_3,7.7688
MG-0.1_1,12.2684
MG-0.1_2,11.4632
MG-0.1_3,12.8148
MG-0.2_2,12.0015
MG-0.2_3,12.2796
MG+5_1,12.0908
MG+5_2,12.1347
MG+5_3,11.8397
MG+10_1,12.9306
MG+10_2,12.5498
MG+10_3,11.9078
MG+15_1,12.0838
MG+15_2,13.2719
MG+15_3,12.7081
MG+25_1,12.3844
MG+25_2,12.0398
MG+25_3,12.6311
MG+45_1,11.9845
MG+45_2,11.9483
MG+45_3,13.0203
MG+60_2,12.6531
MG+60_3,12.667
MG+90_2,12.3552
MG+90_3,12.9734
MG+120_1,11.7939
MG+120_2,12.8739
MG+120_3,12.556
MG+150_1,12.3981
MG+150_3,12.4117
GM-0.1_1,12.7134
GM-0.1_2,13.2571
GM-0.1_3,13.1582
GM-0.2_1,12.8373
GM-0.2_2,13.3305
GM-0.2_3,13.0874
GM+5_1,12.2744
GM+5_2,12.985
GM+5_3,13.0475
GM+10_2,13.0346
GM+10_3,11.9777
GM+15_1,12.9125
GM+15_2,12.6674
GM+15_3,12.8132
GM+25_1,13.2697
GM+25_2,13.2188
GM+25_3,12.64
GM+45_1,13.208
GM+45_2,12.233
GM+45_3,12.6921
GM+60_1,13.0385
GM+60_2,12.1482
GM+60_3,12.5025
GM+90_1,13.0459
GM+90_2,12.6885
GM+90_3,12.7557
GM+120_1,11.1039
GM+120_3,12.0206
GM+150_1,11.8746
GM+150_2,11.2507
GM+150_3,11.8072
BT_1,10.7257
BT_2,10.4536
B36_1,12.353
B36_2,12.2761
B60_1,11.5107
B60_2,11.4767
S0_1,12.5182
S0_2,12.6898
S0_3,12.7041
S1_1,10.4084
S1_2,10.8336
S1_3,10.949000000000002
S2_1,11.7982
S2_2,11.9206
S2_3,11.7107
S3_1,10.7445
S3_2,11.0633
S4_1,11.4417
S4_2,11.5531
S4_3,11.1261
S5_1,11.8066
S5_2,11.9553
S5_3,12.1157
S6_1,11.3669
S6_2,7.8743
S6_3,11.5468
S6/t_1,11.2414
S6/t_2,7.7782
S6_4,10.1562
S6_5,10.7387
S6_6,11.0221
S7_4,10.0436
S7_5,9.9077
S7_6,10.1633
S8_4,9.3862
S8_5,8.7794
G135_1,7.6441
G135_3,7.4965
G150_1,7.6226
G150_2,7.5216
G150_3,7.6874
G180_1,7.566
G180_2,7.558
G180_3,7.2126
T-5.40H_1,13.3339
T-4.40H_1,13.0939
T-3.40H_1,12.73
T-2.40H_1,12.23
T-1.40H_1,11.7891
T-1.10H_1,11.9146
T-0.40H_1,11.6125
T0.0H_1,11.5103
T0.30H_1,9.2829
T1.0H_1,9.0553
T1.30H_1,8.3097
T2.0H_1,8.1561
T2.30H_1,8.0454
T3.0H_1,8.0811
T3.30H_1,8.6556
T4.0H_1,8.6762
T5.0H_1,8.3492
LBexp_1,7.534
LBexp_2,7.2777
LBexp_3,7.4486
LBtran_1,7.4338
LBtran_2,7.3771
LBtran_3,7.5883
LBstat_1,7.4702
LBstat_2,7.5470000000000015
LBstat_3,7.6832
LBGexp_1,7.3561
LBGexp_2,7.4295
LBGexp_3,7.617000000000001
LBGtran_2,7.7642
LBGtran_3,7.8222
LBGstat_1,7.5543
LBGstat_2,7.5355
LBGstat_3,7.8245
Mt0_1,7.5183
Mt0_3,7.2786
M0t45_1,7.4363
M0t45_2,7.5091
M0t45_3,7.4279
M0t90_1,7.5165
M0t90_2,7.3645
M0t90_3,7.4526
M40t45_1,7.6781
M40t45_2,7.5402
M40t45_3,7.3248
M40t90_1,7.4253
M40t90_2,7.4701
M40t90_3,7.5466
dia0_1,7.4883
dia0_2,7.3969
dia0_3,7.335
dia5_1,7.4582
dia5_2,7.4733
dia5_3,7.175
dia15_1,7.914
dia15_2,7.9881
dia15_3,7.7477
C30_1,8.1036
C30_2,8.0796
C90_1,7.667000000000002
C90_2,7.0364
SMM_1,12.9658
SMM_2,12.8369
SMM_3,12.9108
Salt_1,10.5517
Salt_2,10.2804
Salt_3,10.5325
M+G_1,12.0117
M+G_2,12.1195
M+G_3,12.2772
Glu_1,12.9322
Glu_2,12.9817
Glu_3,13.0751
Fru_1,12.9824
Fru_2,12.6868
Fru_3,12.265
Mal_1,11.7609
Mal_2,11.7498
Mal_3,12.1331
G+S_2,11.3606
G+S_3,11.8766
Pyr_1,11.1029
Pyr_2,11.6633
Pyr_3,11.4977
Gly_1,11.8511
Gly_2,12.7809
Gly_3,10.8943
Glucon_1,11.7325
Glucon_2,12.3607
Glucon_3,11.3381
BI_1,7.4229
BI_2,7.2844
BC_2,7.5278
BC/t_1,7.5241
BC/t_2,8.1618
BC_1,7.4855
Sw_1,6.9542
Sw_2,7.1833
BMM_1,13.4562
BMM_2,13.2008
BMM_3,13.022
Heat_1,13.3392
Heat_2,13.1537
Heat_3,12.8422
Cold_1,11.4487
Cold_2,10.7198
Cold_3,10.1197
Etha_1,10.586
Etha_2,10.1491
Etha_3,10.729
SMMPr_1,11.7123
SMMPr_2,11.7792
SMMPr_3,11.8715
HiTm_1,12.6396
HiTm_2,12.6476
HiTm_3,12.4509
LoTm_1,11.994000000000002
LoTm_2,11.8515
LoTm_3,11.9488
HiOs_1,13.2644
HiOs_2,12.9973
HiOs_3,13.0222
Oxctl_1,7.9435
Oxctl_2,7.8224
Oxctl_3,7.5788
Diami_1,7.8484
Diami_2,7.5969
Diami_3,8.0189
Paraq_1,7.8589
Paraq_2,7.5424
Paraq_3,7.3691
H2O2_1,7.566
H2O2_2,7.7054
H2O2_3,7.8768
HPh_1,13.7985
HPh_2,13.3055
HPh_3,13.229
LPh_1,13.6132
LPh_2,14.3033
LPh_3,13.7317
LPhT_1,10.0104
LPhT_2,7.2991
LPhT_3,7.374
aero_1,13.4202
aero_2,12.724
aero_3,13.6542
nit_1,12.7201
nit_2,13.0558
nit_3,12.7112
ferm_1,11.8021
ferm_2,11.535
ferm_3,12.0151
