,PSPTO_5297
SRX1828913,0.2214445959
SRX1828914,0.1234824954
SRX1828915,-0.18811176300000002
SRX1828916,0.2720622556
SRX1828917,-0.0333328329
SRX1828918,0.07541715040000001
SRX3983989,0.1327220936
SRX3983990,0.1233717396
SRX3983993,0.48363327510000004
SRX3983994,0.4652500161
SRX3983995,0.2525698155
SRX3983996,0.3931648398
SRX3983997,0.2791150444
SRX3983998,0.2015208984
SRX3983999,0.1803994296
SRX3984000,-0.1316841079
SRX3984001,0.1758027619
SRX3984002,0.24839980290000002
SRX3984003,-0.0917952721
SRX3984004,0.2625989313
SRX3984005,0.3111458704
SRX3984006,-0.0715604039
SRX3984007,0.12277312500000001
SRX3984008,0.2111010894
SRX3984009,0.1345587029
SRX3984010,-0.2324780546
SRX3984011,0.1483674156
SRX3984012,0.1023621675
SRX3984013,-0.1584180427
SRX3984014,0.16278815200000002
SRX3984015,0.0370832422
SRX3984016,0.14840649320000002
SRX3984017,-0.149682736
SRX3984019,0.30142225240000003
SRX3984020,-0.2288517022
SRX3984021,-0.0341597182
SRX3984022,-0.1050837077
SRX3984023,0.061164593
SRX3984024,0.09058472120000001
SRX3984025,0.4069866824
SRX3984026,-0.0346384384
SRX3984027,0.19441057280000001
SRX3984028,0.3585438372
SRX3984029,0.12723511510000002
SRX3984031,0.33265406940000003
SRX3984032,0.0892626488
SRX3984034,0.02121151
SRX3984035,0.0017636337000000001
SRX3984036,-0.1244290292
SRX3984037,0.3912209877
SRX3984038,-0.030206136
SRX3984039,0.147001885
SRX3984040,0.2420977521
SRX3984041,-0.0848746088
SRX3984042,0.23161498230000002
SRX3984043,0.0214354933
SRX3984045,-0.0615219404
SRX3984046,-0.0934248843
SRX3984047,-0.048610576700000005
SRX3984048,0.0027482577000000003
SRX3984049,-0.36279773060000003
SRX3984050,0.0790037937
SRX3984051,0.0053670637
SRX3984052,0.1282467104
SRX3984056,0.1318135708
SRX3984057,0.052298571
SRX3984058,0.1668790184
SRX3984059,0.030237349400000002
SRX3984061,-0.116956816
SRX3984062,0.0547361125
SRX3984063,0.2616775718
SRX3984064,0.0843512946
SRX3984065,0.256518256
SRX3984066,0.0445629207
SRX3984067,0.2477746357
SRX3984068,0.1028911873
SRX3984069,0.2359621911
SRX3984070,0.0088233288
SRX3984071,0.1555782414
SRX3984073,0.15204831200000002
SRX3984074,0.3292900508
SRX3984077,0.39591108280000004
SRX3984078,0.1835002077
SRX3984079,0.6210811052
SRX3984080,0.011048781300000001
SRX3984082,0.1134077814
SRX3984084,0.2084162974
SRX6997963,-0.1580396742
SRX6997964,0.0798416074
SRX6997965,0.0270721672
SRX6997967,0.08107113690000001
SRX6997968,0.044575231
SRX6997969,0.10328171280000001
SRX6997971,0.0769685373
SRX6997972,-0.15405960330000001
SRX6997973,-0.0237544046
SRX3159100,0.0503310589
SRX3159101,-0.2800932202
SRX3159102,0.1738964653
SRX3159103,0.055865696000000006
SRX3159000,0.08605525730000001
SRX3159001,-0.0494090016
SRX3159002,-0.21564469830000002
SRX3159003,0.1552664204
SRX3159004,0.0857101942
SRX3159005,-0.0192084556
SRX3159006,-0.1491091567
SRX3159007,-0.0223366358
SRX3159008,-0.0695974888
SRX3159009,-0.042499514200000005
SRX3159010,-0.8485932768000001
SRX3159012,-0.5151515553
SRX3159013,-0.5206007588
SRX3159014,-0.3990907409
SRX3159015,-0.33591149260000003
SRX3159016,-0.2013348104
SRX3159017,-0.2946486721
SRX3159018,0.053841274800000005
SRX3159019,-0.0983109206
SRX3159020,-0.02778198
SRX3159021,0.1528572366
SRX3159022,-0.1286881271
SRX3159023,-0.0094049939
SRX3159024,-0.47316268800000005
SRX3159025,-0.252698682
SRX3159026,-0.2735997981
SRX3159027,-0.0735103742
SRX3159028,-0.030320932000000002
SRX3159029,-0.0398759197
SRX3159030,0.0450573707
SRX3159034,0.07945234450000001
SRX3159036,0.0371181987
SRX3159037,0.1343281295
SRX3159041,0.075793513
SRX3159042,0.0898228462
SRX3159043,0.1891538002
SRX3159045,-0.1017774707
SRX3159047,0.12465156790000001
SRX3159048,-0.1815799732
SRX3159049,-0.091439356
SRX3159050,-0.0778808384
SRX3159051,0.09813279450000001
SRX3159052,-0.1111015889
SRX3159053,-0.2881010489
SRX3159054,-0.2394236116
SRX3159055,-0.0520668034
SRX3159056,0.3045813976
SRX3159057,0.3419556805
SRX3159058,0.4212306523
SRX3159060,0.0197580031
SRX3159061,0.46201200940000003
SRX3159062,0.49782863180000003
SRX3159063,-0.4169113551
SRX3159066,-0.29959813890000003
SRX3159069,-0.1933206788
SRX3159070,0.052227229800000004
SRX3159071,-0.1164746014
SRX3159073,-0.22013493350000002
SRX3159074,-0.1800002581
SRX3159075,0.1479750978
SRX3159076,-0.1610447297
SRX3159080,-0.0070961571
SRX3159082,0.20297180410000001
SRX3159083,0.09118817080000001
SRX3159086,0.2189717497
SRX3159087,0.1226810375
SRX3159088,0.07908879740000001
SRX3159089,0.032030666900000004
SRX3159090,-0.10818373390000001
SRX3159091,0.0210141636
SRX3159092,0.2766983629
SRX3159093,0.5348361205000001
SRX3159094,0.1407580913
SRX3159095,0.3173577271
SRX3159096,0.4920184121
SRX3159097,0.7297997940000001
SRX3159098,0.3915765044
SRX3159099,0.3023376568
SRX3158988,0.170417556
SRX3158989,-0.1326601985
SRX3158990,-0.7826901806000001
SRX3158991,-0.560930743
SRX3158992,-0.0757662858
SRX3158996,-0.0946512702
SRX3644656,-0.2343528634
SRX3644657,0.0035324012
SRX3644658,0.23082046220000002
SRX3644659,0.1864530837
SRX3644660,0.09258816830000001
SRX3644661,0.0200634051
SRX3644662,-0.32599815260000004
SRX3644663,-0.0751524087
SRX3644664,-0.2715282207
SRX3644665,-0.21244847090000002
SRX3644666,-0.0964427127
SRX3644667,-0.06605953540000001
SRX3644668,0.0294801737
SRX3644669,-0.2513309567
SRX3644670,-0.1274311488
SRX3644671,-0.1833422902
SRX3644672,-0.3460621961
SRX3644673,-0.26621050690000003
