,A,TdcA,Crp,Fnr,ihfB
opex__phenol_nor__3,0.5104924581,1.4801880019,-0.18035648640000002,-0.1881061211,-0.6996561232
opex__phenol_rif__1,4.1448578727,0.1969228613,-1.1344697468,-1.4714452630000001,0.5665371013
opex__phenol_rif__2,5.152117862,-0.09064923650000001,-0.9830774505000001,-1.9043696117,0.43082166600000005
opex__phenol_rif__3,3.2269567705,-1.0416746121,-1.1040875946,-1.5142838902,0.49874303670000003
opex__pvpi_amp__1,0.3562102488,-1.0416746121,-0.0633550417,-0.0855962302,0.1787871282
opex__pvpi_amp__2,1.1995354159,0.7956731657,-0.0233358193,-0.20473712260000002,0.2498687265
opex__pvpi_amp__3,0.1276083737,0.45616767,-0.0186793965,-0.232126876,0.20769369140000002
opex__pvpi_kan__1,1.7988118128,1.424404042,-0.010088120800000001,-0.1491594181,0.2915922435
opex__pvpi_kan__2,0.8965527787,0.7486477324,-0.0220803095,-0.057445991,0.0753791033
opex__pvpi_kan__3,1.4168663647,1.0794685859,-0.006971406,-0.007572258,0.2056216227
opex__pvpi_nor__1,-0.125960912,-0.17418484380000002,0.0043966387,-0.23662909640000002,0.07527393760000001
opex__pvpi_nor__2,-0.3104271847,-1.0416746121,0.1668676485,-0.2137065217,0.0978663196
opex__pvpi_nor__3,-0.5701791012,-1.0416746121,0.1832898366,-0.1878706873,-0.0866408026
opex__pvpi_rif__1,4.255731244,0.23410188310000002,-0.8509373182000001,-1.7263115554000001,0.7554847077
opex__pvpi_rif__2,4.9292653008,0.9559559647,-1.0133410348,-1.5438332809,0.7890987312000001
opex__pvpi_rif__3,5.0964101318,1.3426194633000001,-0.8552114418000001,-1.6333029250000002,0.6352844664
opex__rif__1,4.9227466708000005,2.9739492961,-1.0991152194,-1.6022434119,0.7496321689000001
opex__rif__2,5.131564449,2.9225015733,-0.7051006932,-1.5719065706,0.7750268969
opex__rif__3,4.2917564748,2.0605280148,-0.929753295,-1.5849862387,0.7101493076000001
opex__naocl_amp__1,1.109250929,1.7066328755,-0.0408171479,-0.20329683540000001,-0.1732709832
opex__naocl_amp__2,1.1064962387,0.9849557433,-0.17322884830000002,-0.1970135493,0.0125798188
opex__naocl_amp__3,0.22093727870000002,-0.6415623397,-0.17670345610000002,-0.21893380140000002,-0.12569989680000002
opex__naocl_kan__1,1.0299860125,1.247784767,-0.1133158625,-0.16718556510000002,-0.0024633896
opex__naocl_kan__2,0.1578175343,-0.3814416491,-0.0346631081,-0.0667269998,-0.107284845
opex__naocl_kan__3,0.2722007734,0.5293581104,-0.1636875546,-0.4111659637,-0.0378164496
opex__naocl_nor__1,0.5711901104,-0.0583440797,0.0453136418,-0.31117580580000004,-0.1266555151
opex__naocl_nor__2,0.2492679046,1.1080257843,0.1758445305,-0.3408750725,-0.18342158690000002
opex__naocl_nor__3,0.1459631718,-0.09531024240000001,0.16750353580000002,-0.2263890443,-0.286782287
opex__naocl_rif__1,4.8597354908,1.2769720346,-0.8846690774,-1.9176765598,0.5930766829
opex__naocl_rif__2,5.0248344225,0.7597780580000001,-1.0415023493,-2.0005578852,0.6294067863
opex__naocl_rif__3,4.4051277313,0.7414302796000001,-0.7368803165000001,-1.6690285604000001,0.7170134595000001
phage_lysogen__wt_ctrl__1,-0.5611043382,-0.847345691,-0.1131082358,0.3179345689,-0.0260689406
phage_lysogen__wt_ctrl__2,-0.2474748337,-0.3820678401,-0.15099738340000002,0.18223048190000002,0.055185875700000005
phage_lysogen__wt_ctrl__3,0.8085791719000001,1.2294135311,0.26410561920000003,-0.5001650508000001,-0.0291169351
phage_lysogen__O104_H4__1,-1.3557124562,-2.3721020084,-0.3440473148,0.5251016409,0.2378195673
phage_lysogen__O104_H4__2,-0.9152813833000001,0.7242064696,0.10436316620000001,0.1786556813,-0.1466596712
phage_lysogen__O104_H4__3,2.2680718241,2.8677811483,0.4952732845,-0.6112737865,-0.07116623100000001
phage_lysogen__O157_H7_PA8__1,-1.3743790206,-1.9114580002000001,-0.32192762610000003,0.5262288232,0.2144886863
phage_lysogen__O157_H7_PA8__2,-0.1098017488,2.3002976035,0.32229741440000004,-0.2727957778,-0.1162119773
phage_lysogen__O157_H7_PA8__3,3.5443322321,3.4397618125,0.6368160699000001,-0.6946207608,0.0478665062
phage_resist__ygbE_oe__1,1.313756523,-2.9039554594,-0.0362194251,-0.119554107,0.48151793810000004
phage_resist__wt__1,0.1937562922,-4.2852747482,-1.5616224187,-0.3170220687,-0.1774550813
phage_resist__wt__2,-0.7390206305,0.6169677814,0.4342447082,0.4426468001,0.0316978985
phage_resist__wt__3,0.17269727270000002,1.9719211545,0.5878589544,-0.005799319900000001,0.1096698247
phage_resist__wt__4,0.3725670656,1.6963858123,0.5395187561,-0.1198254115,0.0360873582
phage_resist__ygbE_oe__2,-0.3162786581,-2.0394689925,-0.14160878940000002,0.4505488275,0.4008465332
phage_resist__ygbE_oe__3,0.10050107820000001,-0.7055665329,0.148584254,0.2816095837,0.2016586973
phage_resist__ygbE_oe__4,0.1405694558,-0.9135854325,0.18241322270000002,0.2166968225,0.20863877560000002
phage_resist__yahA_oe__1,-3.081166096,-3.2833466761,0.9307925237,1.4108055474,0.8103400045
phage_resist__yahA_oe__2,-3.1415769947,-3.7030782146,0.9367801035000001,1.4817713212,0.79434764
phage_resist__yahA_oe__3,-2.8207354747,-3.4037832477,0.9764142145,1.4869945274,0.7890265787
phage_resist__yrfF_ko__1,1.0431807563,2.4416228757000003,0.7325937801,0.3310877378,0.1941040265
phage_resist__yrfF_ko__2,1.9527949694000002,1.8242069033,0.8605437876,0.3901382749,0.1621654823
phage_resist__yrfF_ko__3,0.3164335082,2.5355103834,0.6737314587000001,0.0408617343,0.2351319325
pollution__wt_ctrl__1,-0.1214935702,0.3831772492,-0.0504309921,-0.0814799261,-0.2052052727
pollution__wt_ctrl__2,0.0899568624,-0.2110423628,0.15996817200000002,-0.2479318523,-0.15748279610000002
pollution__wt_ctrl__3,0.0315367079,-0.17213488640000002,-0.1095371799,0.3294117784,0.3626880689
pollution__wt_urban__1,-0.42512180590000004,-0.7022931480000001,-0.8779140316,0.47526292600000003,0.0205539034
pollution__wt_urban__2,-0.1893897964,0.026657218000000003,-0.5371211839,0.399529935,-0.0847331674
pollution__wt_urban__3,-0.4869314758,-0.4810758364,-0.5047912804,0.4636494588,0.10179796170000001
pollution__wt_diesel__1,-0.5747458881,0.5150417810000001,-0.49115894060000004,0.4731850638,0.3283769753
pollution__wt_diesel__2,-0.8470299864,-0.4167277186,-0.1463925879,0.10933264640000001,0.42943714510000003
pollution__wt_diesel__3,-0.8359866468,-0.5515517990000001,-0.2696574214,-0.3342927867,0.40175518200000004
pollution__evo_diesel__1,0.0074988646,-0.2351914022,-0.422017325,0.12056433700000001,0.1621942794
pollution__evo_diesel__2,2.2794367391,3.7637667264,0.0331465663,0.29229301500000004,-0.0929989714
pollution__evo_diesel__3,2.0365334573,4.3763936856,-0.27523787650000003,0.23799157110000002,-0.0052199476
ppGpp__wt_relAtrunc_00m__1,0.12283300820000001,-0.3852442525,-0.011476057900000001,-0.0411554648,0.1509588755
ppGpp__wt_relAtrunc_00m__2,0.32202841,-0.2853612839,-0.1060102587,-0.2025695905,-0.1528181404
ppGpp__mut_delrelA_10m__1,0.1459119361,-0.6072183758,0.1512831843,0.5362358304,0.43248006790000004
ppGpp__mut_delrelA_05m__1,-0.0918646462,-1.1448927421,-0.1375585523,0.4017882678,0.34433113330000004
ppGpp__mut_delrelA_10m__2,0.2033166068,-0.3571376077,0.2109785549,0.3807298423,0.5380630456000001
ppGpp__mut_delrelA_10m__3,-0.5355130937,0.1721415771,0.2609776572,0.5917958579,0.5843706258
ppGpp__mut_delrelA_00m__1,-0.279717013,-0.3631537751,-0.1923561796,0.5170737542,0.1253951864
ppGpp__mut_delrelA_00m__2,-0.3128782162,-0.5724512478,-0.34262451,0.3270566549,0.0565486674
ppGpp__mut_delrelA_05m__2,0.093291357,-0.1437578357,-0.1664668386,0.29859400950000003,0.289905114
ppGpp__mut_delrelA_05m__3,-0.5457940604,-0.7601822821,-0.16714632440000002,0.4231736048,0.2330789077
ppGpp__mut_delrelA_00m__3,-0.231164996,-1.0124351115,-0.37078453650000004,0.46268946920000004,0.07099494790000001
ppGpp__wt_delrelA_10m__1,-0.2774612618,-0.49393826230000004,1.475368666,0.1092882143,1.6693473817000002
ppGpp__wt_delrelA_05m__1,-0.500129793,-0.7472407733,1.1376902668,-0.1709551273,0.8851842496000001
ppGpp__wt_delrelA_05m__2,-0.5525993455,-0.27078399000000003,1.1347282112000001,-0.1236654839,0.9921615799000001
ppGpp__wt_delrelA_10m__2,-0.6234966590000001,-0.7654365628,1.4212904351,0.2443210787,1.5982408098
ppGpp__wt_delrelA_10m__3,0.026636562000000003,-0.5061918299,1.467315173,0.2046474319,1.7096626457
ppGpp__wt_delrelA_00m__1,0.43031238650000003,0.2020188984,-0.0192756679,0.0131317333,0.1352618145
ppGpp__wt_delrelA_00m__2,-0.138949021,0.32453384760000004,0.0212278545,0.0016198894000000001,-0.1884152095
ppGpp__wt_delrelA_05m__3,-0.8910194571000001,-0.6758539457,1.1315243246,-0.068830864,0.9359447872000001
ppGpp__wt_delrelA_00m__3,-0.2913633655,-0.526552746,-0.0019521866,-0.014751622800000001,0.053153395000000006
ppGpp__mut_relAtrunc_10m__1,0.2419582516,-0.7442313315,-0.4916651179,0.2993968877,0.0460408297
ppGpp__mut_relAtrunc_05m__1,-0.6262475409,-0.18418090850000002,-0.34854891390000003,0.2372887783,0.14534769620000001
ppGpp__mut_relAtrunc_05m__2,-0.254850624,-0.3219821775,-0.43585225920000004,0.2941459511,-0.0030341261000000003
ppGpp__wt_relAtrunc_10m__1,0.3433208732,-0.2890792102,-0.1372784369,-0.2101261882,-0.061938696
ppGpp__wt_relAtrunc_10m__2,0.18875790950000002,-0.1354169559,-0.1642322029,-0.1270523133,-0.1364298561
ppGpp__wt_relAtrunc_10m__3,-0.147608437,-0.30337386510000003,-0.1681617912,-0.0790129266,-0.0056751697000000005
ppGpp__mut_relAtrunc_00m__1,0.0153557211,-0.3518540408,-0.0774965284,0.5584079094000001,0.2627756382
ppGpp__wt_relAtrunc_00m__3,-0.39433247460000004,-0.4532998453,0.0630814665,0.0044322814,-0.0011724178
ppGpp__wt_relAtrunc_05m__1,0.3858432295,-0.3381245338,-0.2810515373,-0.1535203644,-0.0574220695
ppGpp__wt_relAtrunc_05m__2,0.04142954,-0.3996970534,-0.28533503050000003,-0.1989277479,-0.0927367623
ppGpp__wt_relAtrunc_05m__3,0.0050617437,-0.154370536,-0.1949960566,-0.11060810300000001,-0.1534841357
ppGpp__mut_relAtrunc_00m__2,0.1481513571,-0.4067972152,-0.4457334711,0.1314688236,0.118872763
ppGpp__mut_relAtrunc_00m__3,0.0445657282,0.0264824296,-0.3135830297,0.1838631336,0.10202931650000001
ppGpp__mut_relAtrunc_10m__2,-0.0009194124,-1.1352759355,-0.4912625674,0.1477637272,0.09872908180000001
ppGpp__mut_relAtrunc_05m__3,-0.19454511630000001,-0.4414319078,-0.402798119,0.3884039694,0.0882035146
ppGpp__mut_relAtrunc_10m__3,-0.4778797014,-0.7914558688000001,-0.49061737310000003,0.3191821125,-0.032574997
pressure__high_pressure__1,-1.9044091164,-1.4586681419,-0.49159209540000004,0.7734956825,-0.0463168558
pressure__high_pressure__2,-0.6322978183,-1.2847270622,-0.2902563631,0.7219430089000001,-0.1397976692
pressure__low_pressure__1,-0.21274811870000002,-0.11333920500000001,0.0011446948,0.1790881402,0.1255194803
pressure__low_pressure__2,0.21274811870000002,0.11333920500000001,-0.0011446948,-0.1790881402,-0.1255194803
quantum_dots__ctrl__1,0.0297887813,0.2204881489,-0.1947450853,0.12426001610000001,0.014975651000000001
quantum_dots__ctrl__2,-0.0297887813,-0.2204881489,0.1947450853,-0.12426001610000001,-0.014975651000000001
quantum_dots__cdte_light__1,-0.0683583766,0.1664577219,0.25533424920000003,0.6018622403,0.1079358901
quantum_dots__cdte_light__2,0.2609916004,0.056238069,0.3336771074,0.6799802673,0.1775328618
quantum_dots__cdte_dark__1,-0.1272762771,0.1575046212,-0.19234211680000002,0.3707996442,-0.0035074409
quantum_dots__cdte_dark__2,-0.050294268600000004,-0.038116229,-0.21453890080000002,0.46834393950000003,0.3295633576
quantum_dots__cdse_light__1,0.1860261092,0.0828105835,-0.1725798192,0.1720929292,-0.2629699505
quantum_dots__cdse_light__2,0.319534988,-0.2468398517,0.0807140303,0.11808093680000001,-0.0911446687
quantum_dots__cdse_dark__1,0.5339574152000001,-0.1364364113,-0.0703709117,0.3892559581,0.15730825040000002
quantum_dots__cdse_dark__2,0.33255616650000003,0.1683001619,-0.0216465485,0.2630490143,0.4345820031
raman__wt__1,-0.8992943771,-1.8637378027,0.0794100169,0.1685579585,-0.0932291424
raman__del_cyaA__1,-11.9135846057,-2.1888009696,-0.6136421402000001,0.6340361556,1.3919837032
raman__del_cyaA_01mM__1,-24.1227331299,-8.5755742444,-0.5901419459,0.5859364184,1.022943121
raman__del_cyaA_05mM__1,-23.0917152666,-8.9351263334,-0.20304986730000002,0.1388133504,0.2335715588
raman__del_cyaA_1mM__1,-17.5069303858,-5.2434805128,0.09984774490000001,0.1720571806,-0.2969916814
raman__wt__2,-0.0619394442,0.3644204891,-0.0386433461,0.17014523580000002,-0.0234537654
raman__del_cyaA__2,-24.0182851562,-8.7905029847,-0.7873801161,0.4002211491,0.498289709
raman__del_cyaA_01mM__2,-24.7059331397,-9.286368697,-0.5712728994,0.6187439533,0.6882567693
raman__del_cyaA_05mM__2,-24.0288283788,-8.7372050472,-0.0286686132,-0.0231897728,0.8733193997
raman__del_cyaA_1mM__2,-18.0547434002,-6.7577307068,-0.23342197620000002,0.1774231919,-0.4289033246
raman__wt__3,0.9612338212,1.4993173136,-0.0407666707,-0.3387031943,0.11668290790000001
raman__del_cyaA__3,-24.6449920223,-8.9545662739,-0.7308913606,0.6168372836,0.7175371547
raman__del_cyaA_01mM__3,-25.1067337637,-8.628634527900001,-0.7037627470000001,0.47221863690000004,0.21154773270000002
raman__del_cyaA_05mM__3,-22.6148971321,-8.5883379232,-0.2362122698,0.1866437766,0.2329742796
raman__del_cyaA_1mM__3,-14.5682270106,-5.9571825341,-0.0164546772,0.5095188969000001,-0.1106573044
rand_barrel__mut_nanE__1,-0.2147147077,1.0926105418,0.0328965424,0.1745111691,0.49663871260000003
rand_barrel__mut_nanE__2,-0.0355684462,0.0,0.1360103685,0.1781953679,0.4909406082
rand_barrel__mut_nanE__3,-0.4552685012,0.0,0.5049328406,0.6569750524,0.27310776130000003
rand_barrel__mut_pdxJ_1__1,-0.0236064022,1.7050938537,0.1529755428,0.1787996128,-0.1468615685
rand_barrel__mut_pdxJ_1__2,1.2414630281,0.0,-0.015406163700000001,0.11778360900000001,0.24300281110000002
rand_barrel__mut_pdxJ_1__3,-0.7135352321,0.0,0.37994444860000004,0.654130041,-0.25940531910000003
rand_barrel__mut_pdxJ_2__1,0.6952665578,0.0,0.22590315390000001,0.13318347290000002,0.2552602858
rand_barrel__mut_pdxJ_2__2,0.7028441015,0.9841025202,0.23212511460000002,0.0482401603,0.2871462172
rand_barrel__mut_pdxJ_3__1,0.7514751847000001,1.0140499884,0.2831675712,0.1520617836,0.26152956580000003
rand_barrel__mut_pdxJ_3__2,0.7184182033000001,2.0018120519,0.20362184190000002,0.022923051700000002,0.26997426
rand_barrel__del_serB__1,-0.2572725419,0.0,-0.011167604900000001,-0.012503975300000001,-0.0421165336
rand_barrel__del_serB__2,0.2572725419,0.0,0.011167604900000001,0.012503975300000001,0.0421165336
rockhopper__CV104_pHDB3__1,-2.0586404033,-3.9850086001,-0.8924017296000001,-0.5360698087,-0.2434317712
rockhopper__CV104_pHDB3__2,-2.1031742424,-4.0178675363,-0.8649010421000001,-0.1752285714,-0.6880546294000001
rockhopper__CV104_pHDB3__3,-2.5930916003,-4.090857436,-0.7001267639000001,0.0422851349,-0.47614016270000004
rockhopper__CV104_pLCV1__1,-2.1001189694,-3.8351659516,-0.9119051060000001,-0.1848959024,-0.5452630615
rockhopper__CV104_pLCV1__2,-1.9328760016,-3.9152651178999998,-0.8563503673,-0.11445331630000001,-0.6133102
rockhopper__CV104_pLCV1__3,-2.5743281645,-4.2189204585,-0.6222702813000001,0.109365481,-0.3823272017
rockhopper__wt_lb__1,-1.5746771231999999,-3.5962062024,-1.0877370598,0.07952887700000001,-0.5017878330000001
rockhopper__wt_lb__2,-1.3289309132,-3.6608008828000003,-1.7369671045000001,-0.1709218388,-1.3002220611
rockhopper__wt_lb__3,-1.9199549637,-4.0619987491,-1.3358746678,0.1546433043,-0.38011492290000004
rockhopper__wt_lb_aMG__1,-1.7729682505,-3.3166935425,-0.48690911950000004,0.24525902700000002,-0.4312594853
rockhopper__wt_lb_aMG__2,-2.7617839679,-4.4710204607,-0.9667081537000001,-0.0468967645,-0.6546793405
rockhopper__wt_lb_aMG__3,-2.4077043225,-3.5508174760999998,-1.2851862633,0.2451304448,-0.6564689762
rockhopper__del_sgrR_lb_aMG__1,-2.0126065005,-4.8180079046,-0.385574128,0.3046829473,-0.6385376221
rockhopper__del_sgrR_lb_aMG__2,-1.9090595196,-3.0243444885,-0.24326731070000002,0.5800346571,-0.6645585173
rockhopper__del_sgrR_lb_aMG__3,-2.2051405246,-3.6959778721000003,-0.2979551923,0.41055047240000003,-0.6027240562
rockhopper__del_sgrS_glyc_aMG__1,-2.8066200561,-3.8855774137,0.6722892721,0.3495013483,-0.5497863012
rockhopper__del_sgrS_glyc_aMG__2,-3.0852021198,-3.7900420282000002,1.1260265914,0.2135503367,-0.8844349788
rockhopper__del_sgrS_glyc_aMG__3,-4.0271245278,-4.1500895487,1.0397299023,0.27022110390000004,-0.7323984494
rockhopper__del_sgrS_glyc__1,-2.2352687846,-4.0689264017,-0.3628059501,-0.5960188213000001,-1.0765882832
rockhopper__del_sgrS_glyc__2,-3.5260063862,-3.8837478759,-0.4528756111,-0.5153006611000001,-1.2737457653
rockhopper__del_sgrS_glyc__3,-1.6708172249,-3.5256244200999998,-0.3254764307,-0.7494009207,-1.0661014702
rockhopper__wt_lb_aMG__4,-2.0779205993,-3.4690417683,-0.18830449770000002,0.9373966127000001,-0.0022261433
rockhopper__wt_lb_aMG__5,-1.7648593369,-2.4806922369,-0.7544182141,0.524749906,-0.6233404330000001
rockhopper__wt_lb_aMG__6,-1.6889666014,-3.0009078753,-0.5831081023,0.5390292830000001,-0.5674820865
rockhopper__wt_glyc_aMG__1,-3.1182688783,-2.9238282243000002,0.0047093158,0.1927103994,-0.3722030261
rockhopper__wt_glyc_aMG__2,-4.8072730693,-3.3449220312,0.5669202778,-0.2721809743,-0.7656051362
rockhopper__wt_glyc_aMG__3,-2.9792566634,-2.3736682871,0.5677400205,0.0942445324,-0.8154694804
rockhopper__wt_glyc__1,-3.0573784454,-3.6015236257,-0.4403543445,-0.5028454892,-1.1263483433
rockhopper__wt_glyc__2,-2.4250286784,-3.672575425,-0.24124783460000002,-0.7619765309000001,-1.0507258242
rockhopper__wt_glyc__3,-2.9636568364,-3.0126730545,-0.4115574947,-0.7772664028,-1.4642462689
rockhopper__CV108_glyc_aMG__1,-1.4857898049,-2.727317373,-0.3562857689,-0.1627574406,1.3629742903
rockhopper__CV108_glyc_aMG__2,-0.204126468,-1.3129537033,0.5579321807000001,0.1195934634,1.6888523696000002
rockhopper__CV108_glyc_aMG__3,-1.1074314705,-1.9591776224,0.5313165346000001,0.585866443,1.447236262
rockhopper__wt_glyc__4,-0.2813145881,0.7474091776,-0.2638966479,-0.2748920794,0.3468954117
rockhopper__wt_glyc__5,-2.4835037147,-2.4136982816,-0.19432084730000002,-0.023622468400000003,0.2900535789
rockhopper__wt_glyc__6,1.9533871610000002,2.1000134974,0.10333546310000001,-0.0868330756,-0.22690032810000002
rockhopper__wt_glyc_aMG__4,0.641172464,0.4746655032,0.21447380530000001,0.8093858327,0.9829650128
rockhopper__wt_glyc_aMG__5,0.5481862894,-0.6873521167000001,0.2213336307,0.6000033542000001,0.8410876139
rockhopper__wt_glyc_aMG__6,-0.8498119209,-1.1520581758,0.3721320869,0.9300053628,1.2263269173
rockhopper__wt_glyc__7,1.8007793053999999,1.8576726726000001,0.3267917408,0.3147084383,1.0358727271000001
rockhopper__wt_glyc__8,0.8746943311,0.49107189710000004,0.5609825497,0.8163029064,1.3521651373
rockhopper__wt_glyc__9,1.8453011123,1.9771422119,0.28759943400000004,0.4865455977,0.4469906174
rockhopper__wt_glyc__10,2.38981357,2.6445016883,-0.2368919985,-0.19694005890000002,-0.145904202
rockhopper__wt_glyc__11,1.268669092,1.5018162978,0.14532827,0.5357216237,0.3585189499
rockhopper__wt_glyc__12,1.0782376913,1.3808429441,0.3642317098,0.471097539,0.1836285442
rpoD__wt__1,0.6895719959000001,0.4172879772,-0.2650089901,-0.2306984564,0.37080809610000004
rpoD__wt__2,-0.0383682505,-0.2041868577,0.1635474037,0.27096734170000003,-0.1472996254
rpoD__rpoD_mut__1,-4.8346630568,-0.9560304431000001,0.1684464855,0.11141910790000001,-0.1075567976
rpoD__rpoD_mut__2,-8.4071729629,-4.7811331195,0.2976957928,0.8818179069000001,-0.0643227189
rpoD__rpoD_mut__3,-5.1434661748,-1.3224697286,0.1507827136,0.17360545200000002,0.0005808492
rpoD__wt__3,-0.6512037455,-0.2131011196,0.1014615864,-0.0402688853,-0.22350847070000002
rpoN_peptide__ctrl__1,0.0307470328,0.026722657900000002,0.0327470021,0.07876370120000001,0.0637044503
rpoN_peptide__ctrl__2,-0.1412559314,0.0492187228,0.0481021751,0.0458313293,0.0156690406
rpoN_peptide__ctrl__3,0.1105088986,-0.0759413807,-0.0808491772,-0.1245950304,-0.0793734909
rpoN_peptide__nminus__1,0.1412076143,-0.0456610801,0.13673644840000002,0.07101942430000001,0.1785238774
rpoN_peptide__nminus__2,0.0817617365,0.1243954503,0.07923360680000001,0.029034705900000003,0.1678548191
rpoN_peptide__nminus__3,0.07326740200000001,0.1124186279,0.0144034674,-0.07063298700000001,0.081303292
rpoN_peptide__nplus__1,-2.4048348499,-0.4927282197,-1.632512297,-0.4390160696,-0.9979672179
rpoN_peptide__nplus__2,-2.2967229646,-0.4452039853,-1.6693356927,-0.5132100212,-1.0859981772
rpoN_peptide__nplus__3,-2.1743833332,-0.1581495212,-1.6531858744,-0.5274770167,-1.0891656204
rpoN_peptide__s54_wt__1,0.0814673682,0.1369363241,-0.2182690823,-0.0473843372,-0.0030845069
rpoN_peptide__s54_wt__2,0.0514322373,0.4751571392,-0.19587325690000001,-0.0589448946,-0.0856139897
rpoN_peptide__s54_wt__3,0.1919705038,-0.009670927400000001,-0.2994099301,-0.1527826934,-0.0370968837
rsd__wt_ee__1,-0.21414447250000002,-0.1853413563,-0.0842798241,-0.1087062049,-0.1086920816
rsd__wt_ee__2,0.21414447250000002,0.1853413563,0.0842798241,0.1087062049,0.1086920816
rsd__del_rsd_ee__1,1.3165660875,0.2567193826,0.0678688308,-0.0279470508,0.058327546800000005
rsd__del_rsd_ee__2,0.8969171056,0.2873038184,0.030330043600000002,-0.0884184305,-0.12030315
rsd__del_ssrS_ee__1,3.7020398248,1.0977086512,0.5365988028,0.523433386,-0.1953865066
rsd__del_ssrS_ee__2,3.393952462,1.3078828791000001,0.5911904992,0.3201135047,-0.0863479287
rsd__del_rsd_ssrS_ee__1,-1.247929034,0.0920454726,-0.32946598320000003,0.2712930537,-0.2620975874
rsd__del_rsd_ssrS_ee__2,-1.5226233246,-1.1731544048,-0.6170200674,0.6900611251000001,-0.3197862573
rsd__del_rpoS_ee__1,3.31322872,1.1753456504,1.0357575523,0.7065502985000001,0.0348336231
rsd__del_rpoS_ee__2,3.1678092594,1.3649533643,0.9608772845,0.6768054222000001,-0.035264928800000005
rsd__wt_me__1,-1.7405079595,-2.3400267175,-0.1932318201,-0.1630534231,1.3497924922
rsd__wt_me__2,-1.260842042,-1.901740294,-0.24201875890000002,-0.11977652670000001,1.2046506089
rsd__del_rpoS_me__1,-0.8052509869000001,-1.1740018878,-0.2242368632,0.1754536481,0.8780282038
rsd__del_rpoS_me__2,0.3933653506,-0.6234672903,-0.2415859193,0.2047409573,0.8131151801000001
rsd__wt_ts__1,-1.1251010481,-2.0828964167,-1.6596404198,0.6816640879,-0.8061226303
rsd__wt_ts__2,-2.1814960739,-2.6525649700000002,-1.5412069563,0.8185960482,-0.6292702513
rsd__del_rsd_ssrS_ts__1,-0.44627546440000004,-1.6042863326,-1.6338730553,0.7219122925,-1.5989042147
rsd__del_rsd_ssrS_ts__2,-1.041534507,-2.0375553101,-1.6921309905,0.7857176267,-1.7107259248000002
rsd__del_rpoS_ts__1,-1.3221647882,-1.8421333179000001,0.024751287900000002,1.6269512069,0.24316815490000002
rsd__del_rpoS_ts__2,-1.3876905832,-2.0864230011,0.0278344303,1.7264439833,0.35089803350000004
rsd__wt_s__1,-1.5657864896,-2.3324018277,-1.4241152532,1.3975523745,-1.7479177371999999
rsd__wt_s__2,-1.9003653439,-2.200517948,-1.6590049948,1.3710309417,-1.6314874427000001
rsd__del_rsd_s__1,-1.2395610633,-1.7437019789,-1.8726274564,1.4797326518,-1.7916764761000001
rsd__del_rsd_s__2,-0.9030144118000001,-1.8456631769,-1.8730596957,1.3890769,-1.7863753928000001
rsd__del_rsd_ssrS_s__1,-0.1874605695,-1.5876047924,-1.10328679,1.9067585004,-1.6735628130000002
rsd__del_rsd_ssrS_s__2,0.7485899875,-1.1214999346,-1.1546180975,1.8625522063000002,-1.7667546818000002
rsd__del_rsd_ls__1,0.1319400502,-1.5358977273,-2.9067680232,1.2300910035000001,-2.6987899867
rsd__del_rsd_ls__2,0.7562212498,-0.8921008157,-3.0181921286,1.064799884,-2.715531577
rsd__del_ssrS_ls__1,0.2381031848,-1.6296126645,-1.5439177016999999,1.4783430668,-3.0085625719
rsd__del_ssrS_ls__2,-0.5477395389,-2.2429266606000002,-2.1842734612,1.1249858676,-3.4102889405
rsd__del_rsd_ssrS_ls__1,1.3617873188,-0.7654394216,-1.616189157,1.7596019351,-3.3791962805
rsd__del_rsd_ssrS_ls__2,0.4666932418,-1.0085226337,-1.5982655594000001,1.6288132779,-3.3891356153
rsd__del_rpoS_ls__1,-0.7245302415,-0.5797613763,-1.5932065020000001,0.9203576051000001,-2.8197675082
rsd__del_rpoS_ls__2,1.0197001039,-0.3818005524,-1.2939667953,1.2506586523,-2.5076543975
sdsR_ryeA__wt_3h__1,-2.2757086913,-1.0271563203,0.0834236646,0.0336110383,0.6360514056000001
sdsR_ryeA__wt_8h__1,-13.9294016167,-5.0523683456,-1.0800252217,0.9670152922,1.5319703017
sdsR_ryeA__wt_3h__2,2.2757086913,1.0271563203,-0.0834236646,-0.0336110383,-0.6360514056000001
sdsR_ryeA__wt_8h__2,-13.4349238379,-4.8685049318,-1.0200857079,0.9802278685,1.2631041084999999
starve_series__t00_growth1__1,0.2629963301,0.420668511,0.023435122500000002,-0.0940147947,0.1545464236
starve_series__t00_growth1__2,0.2600097704,-0.1338014268,0.1248516005,-0.0729560592,-0.057338121900000004
starve_series__t00_growth1__3,0.0090936091,-0.019364860600000002,0.0692848872,-0.0934380196,0.1379334156
starve_series__t00_growth1__4,-0.5320997096,-0.2675022235,-0.21757161020000002,0.2604088735,-0.2351417173
starve_series__t01_starve__1,3.4655139647,3.1328450662,0.1391748524,0.0908191643,1.1168219991
starve_series__t01_starve__2,4.3361942719,2.6500745697,0.0317638306,-0.122104848,0.8586059082
starve_series__t02_starve__1,1.5160026612,2.5553039318,-0.5801942053,-0.3236320149,1.6548339635
starve_series__t02_starve__2,1.674198863,2.4017982805,-0.6708481182,-0.4089767167,1.6119677219000002
