,-0.099199257890625,-0.085972690171875,-0.072746122453125,-0.05951955473437501,-0.04629298701562501,-0.03306641929687501,-0.019839851578125012,-0.006613283859375013,0.006613283859374985,0.019839851578124984,0.03306641929687498,0.04629298701562498,0.05951955473437498,0.07274612245312498,0.08597269017187498,0.09919925789062498,0.11242582560937497,0.12565239332812497,0.13887896104687497,0.152105528765625
thresh,-0.10581254175,0.10581254175,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,10,60,548,2484,2175,494,99,23,2,0,0,1,1,6,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PSPTO_2603'],['PSPTO_2601' 'PSPTO_2602' 'pchA' 'irp4' 'ybtE' 'irp1'],['irp3' 'pchB'],[]
