,A,NanR
SRX254743,-4.8606296401,-1.2331936463
SRX254744,-4.999602031,-0.8967754963000001
SRX254745,-4.7145295020999995,-0.5456239820000001
SRX254746,-5.2058963609,-0.9328451637
SRX254747,-5.5906531774,-0.6880614604
SRX254748,-4.2647585235,-0.21634123360000002
SRX254749,-5.0853242884,-0.5752710676
SRX254750,-5.331896306,-0.48950778920000004
SRX254751,-5.874854742,-0.0257099712
SRX254752,-5.1119468251,0.083121712
SRX254753,-5.2577189966,0.1631262037
SRX254754,-6.6293657006,0.214408854
SRX254755,-6.7591368166,0.2475721951
SRX254756,-7.1866929242,0.4470230505
SRX254757,-3.5025975274,-1.1758090259
SRX254758,-3.838849635,-1.1145937691
SRX254759,-3.7249310441,-1.291890064
SRX254760,-4.7264589087,0.1874825766
SRX254761,-4.2724167009,-0.3076937388
SRX254762,-4.3429095289,0.1526174585
SRX254763,-4.7749112612,-0.11586583600000001
SRX254764,-6.9940389322000005,-0.2323034403
SRX254765,-5.989263332,-0.2297997008
SRX254766,-3.4318417517,-1.021165964
SRX254767,-2.9257094267,-1.2778792914000001
SRX254768,-3.8194025375000002,-0.9704758082
SRX254772,-1.0690858008,-0.4018249494
SRX254773,1.3013090879,0.0480314795
SRX254774,0.185282002,0.1329352318
SRX254775,1.0285400386,-0.07063477480000001
SRX254776,-0.0215468859,-0.3902510958
SRX254777,1.5348672344,0.8379827853
SRX254778,1.3497496264,0.4977393586
SRX254779,-0.0482238791,0.22476352160000002
SRX254780,0.4953562734,0.051653899600000004
SRX254781,1.2122213703,0.6117710259
SRX254782,0.8442240182,0.4052720474
SRX254783,1.1340812756,0.7231411174
SRX254784,1.6938247637,0.6671461568
SRX254785,1.4648630816,0.1894949713
SRX254786,1.2858788194,0.2955988301
SRX7136401,0.5575812013,-0.2549883579
SRX7136403,-0.5984830819,0.1193118061
SRX7136405,3.1684287851,-0.2393538423
SRX7136407,-1.434824829,0.1075374498
SRX7136409,2.1005998123,-0.0236468009
SRX7136411,0.0409018806,0.1356765517
SRX3754949,0.3376961884,0.024588339600000002
SRX3754950,0.123917919,0.0351253278
SRX3754951,-0.46161410740000003,-0.0597136674
SRX3754952,0.7096561829,-0.0095587174
SRX3754953,0.554473588,0.0009327297
SRX3754954,-0.26705504,-0.0349335815
SRX3754955,-2.221424011,-1.2534262216
SRX3754956,-2.3301708146,-1.2142435765
SRX3754957,-2.2117499267,-1.2624758963
SRX3754966,-0.2671046036,-0.10254894290000001
SRX3754967,-0.1280423467,-0.0787742271
SRX3754969,-0.5369404708000001,-0.09361184060000001
SRX1424798,-0.16819971990000002,-0.0683415471
SRX1424799,0.16819971990000002,0.0683415471
SRX1424800,0.1801173753,0.1209749848
SRX1424801,-0.2032471808,-0.1192855449
SRX1424802,-0.7176895799,0.7896098513
SRX1424803,-0.9271185352,0.4686029318
SRX1424804,-0.0531836264,0.6258770404
SRX1424805,-0.4939318509,0.3838643142
SRX1424806,-0.3447526722,0.5097454032000001
SRX1424807,-0.37089180320000004,0.5560806744
SRX1424808,1.9102233869,-0.2911415066
SRX1424809,2.5990714243,-0.1218766336
SRX1424816,0.5529389417,0.1176013312
SRX1424817,2.6814750721,0.408584157
SRX1424818,1.2540654368,-0.6637203313000001
SRX1424819,0.7892715398,-0.7453022077
SRX1424824,2.3699997568,-0.1220844732
SRX1424825,1.8907034886,-0.08441516460000001
SRX1424826,-2.5218784967,0.7912012017000001
SRX1424827,-3.1738815232,0.8799396481
SRX1424828,0.7538545356,-0.5528697159
SRX1424829,1.0055117539,-0.5558676699
SRX1424830,1.4713201461,-0.4309379001
SRX1424831,1.309896409,-0.6286716793
SRX1424834,2.4556977417,-0.1169820252
SRX1424835,3.0395829264,-0.1482472353
SRX1424840,2.3305678588,-1.5752919812
SRX1424841,2.859039318,-1.5297907955999999
SRX1424842,1.8628556031999999,-1.1804516155
SRX1424843,1.4412133779,-1.3977848782
SRX1424844,2.5860605721,0.1648226677
SRX1424845,1.8302456241,-0.2854834462
SRX1424846,-0.3468641959,-0.8145387498000001
SRX1424847,-0.19193434550000002,-0.49026629250000003
SRX5060277,0.0744134674,0.17941620260000002
SRX5060279,-2.6899084872,-0.7298030391
SRX5060281,-0.0744134674,-0.17941620260000002
SRX5060283,-2.59219635,-0.44916201380000004
SRX5936089,0.27647824400000004,-0.029186489500000003
SRX5936090,0.228003908,-0.0914057596
SRX5936091,-0.0787909114,0.06311268860000001
SRX5936092,-0.4256912405,0.0574795605
SRX5936093,6.193410286,-0.7474045326000001
SRX5936094,6.9359067308,-1.3535911547000001
SRX5936095,7.2661759009,-2.092382421
SRX5936096,7.0368291374,-2.1153582401
SRX5936097,8.3042324483,-2.2184669823
SRX5936098,8.4037926957,-2.3641042838
SRX5936099,8.4623701205,-2.5053243159000003
SRX5936100,8.4149449343,-2.951261711
SRX5936101,8.0618833824,-3.3550585556
SRX5936102,7.928761312,-3.369504366
SRX5936103,8.3913694606,-3.3786987226000003
SRX5936104,8.6041396889,-3.0111306608
SRX5936105,8.3211492749,-3.4813845272
SRX5936106,8.3575959995,-3.5026501056
SRX5936107,8.6003020018,-3.7713686655
SRX5936108,8.0817836589,-3.3517164156
SRX5936109,7.8032546899,-3.6848691249
SRX5936110,7.785834885,-3.8059582151
SRX5936111,7.1709280319,-3.2492859187
SRX5936112,6.9802154588,-3.448817135
SRX5936113,6.8024804687,-3.6232691231
SRX5936114,6.3303193694,-3.5738605859
SRX5936115,6.7392024286000005,-2.9313181177
SRX5936116,7.1155560777,-2.8224146974
SRX5936118,7.044977508,-2.9949577364
SRX5936119,6.1641383783,-2.8616354761
SRX5936121,7.3392157052,-2.7480706424
SRX5936122,7.4205970595,-2.5969783024
SRX5936123,7.1449952344,-3.0751847559
SRX5936124,7.9332692997,-2.881831988
SRX5936125,7.9646878601,-2.7937773691
SRX5936126,7.9246550668,-2.5758604272
SRX5936128,-2.5121333879,-0.3527170354
SRX5936129,-2.3579991108,-0.7209455864000001
SRX5936130,-3.5055304507000002,-1.1517724604
SRX5936131,-2.7798643195,-1.1407811816
SRX5936132,-2.3937538661,-0.9573369805
SRX5936133,-2.5366481229,-1.0720268053
SRX5936134,-1.9330135314999999,-0.2048288175
SRX5936135,-2.3438075830000002,-0.278508317
SRX5936137,-0.42418006340000003,-0.4403726242
SRX5936138,-0.2226415487,-0.32614589850000003
SRX5936139,-0.4198398916,-0.24963807340000002
SRX5936140,-0.7653494015000001,-0.49177656220000004
SRX5936141,-0.33891483710000003,-0.2201649799
SRX5936142,-0.15267564590000002,-0.2482831765
SRX5936143,0.1180677542,-0.2634911178
SRX5936144,0.3493990671,-0.06256462210000001
SRX8557650,0.0916123375,0.0283771568
SRX8557651,-0.0159460513,-0.017183231400000002
SRX8557652,-0.0756662862,-0.011193925300000001
SRX8557653,0.6104961493000001,-0.7454125466
SRX8557654,0.8176459103,-0.8973961797000001
SRX8557655,0.5501461071,-1.0147275863
SRX8557656,10.159027619,-0.013497847700000001
SRX8557657,9.1762738073,-0.1070201479
SRX8557658,8.7396208466,-0.0304631661
SRX8557659,9.6064021952,0.2913602086
SRX8557660,9.5764992855,0.35888593150000003
SRX8557661,9.5528733367,0.2252318881
SRX8557662,0.6111525965,0.2077354263
SRX8557663,1.6888808782,0.1707772138
SRX8557664,2.945441311,0.1799895533
SRX8557665,4.9689228008,0.0258918432
SRX8557666,3.2270831069,0.1579050001
SRX8557667,3.898978848,0.2712361541
SRX3405147,-0.6272626928,-0.2065832491
SRX3405148,-0.6205957979,-0.029468092100000003
SRX3405149,1.2478584907,0.2360513411
SRX3405150,4.168579889,-0.6558072379000001
SRX3405151,9.217228705,-0.2892871743
SRX3405152,3.3323502096,0.0196990468
SRX3405153,1.4728315172,0.26117910310000003
SRX3405154,1.6222973878,-0.1134484404
SRX3405155,1.5925534747999999,-0.0536149945
SRX3405156,3.3886349415,0.6502166114
SRX3405157,3.9960627767,-0.1134518734
SRX312063,3.564602243,-1.1428820237
SRX312064,3.4592230837,-1.1118793586
SRX312065,3.9813148700000003,-1.2204882623
SRX312066,4.3420007312,-1.6338354525
SRX312067,4.4188049746,-1.4994794312000002
SRX312068,6.1492962097,-1.5119250474
SRX312069,6.1666785393,-1.5104732602
SRX312070,0.1812966836,-0.030066233100000003
SRX312071,-0.1812966836,0.030066233100000003
SRX312072,5.4434741991,-1.1098618333
SRX312073,5.2135536653,-1.0605872917
SRX312074,4.3611499385,-0.7308212458000001
SRX312075,4.5661843417,-0.7938212238
SRX312076,5.7433158639,-1.9022189834
ecoli_00001,0.3333468524,0.0009553140000000001
ecoli_00002,-0.3333468524,-0.0009553140000000001
ecoli_00003,2.3517601867,0.101614195
ecoli_00004,2.0008887476,0.173718072
ecoli_00005,0.0080881745,-0.256974719
ecoli_00006,0.3091444674,-0.328468443
ecoli_00007,1.9747393901999999,0.126764088
ecoli_00008,1.5055058048999999,0.045184999999999996
ecoli_00009,0.5811975109,-0.05899197900000001
ecoli_00010,0.9147780691,-0.22803620100000002
ecoli_00011,0.6340187335,0.006525368
ecoli_00012,0.33965433370000003,-0.08430154100000001
ecoli_00014,0.3869056521,0.205998871
ecoli_00015,0.7732996291,-0.01681278
ecoli_00016,1.0500556147,-0.003402214
ecoli_00017,0.8623380815,0.089234715
ecoli_00018,0.4566479103,-0.027014331000000003
ecoli_00019,2.9776670324000003,-0.039026659000000005
ecoli_00020,3.4854707005,0.064669922
ecoli_00021,2.5759518151,0.727938277
ecoli_00022,2.129803958,0.73853279
ecoli_00023,2.1672757135,0.09013617700000001
ecoli_00024,1.8659797449000002,-0.10123197
ecoli_00025,3.2003341562,0.27177265700000003
ecoli_00026,3.1516170123,0.22975889700000002
ecoli_00027,2.6944523858,0.22071458400000002
ecoli_00028,2.7467760849,0.136764455
ecoli_00029,2.9586087759,-0.021034812
ecoli_00030,2.7364564278,-0.093535959
ecoli_00031,3.3636985532,0.009682265
ecoli_00032,3.3745487368,-0.034103368
ecoli_00033,1.7382086565,0.52926378
ecoli_00034,0.5641666429000001,0.9157382860000001
ecoli_00035,1.0495576397,0.211849053
ecoli_00036,0.5536681881000001,0.08643513500000001
ecoli_00037,0.5573056675,0.094950937
ecoli_00038,1.3607584289,0.251763518
ecoli_00039,-0.30411354020000003,-0.0061393490000000005
ecoli_00040,0.4689622054,0.057400819000000006
ecoli_00041,2.7989748951,-0.091998641
ecoli_00042,1.7681195188,-0.022226763
ecoli_00043,0.1986900949,0.155729852
ecoli_00044,0.2247746212,0.17551338500000002
ecoli_00045,-1.078533601,0.015047386000000001
ecoli_00046,-0.2249416934,-0.223072718
ecoli_00047,0.9455896833,0.020641611
ecoli_00048,0.3164652365,0.11454509800000001
ecoli_00049,2.0363208571,0.351709292
ecoli_00050,-0.41662165710000004,0.362635347
ecoli_00051,-0.29658960300000003,0.38689121200000004
ecoli_00052,0.0553372787,0.206815095
ecoli_00053,0.4432916174,0.23610671
ecoli_00054,2.9781812268000003,1.069705286
ecoli_00055,2.270634651,0.830720521
ecoli_00056,2.9274272788,0.031936472
ecoli_00057,2.9938639689,-0.073580556
ecoli_00058,2.3912820187,-0.0291576
ecoli_00059,2.3451755168,-0.021812807
ecoli_00060,-0.2848244056,0.24091055
ecoli_00061,-0.5847111743,0.161588746
ecoli_00062,-0.2462352093,0.39215377100000004
ecoli_00063,0.4783134599,-0.065983579
ecoli_00064,4.2968229459,-0.077394236
ecoli_00065,4.6293118155,0.089799868
ecoli_00066,5.3614241492,-0.768513113
ecoli_00067,5.6369895721,-0.644351419
ecoli_00068,-1.5927433175,0.20422720900000002
ecoli_00070,0.8445780389,-0.204995969
ecoli_00071,0.6936745279000001,-0.16138981100000002
ecoli_00072,0.4007741212,0.023097602000000002
ecoli_00073,-2.9881270795,0.482586096
ecoli_00074,-4.1440956741,0.712707657
ecoli_00075,0.8505052847000001,0.334553759
ecoli_00077,1.8271822523,0.407956087
ecoli_00078,2.3542102503,0.363300459
ecoli_00079,-1.3236743154,0.470226385
ecoli_00080,-1.3328901281,0.270144842
ecoli_00081,0.7104206396,-0.057738175
ecoli_00082,3.9645078454,0.13321948
ecoli_00083,4.0396428895,0.18401013600000002
ecoli_00084,2.7512825412,0.094990605
ecoli_00085,3.4019906391,0.088500934
ecoli_00086,5.4084345071,0.276569453
ecoli_00087,5.3153948125,0.349356657
ecoli_00088,0.7092029685,-0.078805473
ecoli_00089,0.7911346572,0.005838604000000001
ecoli_00090,0.8132112279,-0.014866338000000002
ecoli_00091,1.2683955544,-0.13325546600000002
ecoli_00092,4.3188652846,0.140167484
ecoli_00093,0.3527973012,0.362778617
ecoli_00094,8.997359972,-0.217342364
ecoli_00095,9.1086936114,-0.113020245
ecoli_00096,4.2472147802,0.44955522200000003
ecoli_00097,3.6144402702000002,0.19595693800000002
ecoli_00098,7.4567397895,0.15067881900000002
ecoli_00099,7.2552276854,0.113169561
ecoli_00100,-0.5421100518,0.145960052
ecoli_00101,-1.3264751898,-0.241532454
ecoli_00102,-1.6238341761,0.025239157
ecoli_00103,6.272722615,-0.159983595
ecoli_00104,5.8789515569,-0.115015424
ecoli_00105,3.1970762569,-0.17135646200000001
ecoli_00106,3.779056337,-0.260268926
ecoli_00107,3.6049537093,-0.21930053500000002
ecoli_00108,-0.009571793700000001,0.521115956
ecoli_00109,-0.6440963672000001,0.6873778060000001
ecoli_00110,-0.08302019790000001,0.223923683
ecoli_00111,-0.10250659170000001,0.212217278
ecoli_00112,-0.0595865017,0.177537344
ecoli_00113,7.5775144895,0.06386185500000001
ecoli_00114,7.735415827,0.30116785900000004
ecoli_00115,7.363839122,0.24445548600000003
ecoli_00116,0.23428316770000002,0.24927628500000001
ecoli_00117,0.4579036483,0.158059379
ecoli_00118,0.4430816093,0.221830891
ecoli_00119,0.28409635580000003,0.408758614
ecoli_00120,0.1418871055,0.464614697
ecoli_00121,0.6040108004,0.42819247400000005
ecoli_00122,0.1032681341,0.121383637
ecoli_00123,0.7126219735,0.007532472
ecoli_00124,0.1039305268,0.007488454
ecoli_00125,-0.5953089251,0.874512285
ecoli_00126,0.0998455637,-0.003881124
ecoli_00127,0.9066814156,0.075973081
ecoli_00128,0.8588599508,-0.33528784100000003
ecoli_00129,-1.3567723069,0.8283894110000001
ecoli_00130,-0.0636775853,0.9919839960000001
ecoli_00131,-1.674148487,0.7961899990000001
ecoli_00132,0.6939182715000001,0.145825392
ecoli_00133,0.5810355025,0.709161196
ecoli_00134,-0.8884338743,0.46033182300000003
ecoli_00135,-2.7480586143,0.40395618800000005
ecoli_00136,0.5879176215,1.375869152
ecoli_00137,-1.5089791012,0.020948662
ecoli_00138,-1.5471820628000001,1.483106068
ecoli_00139,-0.4792525258,1.6583733930000002
ecoli_00140,0.4610496261,-0.158321429
ecoli_00141,-0.2513198198,1.31606943
ecoli_00142,3.6259171477,-0.055935688000000004
ecoli_00143,0.2952338044,-0.01756198
ecoli_00144,1.2385404412,0.100357399
ecoli_00145,-3.0346836288,1.002742652
ecoli_00146,1.5758974306,0.7260500240000001
ecoli_00147,-0.7333585011,0.689549066
ecoli_00148,-1.9873601995,0.606130139
ecoli_00149,-0.28900213420000004,0.814002191
ecoli_00150,-1.539378865,0.699028375
ecoli_00151,1.3564889138,0.6722707640000001
ecoli_00152,1.4964810743,0.681979698
ecoli_00153,-0.7339430549,0.39982352800000004
ecoli_00154,-1.5259923438,0.328793675
ecoli_00155,-0.7793326351000001,0.47105675900000005
ecoli_00157,1.5068784858000002,0.515236541
ecoli_00158,2.6801074823,0.5696956470000001
ecoli_00159,-1.1394069324,0.22969351100000002
ecoli_00160,-0.0483851878,-0.34390918400000003
ecoli_00169,0.1466435744,-0.480857882
ecoli_00170,-0.10314171130000001,-0.578092186
ecoli_00171,-0.5856118725,0.099806327
ecoli_00172,0.1929131513,-0.213085884
ecoli_00173,4.0549877657,-0.05858503
ecoli_00174,3.4401734665,0.13666757400000001
ecoli_00175,8.2658346016,-0.5336803880000001
ecoli_00176,8.597347906,-0.5910532390000001
ecoli_00177,2.6732848650000003,-0.418355947
ecoli_00178,2.5820025616,-0.27086613800000003
ecoli_00179,-0.23679379920000002,-0.107678993
ecoli_00180,-0.0789520008,-0.163824678
ecoli_00181,0.1551769583,-0.546733419
ecoli_00182,-0.0497943125,-0.56834717
ecoli_00183,-1.9611823614000001,0.38449631900000003
ecoli_00184,-1.8572900332,0.37913775800000005
ecoli_00185,-0.4871050813,-0.221882464
ecoli_00186,-0.43389129730000003,-0.276884949
ecoli_00187,3.7445634619,-0.14516495100000001
ecoli_00188,3.6638015135,-0.09513489600000001
ecoli_00189,0.8582840576,-0.327082496
ecoli_00190,0.5182205184,-0.364387848
ecoli_00191,1.0330574185999999,-0.220099603
ecoli_00192,1.6638350811,-0.132779921
ecoli_00193,-0.2417739545,-0.199088608
ecoli_00194,0.1803259917,-0.13700325800000002
ecoli_00195,-0.12620628350000002,-0.340825792
ecoli_00196,-1.2442233112,-0.132205168
ecoli_00197,-0.6218163268,-0.102217206
ecoli_00198,-0.1353801722,-0.398008556
ecoli_00199,1.2872854167,0.016396516
ecoli_00200,1.1364404106000001,0.009981824
ecoli_00201,1.4706447983,0.304967062
ecoli_00202,1.2058880791,0.37698887000000003
ecoli_00203,-0.2342106997,0.088116684
ecoli_00204,-0.1106252456,0.053602058
ecoli_00205,0.7556862333000001,0.083246953
ecoli_00206,1.1851485018,0.06821092100000001
ecoli_00207,-0.6559781907000001,0.422439332
ecoli_00208,-0.0692985584,0.26519606700000004
ecoli_00209,0.1797587081,-0.028385716000000002
ecoli_00210,0.201820622,0.052589848
ecoli_00211,1.7344408205000001,-0.12044495200000001
ecoli_00212,1.1293030396,-0.264703693
ecoli_00213,2.015750689,0.33223083200000003
ecoli_00214,0.8363996588,0.368082081
ecoli_00215,0.5917199710000001,0.13421887600000001
ecoli_00216,1.0840168838,0.160153553
ecoli_00217,1.533642162,0.21746177100000003
ecoli_00218,0.9667511872000001,0.221595498
ecoli_00219,-0.9950718214000001,0.08266115900000001
ecoli_00220,-0.7825559472,-0.048440097
ecoli_00221,0.9208870949,0.047851352
ecoli_00222,0.754447198,-0.16318785200000002
ecoli_00223,0.3831645001,0.33225084600000004
ecoli_00224,-0.037571584400000003,0.34719315900000003
ecoli_00225,2.4747982209,0.125132092
ecoli_00226,0.89050427,0.44088138200000004
ecoli_00227,0.38708129220000004,0.037117458
ecoli_00228,0.9168662019,-0.134539447
ecoli_00229,0.28573485330000004,0.071807653
ecoli_00230,0.3216407435,0.103533182
ecoli_00231,-0.2708544513,-0.106877995
ecoli_00232,-0.1596663465,0.088654542
ecoli_00233,0.6528020882000001,0.163970057
ecoli_00234,0.0223868396,0.129692057
ecoli_00235,1.2760047974,0.12092161
ecoli_00236,0.8190770265,0.234640379
ecoli_00237,5.4005282907,-0.528276806
ecoli_00238,5.2528163955,-0.25984295900000004
ecoli_00239,4.6322422344,-0.31487141500000004
ecoli_00240,4.7697456765,-0.514108207
ecoli_00241,6.2008720937,-0.0734742
ecoli_00242,5.957873692,-0.17901502800000002
ecoli_00243,5.6560044294,-0.067646172
ecoli_00244,7.6420912916,-0.757135487
ecoli_00245,8.1986708999,-0.714256305
ecoli_00246,7.6903004226,-0.425947409
ecoli_00247,7.187116403,-0.320072283
ecoli_00248,7.0265263213,0.063549284
ecoli_00249,3.1475751979,-0.00579636
ecoli_00250,2.5844359715,-0.070342124
ecoli_00251,0.8704363125000001,-0.08406809999999999
ecoli_00252,1.1544170314,-0.237932257
ecoli_00253,2.6242353087,0.24818378100000002
ecoli_00254,2.8800350302,0.08143889
ecoli_00255,3.8265963794999998,-0.28355874400000003
ecoli_00256,4.5486314677,-0.34444035700000003
ecoli_00257,2.6701712201000003,-0.101030035
ecoli_00258,2.1375455205,-0.006583175
ecoli_00259,6.8457510736,-0.516739001
ecoli_00260,5.1395189306,-0.549479895
ecoli_00261,2.7682881128,-0.093535242
ecoli_00262,1.9938764329,0.053059021000000005
ecoli_00263,0.9018531069,0.15371748500000001
ecoli_00264,0.9843652253,0.307202081
ecoli_00265,1.157831638,-0.015626586
ecoli_00266,0.8080585637000001,-0.024029034
ecoli_00267,-0.2918244574,0.535169934
ecoli_00268,-0.12000092520000001,0.513935447
ecoli_00269,-0.7944302503,1.042391975
ecoli_00270,-1.0953050137,1.071998817
ecoli_00271,-0.0708092063,0.214277615
ecoli_00272,-1.1281269447,0.334395799
ecoli_00273,-0.6632394006,0.104342849
ecoli_00274,-0.3228525195,-0.03720659
ecoli_00275,-0.6434792598,0.13253219800000002
ecoli_00276,-0.7938170142000001,0.020975448
ecoli_00277,-1.3228532889,0.500414198
ecoli_00278,-1.1452990428,0.40070529800000004
ecoli_00279,0.32423267240000003,0.012067689000000001
ecoli_00280,-0.302276321,0.525345975
ecoli_00281,-0.5158595724,-0.384481257
ecoli_00282,-0.31019106890000003,-0.050119061000000006
ecoli_00283,0.2560749885,0.032001421
ecoli_00284,0.3421550101,0.092333177
ecoli_00285,-0.2881290013,-0.18747132300000002
ecoli_00286,-0.8628325374,-0.128435462
ecoli_00287,1.8276389750000002,0.129121866
ecoli_00288,2.1042004734,0.062133499
ecoli_00289,-0.6393559315,0.004568056
ecoli_00290,-1.0113785813,-0.11833354
ecoli_00291,0.6011917702,0.123055435
ecoli_00292,0.3685797442,-0.08953241
ecoli_00293,1.2172736491,0.053660375
ecoli_00294,0.9238811011,0.109762602
ecoli_00295,1.8328391855000001,-0.5928114520000001
ecoli_00296,1.6485338723,-0.634785786
ecoli_00297,1.397581248,-0.041883281
ecoli_00298,0.9650964074,0.016096973
ecoli_00299,-0.029379519700000002,-0.277858044
ecoli_00300,0.8242771164,-0.37882849300000004
ecoli_00301,0.0902098985,-0.19290332500000001
ecoli_00302,0.6601678029,0.294458908
ecoli_00303,0.5200333336,0.088642203
ecoli_00304,0.8416247761000001,-0.111137863
ecoli_00305,0.6122431676,0.9573589520000001
ecoli_00306,0.9952981331,0.728007759
ecoli_00307,1.3493450192,0.7181970590000001
ecoli_00308,0.6184130917,0.82613368
ecoli_00309,1.7038976651,0.72256446
ecoli_00310,1.7942691544,0.699634658
ecoli_00311,-0.4371161006,0.8006212490000001
ecoli_00312,-0.11776908600000001,0.986897067
ecoli_00313,0.1270203643,0.19275060800000002
ecoli_00314,0.1295127342,0.21800202800000001
ecoli_00315,-0.7556984303000001,0.28303652700000004
ecoli_00316,-0.7624013886000001,0.18446563800000002
ecoli_00317,-0.4430903359,0.361462714
ecoli_00318,-1.1041711814,0.342182406
ecoli_00319,-0.7036185091,-0.016040684
ecoli_00320,-0.4564356493,0.07296690900000001
ecoli_00321,0.0148286944,0.8402806460000001
ecoli_00322,0.3484903773,0.810453214
ecoli_00323,-0.14692882370000002,-0.438769736
ecoli_00324,0.0450618225,-0.37633479999999997
ecoli_00325,-0.0655945703,-0.338583148
ecoli_00326,0.8680667179,-0.215638761
ecoli_00327,-0.2629985186,-0.0436994
ecoli_00328,-0.5445302573,-0.024792404
ecoli_00329,-0.2606753295,0.060978554000000004
ecoli_00330,-1.781201469,0.132417694
ecoli_00331,-2.1745505149,0.12499455100000001
ecoli_00332,-3.2560904107,0.13811099
ecoli_00333,-1.0540778886,0.245540275
ecoli_00334,-2.1346213109,-0.013759083
ecoli_00335,-0.030260593000000002,-0.6026056790000001
ecoli_00336,-0.2032841668,-0.631865444
ecoli_00337,-2.1933205038,-0.241448938
ecoli_00338,-1.9331787166,-0.137083712
ecoli_00339,-0.049128550800000004,-0.5919758070000001
ecoli_00340,-0.1186982285,-0.439324441
ecoli_00341,0.1113360291,-0.584750003
ecoli_00342,-0.2970978997,-0.587948704
ecoli_00343,-2.7362876665,-0.15348392
ecoli_00344,-3.0622560385,0.021158011
ecoli_00345,-2.3146705501,-0.080523332
ecoli_00346,-2.4397941019,-0.00428805
ecoli_00347,0.4849305739,-0.169825638
ecoli_00348,0.9867641279,-0.12821284800000002
ecoli_00349,0.4002541873,-0.01015565
ecoli_00350,0.3320931614,0.096174466
ecoli_00351,1.1850177088,0.298562447
ecoli_00352,0.0808956398,0.045403283
ecoli_00353,0.5810066935,-0.07089761900000001
ecoli_00354,0.88152641,-0.147022717
ecoli_00355,0.0613531021,0.296650585
ecoli_00356,0.24269457500000002,0.23176671100000001
ecoli_00357,0.2014255758,0.31907455500000004
ecoli_00358,0.7062059006,0.40014808500000004
ecoli_00359,-2.8616336985,0.28537808600000003
ecoli_00360,-3.0140886018,0.265461543
ecoli_00361,-2.4513173593,0.347990287
ecoli_00362,-2.9623101179,0.362947821
ecoli_00363,1.1391517706,-0.131245061
ecoli_00364,0.8070270186,-0.349379751
ecoli_00365,-1.6101773994,-0.8294455340000001
ecoli_00366,-1.1424058189,-0.626012081
ecoli_00367,-2.7924588255,-1.488160957
ecoli_00368,-1.4775408931,-1.625687413
ecoli_00369,-0.14984918260000002,-0.34754196600000004
ecoli_00370,0.49353070200000004,-0.307030065
ecoli_00371,-1.5475177834,-1.338828533
ecoli_00372,-2.1298252699,-1.107059062
ecoli_00373,-3.5429185633999998,-2.180099528
ecoli_00374,-3.9582284637000003,-2.096276761
ecoli_00375,-0.45336864600000004,-0.139959084
ecoli_00376,-1.3966607194,0.015951892000000002
ecoli_00377,-5.802906033,-1.172186202
ecoli_00378,-5.5874389067,-1.008222781
ecoli_00379,-5.7178183957,-0.9112693970000001
ecoli_00380,-5.4182200415,-0.807586412
ecoli_00381,0.3100367396,-0.339926744
ecoli_00382,-0.1813920869,-0.440509185
ecoli_00383,-5.5871421893,-1.349240612
ecoli_00384,-5.587979969,-1.251646336
ecoli_00385,-4.0556405181,-1.159830713
ecoli_00386,-4.0902120557,-1.335377199
ecoli_00387,0.8677356118,-0.6571562590000001
ecoli_00388,0.8581014192,-0.584471124
ecoli_00389,-5.0173734352,-0.9740987999999999
ecoli_00390,-4.8306476826,-1.220790022
ecoli_00391,-4.9941445076,-1.37629401
ecoli_00392,-5.4345174873,-1.485075182
ecoli_00393,-1.8408595216,0.102978704
ecoli_00394,-0.9065425020000001,0.06935231700000001
ecoli_00395,-1.9833151119,0.125458718
ecoli_00396,-1.4379616719000001,0.107706194
ecoli_00397,0.5341340073,0.487076231
ecoli_00398,0.37542906670000004,0.471500644
ecoli_00399,-2.528776272,0.336585664
ecoli_00400,-1.7105849513,0.382571661
ecoli_00401,-1.8308416909,-0.019431798
ecoli_00402,-1.2454803814,0.058682151
ecoli_00403,-2.4254014635,0.259448779
ecoli_00404,-1.3678164275,0.24834602100000003
ecoli_00405,-1.9488247201000002,0.17429127300000002
ecoli_00406,-2.3610128042,0.18850232
ecoli_00407,-0.6816296334,0.027364024
ecoli_00408,-0.5061852879000001,-0.06577467000000001
ecoli_00409,-0.6712667484,0.290879451
ecoli_00410,-0.22564292630000002,0.102424046
ecoli_00411,-2.449658298,0.004880579
ecoli_00412,-2.2515125943,0.032694805
ecoli_00413,-1.1205562377,0.007561335000000001
ecoli_00414,-1.013397862,-0.037222438000000004
ecoli_00415,-1.1922035506,0.479464875
ecoli_00416,-1.4903595911,0.45093482700000004
ecoli_00417,-2.4450154278,-0.022925348
ecoli_00418,-2.4390010568,0.010796591000000001
ecoli_00419,-1.6500942994,-0.00876726
ecoli_00420,-1.5186854806999999,-0.13580435600000001
ecoli_00421,-0.5025428062,0.553886459
ecoli_00422,-0.35628673400000005,0.5773382340000001
ecoli_00423,-1.9695545922000002,0.195937845
ecoli_00424,-1.8689224137,0.187083365
ecoli_00425,-1.4197262178,-0.097278178
ecoli_00426,-1.6383614229,0.048488044
ecoli_00427,-0.7954505325,-0.114938253
ecoli_00428,-1.227681036,0.10078223
ecoli_00429,-1.1936021122,-0.16354514
ecoli_00430,-1.1116503242,-0.083896546
ecoli_00431,-0.2687594564,0.5634074050000001
ecoli_00432,0.41196628360000004,0.498937145
