,-0.13731350590644043,-0.12205644969461371,-0.106799393482787,-0.09154233727096028,-0.07628528105913357,-0.061028224847306856,-0.04577116863548014,-0.030514112423653428,-0.015257056211826714,0.0,0.015257056211826714,0.030514112423653428,0.04577116863548014,0.061028224847306856,0.07628528105913357,0.09154233727096028,0.106799393482787,0.12205644969461371,0.13731350590644043,0.15257056211826714
thresh,-0.14494203401235378,0.14494203401235378,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,3,15,47,160,692,2712,643,152,59,21,9,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
