,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.3333326839487164e-11,0.8777907696428703,3.0,0.0,-0.729287832,1.0,0.9742512313,2.0,-0.24496339920000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-5.403724877666666,0.4336911387010622,3.0,3.0,-5.7230405205,4.0,-5.57815708,5.0,-4.9099770325000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-4.1692047987,0.5125978322710859,3.0,6.0,-3.8392981181,7.0,-3.9085671097,8.0,-4.7597491683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523810311813057e-12,1.114408058583239,21.0,9.0,-0.6416007296,10.0,-0.25144531870000003,11.0,0.6072111501,12.0,0.2683792411,13.0,0.09108564920000001,14.0,1.7578987385,15.0,0.060072994500000004,16.0,-0.0849105348,17.0,0.8230306218000001,18.0,-3.8838430589,19.0,0.708280322,20.0,-0.7268247812,21.0,0.3433326868,22.0,1.1109421246,23.0,0.7043584247,24.0,-1.0272036561,25.0,0.20914027870000002,26.0,-0.2806665535,27.0,-0.6974565577,28.0,0.2370768201,29.0,0.6731421382
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-5.671278971838096,0.9894952388750393,21.0,30.0,-5.6321678769,31.0,-5.1583403525,32.0,-5.7207537891,33.0,-5.8021275151000005,34.0,-3.1495764352,35.0,-5.780272147,36.0,-5.6260937676000005,37.0,-6.3041577185,38.0,-7.1922080168,39.0,-6.2437731421,40.0,-6.8944431680000005,41.0,-4.8280596292,42.0,-4.3090866213,43.0,-5.9442745929,44.0,-6.2618396445,45.0,-5.4951631639,46.0,-7.5213475129,47.0,-5.1499742853,48.0,-4.7402569552,49.0,-6.305923381,50.0,-5.0370186936
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.17845769775314896,3.0,51.0,-0.055823178300000005,52.0,-0.1438731001,53.0,0.1996962784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-4.8032870470999995,0.11334503628502778,4.0,54.0,-4.7129195095,55.0,-4.7073667626999995,56.0,-4.8527118397,57.0,-4.9401500765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.4723666046834525,4.0,58.0,0.7016495051,59.0,-0.233077682,60.0,-0.3148266376,61.0,-0.1537451855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.36322371870000003,0.4085431550591806,4.0,62.0,-0.2082786388,63.0,-0.7174125315000001,64.0,0.143470502,65.0,-0.6706742065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.60725005005,0.28723777881489887,4.0,66.0,-0.9454645735,67.0,-0.6953790073,68.0,-0.5253727612,69.0,-0.2627838582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.679625784125,0.15074838571545468,4.0,70.0,-0.7955947176,71.0,-0.45909741660000003,72.0,-0.7141948356000001,73.0,-0.7496161667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.850371707708594e-17,1.0015834394815855,6.0,74.0,0.0687156758,75.0,0.9748252591000001,76.0,0.7900944736000001,86.0,-1.7761670058,88.0,-0.4030141654,90.0,0.34554576270000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-7.287609559183333,1.9970357588050216,6.0,77.0,-6.0376914259,78.0,-5.6481852783,79.0,-6.5819384128,87.0,-7.8858466712,89.0,-6.5117333038,91.0,-11.0602622631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-1.4080515351000003,0.6065937454661039,3.0,80.0,-1.7325702165,82.0,-0.7082313224,84.0,-1.7833530664000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-11.841296424600001,0.32294129571789504,3.0,81.0,-11.9833232175,83.0,-12.0688837198,85.0,-11.4716823365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.33333360913457e-11,1.979266148444797,3.0,92.0,0.3385513268,93.0,1.7881542167000002,94.0,-2.1267055436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-9.2236760956,0.4636255554363787,3.0,95.0,-8.7209159722,96.0,-9.3157675846,97.0,-9.63434473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.5890223186666667,0.8664614235843563,3.0,98.0,0.1565159542,99.0,-0.38396370280000003,100.0,-1.5396192074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-10.923990314033333,1.1871845451308078,3.0,101.0,-11.6048664514,102.0,-9.5531577052,103.0,-11.6139467855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-6.025534482766666,0.20295592148572078,3.0,104.0,-5.8216169846,105.0,-6.0274715016,106.0,-6.2275149621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-12.073831392566667,0.8615338315527967,3.0,107.0,-12.0321165262,108.0,-12.9554648973,109.0,-11.2339127542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-4.925430902533334,0.24546990443705619,3.0,110.0,-4.8346837837,111.0,-5.2033537993,112.0,-4.7382551246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-12.781884483499999,1.6538276570841088,3.0,113.0,-14.6603981557,114.0,-11.5450781442,115.0,-12.1401771506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
