,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,1.4352433190873772,3.0,0.0,0.3924065749,1.0,1.1982271321,2.0,-1.590633707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,4.2575142384,0.369797045081617,3.0,3.0,3.8953639716,4.0,4.2426678499,5.0,4.6345108937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,6.932342022333333,1.107773649116908,3.0,6.0,6.1327678197,7.0,6.4674480966,8.0,8.1968101507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-1.4285757761930048e-11,2.583312026382182,21.0,9.0,0.9521747452,10.0,-1.5221183994,11.0,0.0100446022,12.0,-0.6861573531,13.0,-1.2600101602,14.0,-3.6148369598,15.0,0.1674862989,16.0,-0.0525638592,17.0,-0.28071091270000004,18.0,-1.9378125382,19.0,-1.8866730603000001,20.0,-2.9220550815,21.0,-0.053451366300000004,22.0,0.674936493,23.0,-0.7430350121,24.0,-1.4224999646,25.0,0.6636724732,26.0,-2.3915222779,27.0,4.4881462408,28.0,5.8943049312,29.0,5.9226811605
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,2.310980045114286,4.267765165972405,21.0,30.0,1.1039752557,31.0,0.4916696418,32.0,0.0018148809000000001,33.0,2.3251156119,34.0,-0.1949278002,35.0,0.5695679386,36.0,-1.9626143813999999,37.0,-2.6325556212,38.0,-0.9446425769000001,39.0,0.8308779876,40.0,1.1237829855,41.0,1.2870937288,42.0,0.5930701874000001,43.0,1.8337854569,44.0,2.6794256166,45.0,-0.2541971227,46.0,4.026443924,47.0,2.0691603795,48.0,12.2667753379,49.0,11.9322686749,50.0,11.3846908418
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.5607779417593303,3.0,51.0,-0.6423025421,52.0,0.2500352864,53.0,0.39226725570000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-3.189337026025,2.3296127794185812,4.0,54.0,0.1679995503,55.0,-4.5408137789000005,56.0,-3.4269722265,57.0,-4.9575616490000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.5000002068509275e-11,0.4021371860137765,4.0,58.0,-0.2706964555,59.0,0.1568964623,60.0,-0.37943396890000003,61.0,0.49323396220000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-4.572057636175,2.3369076519995335,4.0,62.0,-5.217544553,63.0,-6.8833910581,64.0,-4.8618532406,65.0,-1.3254416930000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-4.8099683871,1.68185259973156,4.0,66.0,-2.6317781068,67.0,-4.6792055298,68.0,-5.2369010109,69.0,-6.6919889009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,2.0224800680249997,0.5584460501935261,4.0,70.0,1.6545293476,71.0,2.8249452473,72.0,1.9810728725,73.0,1.6293728047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-7.401486830834377e-17,1.6691904032282492,6.0,74.0,-2.3222295584,75.0,-0.1797731806,76.0,-1.3667334331,86.0,1.2494963110000001,88.0,0.4022874503,90.0,2.2169524108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.1648576017333331,2.173017748377589,6.0,77.0,-1.6031577693,78.0,-0.7380302625,79.0,-2.4016304763000003,87.0,0.7786574412,89.0,1.4725279804,91.0,3.4807786969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,1.2890210898333334,0.7277572190125007,3.0,80.0,0.7844470683,82.0,0.9593421545,84.0,2.1232740467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,5.017136135133334,0.4019631748914988,3.0,81.0,5.3889353904,83.0,4.5906156869,85.0,5.0718573281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-4.625929269271485e-18,0.21063779995120768,3.0,92.0,-0.17038406120000002,93.0,0.23550915050000001,94.0,-0.06512508930000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,2.1112423273000003,1.4148743530336083,3.0,95.0,3.4198407374,96.0,2.3040246329,97.0,0.6098616116000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,7.155395485633334,1.1386208080726739,3.0,98.0,5.8487573889,99.0,7.6823024788000005,100.0,7.9351265892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,2.677090274033333,1.3041502846047799,3.0,101.0,3.5040942885,102.0,3.3534764422,103.0,1.1737000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,2.231683429133333,0.2959875331558307,3.0,104.0,2.3766240736,105.0,1.8911594239,106.0,2.4272667899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,3.0945482916000002,1.3456814429577055,3.0,107.0,4.2834541488,108.0,3.3665454152,109.0,1.6336453108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,6.648088037533333,0.6135814906332646,3.0,110.0,5.9608111923,111.0,7.1407907052,112.0,6.8426622151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
