,-0.09722957272222223,-0.07778365817777778,-0.05833774363333334,-0.0388918290888889,-0.019445914544444456,-1.3877787807814457e-17,0.01944591454444443,0.03889182908888887,0.058337743633333314,0.07778365817777776,0.0972295727222222,0.11667548726666664,0.1361214018111111,0.15556731635555554,0.17501323089999998,0.19445914544444443,0.21390505998888887,0.2333509745333333,0.25279688907777775,0.2722428036222222
thresh,-0.08750661545,0.08750661545,2,,,,,,,,,,,,,,,,,
unreg,2,4,12,64,363,912,261,38,9,2,2,0,0,0,1,0,0,1,0,0
Phage_2,0,0,2,0,6,12,9,3,4,3,1,4,0,4,2,1,0,0,1,0
unreg_genes,['sigH' 'SP5448_04600'],[],[],[],[],[],[],[],[],[],['SP5448_04475' 'araD'],[],[],[],['SP5448_03505'],[],[],['SP5448_03540'],[],[]
Phage_2_genes,[],[],['SP5448_03700' 'SP5448_03735'],[],['SP5448_03725' 'eae' 'SP5448_03750' 'SP5448_03475' 'ps305' 'SP5448_03745'],"['SP5448_03635' 'SP5448_03685' 'SP5448_03630' 'SP5448_03715'
 'SP5448_03705' 'SP5448_03710' 'hup' 'ypmR' 'ypmS' 'SP5448_03610' 'DegV'
 'SP5448_03520']","['SP5448_03470' 'SP5448_03680' 'SP5448_03675' 'SP5448_03645'
 'SP5448_03625' 'SP5448_03620' 'SP5448_03695' 'SP5448_03655'
 'SP5448_03665']",['SP5448_03760' 'SP5448_03660' 'SP5448_03650'],['SP5448_03730' 'SP5448_03465' 'SP5448_03670' 'SP5448_03605'],['SP5448_03495' 'SP5448_03595' 'SP5448_03600'],['SP5448_03550'],['pi112' 'recT' 'SP5448_03720' 'SP5448_03500'],[],['SP5448_03590' 'SP5448_03525' 'dnaD' 'SP5448_03560'],['SP5448_03585' 'SP5448_03535'],['SP5448_03530'],[],[],['SP5448_03565'],[]
