,PSPTO_3350
SRX1828913,0.0987808429
SRX1828914,-0.6057476957
SRX1828915,-0.056887741900000004
SRX1828916,-0.8193623609
SRX1828917,-0.041893101
SRX1828918,-0.4464978124
SRX3983989,0.8158515138
SRX3983990,0.3405548376
SRX3983993,-0.1353459139
SRX3983994,0.0980643919
SRX3983995,0.7074824415000001
SRX3983996,-0.028101947800000002
SRX3983997,0.1452807545
SRX3983998,0.3889341563
SRX3983999,0.7524352012000001
SRX3984000,0.8231592484
SRX3984001,-0.15555859660000002
SRX3984002,-0.1693724413
SRX3984003,0.5572069368
SRX3984004,0.457875352
SRX3984005,1.2216879221
SRX3984006,0.6433862283
SRX3984007,-0.0083369741
SRX3984008,0.7381324819
SRX3984009,0.508046579
SRX3984010,0.2174496906
SRX3984011,0.6655640142
SRX3984012,0.6923352777
SRX3984013,0.711080983
SRX3984014,0.3448431066
SRX3984015,0.4829228096
SRX3984016,0.66810868
SRX3984017,0.36740232970000003
SRX3984019,0.5856703313
SRX3984020,0.1525967041
SRX3984021,0.5676109989
SRX3984022,0.6833248466
SRX3984023,0.0644817265
SRX3984024,0.7425814349000001
SRX3984025,0.9980439799
SRX3984026,1.0492034763
SRX3984027,0.7605398805
SRX3984028,1.0222411103
SRX3984029,1.1060489935
SRX3984031,0.064866063
SRX3984032,-0.0315901451
SRX3984034,-0.0801567616
SRX3984035,-0.6081654519
SRX3984036,0.1068336748
SRX3984037,0.2444541315
SRX3984038,-0.2772803012
SRX3984039,0.3166651629
SRX3984040,0.8317858806
SRX3984041,-0.3514259986
SRX3984042,-0.409838825
SRX3984043,-0.4260311203
SRX3984045,0.8148430878
SRX3984046,0.0670565145
SRX3984047,0.6236782117
SRX3984048,0.2557053593
SRX3984049,-0.0079517231
SRX3984050,0.1053787077
SRX3984051,0.7725177737000001
SRX3984052,0.7058438572
SRX3984056,-0.09009786730000001
SRX3984057,-0.048554829800000004
SRX3984058,-0.1711822627
SRX3984059,0.5957586159
SRX3984061,0.5028231774
