,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-0.9350401017806023,0.03368204217857292,2.0,0.0,-0.9588569022092824,1.0,-0.911223301351922,,
1,Chrom__sac_sta,-4.663632894753082,1.2926748356061921,2.0,2.0,-3.7495737526267385,3.0,-5.5776920368794265,,
2,Chrom__sac_MW001,-2.6367796834847468e-15,0.6590136972982888,2.0,4.0,-0.4659930542544415,5.0,0.4659930542544362,,
3,Chrom__sac_fadR,1.013087702163105,0.8518267662049894,2.0,6.0,0.4107552193833493,7.0,1.6154201849428609,,
4,FadR__wt_p,-4.440892098500626e-16,8.187576102048752,2.0,8.0,5.7894905832395915,9.0,-5.789490583239592,,
5,FadR__ko_p,-0.04961716975077257,8.367473800976517,2.0,10.0,5.867080296320499,11.0,-5.9663146358220445,,
6,GDGT__75_2.4_log,-2.294460917558657e-15,0.6672666877057694,3.0,12.0,-0.7539300012006684,27.0,0.5145767642290316,50.0,0.2393532369716299
7,GDGT__80_3.5_stat,0.05912152000733214,0.5188611287565174,3.0,13.0,-0.5349839091374694,20.0,0.2891225736756907,42.0,0.4232258954837751
8,GDGT__80_2.4_log,3.572991129282167,2.992961339481987,3.0,14.0,3.211864643088445,37.0,0.7769777606720757,41.0,6.730130984085981
9,GDGT__75_3.5_stat,0.673181414212864,0.8639609968886943,3.0,15.0,1.6087413805316877,24.0,0.5053585383388897,28.0,-0.09455567623198537
10,GDGT__80_1.6_stat,6.988122052617688,0.833114889249504,3.0,16.0,7.629769340165066,17.0,7.288021364337456,33.0,6.046575453350542
11,GDGT__75_2.4_stat,1.8561109984349011,0.627835075320418,3.0,18.0,2.088043824739752,26.0,2.33498259252838,31.0,1.145306578036572
12,GDGT__80_2.4_stat,1.4897068292021671,0.5389897247370216,3.0,19.0,0.9620358808867272,29.0,2.039343722355671,30.0,1.467740884364103
13,GDGT__80_1.6_log,15.47794064179875,1.0323356690464323,2.0,21.0,14.747969089755266,39.0,16.207912193842233,,
14,GDGT__65_3.5_stat,-0.5814998184922032,0.9500410955548826,3.0,22.0,0.478393763075506,23.0,-0.8664011439909359,34.0,-1.3564920745611797
15,GDGT__75_1.6_stat,7.1451535086967155,0.08847935187593699,3.0,25.0,7.062292774372814,32.0,7.238344572713169,38.0,7.1348231790041625
16,GDGT__75_1.6_log,0.37961724405337205,0.5311518190057051,2.0,35.0,0.7551982971118758,36.0,0.004036190994868294,,
17,GDGT__65_2.4_stat,-2.2033758564083405,1.2193192128716346,3.0,40.0,-0.975688716931836,46.0,-2.2202876389624104,49.0,-3.4141512133307743
18,GDGT__65_2.4_log,-4.472505986152446,0.33136080200182705,3.0,43.0,-4.8483891742540655,44.0,-4.346482505608237,47.0,-4.222646278595037
19,GDGT__80_3.5_log,7.850220453256252,1.4960471781127889,3.0,45.0,9.091542871514113,51.0,8.269989996069555,52.0,6.189128492185088
20,GDGT__65_1.6_log,-1.485651552246038,2.2177464603509827,3.0,48.0,0.7252611581234609,53.0,-3.710169167033791,54.0,-1.472046647827784
21,NutLim__t0,9.159339953157541e-16,0.46036264709709834,2.0,55.0,-0.32552554956734675,56.0,0.3255255495673486,,
22,NutLim__t05,-2.6802110000481334,2.1710300921483254,3.0,57.0,-3.5886791699376333,58.0,-0.20251803258642376,59.0,-4.249435797620343
23,NutLim__t1,-4.351687080616037,1.3927229726684964,3.0,60.0,-5.334107574063104,61.0,-2.7578369293271057,62.0,-4.9631167384579005
24,NutLim__t15,-4.140096920236561,1.5813210884979805,3.0,63.0,-4.833399765083581,64.0,-2.3305460621293443,65.0,-5.256344933496759
25,NutLim__t2,-3.107161418887203,1.4832387295076208,3.0,66.0,-2.7152421254454606,67.0,-1.8592385983405773,68.0,-4.7470035328755715
26,NutLim__t4,-2.0308016887577685,0.7532467820702908,2.0,69.0,-2.5634275962666164,70.0,-1.49817578124892,,
27,UV_irr__wt0,9.251858538542972e-17,0.44588468566041045,3.0,71.0,-0.0898749603459346,72.0,-0.3941012670163843,73.0,0.4839762273623192
28,UV_irr__wt1,0.48698144901337287,0.8204698668769705,3.0,74.0,0.2089202788003495,75.0,-0.15832353925922507,76.0,1.4103476074989942
29,UV_irr__wt2,-1.5553513481822687,0.3188132671191719,3.0,77.0,-1.2308453529210144,78.0,-1.5670593572851226,79.0,-1.8681493343406697
30,UV_irr__mut0,-3.3295823591156797,0.46150880058260885,3.0,80.0,-3.858814344777195,81.0,-3.010878456085179,82.0,-3.119054276484665
31,UV_irr__mut1,-1.866739139168949,1.2251153542114168,3.0,83.0,-3.1427154435717912,84.0,-1.7577320679868913,85.0,-0.6997699059481645
32,UV_irr__mut2,-2.8239806109431256,0.8007004459599687,3.0,86.0,-2.393435719736268,87.0,-2.3306667691741203,88.0,-3.747839343918988
33,YtrA__overexpr,0.3273194654023899,0.25637811878998545,3.0,89.0,0.06343890636400745,90.0,0.3430486107068039,91.0,0.5754708791363583
34,YtrA__wt,2.220446049250313e-16,1.2061994775164089,3.0,92.0,0.22104299110627046,93.0,-1.3014338250816155,94.0,1.0803908339753459
