,-0.1246462313051003,-0.09971698504408025,-0.07478773878306019,-0.04985849252204014,-0.024929246261020083,-2.7755575615628914e-17,0.024929246261020027,0.04985849252204008,0.07478773878306014,0.09971698504408019,0.12464623130510025,0.1495754775661203,0.17450472382714036,0.1994339700881604,0.22436321634918047,0.24929246261020052,0.27422170887122055,0.29915095513224066,0.32408020139326066,0.34900944765428077
thresh,-0.06232311565255015,0.06232311565255015,1,,,,,,,,,,,,,,,,,
unreg,1,2,6,34,412,1468,304,40,14,8,3,2,0,0,1,1,0,0,0,0
unreg_genes,['SACI_RS11800'],['SACI_RS11740' 'Saci_2193'],['SACI_RS03460' 'Saci_1868' 'abaF_4' 'cdhA_2' 'Saci_2139' 'Saci_0503'],[],[],[],[],[],"['Saci_1364' 'Saci_1217' 'Saci_1676' 'Saci_1055' 'SACI_RS11630' 'glmS'
 'Saci_0286' 'abfR2' 'Saci_0128' 'Saci_1248' 'naiP' 'Saci_1918'
 'Saci_2170' 'Saci_1990']","['Saci_1753' 'Saci_0464' 'moaA_1' 'Saci_2356' 'Saci_1231' 'Saci_0167'
 'Saci_1801' 'Saci_0449']",['SACI_RS06900' 'SACI_RS11760' 'Saci_1737'],['Saci_0538' 'Saci_0724'],[],[],['Saci_1668'],['Saci_0006'],[],[],[],[]
