,A,Crp,GntR
oxyR__oxyR_ale20__1,-0.0307337304541943,-0.29073972199999965,-0.7755731270000004
oxyR__oxyR_ale20__2,0.1358083668486818,-0.3286302970000001,-0.8021534920000004
oxyR__oxyR_ale20_h2o2__1,-0.5657504466614823,-0.1032146049999998,-0.901336628000001
oxyR__oxyR_ale20_h2o2__2,-0.0049065034762986,-0.05797147799999891,-0.6700463380000006
svns_pgi__BmePgi24_15__1,0.3627152991102189,0.20789728299999946,-0.757582341
svns_pgi__BmePgi24_15__2,0.4761913330136889,0.2882144130000004,-0.7800011730000005
svns_pgi__BmePgi24_26__1,1.2064081919262213,0.16856253300000112,-0.7014600320000008
svns_pgi__BmePgi24_26__2,1.087911119591802,0.14498237199999942,-0.7090384640000007
svns_pgi__BmePgi24_41__1,0.8116290271296698,0.4958493130000008,-0.4637702390000014
svns_pgi__BmePgi24_41__2,1.453794820224642,0.08223337899999983,-0.8519245790000012
svns_pgi__BmePgi24_52__1,1.2116752268461566,0.2600776430000007,-0.6787724990000008
svns_pgi__BmePgi24_52__2,1.068544318394004,0.11009234900000033,-0.7676567430000008
svns_pgi__PaePgi2_34__1,0.3425857308428642,0.9464174330000006,-0.6828666680000008
svns_pgi__PaePgi2_34__2,-0.0913794163690427,0.980365153000001,-0.7164883309999999
svns_pgi__PaePgi2_63__1,-0.2512982748207666,0.998691483,-0.5121071140000009
svns_pgi__PaePgi2_63__2,-0.096491523266377,0.974959343,-0.425396945000001
svns_pgi__PaePgi24_54__1,0.3376350980509284,0.8303385730000006,-0.7026148319999992
svns_pgi__PaePgi24_54__2,0.1084093399379446,0.9265034130000008,-0.7281827670000007
svns_pgi__PaePgi24_90__1,0.8591081288857693,0.809689723,-0.7114220740000006
svns_pgi__PaePgi24_90__2,0.3049834676762878,0.9991721830000008,-0.6891631630000008
abx_media__m9_ctrl__1,0.5665002141223042,-0.21908725299999965,-0.7846038690000006
abx_media__m9_ctrl__2,0.2029329555350801,0.06872792999999966,-0.7208757930000012
abx_media__rpmi_ctrl__1,2.2944405685957903,0.1818832429999997,-0.7674881420000004
abx_media__rpmi_ctrl__2,1.942635840204232,0.4604582229999998,-0.8238598090000009
abx_media__camhb_ctrl__1,4.127559917278969,-1.4667156490000008,-1.2335199120000002
abx_media__camhb_ctrl__2,3.66636880902916,-1.5642143070000003,-1.245786142000001
abx_media__m9_mero__1,0.3560948172768233,0.10006032100000084,-0.7719805770000008
abx_media__m9_mero__2,0.2797536344286139,-0.24440689100000054,-0.9963267240000012
abx_media__rpmi_mero__1,1.682516408007902,-0.15585906599999966,-1.3077277370000004
abx_media__rpmi_mero__2,2.304650433553535,0.12222331400000107,-0.9643072360000008
abx_media__camhb_mero__1,2.1563438047019945,-2.568928611,-2.0141145720000004
abx_media__camhb_mero__2,3.109041400078472,-2.3720532899999998,-1.8400260890000009
abx_media__m9_trisulf__1,-2.0172852611679435,-0.13952741599999996,-0.7954410609999999
abx_media__m9_trisulf__2,-1.6267617676021802,-0.12156318199999915,-0.7391173950000011
abx_media__rpmi_trisulf__1,0.9661072540115326,-1.1385435739999998,-1.1614982150000008
abx_media__rpmi_trisulf__2,0.7710788693217103,-1.1257448149999991,-1.202184044000001
abx_media__camhb_trisulf__1,2.042741046590624,-0.6163487490000001,-0.553508883000001
abx_media__camhb_trisulf__2,1.749045325414048,-0.6510849729999997,-0.5955896720000009
abx_media__m9_cef__1,-1.0586589984447767,-0.4245596339999995,-0.9287278540000008
abx_media__m9_cef__2,-1.4639281490910565,-0.35219075799999894,-1.0333504070000004
abx_media__rpmi_cef__1,2.4564716541096647,0.17718560299999986,-0.8175877330000008
abx_media__rpmi_cef__2,2.2216127430502968,0.25364192300000177,-0.8709526260000002
abx_media__camhb_cef__1,2.547654103523527,-0.8382274849999991,-1.197272666
abx_media__camhb_cef__2,2.4629608332588955,-0.9034556939999998,-1.0651197020000005
abx_media__m9_cipro__1,-0.581463745548087,-0.29610201100000033,-0.820568573000001
abx_media__m9_cipro__2,-0.6429449525010884,-0.23094071100000055,-0.6901351830000007
abx_media__rpmi_cipro__1,2.609736695876517,-0.7087974589999995,-0.7889211240000007
abx_media__rpmi_cipro__2,2.485524934649308,-0.9681077109999999,-0.5911524500000009
abx_media__camhb_cipro__1,2.5468380457921085,-1.3565894469999993,-1.1946832020000002
abx_media__camhb_cipro__2,2.2249010883361326,-1.1236836730000004,-1.0012703390000004
hot_tale__42c_ale3_30c__1,1.1754787974491847,0.06220796800000095,-0.8945222040000012
hot_tale__42c_ale3_30c__2,1.668539594459716,0.017358810000001057,-0.8959695640000014
hot_tale__42c_ale3_37c__1,0.9068010060097336,0.4355665230000003,-0.5279913910000005
hot_tale__42c_ale3_37c__2,1.204896835552378,0.4006368030000012,-0.5542902320000005
hot_tale__42c_ale3_44c__1,1.9825462605670816,0.3718853430000007,-0.7593733910000005
hot_tale__42c_ale3_44c__2,1.5060071797761057,0.3553441930000005,-0.9991352870000004
hot_tale__hot_ale3_mid_30c__1,-1.0711605824213362,0.7396188830000003,-0.6191310700000008
hot_tale__hot_ale3_mid_30c__2,-0.2457016731386271,0.5625003330000009,-0.6108597970000007
hot_tale__hot_ale3_mid_37c__1,0.2560889332850431,0.5847484430000005,-0.5358847920000009
hot_tale__hot_ale3_mid_37c__2,1.3177257193971394,0.1894337430000004,-0.7854952369999992
hot_tale__hot_ale3_mid_44c__1,1.7573862464485623,-0.07124534099999913,-0.6857642940000009
hot_tale__hot_ale3_mid_44c__2,1.679703508559467,-0.002275452999999317,-0.7878332919999993
hot_tale__hot_ale3_30c__1,-0.4842499308943541,0.5150203330000007,-0.6977454400000012
hot_tale__hot_ale3_30c__2,-0.2415690154849183,0.5286701730000001,-0.8201858950000016
hot_tale__hot_ale3_37c__1,1.2394895165317064,0.3493771030000001,-0.8519062070000007
hot_tale__hot_ale3_37c__2,1.36156153564243,0.3963193829999998,-0.5803090520000005
hot_tale__hot_ale3_44c__1,2.136358858089031,0.28643448300000074,-0.8035703010000006
hot_tale__hot_ale3_44c__2,1.947458820724706,0.30231870300000097,-0.828343578000001
hot_tale__hot_ale4_30c__1,0.3164328097233649,-0.0598787810000001,-0.9518635100000008
hot_tale__hot_ale4_30c__2,0.8056948823416604,0.0276806220000001,-0.988919621
hot_tale__hot_ale4_37c__1,2.0733646110036927,-0.15436083400000022,-0.8467536069999992
hot_tale__hot_ale4_37c__2,2.0064872171680164,-0.04945322999999924,-0.8727471980000008
hot_tale__hot_ale4_44c__1,1.821149422506242,0.16471379300000066,-0.34119872200000056
hot_tale__hot_ale4_44c__2,1.967633948735416,0.0758041020000011,-0.46031940600000004
hot_tale__hot_ale8_30c__1,0.1773447196868866,-0.056768664999999885,-0.8224601310000006
hot_tale__hot_ale8_30c__2,0.0756774152856838,-0.10699186199999923,-0.7671366260000001
hot_tale__hot_ale8_37c__1,1.379047659531998,-0.007091699000000062,-0.6705942420000008
hot_tale__hot_ale8_37c__2,0.6738747889584215,-0.04404757799999892,-0.7011039170000002
hot_tale__hot_ale8_44c__1,2.707846586646933,0.07381628000000083,0.05179087399999993
hot_tale__hot_ale8_44c__2,2.257344848136611,0.1405062560000001,0.012806170999999368
hot_tale__hot_ale9_mid_30c__1,0.5903148400185738,0.11993167500000013,-0.6992621110000004
hot_tale__hot_ale9_mid_30c__2,0.4246086134283877,0.10594186400000004,-0.7128503140000007
hot_tale__hot_ale9_30c__1,0.958558027694187,0.057352916000001024,-1.070536091
hot_tale__hot_ale9_30c__2,1.352282090168255,0.17408408300000033,-1.0510025560000005
hot_tale__hot_ale9_mid_37c__1,1.85054127284954,-0.07088768000000023,-0.879200045000001
hot_tale__hot_ale9_mid_37c__2,1.5861436744383628,0.028525377000001132,-0.8005277720000006
hot_tale__hot_ale9_37c__1,1.5318508720425117,0.032825572000000136,-1.0966444610000003
hot_tale__hot_ale9_37c__2,0.7262631337322137,0.03721724300000062,-0.9978682219999992
hot_tale__hot_ale9_mid_44c__1,1.4476238059257718,0.2861256930000007,-0.19827868900000034
hot_tale__hot_ale9_mid_44c__2,2.3603941439848906,0.3056119630000005,-0.564529943000001
hot_tale__hot_ale9_44c__1,2.173236162019813,-0.02729796100000037,-0.35185247700000044
hot_tale__hot_ale9_44c__2,1.46882642556388,-0.08631352099999923,-0.6306875730000003
hot_tale__hot_ale10_30c__1,0.2653873184309074,0.23749544300000025,-0.8826600560000006
hot_tale__hot_ale10_30c__2,0.7053597479587219,0.4220348329999997,-0.877036985000001
hot_tale__hot_ale10_37c__1,1.894969570069672,0.06875389400000033,-0.9012192280000004
hot_tale__hot_ale10_37c__2,1.963753817405523,0.12083432100000024,-0.9186120350000015
hot_tale__hot_ale10_44c__1,2.849349934445576,-0.03575344399999913,-0.5630481200000004
hot_tale__hot_ale10_44c__2,2.10433329878255,0.11004349699999948,-0.4885635750000015
hot_tale__hot_ale16_30c__1,0.4515769316667473,0.12930916100000012,-0.9323309660000004
hot_tale__hot_ale16_30c__2,0.3594783205749706,0.25108644300000016,-0.7870660790000006
hot_tale__hot_ale16_37c__1,1.0226383198575677,-0.02264786099999938,-0.9657659070000006
hot_tale__hot_ale16_37c__2,1.337127326756812,-0.007290675000000134,-1.0184562670000004
hot_tale__hot_ale16_44c__1,2.086803037206517,0.039920518000000633,-0.4315498910000004
hot_tale__hot_ale16_44c__2,2.1061472077469188,0.206041613,-0.29278861500000103
pdhr_ale__pdhR-13_51__1,-0.3012570190794911,0.42604259299999997,-1.014333714000001
pdhr_ale__pdhR-13_51__2,-0.0604500896141622,0.3453698430000003,-1.1072116550000004
pdhr_ale__pdhR-14_46__1,-0.7339360899975609,0.4137442230000001,-0.8490596070000009
pdhr_ale__pdhR-14_46__2,-0.9178955087299342,0.3746890430000001,-0.8245733720000006
pdhr_ale__pdhR-15_51__1,-0.3383067236589908,0.20815125300000048,-0.9972385940000006
pdhr_ale__pdhR-15_51__2,0.1209524581798012,0.29122772299999866,-1.0757578569999993
pdhr_ale__pdhR-16_49__1,-0.1859054301371075,0.3586398129999999,-0.9897415700000014
pdhr_ale__pdhR-16_49__2,-1.028669804964371,0.2910247429999995,-1.0632016309999999
tcs__del_atoC_LiAcet__1,0.0612650847692217,0.3723211630000005,-0.8511391730000009
tcs__del_atoC_LiAcet__2,-0.55568945283947,0.5545006830000005,-0.9399576700000011
tcs__del_atoC_LiCl__1,0.937553949492924,0.7297175930000002,-0.7407553730000007
tcs__del_atoC_LiCl__2,1.3092593995634163,0.803204053,-0.7175146250000015
tcs__del_atoC_m9__1,1.045286111573264,0.6994936329999994,-0.7235992410000005
tcs__del_atoC_m9__2,0.7675114951812669,0.8078232029999999,-0.6704124640000009
tcs__del_baeR_etoh__1,7.484800586104277,0.725387413,-0.9527628190000009
tcs__del_baeR_etoh__2,7.173143494988873,0.8432000029999998,-0.5556819710000003
tcs__del_baeR_lb__1,4.703102190130075,0.452954033000001,-0.4358109640000008
tcs__del_baeR_lb__2,4.993091511040953,0.5136486629999997,-0.4503068910000003
tcs__del_btsR_01xlb__1,2.1692604125218504,-1.0043266899999992,-0.44502331400000106
tcs__del_btsR_01xlb__2,2.31235313633392,-1.1325108709999991,-0.4142922280000008
tcs__del_btsR_lb__1,10.870588803750287,0.9059306429999996,-0.0420119070000009
tcs__del_btsR_lb__2,10.824318360092164,0.882795573000001,-0.06626081300000042
tcs__del_btsR_pyruvate__1,2.7733024786770915,-1.2074819320000003,-0.4634721820000003
tcs__del_btsR_pyruvate__2,2.5259705552324565,-1.2602474279999996,-0.385639288000001
tcs__del_cpxR_etoh__1,8.629992913438985,1.209290043000001,-0.8311870720000005
tcs__del_cpxR_etoh__2,8.529844359906562,1.1967784130000003,-0.9044550450000016
tcs__del_cpxR_lb__1,5.190847683034506,0.5608460330000007,-0.29637000800000113
tcs__del_cpxR_lb__2,5.153358134806681,0.6407895630000002,-0.3301856560000003
tcs__del_cusR_CuSO4__1,3.920819658122016,1.0462541129999998,-0.6057622660000002
tcs__del_cusR_CuSO4__2,3.62744323905236,1.048489943,-0.33932961600000056
tcs__del_cusR_lb__1,10.629699739484929,0.9952246930000008,-0.4645658870000009
tcs__del_cusR_lb__2,10.38369644032173,1.0406022430000004,-0.5144752250000009
tcs__del_kdpE_01-kcl__1,-0.6280885828584654,0.08810516099999965,-0.7218559740000003
tcs__del_kdpE_01-kcl__2,-0.4106314569157172,0.12273579200000027,-0.9203288720000008
tcs__del_kdpE_115-kcl__1,-1.3468544047738724,0.04519701000000076,-0.7391547500000009
tcs__del_kdpE_115-kcl__2,-1.5294413180195914,-0.003365354999999681,-0.5843482000000009
tcs__del_phoB_m9__1,0.7881082788111162,0.7310639430000005,-0.4660472550000003
tcs__del_phoB_m9__2,0.4613948107135892,0.7578592129999997,-0.4593709120000007
tcs__del_phoB_m9p__1,3.6502480333112417,-0.5173016199999996,-1.83453186
tcs__del_phoB_m9p__2,3.721587027486856,-0.4868159799999994,-1.7064477750000009
tcs__del_rcsB_etoh__1,7.273322514315073,0.8584217130000003,-0.7479027100000009
tcs__del_rcsB_etoh__2,7.125799434073145,0.921416013,-0.8598056520000004
tcs__del_rcsB_lb__1,5.263547948263535,0.6655188230000011,-0.4790047180000006
tcs__del_rcsB_lb__2,5.396626685766526,0.7005509330000006,-0.3994342200000016
tcs__del_zraR_lb__1,7.982871424571269,0.5367675730000006,-0.8584311740000006
tcs__del_zraR_lb__2,8.105276623746123,0.5696375729999996,-0.7671570240000003
tcs__del_zraR_zncl2__1,7.737303390702604,0.8338904830000011,-0.494733709000001
tcs__del_zraR_zncl2__2,7.635873930012597,0.8158754130000005,-0.4295925720000007
tcs__wt_01-kcl__1,-0.3018969712293249,-0.042192379999999474,-0.3997811670000005
tcs__wt_01-kcl__2,-0.496167936182493,-0.04159150899999986,-0.4740063880000012
tcs__wt_01xlb__1,2.948319594945352,-1.1868215099999997,-0.4272364890000011
tcs__wt_01xlb__2,2.842938745565685,-1.1874649749999993,-0.5792785690000013
tcs__wt_115-kcl__1,-1.3592416856904797,-0.09970663000000002,-0.6000546830000006
tcs__wt_115-kcl__2,-1.954243277816395,-0.12142913199999937,-0.7192283820000007
tcs__wt_CuSO4__1,7.827042322307326,0.7338502030000011,-0.6923611540000003
tcs__wt_CuSO4__2,8.050590794588839,0.7305206129999995,-0.6405000230000004
tcs__wt_etoh__1,7.599163996503644,0.5754630630000008,-0.9107253409999999
tcs__wt_etoh__2,7.443680170496467,0.5394844130000003,-0.7802646720000004
tcs__wt_lb__1,3.937086768383699,0.9893765630000004,-0.6611992920000009
tcs__wt_lb__2,4.464638633228559,1.0922559429999996,-0.6777651080000009
tcs__wt_LiAcet__1,-0.2877020229027395,0.6491752730000009,-0.617851764000001
tcs__wt_LiAcet__2,-0.1303132953000938,0.4062179429999997,-0.6441490169999993
tcs__wt_LiCl__1,0.799388833681719,0.5743156230000004,-0.6484416560000001
tcs__wt_LiCl__2,0.463673773988333,0.6016396030000006,-0.6860690070000004
tcs__wt_m9p__1,3.3324560870069404,-0.39549780799999995,-1.6906944460000002
tcs__wt_m9p__2,3.529289162554539,-0.4201194360000001,-1.5004240030000011
tcs__wt_pyr__1,2.768444784476366,-1.287916309,-0.49272658900000105
tcs__wt_pyr__2,3.152715057699724,-1.1631474849999996,-0.34204417300000056
tcs__wt_zncl2__1,8.076527604672698,0.6655301930000004,-1.1365584780000004
tcs__wt_zncl2__2,8.061183552143607,0.6831118230000008,-0.8704210030000006
ros_tale__0_0_0pq__1,0.7477329168901412,0.3292272530000009,-0.7821853260000005
ros_tale__0_0_0pq__2,0.3855963701217125,0.30771033300000106,-0.7870663160000007
ros_tale__0_0_250pq__1,0.3212589344008715,1.4522597630000007,0.03596849699999893
ros_tale__0_0_250pq__2,0.5665010595522848,1.4384985730000004,0.03161756899999979
ros_tale__1_mid_250pq__1,1.0084072703172071,0.6546866229999999,-0.9526444030000008
ros_tale__1_mid_250pq__2,0.923112491280346,0.6257248529999995,-0.9429468850000012
ros_tale__1_0_0pq__3,0.0357333544821453,0.6079365029999995,-0.6503292640000007
ros_tale__1_0_0pq__4,0.0848728856443898,0.6228776230000008,-0.6467737190000014
ros_tale__1_0_250pq__1,-0.6364167712398487,0.4961959629999999,-0.8597398150000011
ros_tale__1_0_250pq__2,-0.2907253124899667,0.6021915230000001,-0.6035267930000003
ros_tale__1_0_750pq__1,-0.0843278802965125,0.6259014130000011,-1.038227185000001
ros_tale__1_0_750pq__2,-0.10864822194677,1.045357503,-0.774116943000001
ros_tale__1_1_0pq__1,-0.7660222624076498,0.7677037930000008,-0.30492606100000064
ros_tale__1_1_0pq__2,-0.9624596233060116,0.727341753000001,-0.259752926
ros_tale__1_1_250pq__1,-0.5923904982674437,0.616797033000001,-0.5721202510000003
ros_tale__1_1_250pq__2,-0.903752069416846,0.8796841830000002,-0.6858896350000014
ros_tale__1_1_750pq__1,-0.9340137448779752,0.9722065830000002,-0.4757005690000007
ros_tale__1_1_750pq__2,-0.9772547400767791,1.0968635530000004,-0.4715280920000007
ros_tale__1_2_0pq__1,0.8281454402925711,0.4026113930000008,-1.0984604430000005
ros_tale__1_2_0pq__2,-0.0609515425660785,0.2011867830000007,-1.1526879840000008
ros_tale__1_2_250pq__1,0.669019075703373,0.6133156930000006,-0.7371026920000006
ros_tale__1_2_250pq__2,0.9442427731921488,0.8060088329999999,-0.8577120430000011
ros_tale__1_2_750pq__1,1.0219124778294286,1.0991647330000005,-0.6584767470000008
ros_tale__1_2_750pq__2,0.2815277137228884,1.1248291229999996,-0.7029300040000006
ros_tale__1_3_0pq__1,0.9333464199375308,1.6003325529999994,-1.245719866
ros_tale__1_3_0pq__2,1.0274090946461218,1.5980901030000003,-1.3077248300000015
ros_tale__1_3_250pq__1,1.6335704001832267,0.982030343,-0.9064415850000014
ros_tale__1_3_250pq__2,1.834328764437289,1.2771547729999997,-0.786228180000001
ros_tale__1_3_250pq__3,1.3075060720603582,1.2324065130000008,-0.4057224340000003
ros_tale__1_3_250pq__4,0.1361214661969275,0.6953416529999998,-0.17646302800000058
ros_tale__1_3_750pq__1,0.9816551140252868,1.0045313030000005,-0.6871840010000003
ros_tale__1_3_750pq__2,0.0474445463888256,0.8300577430000011,-0.9255738630000004
ros_tale__1_4_0pq__1,-0.4002267591651181,0.9822872229999984,-1.202894069000001
ros_tale__1_4_0pq__2,0.1519172191235874,0.8874455430000001,-0.9813560250000012
ros_tale__1_4_250pq__1,2.2126987763399835,0.5704754429999994,-0.8341469450000014
ros_tale__1_4_250pq__2,1.5067796132749425,0.5921552030000008,-0.8607860820000006
ros_tale__1_4_750pq__1,1.708303800478171,0.3072018029999999,-1.1178244510000006
ros_tale__1_4_750pq__2,0.8166615810090417,0.4223943630000005,-0.9456648540000004
ros_tale__1_4_750pq__3,0.4590851141423042,0.6522730330000002,-0.8266609180000009
ros_tale__1_4_750pq__4,0.847080190861573,0.2525884729999994,-0.9806350500000011
ros_tale__2_mid_250pq__1,0.505594614286286,0.4665373430000006,-0.7491127770000006
ros_tale__2_mid_250pq__2,1.4305489427761446,0.22496456300000034,-0.8674561900000004
ros_tale__2_0_0pq__1,0.1912540126164751,1.323272493000001,-0.345315009000001
ros_tale__2_0_0pq__2,0.5076186210283388,1.432955703000001,-0.4144352830000004
ros_tale__2_0_250pq__1,0.6137109540677643,0.4367484630000007,-0.8063605140000023
ros_tale__2_0_250pq__2,0.0819360889997212,0.4668021630000006,-0.8968138780000006
ros_tale__2_0_750pq__1,0.9748714787310856,0.39065801299999947,0.003956877999999442
ros_tale__2_0_750pq__2,1.188244015801195,0.5452427929999999,0.17427072499999866
ros_tale__2_1_0pq__1,0.3566457890636464,0.040594261000000735,-0.6119370890000013
ros_tale__2_1_0pq__2,0.7260338594826194,0.21928040300000085,-0.4418337890000004
ros_tale__2_1_250pq__1,0.6270692616508305,1.1107003029999998,-0.12733145800000045
ros_tale__2_1_250pq__2,0.1483060693341819,0.8431179929999999,-0.18393604300000102
ros_tale__2_1_750pq__1,0.8803524653711355,0.9049245530000009,-0.2949865700000016
ros_tale__2_1_750pq__2,0.2641833193277303,1.0484879629999997,-0.2765182820000005
ros_tale__2_1_750pq__3,-0.3514004790285707,0.7018120830000001,-0.39849595500000135
ros_tale__2_2_0pq__1,1.1908778601129058,0.07986402600000098,-0.6335096000000009
ros_tale__2_2_0pq__2,0.9590661651561946,0.7592634930000006,-0.33078865100000066
ros_tale__2_2_250pq__1,1.686141630204994,0.17330999300000016,-0.5851659320000007
ros_tale__2_2_250pq__2,1.583277381747343,0.4292550130000006,-0.2597155169999992
ros_tale__2_2_750pq__1,1.4184961614120073,0.5576607930000002,-0.2509194920000004
ros_tale__2_2_750pq__2,0.691852518582283,0.305956793,-0.39965632700000064
ros_tale__2_3_0pq__1,1.5141280867770408,0.860010453000001,0.32134760299999954
ros_tale__2_3_0pq__2,1.690052952722937,0.9657211629999995,-0.05492395100000014
ros_tale__2_3_250pq__1,1.955436493158158,0.8571940530000006,-0.07665440300000093
ros_tale__2_3_250pq__2,1.37531553700973,0.8164901330000003,0.058729802999999414
ros_tale__2_3_750pq__1,1.7479414566104037,1.0268770230000008,0.07987690299999882
ros_tale__2_3_750pq__2,1.7436036721759387,0.8530044829999994,-0.13330670599999994
ros_tale__3_0_0pq__1,0.3791946538891761,-0.037079375999999435,-0.8362302350000004
ros_tale__3_0_0pq__2,0.4682090587347848,-0.11367244899999918,-0.7584484530000006
ros_tale__3_0_250pq__1,3.0597404736020524,0.40781697300000097,-0.8244527360000005
ros_tale__3_0_250pq__2,1.8702884331582228,0.32149887299999946,-0.5956601669999992
ros_tale__3_0_750pq__1,2.733519602841537,0.9638811429999999,-0.012655297000000232
ros_tale__3_0_750pq__2,2.615888237845728,1.2263716430000002,0.14959220699999953
ros_tale__3_1_0pq__1,0.4767223647040357,-0.3878339709999992,-1.1661939290000012
ros_tale__3_1_0pq__2,0.5723713655900994,-0.1844513249999995,-1.1312731980000006
ros_tale__3_1_250pq__1,0.4629692177537216,0.006036631000000625,-1.025562325000001
ros_tale__3_1_250pq__2,0.7086553502558378,0.018638845999999987,-1.2710289700000017
ros_tale__3_1_750pq__1,0.2662876603491301,0.2312163030000001,-0.925454718000001
ros_tale__3_1_750pq__2,0.5149581544294813,-0.14456363200000055,-1.140214503000001
ros_tale__3_2_0pq__1,2.6144906668669017,0.4066879429999997,-1.2088107160000003
ros_tale__3_2_0pq__2,3.1204007108443905,0.36532405300000015,-1.1412090930000005
ros_tale__3_2_0pq__3,2.3683338462904637,0.38919050299999997,-0.9781229970000008
ros_tale__3_2_0pq__4,2.30271092615075,0.4372882229999995,-1.0157904240000013
ros_tale__3_2_250pq__1,0.4022028574829949,-0.6105627419999989,-1.436505111000001
ros_tale__3_2_250pq__2,0.5553058213456903,-0.7734190759999997,-1.5646172440000008
ros_tale__3_2_750pq__1,1.2624104369976268,0.05165385599999972,-1.159078268000001
ros_tale__3_2_750pq__2,0.2581476853997529,-0.942500268,-1.8589521160000009
ros_tale__3_3_0pq__1,3.2415963962642267,0.7026568829999995,-0.5347798270000004
ros_tale__3_3_0pq__2,4.215577992404127,0.9474771730000012,-0.3545594809999999
ros_tale__3_3_0pq__3,3.135353931655906,0.7939082030000009,-0.4365311160000003
ros_tale__3_3_0pq__4,4.366600582636736,1.056964733000001,-0.3019996410000001
ros_tale__3_3_250pq__1,0.7401064785310335,-0.2424749009999996,-1.1403002990000006
ros_tale__3_3_250pq__2,0.752923908326828,-0.20438087800000027,-1.1398455970000008
ros_tale__3_3_750pq__1,0.9905867311114476,0.08859772899999996,-1.1721543520000006
ros_tale__3_3_750pq__2,1.1973951259034563,0.14973729299999938,-1.1967396470000002
ros_tale__3_4_0pq__1,0.2393251358113573,-0.77576,-1.0790050650000014
ros_tale__3_4_0pq__2,1.3377969220230563,-0.5738246280000006,-1.0439697150000011
ros_tale__3_4_250pq__1,0.0334422240297297,-0.9101530370000006,-0.7514471180000006
ros_tale__3_4_250pq__2,0.6091473263425039,-0.9544832509999992,-0.4963963170000003
ros_tale__3_4_750pq__1,0.6985425208644345,-0.5881765019999996,-1.3240707770000002
ros_tale__3_4_750pq__2,0.3780509307499233,-0.8824148349999987,-1.1236923770000002
pcoli__atASMT_325G__1,1.9255159027418616,0.39244801300000104,-0.2769122560000001
pcoli__atASMT_325G__2,1.4633023523715352,0.3862526830000004,-0.3173005820000005
pcoli__bpTDC__1,3.012575532160878,0.4069758429999997,-0.3378525230000005
pcoli__bpTDC__2,3.4624233298983462,0.4233997630000008,-0.3621523840000007
pcoli__BRCA__1,1.8247880679556612,0.1922484830000002,-0.4382790070000002
pcoli__BRCA__2,1.715359686467633,0.13060547899999975,-0.4552128750000009
pcoli__BRCActrl__1,4.836016127902592,0.5297558630000001,0.2732213529999994
pcoli__BRCActrl__2,5.731479562363645,0.6039318930000004,0.2644584389999993
pcoli__BRCAswap__1,1.7421449803250044,0.5027589629999998,-0.4227263730000006
pcoli__BRCAswap__2,1.95172394750435,0.5975511529999995,-0.3316496819999992
pcoli__btAANAT__1,2.037422705457041,0.4415692730000007,-0.3210707330000009
pcoli__btAANAT__2,2.5006756169729343,0.5931168230000008,-0.3972937459999999
pcoli__btASMT__1,2.1815675720530945,0.5267685130000004,-0.4839993020000009
pcoli__btASMT__2,2.1439469237255557,0.4398579030000001,-0.457048006
pcoli__CC1__1,1.983485236083962,0.5250160430000008,-0.22321304200000025
pcoli__CC1__2,2.1699145900313592,0.7535511330000002,-0.05224822800000073
pcoli__ccCOMT__1,1.527325720327585,0.32429840300000023,-0.3492795950000014
pcoli__ccCOMT__2,1.870574250948356,0.3246729930000001,-0.2642550580000007
pcoli__ckDDC__1,2.7836225767012515,0.4412481530000001,-0.14649926700000027
pcoli__ckDDC__2,3.557665892076744,0.3277997730000006,0.0891179349999991
pcoli__CNTF_belt__1,1.625455157186401,0.4538994830000007,-0.16004331500000113
pcoli__CNTF_belt__2,2.3629314651926423,0.7698701030000006,-0.205765533000001
pcoli__cobPNMT__1,1.6158444692626386,0.31993813300000085,-0.1830878370000004
pcoli__cobPNMT__2,1.3726995177346542,0.31512674300000043,-0.2747099660000005
pcoli__cvPhhB__1,1.2187078252034047,0.3107973630000007,-0.2589447450000009
pcoli__cvPhhB__2,1.8115118257553369,0.44784689299999947,-0.2508520969999992
pcoli__ggAANAT__1,1.7845656416439752,0.30753451300000023,-0.30048809900000073
pcoli__ggAANAT__2,2.082785389326637,0.22264438300000045,-0.40120417099999983
pcoli__ggTPH__1,1.6934542283624732,0.34126333300000056,-0.36204822400000136
pcoli__ggTPH__2,2.3311083605236598,0.2785746030000009,-0.3970926950000013
pcoli__hsAANAT__1,2.273411679686093,0.7291858229999999,0.20439805599999786
pcoli__hsAANAT__2,2.0174076595496704,0.8515544630000011,0.110994161999999
pcoli__hsASMT__1,2.207196003769298,0.3583849729999997,-0.4779911330000006
pcoli__hsASMT__2,2.7359055269217225,0.4368300129999998,-0.4047892700000011
pcoli__hsPNMT_mb__1,1.5244709498426892,0.30390439299999983,-0.3122241230000009
pcoli__hsPNMT_mb__2,1.459137151600815,0.3157969930000011,-0.30540774500000106
pcoli__hsTPH__1,1.3853716487917485,0.05462641999999995,-0.4342665680000009
pcoli__hsTPH__2,1.815915394266645,0.23617991300000085,-0.32968072400000104
pcoli__hsTPH_E2K__1,3.5864885737921,0.7089765630000002,-0.028765996000000627
pcoli__hsTPH_E2K__2,4.237002467800337,0.6612184729999999,0.1749278779999992
pcoli__hsTPH_E2K_N91I_P99C__1,1.6915480741141145,0.18841008300000084,-0.3620614790000012
pcoli__hsTPH_E2K_N91I_P99C__2,1.64261727053203,0.04870661100000007,-0.523744358000001
pcoli__hsTPH_N158trunc__1,4.166660561460931,0.4504965429999999,-0.013522065000000971
