,-0.08164255475295154,-0.06531404380236124,-0.04898553285177093,-0.032657021901180625,-0.01632851095059032,-1.3877787807814457e-17,0.01632851095059029,0.0326570219011806,0.0489855328517709,0.0653140438023612,0.08164255475295151,0.09797106570354183,0.11429957665413212,0.13062808760472241,0.14695659855531273,0.16328510950590305,0.17961362045649334,0.19594213140708364,0.21227064235767393,0.22859915330826427
thresh,-0.0898068102282467,0.0898068102282467,1,,,,,,,,,,,,,,,,,
unreg,1,3,11,93,827,2153,675,79,28,8,2,1,8,2,0,1,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['ABUW_2028'],"['ABUW_2030' 'ABUW_2029' 'ABUW_2031' 'ABUW_2006' 'ABUW_2009' 'ABUW_2020'
 'ABUW_1998' 'ABUW_2018']",['ABUW_2007' 'ABUW_2017'],[],['ABUW_2010'],['ABUW_2032'],['ABUW_2021' 'ABUW_1999'],[],[]
