,A,RbsR
Bioreactor2:S_0min:1.0,-0.2074690812540104,-0.1812392316666664
Bioreactor2:S_15min:1.0,-0.749913006824773,-0.4635025186666666
Bioreactor2:P1_15min:1.0,-1.040266345005106,-0.1866815886666661
Bioreactor2:P3_15min:1.0,-0.9582022183044788,-0.8890462986666665
Bioreactor2:P5_15min:1.0,-1.379696756961924,-0.5675511516666663
Bioreactor2:S_1h:1.0,-1.2241742102786717,-0.0450896316666664
Bioreactor2:S_3h:1.0,-0.849049249763077,-0.1325468296666665
Bioreactor2:S_9h:1.0,-0.4113200549579454,0.3396307563333334
Bioreactor2:S_25h:1.0,-0.3619704974739516,0.2577465233333336
Bioreactor2:P1_25h:1.0,-0.6671315570165933,-0.0909552976666665
Bioreactor2:P3_25h:1.0,-0.5863731572101629,-0.0435481386666665
Bioreactor2:P5_25h:1.0,0.377914171130126,0.2546943563333337
Bioreactor2:S_0min:2.0,1.0055762847067182,0.4542178363333335
Bioreactor2:S_15min:2.0,0.0091413757270638,-0.1412124906666663
Bioreactor2:P1_15min:2.0,-0.4947677093310137,-0.4897557516666664
Bioreactor2:P3_15min:2.0,-0.0945191361963562,0.0036180203333335
Bioreactor2:P5_15min:2.0,-1.3855394613645131,-0.4006217456666663
Bioreactor2:S_1h:2.0,-1.9583606566820595,-0.7469659586666664
Bioreactor2:S_3h:2.0,-0.4995090961862981,0.0229717463333334
Bioreactor2:S_9h:2.0,0.3119636002987408,0.2459684793333334
Bioreactor2:S_25h:2.0,-0.0947950644497528,0.1841629653333334
Bioreactor2:P1_25h:2.0,0.2420349700519114,-0.0327063176666664
Bioreactor2:P3_25h:2.0,-0.1404155697796477,-0.4216030376666664
Bioreactor2:P5_25h:2.0,-0.0140543393590084,0.1403998003333337
Bioreactor2:S_0min:3.0,-0.7981072038531172,-0.2729786046666662
Bioreactor2:S_15min:3.0,-1.502528427313319,-0.5955537556666664
Bioreactor2:P1_15min:3.0,-1.7831725126870606,-1.4015809296666664
Bioreactor2:P3_15min:3.0,-0.7655572686235137,-0.5405578926666665
Bioreactor2:P5_15min:3.0,-1.3243140861447973,-0.3775628156666664
Bioreactor2:S_1h:3.0,-1.989164825894343,-0.2790064656666664
Bioreactor2:S_3h:3.0,-1.2647122589414683,0.0328461573333336
Bioreactor2:S_9h:3.0,-0.5320991347988123,0.1862221723333337
Bioreactor2:S_25h:3.0,-1.584696348494241,-0.6748691696666662
Bioreactor2:P1_25h:3.0,-0.0396995482091839,0.1643037103333338
Bioreactor2:P3_25h:3.0,-0.2646679170151771,-0.1493471026666664
Bioreactor2:P5_25h:3.0,-0.955990444470336,-0.2592448686666664
Carbon:Citrate:1.0,1.0838901301005692,-0.3783967955
Carbon:Citrate:2.0,1.2399738398927551,-0.3361859305000001
Carbon:Citrate:3.0,1.283878125062086,-0.6392016235
Carbon:Ferulate:1.0,2.117708921279783,0.1190865795000002
Carbon:Ferulate:2.0,1.8896330589278545,0.3696918744999999
Carbon:Ferulate:3.0,1.6686364250706711,0.4265467615
Carbon:Glucose:1.0,0.3803397387375917,-0.5758689655000002
Carbon:Glucose:2.0,-0.3803397385830377,0.5758689654999998
Carbon:Serine:1.0,2.8676025265199594,0.8594862994999994
Carbon:Serine:2.0,2.551655739200718,0.4684070245000002
Carbon:Serine:3.0,3.2891374683274126,0.3379303995000002
Carbon2:Glucose:1.0,-0.3822565772622515,-0.1351021920000001
Carbon2:Glucose:2.0,-0.0355029471736971,0.1459910079999997
Carbon2:Glucose:3.0,0.4177595247619179,-0.0108888160000004
Carbon2:Coumarate:1.0,1.318198616250523,1.828521
Carbon2:Coumarate:2.0,0.4763151560082477,1.2594381069999998
Carbon2:Coumarate:3.0,1.3597366104689437,1.824286749
Crc:Control:1.0,0.8193975018918447,0.0185789999999999
Crc:Control:2.0,-0.8193975018137734,-0.0185789999999999
Crc:Del_crc:1.0,-1.8567722280952628,-0.5804905860000007
Crc:Del_crc:2.0,-2.940791799501684,-0.6770744249999998
Crc:Del_crcZ_crcY:1.0,-3.657915811732424,-1.9999969910000008
Crc:Del_crcZ_crcY:2.0,-3.121704339021461,-1.7669421740000004
FinR:Control:1.0,-0.0430761044876255,0.0539883533333336
FinR:Control:2.0,0.3594821776718634,0.0569199693333333
FinR:Control:3.0,-0.3164060760348509,-0.110908322666666
FinR:Del_finR:1.0,-15.092441562025623,-1.6015961786666666
FinR:Del_finR:2.0,-15.942128204090272,-2.154984522666666
FinR:Del_finR:3.0,-16.389623560502642,-2.0098528666666664
FleQ:Del_fleQ:1.0,-1.9906748388235165,0.2229535839999998
FleQ:Del_fleQ:2.0,-2.686164547380931,0.4418421749999996
FleQ:Del_fleQ:3.0,-2.1086009469112423,0.4255096869999999
FleQ:OE_wspR:1.0,11.06630952781798,2.650211375
FleQ:OE_wspR:2.0,10.52516437710751,2.46342987
FleQ:Control:1.0,-0.3078404094989379,-0.1109072339999999
FleQ:OE_wspR:3.0,11.195608845185996,2.721544797
FleQ:Control:2.0,-0.0322085798018079,0.0539879589999996
FleQ:Control:3.0,0.3400489903849964,0.0569192750000002
Fuel:Butanol:1.0,-0.955282679808478,0.0734966709999991
Fuel:Butanol:2.0,-0.8621014831597426,0.1161730449999982
Fuel:Control:1.0,0.0167149550456253,0.0455837569999992
Fuel:Control:2.0,-0.01671495530823,-0.045583757000001
Fuel:Isopentanol:1.0,-9.770204258658316,-3.0672879140000013
Fuel:Isopentanol:2.0,-7.193599871809994,-2.339699791000001
Glycolaldehyde:Glycolaldehyde:1.0,-7.193555786534272,-1.130746115
Glycolaldehyde:Control:1.0,-0.2174773222278041,0.0877720150000005
Glycolaldehyde:Glycolaldehyde:2.0,-8.451143364169111,-1.5148012589999995
Glycolaldehyde:Control:2.0,0.2174773226113794,-0.0877720149999996
HNS_protein:Control_ex:1.0,0.1043655298344082,0.0440352769999998
HNS_protein:Del_turB_ex:1.0,-2.771542757335111,0.084816773
HNS_protein:Del_turB_ex:2.0,-2.7711051299540017,0.030045898
HNS_protein:WT_pCAR1_ex:1.0,-0.1791854441191186,1.129942259
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,0.1154526728229806,1.5100881500000003
HNS_protein:WT_pCAR1_Del_turA_st:1.0,1.3340221407141115,2.641906133
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,0.3848033714226716,1.417202219
HNS_protein:WT_pCAR1_Del_turA_st:2.0,1.5289949864622443,2.4118418640000003
HNS_protein:WT_pCAR1_ex:2.0,-1.324364433671033,0.8090054960000002
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-0.0030900899902707,1.065328427
HNS_protein:WT_pCAR1_Del_turB_st:1.0,1.6007122530152822,2.229185691
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,0.4768920317949542,1.5628809830000003
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-0.3377664706371736,1.48579757
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,1.61549067937588,1.921358754
HNS_protein:WT_pCAR1_Del_turB_st:2.0,1.8306135056566089,2.5733971560000004
HNS_protein:Control_ex:2.0,-0.1043655293269623,-0.0440352769999998
HNS_protein:WT_Del_turA_ex:1.0,0.0592558316488931,0.4477611470000004
HNS_protein:WT_Del_turA_ex:2.0,0.7882286679468348,1.0480181040000005
Mobile_gene:2737_exp:1.0,0.117295206089348,-0.2701902994999998
Mobile_gene:2737_exp:2.0,-0.3928868517789426,-0.1817397634999995
Mobile_gene:2737_exp:3.0,-0.145780849045769,0.2409092585000003
Mobile_gene:2737_exp:4.0,0.4213724950384847,0.2110208045000003
Mobile_gene:2737_reg:1.0,-1.1512480458219487,-0.1103131604999996
Mobile_gene:2737_reg:2.0,-1.4980279614847518,-0.4546301774999999
Mobile_gene:2737_reg:3.0,-0.7781729616347726,-0.4759374404999996
Mobile_gene:2737_reg:4.0,-0.7536039493346391,-0.3926867205
Mobile_gene:3227_exp:1.0,0.0206077790776434,0.3109854665
Mobile_gene:3227_exp:2.0,0.5946053280676404,0.1621711494999997
Mobile_gene:3227_exp:3.0,0.3613365824144447,-0.1202142484999999
Mobile_gene:3227_exp:4.0,0.3881228701623409,0.2004407475
Mobile_gene:3227_reg:1.0,-1.5706697535294485,-0.2370736674999998
Mobile_gene:3227_reg:2.0,-2.144123437191569,-0.0964536914999998
Mobile_gene:3227_reg:3.0,-1.691736648725968,-0.2022781865
Mobile_gene:3227_reg:4.0,-1.2936633353320517,-0.3768779474999997
Mobile_gene:mfsR_exp:1.0,-2.167364220327804,-1.7498666414999997
Mobile_gene:mfsR_exp:2.0,-4.681599448823557,-2.1783958465
Mobile_gene2:Condition1:1.0,0.4765725536540975,0.1649014799999992
Mobile_gene2:Condition1:2.0,-1.2598746261379414,-0.0905596250000009
Mobile_gene2:Condition2:1.0,0.6669046435242688,-0.2532468990000005
Mobile_gene2:Condition2:2.0,-0.487838645636165,0.0563164489999996
Mobile_gene2:Condition2:3.0,0.4643057303533174,0.1891200479999994
Mobile_gene2:Condition2:4.0,-0.6433717264093203,0.0078104019999996
Muconate:CJ522_fructose:1.0,-1.4009579541798058,0.3395548686666672
Muconate:CJ522_fructose:2.0,-2.7611587008029392,-0.6394086853333332
Muconate:CJ522_fructose:3.0,-1.218144383152526,0.320058235666667
Muconate:CJ522_fructose_glucose:1.0,0.7995869460752978,0.7182611256666669
Muconate:CJ522_fructose_glucose:2.0,1.1496281502036672,1.1726455406666672
Muconate:CJ522_fructose_glucose:3.0,2.2425660322608105,1.8938233736666668
Muconate:CJ522_fructose_glucose_gluconate:1.0,-0.305290918855898,0.320650383666667
Muconate:CJ522_fructose_glucose_gluconate:2.0,-0.4553374280969556,0.309514019666667
Muconate:CJ522_fructose_glucose_gluconate:3.0,-0.6592369618927013,0.2745966006666669
Muconate:CJ522_glucose_gluconate:1.0,1.3700219459694716,0.919967478666667
Muconate:CJ522_glucose_gluconate:2.0,2.4543077436827905,0.7742146956666671
Muconate:CJ522_glucose_gluconate:3.0,1.9021650333135047,0.5609677336666667
Muconate:CJ522_gluconate:1.0,-0.9794607169534202,0.5270670486666669
Muconate:CJ522_gluconate:2.0,0.3650830401469054,0.5752511236666669
Muconate:CJ522_gluconate:3.0,0.9497394286507268,0.7425998466666668
Muconate:CJ522_glucose:1.0,0.253918215047214,1.4023353946666672
Muconate:CJ522_glucose:2.0,0.2369343069476613,0.9013335636666668
Muconate:CJ522_glucose:3.0,-0.2397017326676318,0.9809129096666668
Muconate:GB032_fructose:1.0,-1.511155760702591,0.8502736116666672
Muconate:GB032_fructose:2.0,-2.497573155028117,0.499022759666667
Muconate:GB032_fructose:3.0,-2.427376406390973,0.923758230666667
Muconate:GB032_fructose_glucose:1.0,1.3279282661299845,0.635401230666667
Muconate:GB032_fructose_glucose:2.0,0.2168655097869433,0.522079978666667
Muconate:GB032_fructose_glucose:3.0,0.9218802751630978,0.7297034376666671
Muconate:GB032_fructose_glucose_gluconate:1.0,0.5928285452855082,-0.1330454173333328
Muconate:GB032_fructose_glucose_gluconate:2.0,0.0527798689988338,0.5699866746666671
Muconate:GB032_fructose_glucose_gluconate:3.0,0.2514465935300273,-0.0775671733333331
Muconate:GB032_glucose_gluconate:1.0,-1.44023715816967,0.236504352666667
Muconate:GB032_glucose_gluconate:2.0,0.086600514240353,0.9527114606666668
Muconate:GB032_glucose_gluconate:3.0,-0.4424113329723372,0.549154114666667
Muconate:GB032_gluconate:1.0,1.2339837867579828,0.8763324506666668
Muconate:GB032_gluconate:2.0,2.2098110833992046,0.7517615866666669
Muconate:GB032_gluconate:3.0,1.9245202857096164,1.1272705086666668
Muconate:GB032_glucose:1.0,1.3747466493821097,1.3604324316666672
Muconate:GB032_glucose:2.0,3.209977966429036,3.1311640316666667
Muconate:GB032_glucose:3.0,1.7578651350240666,1.4684034596666669
Muconate:GB045_fructose:1.0,-3.5243430075235223,1.3553083936666672
Muconate:GB045_fructose:2.0,-3.1641202694112733,1.2720092786666668
Muconate:GB045_fructose:3.0,-4.178050445932335,1.651821712666667
Muconate:GB045_fructose_glucose:1.0,-0.5588489727679898,1.4675525486666672
Muconate:GB045_fructose_glucose:2.0,-0.5428259197546125,1.8655111316666664
Muconate:GB045_fructose_glucose_gluconate:1.0,-0.8297480462867789,1.8669114816666663
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.443983913044029,0.534225516666667
Muconate:GB045_fructose_glucose_gluconate:3.0,-1.3536618253708548,1.0398176326666668
Muconate:GB045_glucose_gluconate:1.0,1.3387744628454403,2.9095726656666674
Muconate:GB045_glucose_gluconate:2.0,1.0988246668315846,2.673486148666667
Muconate:GB045_glucose_gluconate:3.0,1.1195453113363651,2.379368075666667
Muconate:GB045_gluconate:1.0,-2.058815537549171,0.7005127236666668
Muconate:GB045_gluconate:2.0,-1.7888185084883956,0.2105540846666671
Muconate:GB045_gluconate:3.0,-0.572926883803856,0.9523789576666668
Muconate:GB045_glucose:1.0,-0.3785606418785258,1.383072923666667
Muconate:GB045_glucose:2.0,-0.0512150833897204,1.5969749206666668
Muconate:GB045_glucose:3.0,-1.329465530405464,1.4588254696666674
Muconate:GB062_fructose:1.0,-0.024299118838914,0.619696231666667
Muconate:GB062_fructose:2.0,1.2226206200239345,1.245610657666667
Muconate:GB062_fructose:3.0,0.2869024459489009,1.5669673386666672
Muconate:GB062_fructose_glucose:1.0,0.352518977542414,0.7570014646666672
Muconate:GB062_fructose_glucose:2.0,0.4928862595713005,0.010447910666667
Muconate:GB062_fructose_glucose:3.0,0.0303475116823463,-0.1033122063333329
Muconate:GB062_fructose_glucose_gluconate:1.0,-0.904319101065726,0.4685677296666668
Muconate:GB062_fructose_glucose_gluconate:2.0,-0.4783026032345329,0.6020391196666668
Muconate:GB062_fructose_glucose_gluconate:3.0,-1.1556395889985358,0.780303288666667
Muconate:GB062_glucose_gluconate:1.0,-0.1139312847255699,0.8712645956666671
Muconate:GB062_glucose_gluconate:2.0,0.6581739459540943,0.7645965756666668
Muconate:GB062_glucose_gluconate:3.0,-0.9730328824889934,0.405946598666667
Muconate:GB062_gluconate:1.0,0.2216014119406203,0.4586431646666669
Muconate:GB062_gluconate:2.0,1.0759298453221162,1.267552677666667
Muconate:GB062_gluconate:3.0,0.803284608090757,1.4734297666666674
Muconate:GB062_glucose:1.0,1.4825539988711938,1.5691463776666668
Muconate:GB062_glucose:2.0,0.8592959331675174,1.5445316776666669
Muconate:GB062_glucose:3.0,0.8856530002255034,1.6817190636666668
Muconate:KT2440_fructose:1.0,0.5700691562208636,1.1564253706666672
Muconate:KT2440_fructose:2.0,3.2166928153330985,1.3379945846666672
Muconate:KT2440_fructose:3.0,4.31544731939831,3.0152066836666678
Muconate:KT2440_fructose_glucose:1.0,2.470494246054066,1.6238779706666673
Muconate:KT2440_fructose_glucose:2.0,3.5684582690829982,1.492015428666667
Muconate:KT2440_fructose_glucose:3.0,0.716423461968709,0.5278638276666672
Muconate:KT2440_fructose_glucose_gluconate:1.0,2.708106743519915,1.322147485666667
Muconate:KT2440_fructose_glucose_gluconate:2.0,1.8265561617616963,0.8478955416666669
Muconate:KT2440_fructose_glucose_gluconate:3.0,4.466994821894711,1.7032789606666672
Muconate:KT2440_glucose_gluconate:1.0,5.145261895846625,2.013741419666667
Muconate:KT2440_glucose_gluconate:2.0,1.9398424277915565,0.871302368666667
Muconate:KT2440_glucose_gluconate:3.0,5.651139596713157,2.7460693276666666
Muconate:KT2440_gluconate:1.0,-0.3385226469053103,-0.0339645143333329
Muconate:KT2440_gluconate:2.0,-0.684414320817865,0.0722699906666668
Muconate:KT2440_gluconate:3.0,0.244298325593909,0.0502227006666671
Muconate:KT2440_glucose:1.0,0.5859385186195373,0.2857026006666667
Muconate:KT2440_glucose:2.0,-0.0763396194572912,-0.0875839453333329
Muconate:KT2440_glucose:3.0,-0.5095989004455423,-0.1981186553333329
Multistress:Control:1.0,0.0114257385765694,-0.0945534976666664
Multistress:Control:2.0,0.2414273055456895,0.1750285193333338
Multistress:Control:3.0,-0.2528530447928952,-0.0804750216666665
Multistress:NaCl_7min:1.0,-0.1516958920652444,-1.2422881706666664
Multistress:NaCl_60min:1.0,2.5477427138139,-0.0800117646666667
Multistress:NaCl_7min:2.0,0.1914619862940875,-1.3610934506666663
Multistress:NaCl_60min:2.0,3.1596260034375128,-0.0730964746666664
Multistress:NaCl_7min:3.0,0.5812421617089314,-0.8444920776666662
Multistress:NaCl_60min:3.0,2.32815452323264,-0.5687550266666666
Multistress:Imipenem_7min:1.0,1.5124873859865555,-0.1590690366666667
Multistress:Imipenem_60min:1.0,0.5705110226936383,-1.8318101186666664
Multistress:Imipenem_7min:2.0,-2.067971011465272,-1.606050350666666
Multistress:Imipenem_60min:2.0,-1.5061420368934677,-1.2578931026666664
Multistress:Imipenem_7min:3.0,-1.1710698560986392,-1.5358053466666663
Multistress:Imipenem_60min:3.0,1.2228522912159263,-0.439549276666666
Multistress:H2O2_7min:1.0,-0.2085927550298074,-0.0747717726666659
Multistress:H2O2_60min:1.0,1.3866495260111047,-0.5142588376666661
Multistress:H2O2_7min:2.0,-2.9403031973977813,-0.9758743386666664
Multistress:H2O2_60min:2.0,3.5579232294349623,-0.1770620246666663
Multistress:H2O2_7min:3.0,-2.131299768848178,-0.3440319356666661
Multistress:H2O2_60min:3.0,5.258614598673975,1.6472976053333337
Myristic_acid:Control:1.0,0.0996841838298184,-0.2296961233333334
Myristic_acid:Control:2.0,-1.3278946644843297,-0.1858945333333332
Myristic_acid:Control:3.0,1.2282104805052434,0.4155906566666663
Myristic_acid:Myristic_acid:1.0,-0.5293326224860665,-0.6490090543333333
Myristic_acid:Myristic_acid:2.0,0.1283556929160243,-0.7312579043333334
Myristic_acid:Myristic_acid:3.0,0.1962089575110526,-0.4772830383333333
Phase:WT_Tr:1.0,9.514632163909871,4.858942239999999
Phase:WT_Tr:2.0,8.669848983408073,4.651298207
Phase:WT_Ex:1.0,0.3829247950431936,-0.2507102329999999
Phase:WT_Ex:2.0,-0.3829247951207639,0.2507102329999999
Phase:WT_Tr:3.0,12.022030543374024,4.087520498
Phase:WT_Tr:4.0,11.680733549670226,4.554525599
Phase:WT_St:1.0,13.758650546256966,5.793159896999999
Phase:WT_St:2.0,13.41084823986428,5.207554757999999
RelA:Control:1.0,0.3397579512233757,0.619407814333333
RelA:Control:2.0,-0.2919737618970114,-0.260699350666667
RelA:Control:3.0,-0.0477841887291114,-0.3587084636666677
RelA:Del_relA:1.0,-0.1378928514789112,-1.191353140666667
RelA:Del_relA:2.0,-0.7823837871641246,-1.8158763386666676
RelA:Del_relA:3.0,0.2123268066721835,-0.1825676716666668
RelA:Del_relA_lignin:1.0,0.992078590454054,-0.706074786666667
RelA:Del_relA_lignin:2.0,0.9708473263794168,-0.528815285666667
RelA:Del_relA_lignin:3.0,1.2917756841410306,-0.7923431076666674
Zn:Zn_ion:1.0,1.91353497546924,0.9524240006666668
Zn:Zn_ion:2.0,2.1885067648498326,0.8998067886666665
Zn:Zn_ion:3.0,2.5114586885971346,0.9443075136666664
Zn:Control:1.0,0.0526741736210853,0.3313164756666666
Zn:Control:2.0,-0.1386187564509706,-0.1669957463333333
Zn:Control:3.0,0.0859445850665928,-0.1643207293333333
ZnO:Control:1.0,0.1972069691302853,0.016162424
ZnO:Control:2.0,-0.197206969273147,-0.016162424
ZnO:Nano:1.0,0.1530355812587102,-0.0015250809999995
ZnO:Nano:2.0,0.0243562930050808,0.2150110950000003
ZnO:Nano:3.0,-0.6404744261983034,-0.2089358169999995
ZnO:Zn_ion:1.0,-0.1044196765511924,-0.1674054429999998
ZnO:Zn_ion:2.0,0.1000088126808132,0.106781905
ZnO:Zn_ion:3.0,-0.9006960094336836,-0.2798001750000001
