,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,1.3764655104159393,0.2110444125988136,2.0,0.0,1.2272345751357865,1.0,1.525696445696092,,,,
1,ALE__GalactoseA6,-1.3298201987498834,0.03370078036682131,2.0,2.0,-1.3536502490785411,3.0,-1.3059901484212255,,,,
2,ALE__GalactoseA8,-0.5873495093725764,0.3257965278342377,2.0,4.0,-0.3569765752539551,5.0,-0.8177224434911976,,,,
3,ALE__IL_Control,-4.648892382164149e-11,1.5248751702434136,4.0,6.0,1.139698421827963,7.0,-1.7083279947444363,8.0,1.423780895698506,9.0,-0.8551513229679886
4,ALE__IL_TEOH_OAc,-0.606317033176897,1.6900155653379503,2.0,10.0,0.5887044333843844,11.0,-1.8013384997381785,,,,
5,ALE__IL_TEA_HS,0.66573991643975,3.9829072199299613,2.0,12.0,3.4820806204890853,13.0,-2.1506007876095854,,,,
6,ALE__IL_Mixed,-2.996691956567445,0.14516335464796445,2.0,14.0,-3.0993379490188087,15.0,-2.894045964116082,,,,
7,ALE__IL_PP5350,-1.619944830465676,0.5590170292186556,2.0,16.0,-1.2246600983064064,17.0,-2.015229562624946,,,,
8,ALE__IL_T8,-0.41581028113382995,0.14260387927864598,2.0,18.0,-0.5166464511952683,19.0,-0.3149741110723916,,,,
9,ALE__IL_T9,-2.6336820871487605,0.2839427731962098,2.0,20.0,-2.432904226752807,21.0,-2.8344599475447145,,,,
10,ALE__IL_Control2,-0.17463999474535025,0.17765692984370063,2.0,22.0,-0.3002624145626137,23.0,-0.0490175749280868,,,,
11,ALE__IL_Glc+Ace,-2.7902940317989264,0.48963952026295776,2.0,24.0,-2.444066606684061,25.0,-3.136521456913792,,,,
12,ALE__XyloseA1,1.897135097862848,1.0140843195422489,2.0,26.0,1.1800691988195782,27.0,2.614200996906118,,,,
13,ALE__XyloseA2,1.700664226987373,0.6850711692431765,2.0,28.0,1.216245757620126,29.0,2.18508269635462,,,,
14,ALE__XyloseA3,1.751312419357729,0.35435812918397314,2.0,30.0,1.500743383243163,31.0,2.001881455472295,,,,
15,ALE__XyloseA4,-1.3799400527806291,0.5006719320248717,2.0,32.0,-1.025911534496072,33.0,-1.733968571065186,,,,
16,Aromatic__Coumarate,-1.0023030360672383,0.39237755778214484,3.0,34.0,-1.3724488792849583,35.0,-1.0435135405252525,36.0,-0.5909466883915037,,
17,Aromatic__Coumarate+ferulate,-3.3596549264156863,0.1973812647790828,3.0,37.0,-3.313876222840669,38.0,-3.189185553522788,39.0,-3.575903002883602,,
18,Aromatic__Ferulate,1.1009774606923723,0.2501889161029792,3.0,40.0,0.9794357990804388,41.0,0.9347786633313938,42.0,1.388717919665284,,
19,Aromatic__Glucose,4.085006407213617e-11,0.4791760098419113,3.0,43.0,0.2531422871494877,44.0,0.299514393985836,45.0,-0.5526566810127735,,
20,Bioreactor1__24h,1.3302581258756163e-10,0.9419746365105285,2.0,46.0,-0.6660766530493021,47.0,0.6660766533153537,,,,
21,Bioreactor2__S_0min,-1.3346979077510923e-10,0.9195657107796025,3.0,48.0,-0.2074690812540104,60.0,1.0055762847067182,72.0,-0.7981072038531172,,
22,Bioreactor2__S_15min,-0.7477666861370095,0.7558371870815886,3.0,49.0,-0.749913006824773,61.0,0.0091413757270638,73.0,-1.502528427313319,,
23,Bioreactor2__P1_15min,-1.1060688556743934,0.6467180313981664,3.0,50.0,-1.040266345005106,62.0,-0.4947677093310137,74.0,-1.7831725126870606,,
24,Bioreactor2__P3_15min,-0.6060928743747829,0.45338591327343036,3.0,51.0,-0.9582022183044788,63.0,-0.0945191361963562,75.0,-0.7655572686235137,,
25,Bioreactor2__P5_15min,-1.363183434823745,0.03378837076167196,3.0,52.0,-1.379696756961924,64.0,-1.3855394613645131,76.0,-1.3243140861447973,,
26,Bioreactor2__S_1h,-1.723899897618358,0.43304912671723084,3.0,53.0,-1.2241742102786717,65.0,-1.9583606566820595,77.0,-1.989164825894343,,
27,Bioreactor2__S_3h,-0.8710902016302811,0.38307743700463254,3.0,54.0,-0.849049249763077,66.0,-0.4995090961862981,78.0,-1.2647122589414683,,
28,Bioreactor2__S_9h,-0.21048519648600564,0.4564662698142915,3.0,55.0,-0.4113200549579454,67.0,0.3119636002987408,79.0,-0.5320991347988123,,
29,Bioreactor2__S_25h,-0.6804873034726485,0.7943810016780752,3.0,56.0,-0.3619704974739516,68.0,-0.0947950644497528,80.0,-1.584696348494241,,
30,Bioreactor2__P1_25h,-0.15493204505795527,0.4654082506068764,3.0,57.0,-0.6671315570165933,69.0,0.2420349700519114,81.0,-0.0396995482091839,,
31,Bioreactor2__P3_25h,-0.3304855480016626,0.23014889280249926,3.0,58.0,-0.5863731572101629,70.0,-0.1404155697796477,82.0,-0.2646679170151771,,
32,Bioreactor2__P5_25h,-0.19737687089973946,0.685587881899856,3.0,59.0,0.377914171130126,71.0,-0.0140543393590084,83.0,-0.955990444470336,,
33,Carbon__Citrate,1.2025806983518035,0.10510701597851665,3.0,84.0,1.0838901301005692,85.0,1.2399738398927551,86.0,1.283878125062086,,
34,Carbon__Ferulate,1.8919928017594365,0.2245455477237171,3.0,87.0,2.117708921279783,88.0,1.8896330589278545,89.0,1.6686364250706711,,
35,Carbon__Glucose,7.727699036230717e-11,0.5378816167228556,2.0,90.0,0.3803397387375917,91.0,-0.3803397385830377,,,,
36,Carbon__Serine,2.90279857801603,0.3699985090910642,3.0,92.0,2.8676025265199594,93.0,2.551655739200718,94.0,3.2891374683274126,,
37,Carbon2__Glucose,1.0865643570075652e-10,0.4011879675710461,3.0,95.0,-0.3822565772622515,96.0,-0.0355029471736971,97.0,0.4177595247619179,,
38,Carbon2__Coumarate,1.0514167942425716,0.49848547818946004,3.0,98.0,1.318198616250523,99.0,0.4763151560082477,100.0,1.3597366104689437,,
39,Crc__Control,3.903566359042543e-11,1.1588030600948758,2.0,101.0,0.8193975018918447,102.0,-0.8193975018137734,,,,
40,Crc__Del_crc,-2.3987820137984732,0.7665175898804152,2.0,103.0,-1.8567722280952628,104.0,-2.940791799501684,,,,
41,Crc__Del_crcZ_crcY,-3.3898100753769427,0.37915876850394736,2.0,105.0,-3.657915811732424,106.0,-3.121704339021461,,,,
42,FinR__Control,-9.502043226324493e-10,0.33999690571629165,3.0,107.0,-0.0430761044876255,108.0,0.3594821776718634,109.0,-0.3164060760348509,,
43,FinR__Del_finR,-15.80806444220618,0.658900678009284,3.0,110.0,-15.092441562025623,111.0,-15.942128204090272,112.0,-16.389623560502642,,
44,FleQ__Del_fleQ,-2.2618134443718962,0.3721989195456075,3.0,113.0,-1.9906748388235165,114.0,-2.686164547380931,115.0,-2.1086009469112423,,
45,FleQ__OE_wspR,10.929027583370496,0.35568060868948526,3.0,116.0,11.06630952781798,117.0,10.52516437710751,119.0,11.195608845185996,,
46,FleQ__Control,3.614168779068431e-10,0.3251433731411257,3.0,118.0,-0.3078404094989379,120.0,-0.0322085798018079,121.0,0.3400489903849964,,
47,Fuel__Butanol,-0.9086920814841103,0.06588905602939805,2.0,122.0,-0.955282679808478,123.0,-0.8621014831597426,,,,
48,Fuel__Control,-1.3130235093639087e-10,0.023638516305669457,2.0,124.0,0.0167149550456253,125.0,-0.01671495530823,,,,
49,Fuel__Isopentanol,-8.481902065234156,1.8219344343754549,2.0,126.0,-9.770204258658316,127.0,-7.193599871809994,,,,
50,Glycolaldehyde__Glycolaldehyde,-7.822349575351692,0.8892487040815582,2.0,128.0,-7.193555786534272,130.0,-8.451143364169111,,,,
51,Glycolaldehyde__Control,1.9178764132377069e-10,0.307559378874373,2.0,129.0,-0.2174773222278041,131.0,0.2174773226113794,,,,
52,HNS_protein__Control_ex,2.537229454313561e-10,0.14759514737725551,2.0,132.0,0.1043655298344082,147.0,-0.1043655293269623,,,,
53,HNS_protein__Del_turB_ex,-2.771323943644556,0.0003094492888151434,2.0,133.0,-2.771542757335111,134.0,-2.7711051299540017,,,,
54,HNS_protein__WT_pCAR1_ex,-0.7517749388950757,0.8097638291845171,2.0,135.0,-0.1791854441191186,140.0,-1.324364433671033,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,0.25012802212282614,0.19045970549717545,2.0,136.0,0.1154526728229806,138.0,0.3848033714226716,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,1.431508563588178,0.1378666213757434,2.0,137.0,1.3340221407141115,139.0,1.5289949864622443,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,0.23690097090234175,0.3393986131626398,2.0,141.0,-0.0030900899902707,143.0,0.4768920317949542,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,1.7156628793359454,0.16256473474596375,2.0,142.0,1.6007122530152822,146.0,1.8306135056566089,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,0.6388621043693532,1.3811613761753398,2.0,144.0,-0.3377664706371736,145.0,1.61549067937588,,,,
60,HNS_protein__WT_Del_turA_ex,0.42374224979786396,0.5154616358470656,2.0,148.0,0.0592558316488931,149.0,0.7882286679468348,,,,
