,-0.0969516599582,-0.08402477196377334,-0.07109788396934667,-0.05817099597492001,-0.045244107980493345,-0.03231721998606668,-0.019390331991640017,-0.006463443997213353,0.006463443997213311,0.019390331991639975,0.03231721998606664,0.04524410798049332,0.05817099597491997,0.07109788396934662,0.0840247719637733,0.09695165995819997,0.10987854795262662,0.12280543594705327,0.13573232394147994,0.14865921193590664
thresh,-0.10341510395541334,0.10341510395541334,2,,,,,,,,,,,,,,,,,
unreg,0,1,3,7,16,66,470,2297,2205,370,74,26,7,6,3,4,1,1,0,0
RbsR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['nicC'],['fpr-I'],[],[]
RbsR_genes,[],[],[],[],[],[],[],[],[],[],[],[],['rbsD'],[],[],['rbsK'],['Nuh' 'rbsB'],['rbsC' 'rbsA-I'],['rbsR'],[]
