,A,Nac
ml_abx__ctrl__5,0.5166824817,-0.6652296686
ml_abx__ctrl__6,-0.1664783071,-0.9512295942000001
ml_abx__dox__1,2.6001238531,-1.3914487036
ml_abx__dox__2,2.9174327069,-1.878794421
ml_abx__dox__3,3.7061362976,-1.6203851155
ml_abx__glob__1,-1.1435146313,-1.1536181188
ml_abx__glob__2,0.6457090635,1.8903465458
ml_abx__glob__3,-0.2703609556,-1.1702925087
ml_abx__lvx__1,-2.4082465454,-1.8782566184
ml_abx__lvx__2,-1.2127837845,1.3223844493999999
ml_abx__lvx__3,-0.7405679602,-1.1408592061
ml_abx__mec__1,-0.4461372977,-1.8728252269
ml_abx__mec__2,1.0177303029,1.9488135524999999
ml_abx__mec__3,0.33415405740000004,-1.3718220918
ml_abx__mem__1,-0.4724158338,-1.214629616
ml_abx__mem__2,0.3984355826,1.229601287
ml_abx__mem__3,0.37971611800000005,-1.1754776413
ml_abx__nit__1,-1.8096820011,-1.2620286763
ml_abx__nit__2,-1.0112369166,-1.1402583953
ml_abx__nit__3,-0.1531523133,-1.0992064272
ml_abx__ntx__1,0.6224939993,-1.5337080387
ml_abx__ntx__2,-0.1900101492,-1.6769146097
ml_abx__nor__1,-2.2393918545,-1.3887784058000001
ml_abx__nor__2,0.0396754403,1.1593360535000001
ml_abx__nor__3,-0.7581144434,-1.7006674442
ml_abx__pb__1,-0.8576686783,-0.1679737621
ml_abx__pb__2,1.119890272,4.217757862
ml_abx__pb__3,-0.031360924000000005,-0.0887608018
ml_abx__tmp__1,-0.0154845012,-1.0420819584
ml_abx__tmp__2,1.0888490534,-1.0954497415
ml_abx__tmp__3,1.018490802,-1.4114917873000001
mut_abx__del_mutS_000nor__1,-0.8080671500000001,-0.892685481
mut_abx__del_mutS_000nor__2,0.07043245270000001,-0.2730472004
mut_abx__del_mutS_000nor__3,0.7376346973,1.1657326814
mut_abx__del_mutS_125nor__1,0.2806860445,-0.4264533407
mut_abx__del_mutS_125nor__2,-0.7214334166,-1.1722816529
mut_abx__del_mutS_125nor__3,-0.31424279650000003,-1.0904515092
mut_abx__del_mutS_250nor__1,-0.278121834,-1.2755710454
mut_abx__del_mutS_250nor__2,0.3646342448,-0.1449052408
mut_abx__del_mutS_250nor__3,-0.3553885781,-0.8677287704000001
mut_abx__del_mutS_375nor__1,0.0155323486,-0.7028819352
mut_abx__del_mutS_375nor__2,-0.0015833376,0.0103479579
mut_abx__del_mutS_375nor__3,-0.0464339378,-0.7995006330000001
mut_abx__del_mutS_500nor__1,0.3477641878,-0.46356048450000004
mut_abx__del_mutS_500nor__2,-0.021361619300000002,-0.764648678
mut_abx__del_mutS_500nor__3,0.6780432492,-0.5333769148
mut_abx__del_mutS_625nor__1,1.2992342274,-0.1173186274
mut_abx__del_mutS_625nor__2,0.6344415560000001,-0.5093672875
mut_abx__del_mutS_625nor__3,0.7108579429,-0.4422931854
mut_abx__del_mutS_750nor__1,0.7553544848,-0.5593425601
mut_abx__del_mutS_750nor__2,-0.038372689,-0.6932032953
mut_abx__del_mutS_750nor__3,0.5304140621,-0.6248489539000001
mut_abx__del_mutS_875nor__1,-1.3939421561,-0.8452244467000001
mut_abx__del_mutS_875nor__2,0.1392623987,-0.7367682584
mut_abx__del_mutS_875nor__3,0.1265983087,-0.7339168622000001
nit_yeaG__wt_Nminus__1,0.0196629541,-0.3656801014
nit_yeaG__wt_Nminus__2,-0.0196629541,0.3656801014
nit_yeaG__wt_Nplus__1,-0.9531525696,-7.5441983683
nit_yeaG__wt_Nplus__2,-2.3128774436,-7.2255839001
nit_yeaG__del_yeaG_Nminus_24h__1,4.2811028148,0.2064307273
nit_yeaG__del_yeaG_Nminus_24h__2,3.995195255,0.0532915137
nit_yeaG__del_yeaG_Nminus_24h__3,3.9706530201,0.9909716522
nit_yeaG__del_yeaG_Nminus__1,0.0524590397,0.63984442
nit_yeaG__del_yeaG_Nminus__2,-0.118407866,0.4253076528
nit_yeaG__del_yeaG_Nplus__1,-0.9904795454,-7.2444840309
nit_yeaG__del_yeaG_Nplus__2,-2.2652022586,-7.4881940401
opex__amp__1,0.8182447532,0.4479986829
opex__amp__2,-0.0023314519,0.3785534493
opex__amp__3,0.8441117219000001,0.1329866495
opex__bak_amp__1,1.5716722082999999,0.0626371643
opex__bak_amp__2,0.7352636799000001,1.1768085963
opex__bak_amp__3,0.1832242985,0.6733368296000001
opex__bak_kan__1,0.2342643684,0.7501808155
opex__bak_kan__2,1.1072448863,0.718590112
opex__bak_kan__3,0.0956312566,1.0747757999
opex__bak_nor__1,-0.69712803,-0.1767687887
opex__bak_nor__2,0.1042959261,0.1562343884
opex__bak_nor__3,0.0809845382,0.9792488161
opex__bak_rif__1,2.0718114208,0.3748368408
opex__bak_rif__2,2.0118506622,1.3172680226
opex__bak_rif__3,0.7535266143,0.4044410614
opex__chx_amp__1,-0.3214352254,0.4052831287
opex__chx_amp__2,0.2117384183,0.46997222240000003
opex__chx_amp__3,-0.4000200908,-0.0438006187
opex__chx_kan__1,0.8774903708,0.08310764620000001
opex__chx_kan__2,0.3677502654,0.119033894
opex__chx_kan__3,-0.19876677510000001,0.24888194660000001
opex__chx_nor__1,0.0695073093,-0.0232086947
opex__chx_nor__2,-0.5284499593,0.1725911215
opex__chx_nor__3,0.6756034583,0.47016748010000003
opex__chx_rif__1,0.7037269871,0.4786695408
opex__chx_rif__2,0.082167668,0.6287932070000001
opex__chx_rif__3,-0.32202413760000004,-0.1267547268
opex__ctrl__1,0.17960325600000002,-0.11530427630000001
opex__ctrl__2,0.055117121000000005,-0.23854037560000002
opex__ctrl__3,-0.234720377,0.35384465190000003
opex__etoh_amp__1,0.2888474486,0.1054982386
opex__etoh_amp__2,1.0979538643,0.7121575845
opex__etoh_amp__3,0.45511226050000003,-0.0954958176
opex__etoh_kan__1,1.2716597728,-0.1245988588
opex__etoh_kan__2,-0.0910212767,-0.3140966206
opex__etoh_kan__3,0.4472035903,0.3316775618
opex__etoh_nor__1,0.8928836255,0.1027009913
opex__etoh_nor__2,0.24036115090000001,-0.021574109100000002
opex__etoh_nor__3,0.3497127461,-0.2199398237
opex__etoh_rif__1,0.37024555670000003,0.17968323260000002
opex__etoh_rif__2,0.7605437199,0.3282590909
opex__etoh_rif__3,1.1705534260000001,0.7783279434
opex__glual_amp__1,0.6740016767,0.10530837330000001
opex__glual_amp__2,0.9332326596,0.2529838942
opex__glual_amp__3,0.7309692161,1.0741185747
opex__glual_kan__1,-0.0031794335,-0.6496246353
opex__glual_kan__2,0.6284690596,0.7187627754
opex__glual_kan__3,0.5123139274,0.16590912230000002
opex__glual_nor__1,0.8996786702,0.21750073920000002
opex__glual_nor__2,-0.0217687316,-0.0286281001
opex__glual_nor__3,0.5355698962000001,0.15726883930000002
opex__glual_rif__1,1.6967639745,1.2389379822
opex__glual_rif__2,1.8908766145,1.0027274324
opex__glual_rif__3,1.4549422083,1.1641430962000001
opex__h2o2_amp__1,1.856070022,0.6547041735
opex__h2o2_amp__2,1.7868158224,-0.044668826200000004
opex__h2o2_amp__3,1.76287028,0.5012288263
opex__h2o2_kan__1,1.112290356,0.5197096036000001
opex__h2o2_kan__2,1.1890760394,1.1035502263
opex__h2o2_kan__3,1.9401259030000002,1.3380920761000001
opex__h2o2_nor__1,1.3344737392,0.7911271535000001
opex__h2o2_nor__2,0.7873304579,0.3442178278
opex__h2o2_nor__3,1.5660000987,1.1570359284
opex__h2o2_rif__1,3.3611762951,1.5639571396
opex__h2o2_rif__2,4.0462708768,2.2965779954
opex__h2o2_rif__3,3.4467657603,1.9980615225
opex__ippoh_amp__1,1.8128679792,0.2168985354
opex__ippoh_amp__2,0.8598951406,-0.0630823338
opex__ippoh_amp__3,1.8803389588,0.5443166178000001
opex__ippoh_kan__1,1.2329154378,-0.2125091382
opex__ippoh_kan__2,1.931233412,0.5710745188
opex__ippoh_kan__3,0.8620037834000001,-0.6670281574
opex__ippoh_nor__1,0.7103831714000001,-0.9686216246
opex__ippoh_nor__2,1.3317526346,-0.0659620275
opex__ippoh_nor__3,3.0424993463,1.2968665654
opex__ippoh_rif__1,1.5959115301,-0.1678331835
opex__ippoh_rif__2,1.3528358619,-0.041216432000000004
opex__ippoh_rif__3,1.0727420478,-0.1566701858
opex__kan__1,0.08722587720000001,0.0271366085
opex__kan__2,0.36926657900000004,0.28022768270000004
opex__kan__3,-0.0864035487,0.4085905408
opex__nor__1,-0.9032681090000001,-0.09257402170000001
opex__nor__2,0.11514926660000001,0.4091830991
opex__nor__3,-0.1450980114,0.358495279
opex__paa_amp__1,0.006269161200000001,0.0365163213
opex__paa_amp__2,-0.1784463637,-0.11402403
opex__paa_amp__3,-0.3851432823,0.0456126155
opex__paa_kan__1,0.8594176699,0.9020800196000001
opex__paa_kan__2,1.4737244345,1.8264970348
opex__paa_kan__3,1.0300226936,0.7108333442
opex__paa_nor__1,0.2436311335,0.240976507
opex__paa_nor__2,0.1308170917,0.5379597744
opex__paa_nor__3,-0.2194777493,0.48074034320000003
opex__paa_rif__1,1.0549353323,1.2768644805
opex__paa_rif__2,1.5867657747,1.1408729296
opex__paa_rif__3,1.3187743267,0.9195497979
opex__phenol_amp__1,-0.1574352782,-0.17201317730000001
opex__phenol_amp__2,0.6345120341,1.0068233632
opex__phenol_amp__3,0.3977515641,0.1428981546
opex__phenol_kan__1,0.6839821238,-1.1943450463
opex__phenol_kan__2,0.7277833647,-0.5553475526
opex__phenol_kan__3,0.2569294008,-0.19621288050000002
opex__phenol_nor__1,-0.6509520189,-0.3878830714
opex__phenol_nor__2,-0.0319153109,-0.0979474001
opex__phenol_nor__3,-0.07373138330000001,0.4476459582
opex__phenol_rif__1,1.5732246505,0.8461358581
opex__phenol_rif__2,2.1625689242,1.0548195182
opex__phenol_rif__3,3.0983625949,1.3841146621
opex__pvpi_amp__1,-0.1948415471,0.3442972217
opex__pvpi_amp__2,0.3247512534,0.6933497336000001
opex__pvpi_amp__3,0.5994934611,-0.3298904559
opex__pvpi_kan__1,-0.1484596919,-0.2892797441
opex__pvpi_kan__2,0.2313222573,0.0954188158
opex__pvpi_kan__3,0.085558427,0.2487125188
opex__pvpi_nor__1,-0.32974497150000004,0.1199404147
opex__pvpi_nor__2,-0.7095976893,0.3133267864
opex__pvpi_nor__3,0.6201932988000001,0.0889660332
opex__pvpi_rif__1,1.1253138212,1.5486858473
opex__pvpi_rif__2,2.1351588274,1.3783155489
opex__pvpi_rif__3,2.4000245362,1.8874660623000001
opex__rif__1,1.7789294163,1.9683236070999999
opex__rif__2,2.043023172,1.73789637
opex__rif__3,2.3424260209,1.5126079991
opex__naocl_amp__1,0.0320777463,0.8447887132
opex__naocl_amp__2,-0.1054017477,-0.0382469597
opex__naocl_amp__3,0.4067454836,0.337794831
opex__naocl_kan__1,-0.40274251780000003,-0.2200938276
opex__naocl_kan__2,0.7803838439,0.1202591959
opex__naocl_kan__3,0.2002567818,-0.0059839179
opex__naocl_nor__1,-0.17027096700000002,-0.0082726002
opex__naocl_nor__2,-1.3544504733,-0.7686664797
opex__naocl_nor__3,-0.4214021325,-0.24341184970000002
opex__naocl_rif__1,2.1350163919,1.4849690546
opex__naocl_rif__2,2.022447826,1.5260482322
opex__naocl_rif__3,1.4358372404,1.3730237777
phage_lysogen__wt_ctrl__1,0.23847961550000002,-0.4061063405
phage_lysogen__wt_ctrl__2,0.24175764,-0.0565713445
phage_lysogen__wt_ctrl__3,-0.4802372554,0.462677685
phage_lysogen__O104_H4__1,-0.0666247492,-0.2109543925
phage_lysogen__O104_H4__2,-0.4911752656,0.006165165
phage_lysogen__O104_H4__3,-1.0302515835,0.38619933570000003
phage_lysogen__O157_H7_PA8__1,0.0942561849,-0.0648684613
phage_lysogen__O157_H7_PA8__2,-0.6145304416,0.37842038980000003
phage_lysogen__O157_H7_PA8__3,-1.076415774,0.3420226579
phage_resist__ygbE_oe__1,-2.5596576725,0.4311129213
phage_resist__wt__1,-0.2205035876,0.0744367002
phage_resist__wt__2,0.4029550565,-0.1061078667
phage_resist__wt__3,-0.1059431947,-0.10500895780000001
phage_resist__wt__4,-0.07650827410000001,0.1366801244
phage_resist__ygbE_oe__2,-0.1564140937,-0.0666894873
phage_resist__ygbE_oe__3,0.0591518734,-0.2151517474
phage_resist__ygbE_oe__4,-0.4034435282,-0.3066691358
phage_resist__yahA_oe__1,1.5804600908,0.5341446637
phage_resist__yahA_oe__2,1.7693096314,0.2817031333
phage_resist__yahA_oe__3,1.5587764362,0.4270479264
phage_resist__yrfF_ko__1,0.11247691110000001,0.017401381100000002
phage_resist__yrfF_ko__2,0.4728709518,0.2479850982
phage_resist__yrfF_ko__3,-0.0891944405,-0.045104111100000004
pollution__wt_ctrl__1,-0.31250926230000003,-0.2708972243
pollution__wt_ctrl__2,-0.36161669999999996,0.19349092380000002
pollution__wt_ctrl__3,0.6741259623,0.0774063005
pollution__wt_urban__1,1.6052975404,-0.0725059097
pollution__wt_urban__2,1.2851548009,-0.2080716713
pollution__wt_urban__3,0.5411175802,-0.1846095895
pollution__wt_diesel__1,0.8273638739,0.17328108420000002
pollution__wt_diesel__2,0.3201008077,0.2663771622
pollution__wt_diesel__3,0.7955361337,0.3946182747
pollution__evo_diesel__1,0.897836516,-0.5884900493
pollution__evo_diesel__2,1.4031964536000001,-0.5638359531
pollution__evo_diesel__3,1.5106753027000002,-0.7362677024000001
ppGpp__wt_relAtrunc_00m__1,0.7336581582,0.0646823175
ppGpp__wt_relAtrunc_00m__2,0.37101615530000004,0.0148026198
ppGpp__mut_delrelA_10m__1,0.1276488731,0.7871838565
ppGpp__mut_delrelA_05m__1,0.7053792637,0.8100784213000001
ppGpp__mut_delrelA_10m__2,0.3377256731,0.1229571155
ppGpp__mut_delrelA_10m__3,0.08162824440000001,0.1382430915
ppGpp__mut_delrelA_00m__1,0.785684055,0.3579132977
ppGpp__mut_delrelA_00m__2,0.027726563000000003,0.30463556740000003
ppGpp__mut_delrelA_05m__2,0.1718011724,-0.098066737
ppGpp__mut_delrelA_05m__3,-0.052767352000000003,-0.0820856152
ppGpp__mut_delrelA_00m__3,0.3632337578,-0.1973244328
ppGpp__wt_delrelA_10m__1,-0.6094222975,2.4441254751
ppGpp__wt_delrelA_05m__1,-0.7963098051,1.4560919358
ppGpp__wt_delrelA_05m__2,-0.753957137,1.4907234388
ppGpp__wt_delrelA_10m__2,-1.1968777646,1.8028251706
ppGpp__wt_delrelA_10m__3,-0.7813750249,2.1231339892
ppGpp__wt_delrelA_00m__1,0.1846126002,0.3753478514
ppGpp__wt_delrelA_00m__2,-0.1183416883,-0.1588562252
ppGpp__wt_delrelA_05m__3,-0.7277443076,1.3883062395
ppGpp__wt_delrelA_00m__3,-0.0662709119,-0.2164916261
ppGpp__mut_relAtrunc_10m__1,0.9780001711,0.3175677475
ppGpp__mut_relAtrunc_05m__1,1.7095364916,0.6076399172
ppGpp__mut_relAtrunc_05m__2,0.9753689059,0.4738267993
ppGpp__wt_relAtrunc_10m__1,0.3167089826,0.3821228363
ppGpp__wt_relAtrunc_10m__2,0.8533069612,-0.003334511
ppGpp__wt_relAtrunc_10m__3,0.7902925799,0.5178280213
ppGpp__mut_relAtrunc_00m__1,0.9160037275,0.11618745350000001
ppGpp__wt_relAtrunc_00m__3,0.4688887188,-0.0836020391
ppGpp__wt_relAtrunc_05m__1,0.2647981373,-0.0926923711
ppGpp__wt_relAtrunc_05m__2,1.0387760348,-0.4181543105
ppGpp__wt_relAtrunc_05m__3,0.6858947431,-0.15526097290000002
ppGpp__mut_relAtrunc_00m__2,0.6732163578,0.4001133538
ppGpp__mut_relAtrunc_00m__3,0.7516870929,-0.3451381273
ppGpp__mut_relAtrunc_10m__2,1.1441280369,0.063314143
ppGpp__mut_relAtrunc_05m__3,0.9625546963,0.1287406243
ppGpp__mut_relAtrunc_10m__3,0.5994254879,-0.4700993378
pressure__high_pressure__1,0.1430442851,-1.2070228702
pressure__high_pressure__2,-0.6278229895,-0.9483161386000001
pressure__low_pressure__1,-0.0537541715,0.1707652296
pressure__low_pressure__2,0.0537541715,-0.1707652296
quantum_dots__ctrl__1,0.542060053,0.2682902036
quantum_dots__ctrl__2,-0.542060053,-0.2682902036
quantum_dots__cdte_light__1,0.3039438344,1.4928049533
quantum_dots__cdte_light__2,-0.7559958049000001,1.4694063884
quantum_dots__cdte_dark__1,0.7365737838,1.5240077791000002
quantum_dots__cdte_dark__2,0.2683778753,1.7115093834000001
quantum_dots__cdse_light__1,0.34497640620000003,1.0439820991
quantum_dots__cdse_light__2,-0.5426627853,0.9313757323
quantum_dots__cdse_dark__1,0.133302647,1.6473968368
quantum_dots__cdse_dark__2,-0.1697556457,1.1371025621
raman__wt__1,-0.4656360486,-0.1554845309
raman__del_cyaA__1,-2.4351029137,0.36008851340000003
raman__del_cyaA_01mM__1,-1.9399428360000002,1.0624749612
raman__del_cyaA_05mM__1,-1.1535561855,0.5032404147
raman__del_cyaA_1mM__1,-2.5173867153,-0.5162851241
raman__wt__2,0.11404044810000001,0.19294674790000002
raman__del_cyaA__2,-1.9597515424,1.1568386961
raman__del_cyaA_01mM__2,-1.7817507321,1.070675969
raman__del_cyaA_05mM__2,-1.0616106493,0.3223949371
raman__del_cyaA_1mM__2,-2.2539814193,-0.4545622212
raman__wt__3,0.3515956004,-0.037462216900000005
raman__del_cyaA__3,-2.0206255032,1.1979772993
raman__del_cyaA_01mM__3,-2.1987671094,1.1246151405
raman__del_cyaA_05mM__3,-2.3699873013,-0.18479325570000002
raman__del_cyaA_1mM__3,-3.1387904769,-0.9827737076
rand_barrel__mut_nanE__1,0.5641986521,0.4998941182
rand_barrel__mut_nanE__2,1.1223799377,0.7804221735
rand_barrel__mut_nanE__3,-0.3677922724,0.9968936042000001
rand_barrel__mut_pdxJ_1__1,2.1222213362,1.0183352264
rand_barrel__mut_pdxJ_1__2,2.5790148372,1.3367483112
rand_barrel__mut_pdxJ_1__3,-1.0675104338,0.8786882392
rand_barrel__mut_pdxJ_2__1,0.8832774259,-0.599499611
rand_barrel__mut_pdxJ_2__2,1.3500782279,-0.5245829205
rand_barrel__mut_pdxJ_3__1,1.124852659,-0.3072695104
rand_barrel__mut_pdxJ_3__2,2.0222703097,-0.11976242720000001
rand_barrel__del_serB__1,-0.3880312294,-0.6021079515000001
rand_barrel__del_serB__2,0.3880312294,0.6021079515000001
rockhopper__CV104_pHDB3__1,-5.5405391364,-3.5461986922
rockhopper__CV104_pHDB3__2,-5.6564462358,-3.3589361562
rockhopper__CV104_pHDB3__3,-5.1929528389,-2.9678290596
rockhopper__CV104_pLCV1__1,-5.7759895996,-3.5498428081
rockhopper__CV104_pLCV1__2,-5.7660167469,-3.3439208064
rockhopper__CV104_pLCV1__3,-5.57551176,-3.4092495196
rockhopper__wt_lb__1,-4.3779409178,-3.3977562973
rockhopper__wt_lb__2,-4.8510291402,-3.3763041201
rockhopper__wt_lb__3,-4.6555578942,-3.5429375324
rockhopper__wt_lb_aMG__1,-5.618319081,-3.1844009675000002
rockhopper__wt_lb_aMG__2,-5.5472233379,-3.0892324835
rockhopper__wt_lb_aMG__3,-4.6450750821,-3.552578473
rockhopper__del_sgrR_lb_aMG__1,-5.6629376976,-3.4029044106
rockhopper__del_sgrR_lb_aMG__2,-5.4621927804,-2.5994414873
rockhopper__del_sgrR_lb_aMG__3,-5.6069930799000005,-3.2391562896
rockhopper__del_sgrS_glyc_aMG__1,-6.5043455545,-2.9713799692
rockhopper__del_sgrS_glyc_aMG__2,-9.0228842901,-3.1961693268999998
rockhopper__del_sgrS_glyc_aMG__3,-5.6097096905,-2.3149661897
rockhopper__del_sgrS_glyc__1,-5.538306405,-3.7665645646
rockhopper__del_sgrS_glyc__2,-7.1019790152,-3.6453477303
rockhopper__del_sgrS_glyc__3,-5.5337300423,-3.4493057352
rockhopper__wt_lb_aMG__4,-4.8248102329,-3.1469174033
rockhopper__wt_lb_aMG__5,-5.1140613002,-3.13039711
rockhopper__wt_lb_aMG__6,-5.0271677827,-3.0999692271
rockhopper__wt_glyc_aMG__1,-5.5230968766,-2.7936341035
rockhopper__wt_glyc_aMG__2,-7.6853418986,-2.7491431405
rockhopper__wt_glyc_aMG__3,-6.4048170252,-3.3583977165
rockhopper__wt_glyc__1,-4.8387622828,-3.6216161862
rockhopper__wt_glyc__2,-6.9052974781,-4.4327893843
rockhopper__wt_glyc__3,-5.4344816971,-3.7546738981
rockhopper__CV108_glyc_aMG__1,-3.059020558,-0.46432353600000004
rockhopper__CV108_glyc_aMG__2,-4.228940892,-0.5749377987000001
rockhopper__CV108_glyc_aMG__3,-2.8437087976,-0.6088169705
rockhopper__wt_glyc__4,2.6291917988,0.5505250073
rockhopper__wt_glyc__5,2.5711767144,-1.5749458444000002
rockhopper__wt_glyc__6,3.0310047403,2.0830377593
rockhopper__wt_glyc_aMG__4,-1.9632866219,0.6185007299
rockhopper__wt_glyc_aMG__5,-3.2820144609,-0.0818142063
rockhopper__wt_glyc_aMG__6,-3.0957980868,-1.0575722745
rockhopper__wt_glyc__7,1.1972655661,2.197010749
rockhopper__wt_glyc__8,-1.0435920057999999,0.9845969315
rockhopper__wt_glyc__9,0.9817602008,1.9981771486
rockhopper__wt_glyc__10,3.5752500688,2.5616495094
rockhopper__wt_glyc__11,2.3311405311,1.6056867178
rockhopper__wt_glyc__12,1.9053438436,1.4033414901
rpoD__wt__1,-0.1527565734,-0.1344798339
rpoD__wt__2,-0.2903073956,0.1320391239
rpoD__rpoD_mut__1,-1.2301374221999999,-1.3279723022
rpoD__rpoD_mut__2,-0.7476121413,-0.6282034406
rpoD__rpoD_mut__3,-0.6021944787,0.2808922408
rpoD__wt__3,0.4430639691,0.00244071
rpoN_peptide__ctrl__1,-0.14090659800000002,-0.0423986598
rpoN_peptide__ctrl__2,-0.20574566130000002,-0.0159681178
rpoN_peptide__ctrl__3,0.3466522593,0.0583667776
rpoN_peptide__nminus__1,-0.3993803039,-0.23673890660000002
rpoN_peptide__nminus__2,-0.1069601049,-0.0851757333
rpoN_peptide__nminus__3,0.2068855309,-0.1540486998
rpoN_peptide__nplus__1,-5.3162166616,-9.2368842382
rpoN_peptide__nplus__2,-5.428770289,-9.1787202845
rpoN_peptide__nplus__3,-5.394348897,-9.0489454104
rpoN_peptide__s54_wt__1,1.1378304467,0.2677666394
rpoN_peptide__s54_wt__2,0.7394029861,0.2605759232
rpoN_peptide__s54_wt__3,1.6144433763000001,0.48300401860000003
rsd__wt_ee__1,-0.0891108607,-0.5803390805
rsd__wt_ee__2,0.0891108607,0.5803390805
rsd__del_rsd_ee__1,0.10868870400000001,-0.3172479877
rsd__del_rsd_ee__2,-0.4051721057,0.4574935382
rsd__del_ssrS_ee__1,-0.7466498246000001,-0.0014549620000000002
rsd__del_ssrS_ee__2,-0.7766782676,-0.15374414590000002
rsd__del_rsd_ssrS_ee__1,1.5230203707,1.1293312185
rsd__del_rsd_ssrS_ee__2,0.9085831005,1.3307208767
rsd__del_rpoS_ee__1,-1.6371044707,2.1408082337
rsd__del_rpoS_ee__2,-1.9158809013,1.9626409455
rsd__wt_me__1,-1.3421565661,0.5464886457
rsd__wt_me__2,-1.0797910226,0.4765536232
rsd__del_rpoS_me__1,-2.0701024515,1.3224351157
rsd__del_rpoS_me__2,-1.3715245756,0.971392947
rsd__wt_ts__1,8.0168320225,6.3068208303
rsd__wt_ts__2,8.4515527716,6.0533100723
rsd__del_rsd_ssrS_ts__1,7.7677961356,5.8151019779
rsd__del_rsd_ssrS_ts__2,7.3667549146999995,5.6656160662
rsd__del_rpoS_ts__1,9.5551529036,6.9270093786
rsd__del_rpoS_ts__2,9.2129213993,6.9399689393
rsd__wt_s__1,9.3393062971,7.0306730717
rsd__wt_s__2,9.3291633792,6.892555119
rsd__del_rsd_s__1,8.9412079934,7.1551623905
rsd__del_rsd_s__2,8.5846988442,7.0451955051
rsd__del_rsd_ssrS_s__1,5.9242067606,5.5700838757
rsd__del_rsd_ssrS_s__2,5.9663209871,5.5694397011
rsd__del_rsd_ls__1,7.3657952327,4.2011106467
rsd__del_rsd_ls__2,8.0587725022,3.2145500854
rsd__del_ssrS_ls__1,1.5124209631999999,3.7657010040000003
rsd__del_ssrS_ls__2,1.5532823811,2.4160908849
rsd__del_rsd_ssrS_ls__1,2.6157515991,6.2705052063
rsd__del_rsd_ssrS_ls__2,2.4231303732000002,5.8024808953
rsd__del_rpoS_ls__1,7.9199182086,7.8487105673
rsd__del_rpoS_ls__2,8.4997484955,7.8602832853999995
sdsR_ryeA__wt_3h__1,2.8971968395000003,0.4741126208
sdsR_ryeA__wt_8h__1,4.2004256941,0.6758332278
sdsR_ryeA__wt_3h__2,-2.8971968395000003,-0.4741126208
sdsR_ryeA__wt_8h__2,3.5448786623,0.2460867703
starve_series__t00_growth1__1,0.22181171260000002,0.1107747815
starve_series__t00_growth1__2,-0.1282391179,-0.42301510740000003
starve_series__t00_growth1__3,0.0750261036,-0.14901487060000002
starve_series__t00_growth1__4,-0.1685986982,0.4612551965
starve_series__t01_starve__1,8.153456636,-0.3486017792
starve_series__t01_starve__2,6.6859347105,-0.4658085877
starve_series__t02_starve__1,13.0857860516,0.5300309265
starve_series__t02_starve__2,13.0860263902,0.2186228476
starve_series__t03_starve__1,16.4302508309,0.5416960599
starve_series__t03_starve__2,16.6987534859,1.0881891816
starve_series__t04_starve__1,16.8724384282,0.2445636444
starve_series__t04_starve__2,17.2935277575,0.2171152492
starve_series__t05_starve__1,18.4339986117,0.6566797769
starve_series__t05_starve__2,18.4504347684,0.7086367498
starve_series__t06_starve__1,18.0603921851,0.6978479339
starve_series__t06_starve__2,17.7491464088,0.9928702839
starve_series__t07_starve__1,16.902043732,0.4598816418
starve_series__t07_starve__2,17.061108931,0.27406753710000004
starve_series__t08_starve__1,16.9449726636,0.8145097623
starve_series__t08_starve__2,17.0061751755,0.0783702517
starve_series__t09_starve__1,16.5149623222,0.8109773314000001
starve_series__t09_starve__2,16.1925645301,0.43073754470000003
starve_series__t10_starve__1,16.3336982573,0.7603014095
starve_series__t10_starve__2,16.3760840833,0.39821490260000003
starve_series__t11_starve__1,16.0938197451,0.2222171832
starve_series__t11_starve__2,15.9204979768,0.2232004386
starve_series__t12_starve__1,15.7546007168,0.3041963427
starve_series__t12_starve__2,15.5484210917,0.1478545352
starve_series__t14_starve__1,15.247614533,0.1249565071
starve_series__t14_starve__2,15.5768643067,0.1244379952
starve_series__t16_starve__1,14.318400464,-0.2672439873
starve_series__t16_starve__2,13.9550870784,-0.7471913694
starve_series__t17_starve__1,13.3766687243,-0.1183877244
starve_series__t17_starve__2,12.901808815,-0.6991554361
starve_series__t18_starve__1,13.0782617542,0.47059196210000004
starve_series__t18_starve__2,13.0448728965,-0.0221032917
starve_series__t20_starve__1,-0.2216983616,2.3480932498
starve_series__t20_starve__2,-0.1748475506,2.4054997233
starve_series__t21_growth2__1,-0.7103479751,0.8836972796
starve_series__t21_growth2__2,-1.0253092165,1.2125096681
starve_series__t22_growth2__1,-1.3433921831,-0.1958048142
starve_series__t22_growth2__2,-0.935125843,0.040073196000000005
starve_series__t23_growth2__1,-1.631642211,1.27934126
starve_series__t23_growth2__2,-1.7549852073,0.7111699626
starve_series__t25_growth2__1,-1.962735676,2.4369980021
starve_series__t25_growth2__2,-2.6057736686,1.8321251523000002
starve_series__t26_growth2__1,-1.5058515937,2.0138244247
starve_series__t26_growth2__2,-1.5491886409,1.7512139743000001
starve_series__t27_growth2__1,-1.3313482621000001,2.4819590755
starve_series__t27_growth2__2,-1.6196757831,2.017340771
starve_series__t28_growth2__1,-0.7697754006,1.2224177574
starve_series__t28_growth2__2,-0.7214804835,1.1764727634
time_course__lb_4hr__1,-0.2041730306,-0.0560160159
