,A,Nac
cstr_pfr__str_1560m__1,-8.1284719035,-1.230758203
cstr_pfr__str_1680m__1,-8.3501049811,-1.3318941256
cstr_pfr__str_ref1__1,0.0990564775,-0.0092310078
cstr_pfr__str_ref2__1,-0.4467778284,0.0801001955
cstr_pfr__str_ref3__1,-0.2607225026,0.0585003557
cstr_pfr__pfr_P5_0005m__1,-0.6243423517000001,0.5574745636
cstr_pfr__pfr_P5_0010m__1,-1.5751038974,0.0315475246
cstr_pfr__pfr_P5_0025m__1,-4.6943619913,0.5274902704000001
cstr_pfr__pfr_P3_0025m__1,-4.7439239222000005,-0.1025300725
cstr_pfr__pfr_P1_0025m__1,-4.4276324144,-0.5208330361
cstr_pfr__pfr_P5_0045m__1,-6.0443700551,0.1923111434
cstr_pfr__pfr_P5_0120m__1,-7.1256558161,0.10970125430000001
cstr_pfr__pfr_P3_0120m__1,-10.0010975765,-1.442094063
cstr_pfr__pfr_P1_0120m__1,-7.4359743907,-0.7291450969000001
cstr_pfr__pfr_P5_0210m__1,-8.0289847648,-0.0335288004
cstr_pfr__pfr_P5_1500m__1,-10.1875124063,-0.5897502677
cstr_pfr__pfr_P3_1680m__1,-8.1404919021,-0.8021016194
cstr_pfr__pfr_P5_1680m__1,-8.5245959145,-0.261159293
cstr_pfr__pfr_P1_1680m__1,-7.7484431854,-1.1241325747
cstr_pfr__str_0005m__2,-2.4270467845,-0.8790428288000001
cstr_pfr__str_0010m__2,-3.1474220326,-1.4366181737
cstr_pfr__str_0025m__2,-6.4575521606,-1.332528283
cstr_pfr__str_0045m__2,-8.2922846295,-1.3686720848
cstr_pfr__str_0075m__2,-9.4153105431,-1.6130972969
cstr_pfr__str_0120m__2,-9.8291267227,-1.7777067997
cstr_pfr__str_0210m__2,-10.5025435578,-1.8781961546
cstr_pfr__str_0330m__2,-10.0561519942,-1.5693955428000002
cstr_pfr__str_1500m__2,-9.2824122901,-1.5181314567
cstr_pfr__str_1560m__2,-8.9129518947,-1.2459424473
cstr_pfr__str_1680m__2,-8.3327786178,-1.3085012925
cstr_pfr__str_ref1__2,-0.0990564775,0.0092310078
cstr_pfr__str_ref2__2,-1.9215626483000001,-0.1838106327
cstr_pfr__str_ref3__2,-1.1956709755000001,0.0459041747
cstr_pfr__pfr_P5_0005m__2,-2.9844735437,-0.0645699896
cstr_pfr__pfr_P5_0010m__2,-2.7628591879,0.012304260000000001
cstr_pfr__pfr_P5_0025m__2,-6.7586907747,-0.1073242534
cstr_pfr__pfr_P3_0025m__2,-6.5762992664,-0.9955109574000001
cstr_pfr__pfr_P1_0025m__2,-6.4046464176,-1.4523554414
cstr_pfr__pfr_P5_0045m__2,-8.2721049454,-0.1566673329
cstr_pfr__pfr_P5_0120m__2,-9.8574384641,-0.4849177368
cstr_pfr__pfr_P3_0120m__2,-9.7977192681,-1.4387984182
cstr_pfr__pfr_P1_0120m__2,-10.0998378006,-1.7562619549
cstr_pfr__pfr_P5_0210m__2,-11.2588063623,-0.9948546993
cstr_pfr__pfr_P5_1500m__2,-10.4886794288,-0.6437660495
cstr_pfr__pfr_P3_1680m__2,-9.2651038375,-0.5201258
cstr_pfr__pfr_P5_1680m__2,-8.6995447935,-1.0308250546
cstr_pfr__pfr_P1_1680m__2,-8.3876066905,-1.4334599002
darobactin__daro_30m__1,0.7331331968,0.2298900461
darobactin__daro_30m__2,0.627357387,-0.1277900383
darobactin__solv_1h__1,5.9300250632000004,4.6228464479
darobactin__solv_1h__2,6.0986726195,4.7034342059
darobactin__daro_1h__1,3.9260424553,3.8226940949
darobactin__solv_1h__3,5.4928855293,3.7960154205
darobactin__daro_1h__2,4.2795549603,4.1568012892
darobactin__daro_1h__3,4.4455752022,3.6954601071
darobactin__daro_30m__3,1.6653539956999999,0.9043513598
darobactin__solv_30m__1,-0.251550227,-0.2340060451
darobactin__solv_15m__1,0.0121331782,-0.47311655560000004
darobactin__solv_15m__2,-0.7475376197,0.3686973102
darobactin__daro_15m__1,0.6826502867,0.6065641717
darobactin__solv_15m__3,0.7354044414,0.1044192454
darobactin__daro_15m__2,-0.4147246544,-0.31980513990000003
darobactin__daro_15m__3,0.2091857426,-0.014808276700000001
darobactin__solv_30m__2,0.6504171675,-0.151996569
darobactin__solv_30m__3,0.9489706941,0.5705830040000001
ddp__pNT3_aroP__1,-1.7323195407,0.3610556729
ddp__pNT3_aroP__2,-1.4684854938,0.4115972721
ddp__pNT3_bamC__1,-11.3851675355,-0.1538962398
ddp__pNT3_bamC__2,-10.8942204828,0.15755825580000002
ddp__pNT3_cusA__1,-12.7505444205,-0.6361374895
ddp__pNT3_cusA__2,-12.9194943695,-0.2272648274
ddp__pNT3_hemX__1,-2.4567263136,-0.2135787106
ddp__pNT3_hemX__2,-1.8966425671,0.0506549066
ddp__pNT3_empty__1,-0.2208459755,0.23662773480000002
ddp__pNT3_empty__2,0.2208459755,-0.23662773480000002
ddp__pNT3_topA__1,-8.9691979332,-0.1234675219
ddp__pNT3_topA__2,-9.6919441185,-0.2368067782
ddp__pNT3_yicR__1,-1.425714743,0.0556943408
ddp__pNT3_yicR__2,-1.8815991929,0.22297550730000001
ddp__pNT3_yqjD__1,1.3101620943,0.2465297549
ddp__pNT3_yqjD__2,1.1565901696,-0.0292222513
ecomics__del_gabT__1,-0.24368615030000002,0.3021850769
ecomics__del_gabT__2,0.24368615030000002,-0.3021850769
ecomics__del_putP__1,-2.2670039462,-0.3141160317
ecomics__del_putP__2,-2.9583569701,-0.6914129982
ecomics__del_entF__1,-1.0241983492,-0.603981769
ecomics__del_entF__2,-1.2453819348,-1.2827794452
ecomics__del_entF__3,-1.6196651699,-1.4617708206
ecomics__del_cysA__1,-1.6635240703,-1.2442114341
ecomics__del_cysA__2,-1.0853004694,-1.3932723838
elyC__wt_21C__1,1.5816766029,0.3712171798
elyC__wt_21C__2,1.8205425944,0.6000124549
elyC__wt_21C__3,1.5993321446,0.4134460699
elyC__wt_37C__1,0.0292164236,-0.15344627630000002
elyC__wt_37C__2,-0.057961499400000005,0.2050131769
elyC__wt_37C__3,0.0287450759,-0.0515669006
elyC__delelyC_21C__1,2.0501523242,0.6160958319000001
elyC__delelyC_21C__2,1.4681188996,0.5991998988
elyC__delelyC_21C__3,1.5865788927,0.5105421184
elyC__delelyC_37C__1,-0.34306873060000004,-0.2129475968
elyC__delelyC_37C__2,0.1005799477,0.11471271
elyC__delelyC_37C__3,-0.0413589365,0.08247629370000001
evo_acid_w__F9_2__1,0.1731512183,0.043547938800000005
evo_acid_w__F11_1__1,-2.4997023849,0.0310079984
evo_acid_w__F11_1__2,-2.0494715449,0.2525493138
evo_acid_w__F11_1__3,-1.6523556359,0.567246588
evo_acid_w__wt__1,1.9888750608999999,0.3465163693
evo_acid_w__F11_2__1,-0.3988059483,-0.1994311823
evo_acid_w__B11_2__1,0.3951708962,0.2818267016
evo_acid_w__F11_2__2,-0.8313851256,0.3220773912
evo_acid_w__wt__2,0.6053492702000001,0.31083178
evo_acid_w__B11_1__1,-0.28735821980000004,0.26427196540000003
evo_acid_w__H9_1__1,1.4764547078,1.8367398931
evo_acid_w__H9_2__1,-2.028366465,0.2425155854
evo_acid_w__B11_2__2,0.204094444,-0.0972159972
evo_acid_w__wt__3,0.6183843239,0.5223073233000001
evo_acid_w__H9_2__2,-1.9724809408000001,0.1089003454
evo_acid_w__B11_2__3,0.7052155771,0.3346410848
evo_acid_w__F11_2__3,-1.1493193591,0.5772709163
evo_acid_w__F9_2__2,-0.2732673517,0.1174249857
evo_acid_w__wt__4,-1.7690379418000002,0.1504897623
evo_acid_w__wt__5,-1.3798350467,0.39394036800000004
evo_acid_w__wt__6,0.7253604106,-0.4561873864
evo_acid_w__H9_1__2,1.7332507615,1.7826037421
evo_acid_w__F9_1__1,-0.2755516061,0.5981267419
evo_acid_w__F9_1__2,-0.7004597106,0.4472862951
evo_acid_w__B11_1__2,-0.3859623841,0.4260289975
evo_acid_w__H9_2__3,-1.4978434303000001,0.1516952055
evo_acid_w__wt__7,-0.8090885446,-0.1912744808
evo_acid_w__F9_1__3,0.0633907765,0.789660318
evo_acid_w__F9_2__3,0.006557364600000001,-0.22576649310000002
evo_acid_w__wt__8,-0.014519448300000001,-0.5276192801
evo_acid_w__B11_1__3,0.1472624377,0.3228984654
evo_acid_w__wt__9,0.0345119158,-0.5490044556
evo_bz__c3_1_bz__1,0.7971662424,2.1690772872
evo_bz__c3_1_bz__2,-1.2736936669,-0.1869252247
evo_bz__c3_1_bz__3,-0.1843942846,-0.1388109059
evo_bz__c3_1_bz__4,0.0758211948,-0.0364527915
evo_bz__g5_1_bz__1,-0.1387168818,1.3467611637
evo_bz__g5_1_bz__2,-2.986134856,0.9986716315
evo_bz__g5_1_bz__3,-0.8033308761,0.9009299594
evo_bz__g5_1_bz__4,-2.9094066538,-0.16811272030000002
evo_bz__g5_1_bz__5,-3.0106213605,-0.1059837681
evo_bz__g5_1_bz__6,-2.8708635162,0.16673522870000002
evo_bz__w3110d13__1,0.41679284850000003,0.3033269625
evo_bz__w3110d13__2,-0.3005176617,0.43586570690000004
evo_bz__w3110d13__3,0.1901484437,-0.2673291553
evo_bz__w3110d13__4,0.014007427000000001,0.3849194393
evo_bz__w3110d13__5,-0.1806875194,-0.5366444716000001
evo_bz__w3110d13__6,-0.13974353820000002,-0.3201384819
evo_bz__w3110d13_bz__1,-0.0660911646,0.3780716194
evo_bz__w3110d13_bz__2,0.2308465499,0.490113395
evo_bz__w3110d13_bz__3,0.0831537187,-0.0428889208
evo_bz__w3110d13_bz__4,0.41524086330000004,0.45294584130000004
evo_bz__c3_1_bz__5,0.24505294600000002,2.303598922
evo_bz__c3_1_bz__6,0.353093225,2.3211518011
evo_bz__g5_2_bz__1,-2.2652809146,-0.4180972208
evo_bz__g5_2_bz__2,-2.5217277305,-0.5768183162
evo_bz__g5_2_bz__3,-1.6395283185,-0.8635419106000001
evo_bz__g5_2_bz__4,0.9166591207,1.1593093284
evo_bz__g5_2_bz__5,1.2106656612,0.9061621579
evo_bz__g5_2_bz__6,1.5922827911000001,1.5743042692
evo_bz__w3110d13_bz__5,0.20431607570000002,-0.23066085700000002
evo_bz__w3110d13_bz__6,-0.5769489129,-0.31681547050000003
evo_bz__a1_1_bz__1,4.4612416971,0.18022279260000001
evo_bz__a1_1_bz__2,-0.09548935680000001,0.035624022400000004
evo_bz__a1_1_bz__3,-2.5652596432,-0.5342899541
evo_bz__a1_1_bz__4,0.08559804900000001,-0.7363305946
evo_bz__a1_1_bz__5,-2.0773633258,-0.540870682
evo_bz__a1_1_bz__6,-2.2801788349,-0.4929044239
evo_metab__wt__1,2.2969986265,-0.9943818004
evo_metab__del_zwf__1,0.7633108359,-0.7377636336000001
evo_metab__zwf_ale1__1,2.1125737355,-0.4799750432
evo_metab__zwf_ale2__1,-0.2446474606,-0.8256137396000001
evo_metab__del_ppk__1,0.0292776447,-0.2981163855
evo_metab__ppk_ale1__1,-0.33099724540000003,-1.830859511
evo_metab__ppk_ale2__1,2.5896493807,-0.4014751286
evo_metab__ppk_ale3__1,1.5065239674000002,0.0774195394
evo_metab__del_dapF__1,2.0022839967,-1.0591036916
evo_metab__dapF_ale1__1,2.0775551447,-0.6701332326
evo_metab__dapF_ale3__1,0.392153048,-1.2158242873
evo_metab__del_entC__1,-0.2219393862,-0.0465968269
evo_metab__entC_ale1__1,-0.46414976690000004,-0.0508168286
evo_metab__entC_ale2__1,2.0210441801,-0.2234768712
evo_metab__del_dgk__1,-1.2383147,0.1365344623
evo_metab__dgk_ale1__1,-1.272685416,-1.4197416926
evo_metab__dgk_ale2__1,-1.5588431201000001,-1.0090840341
evo_metab__dgk_ale3__1,0.0914669545,-1.4418515241
evo_metab__wt__2,-1.0028684102,0.5568862152
evo_metab__del_zwf__2,-0.7697524555,-1.2665657415
evo_metab__zwf_ale1__2,-3.0603478552,-1.450786366
evo_metab__zwf_ale2__2,-2.132496028,-1.2156447807
evo_metab__del_ppk__2,-0.6259855933,0.9586903353
evo_metab__ppk_ale1__2,-0.9199529061,-1.2400687856000001
evo_metab__ppk_ale2__2,-0.3550670279,-1.1495841594
evo_metab__ppk_ale3__2,-0.627202673,-0.9763161969
evo_metab__del_dapF__2,-0.1187954537,-0.9757556413
evo_metab__dapF_ale1__2,-0.15792328890000001,-0.39266835640000003
evo_metab__dapF_ale3__2,-0.4174838711,-0.949477338
evo_metab__del_entC__2,-2.8559842814,-0.0330672266
evo_metab__entC_ale1__2,-1.8295526432,-0.09413993030000001
evo_metab__entC_ale2__2,-2.5537897331,-0.46427856700000003
evo_metab__entC_ale3__1,-1.4757826547000001,-0.9574621712
evo_metab__del_dgk__2,-1.0366402855,0.3447173027
evo_metab__dgk_ale1__2,-2.6892545441999998,-0.8592034092
evo_metab__dgk_ale2__2,-2.477665125,-1.019041344
evo_metab__dgk_ale3__2,-1.7733386524,-1.1254049984
evo_metab__wt__3,-1.2941302163000001,0.43749558520000004
evo_metab__del_zwf__3,-2.5514100016,-0.7269085735
evo_metab__zwf_ale1__3,-2.8165595368,-1.2741140249
evo_metab__zwf_ale2__3,-2.0124218071,-1.1864800442
evo_metab__del_ppk__3,-0.028969792100000002,-0.6359657448
evo_metab__ppk_ale1__3,-0.1139884645,-0.8860982190000001
evo_metab__ppk_ale2__3,-0.29892015650000003,-0.9557745012000001
evo_metab__ppk_ale3__3,0.31130285500000004,-0.8035504779
evo_metab__del_dapF__3,-0.30489093500000003,-0.7427776769000001
evo_metab__dapF_ale1__3,0.1660231571,-0.2368648974
evo_metab__dapF_ale3__3,-0.463968508,-0.9885037353
evo_metab__del_entC__3,-1.6023177815,-0.0188089031
evo_metab__entC_ale1__3,-1.6965160743,-0.4234166103
evo_metab__entC_ale2__3,-0.1742243889,-0.6279921583
evo_metab__entC_ale3__2,-2.138705091,-1.6632053438
evo_metab__del_dgk__3,-1.3484375596,-0.5129774822000001
evo_metab__dgk_ale1__3,-2.6783277432,-1.3225232698
evo_metab__dgk_ale2__3,-2.6814131192,-0.8315892384
evo_metab__dgk_ale3__3,-1.0233065432,-0.7372182309
flag_reg__wt__1,-0.1960564259,-0.2556647214
flag_reg__del_fliA__1,0.5303660023,-0.4454928475
flag_reg__del_flhC__1,-0.2420647206,-0.4277205687
flag_reg__del_flhD__1,-0.07790949900000001,0.0195514254
flag_reg__wt__2,0.1960564259,0.2556647214
flag_reg__del_fliA__2,0.0798262727,-0.4093139551
flag_reg__del_flhC__2,-0.0085260145,-0.1540452464
flag_reg__del_flhD__2,0.1059590043,-0.6953467125
flgM__27C__1,0.9422880658,-0.2972295211
flgM__27C__2,1.4993794464,-0.42273605480000004
flgM__27C__3,1.7824497852999999,-0.35255120300000004
flgM__32C__1,1.4570748666,0.5841609497
flgM__32C__2,1.4761442266,0.3762584747
flgM__32C__3,1.5777461617,0.0622853098
flgM__37C__1,0.1542805825,-0.0602728586
flgM__37C__2,0.201053105,-0.0031453254
flgM__37C__3,-0.3553336876,0.063418184
flgM__42C__1,-1.7614579413,-0.037162299999999995
flgM__42C__2,-1.6750493181000001,0.0121289654
flgM__42C__3,-1.8624254092,0.5409395101
histone__untreated__1,-0.48860570350000004,-0.2885437635
histone__untreated__2,0.8996477548,0.7320113416
histone__untreated__3,-0.41104205120000004,-0.44346757810000004
histone__10ug_H2A__1,-0.2202203433,-1.1466214087
histone__10ug_H2A__2,0.7898811144000001,-0.051434936300000005
histone__10ug_H2A__3,-0.7373264461,-0.9369180643
histone__50ug_H2A__1,-0.3069035235,-1.7110474756
histone__50ug_H2A__2,-0.8693972658,-1.795292581
histone__50ug_H2A__3,-1.638856866,-1.8466088968
histone__100ug_H2A__1,-0.49811140210000004,-1.5975709836
histone__100ug_H2A__2,-1.2553581194,-1.6806557813
histone__100ug_H2A__3,-1.3869407476,-1.8271657179
hns__del_hns_spike__1,2.7327244028,0.08807324820000001
hns__del_hns_spike__2,2.9002583914,1.1981659176
hns__del_hns__1,2.8939548842000002,0.370322015
hns__del_hns__2,3.4390920412,0.9157042154
hns__wt_spike__1,0.036172188200000004,-0.048831516000000005
hns__wt_spike__2,0.1593681781,0.20951013440000002
hns__wt__1,-0.216721204,0.1312099917
hns__wt__2,0.216721204,-0.1312099917
hns_stpA__evo100G4_delhns_delstpA__1,3.9743330654,-1.0782022066999999
hns_stpA__evo100G4_delhns_delstpA__2,4.6364440762,-1.1570892785
hns_stpA__evo100G12_delhns_delstpA__1,-1.6517967801,-1.4647658427
hns_stpA__evo100G12_delhns_delstpA__2,-1.6675832192,-1.7101968468000002
hns_stpA__delhns_delstpA_delrpoS__1,-1.724625614,-1.5957714511
hns_stpA__delhns_delstpA_delrpoS__2,-0.5657338108000001,-1.6459726481999999
hns_stpA__wt__1,0.4110442065,0.2290856682
hns_stpA__wt__2,-0.4110442065,-0.2290856682
hns_stpA__delhns_delstpA__1,2.866395054,-1.3655022577
hns_stpA__delhns_delstpA__2,2.94739445,-1.4568635445
hu__wt_log_pH7__1,0.0089423817,-1.1789415297999999
hu__wt_log_pH7__2,0.2827845116,-0.4586691318
hu__wt_log_pH7__3,-0.393113936,-0.5224237646000001
hu__wt_lag_pH7__1,0.22232639680000002,-0.0345201991
hu__wt_lag_pH7__2,0.4058178363,-0.2402130247
hu__wt_lag_pH7__3,-0.6281442331,0.27473322380000004
hu__delhupA_lag_pH7__1,0.37811923350000004,-0.7189625337000001
hu__delhupA_lag_pH7__2,0.8269209599,-0.2577407544
hu__delhupA_lag_pH7__3,-0.6497219063,-0.2683429724
hu__delhupB_lag_pH7__1,-0.11184865150000001,0.0457102098
hu__delhupB_lag_pH7__2,0.41351275600000004,-0.6322409511
hu__delhupB_lag_pH7__3,-0.7308656656,0.18148499680000002
hu__delhupAhupB_lag_pH7__1,-0.6857184643,-0.9760131776000001
hu__delhupAhupB_lag_pH7__2,-0.6335379348,-0.5577777226
hu__delhupAhupB_lag_pH7__3,-0.35105882200000005,-0.2331273667
hu__hupAE34K_hupB_lag_pH7__1,-0.9132906761,-0.051667690100000004
hu__hupAE34K_hupB_lag_pH7__2,-0.0150194929,-0.034596533900000004
hu__hupAE34K_hupB_lag_pH7__3,-1.0637332819,0.3778564183
hu__hupAE34K_delhupB_lag_pH7__1,-0.1264830978,0.0143779032
hu__hupAE34K_delhupB_lag_pH7__2,-0.2909171065,-0.10572795010000001
hu__hupAE34K_delhupB_lag_pH7__3,-1.4445310084,0.3075242392
hu__wt_lag_pH5__1,-1.193732033,0.1295865678
hu__wt_lag_pH5__2,-0.42634365500000004,0.8462618181
hu__wt_lag_pH5__3,-0.9452528792,0.4082614653
hu__delhupA_lag_pH5__1,-0.9958699117,-0.0144330579
hu__delhupA_lag_pH5__2,-1.5197680124000001,-0.1072853121
hu__delhupA_lag_pH5__3,-1.121968017,0.1405817507
hu__delhupAhupB_lag_pH5__1,-0.6981856951000001,0.0339762679
hu__delhupAhupB_lag_pH5__2,-0.8050637258000001,0.44246406180000003
hu__delhupAhupB_lag_pH5__3,-1.0071810135,0.3066830866
hu__hupAE34K_hupB_lag_pH5__1,-1.2651553221,0.2882215533
hu__hupAE34K_hupB_lag_pH5__2,-1.3555235852,0.3025527038
hu__hupAE34K_hupB_lag_pH5__3,-1.1064162227,0.23520035020000002
hu__hupAE34K_delhupB_lag_pH5__1,-0.8735177604000001,-0.1911185162
hu__hupAE34K_delhupB_lag_pH5__2,-1.585558854,0.31631770530000003
hu__hupAE34K_delhupB_lag_pH5__3,-1.4355907926,0.1203611536
hyperpersistence__low_GFP__1,2.2646348253,1.1173367782999999
hyperpersistence__wt__1,-0.144983428,-0.0679839841
hyperpersistence__high_GFP__1,3.2902786442,1.7329568073
hyperpersistence__pth_mut__1,2.2498112768,1.0077267123
hyperpersistence__pth_mut__2,3.1218201195,1.9945576636000002
hyperpersistence__metG_mut__1,1.1461342813,1.3261567315
hyperpersistence__metG_mut__2,1.3429420570000001,0.8954716329
hyperpersistence__high_GFP__2,3.0263712939,2.2564466403
hyperpersistence__wt__2,0.144983428,0.0679839841
hyperpersistence__low_GFP__2,3.0633670703,1.9948355675
kan_efg__cpxAF218Y__1,-0.4592731366,0.8537873766
kan_efg__cpxAF218Y__2,-0.43922863100000004,1.284399274
kan_efg__cyaAN600Y__1,-0.7009447884000001,0.8946003572000001
kan_efg__cyaAN600Y__2,-1.8096686523,0.4386920031
kan_efg__fusAA608E__1,0.17162357720000002,0.2243576984
kan_efg__fusAA608E__2,0.7127313292,0.134050752
kan_efg__fusAA608E_cpxAF218Y__1,0.1735837638,0.6429176311
kan_efg__fusAA608E_cpxAF218Y__2,0.2968512867,0.0179187081
kan_efg__fusAA608E_cyaAN600Y__1,-0.0284957246,0.38183186960000004
kan_efg__fusAA608E_cyaAN600Y__2,-0.26637021780000003,0.8208167576000001
kan_efg__fusAA608E_rpoDL261Q__1,0.8585520067,0.8809550546
kan_efg__fusAA608E_rpoDL261Q__2,1.1863715837,0.8699335813
kan_efg__fusAA608E_topAS180L__1,1.8002740483,1.2602610227
kan_efg__fusAA608E_topAS180L__2,1.0501374024,1.0231512576
kan_efg__rpoDL261Q__1,0.0571762741,0.0570592044
kan_efg__rpoDL261Q__2,-0.20859490120000002,-0.24469446250000002
kan_efg__wt__1,-0.0385820813,-0.017601968200000002
kan_efg__wt__2,0.0385820813,0.017601968200000002
lrp__wt_min_log__1,-0.0515195678,0.0533632543
lrp__wt_min_log__2,0.0515195678,-0.0533632543
lrp__wt_min_trans__1,-4.7025505251,7.8711817609
lrp__wt_min_trans__2,-3.0131021802,8.2896436494
lrp__wt_min_stat__1,2.1337227678,-0.1452600416
lrp__wt_min_stat__2,0.8568563511,1.8660679123000001
lrp__wt_liv_log__1,0.1126305145,2.6477887585
lrp__wt_liv_log__2,0.26875553690000004,2.4809856498
lrp__wt_liv_trans__1,-2.6187966438,0.200227503
lrp__wt_liv_trans__2,-3.2192896846,0.0753031998
lrp__wt_liv_stat__1,5.1908092776,-0.397449033
lrp__wt_liv_stat__2,3.7260878543000002,0.1845716338
lrp__wt_rich_log__1,-5.5138208009,-1.6284188771
lrp__wt_rich_log__2,-5.7889855851,-1.9899861899000002
lrp__wt_rich_trans__1,1.2820805216,-0.4159260495
lrp__wt_rich_trans__2,-2.5436869834999998,0.0385233168
lrp__wt_rich_stat__1,0.1480417339,-0.3322596306
lrp__wt_rich_stat__2,3.2473334301,-0.12833305180000001
lrp__dellrp_min_log__1,0.9364792051,0.0702731327
lrp__dellrp_min_log__2,0.7293439338000001,-0.1692512017
lrp__dellrp_min_trans__1,-3.9430301742,0.9814647073
lrp__dellrp_min_trans__2,-2.4329879366,1.6615109979
lrp__dellrp_min_stat__1,1.6161220513,0.056734827
lrp__dellrp_min_stat__2,1.6245569859,-0.045448749000000004
lrp__dellrp_liv_log__1,0.2508204062,3.1067293981
lrp__dellrp_liv_log__2,1.7466250917,1.9628897977
lrp__dellrp_liv_trans__1,-1.5845364824,-0.19842359040000002
lrp__dellrp_liv_trans__2,-1.9208497319000002,-0.2368389223
lrp__dellrp_liv_stat__1,3.5287781235,0.2035691161
lrp__dellrp_liv_stat__2,1.9084523214,0.2635362667
lrp__dellrp_rich_log__1,-4.6108355207,-1.9147950129
lrp__dellrp_rich_log__2,-4.9508055937,-1.7117440357
lrp__dellrp_rich_trans__1,-1.9773384493,-1.0663011333
lrp__dellrp_rich_trans__2,-2.5244848046,-1.2954089871
lrp__dellrp_rich_stat__1,-5.4502616937,-0.3767893121
lrp__dellrp_rich_stat__2,-6.7379144742,-0.3372469052
mazF_circuit__t0__1,0.7499584022,1.6120090561
mazF_circuit__t2__1,-0.7424746518,-0.3475188839
mazF_circuit__t4__1,-0.5844956413,-0.9164270296
mazF_circuit__t6__1,-0.3708052056,-1.5689432823
mazF_circuit__t8__1,1.1290438183,0.4946491444
mazF_circuit__t0__2,-0.7499584022,-1.6120090561
mazF_circuit__t2__2,-1.1242695107,-0.5224625216000001
mazF_circuit__t4__2,-0.3472804909,-0.5301024792
mazF_circuit__t6__2,0.7386407124000001,-1.5623899822
mazF_circuit__t8__2,-0.5855727201,0.5448288638000001
mazF_ribo__emptyvec_mrna_5m__1,-0.1931921797,-0.1078862606
mazF_ribo__emptyvec_mrna_5m__2,0.1931921797,0.1078862606
mazF_ribo__mazF_mrna_5m__1,-0.7434893072000001,0.49993362890000004
mazF_ribo__mazF_mrna_5m__2,-1.0445576079,0.8681254147
mazF_ribo__emptyvec_total_5m__1,-1.0979465899,0.3275142153
mazF_ribo__emptyvec_total_5m__2,-0.3814569588,-0.09882834630000001
mazF_ribo__mazF_total_60m__1,-1.4975928416,-0.3591067902
mazF_ribo__mazF_total_60m__2,0.41618617500000005,1.4094340875
mercury__ctrl_t00__1,-0.2882303314,0.0751557248
mercury__ctrl_t10__1,-0.8277634405000001,0.1463487534
mercury__ctrl_t30__1,-0.6089000647,0.19575096690000002
mercury__ctrl_t60__1,-0.7384439403,-0.18905157190000002
mercury__hg_t10__1,-1.9512068173000001,-0.7919721626
mercury__hg_t30__1,-1.6806435087,-0.5892727357
mercury__hg_t60__1,0.031130340500000003,0.37792792820000004
mercury__pma_t10__1,0.0195672878,-0.8707888195
mercury__pma_t30__1,1.3063031631,-0.0681245676
mercury__pma_t60__1,0.0603171465,-0.1079626056
mercury__ctrl_t00__2,-0.0206009396,-0.1655146241
mercury__ctrl_t10__2,-0.6608649525,-0.1683412362
mercury__ctrl_t30__2,-0.9595125934000001,-0.0707299125
mercury__ctrl_t60__2,-0.9510523839,-0.5057945328
mercury__hg_t10__2,-2.5553509293000003,-1.0950726533
mercury__hg_t30__2,-1.4380378356999999,-0.13882542750000001
mercury__hg_t60__2,0.0057150503,0.1849039602
mercury__pma_t10__2,0.1280045101,-0.4266070401
mercury__pma_t30__2,0.9251521825000001,-0.2683310815
mercury__pma_t60__2,-0.45553055470000003,-0.7332423935
mercury__ctrl_t00__3,0.308831271,0.0903588993
mercury__ctrl_t10__3,-0.5854044613,0.2190737506
mercury__ctrl_t30__3,-0.3488440829,-0.027517970500000002
mercury__ctrl_t60__3,-0.6399995501,0.065500744
mercury__hg_t10__3,-1.2963396998,-0.6212395322
mercury__hg_t30__3,-1.6396062875,-0.5006046911
mercury__hg_t60__3,0.7049900953,0.6552122837000001
mercury__pma_t10__3,0.165289394,-0.5620229191
mercury__pma_t30__3,1.8246736996,-0.2471863014
mercury__pma_t60__3,-0.10280825960000001,-0.7667881195
ml_abx__az_lolcde__1,-1.4565157852000001,-1.1769233385
ml_abx__az_lolcde__2,0.4562705993,1.40271025
ml_abx__az_lolcde__3,-0.309538386,-1.0455057278
ml_abx__b01__1,0.6006480224,-0.0814000507
ml_abx__b01__2,0.2628451005,-0.2728293469
ml_abx__b01__3,0.7966993797,-0.40151436770000004
ml_abx__cro__1,-0.72701941,-1.2662164602
ml_abx__cro__2,0.5631507304,1.5886880426999999
ml_abx__cro__3,0.8948534847,-1.1993312737
ml_abx__chl__1,1.5999430482,-1.6964599767
ml_abx__chl__2,2.0588996103,-1.5220074579
ml_abx__chl__3,2.3800568565,-1.7033546309
ml_abx__cip__1,-1.3542731155,-1.2658076337
ml_abx__cip__2,0.6655546669,1.9236350874
ml_abx__cip__3,0.5459164843000001,-1.3876937598999999
ml_abx__clr__1,2.3776709059,-1.5461349422000001
ml_abx__clr__2,2.272242791,-1.9439561162999999
ml_abx__clr__3,2.3272194411,-1.9999335533
ml_abx__cst__1,-0.3687560073,-0.784936599
ml_abx__cst__2,0.5044723801000001,2.5912352785
ml_abx__cst__3,0.24877229110000001,-0.6636362715
ml_abx__ctrl__1,-0.7368116483,-1.545915817
ml_abx__ctrl__2,-0.8210868333,-1.1497302868000001
ml_abx__ctrl__3,0.8801421162,2.3332399401
ml_abx__ctrl__4,0.3275521907,1.9788654265
