,-0.09927821171428573,-0.0744586587857143,-0.04963910585714286,-0.024819552928571423,1.3877787807814457e-17,0.02481955292857145,0.04963910585714289,0.07445865878571432,0.09927821171428576,0.1240977646428572,0.14891731757142862,0.17373687050000008,0.1985564234285715,0.2233759763571429,0.24819552928571437,0.27301508221428583,0.29783463514285724,0.32265418807142865,0.3474737410000001,0.3722932939285716
thresh,-0.08686843525000001,0.08686843525000001,1,,,,,,,,,,,,,,,,,
unreg,1,2,13,505,3202,456,18,8,2,0,0,0,0,1,0,2,0,1,0,0
unreg_genes,['pyrE'],[],[],[],[],[],[],[],['yjiM' 'yjiL'],[],[],[],[],['nrfD'],[],['nrfA' 'nrfC'],[],['nrfB'],[],[]
