,A,KdpE
minspan__wt_glc__2,0.1644177289578313,-0.5017450779999999
minspan__wt_glc__3,-0.8405476258060977,-0.811893188
minspan__wt_glc__4,-1.062030166925905,-0.992800807
minspan__wt_glc_anaero__1,0.4997244891425811,-0.316215669
minspan__wt_glc_anaero__2,2.248019115167566,0.1956456720000004
minspan__wt_trp__1,-3.3487713791670077,-0.9085802150000002
minspan__bw_delcra_glc__2,-1.4950551316775718,-0.2712640290000001
minspan__bw_delcra_trp__1,-3.276984227813053,-0.2479052480000004
minspan__bw_delmntr__1,-1.7195390295256647,-0.3193852400000008
minspan__bw_delnac_ade__1,-2.5370722339405067,-1.17747067
minspan__bw_delnac_glc__1,-0.5006683024397036,-0.44546562599999984
cra_crp__wt_ac__1,0.8283812247042331,0.4119622490000001
cra_crp__wt_ac__2,0.804833334137793,0.5131419719999997
cra_crp__wt_fru__1,2.141142010076327,0.2732287799999993
cra_crp__wt_fru__2,1.0601791351095118,0.3861114729999997
cra_crp__delcra_ac__1,-0.1606280141528449,0.459469414
cra_crp__delcra_ac__2,0.4726285538979525,0.5978923270000003
cra_crp__delcra_fru__1,1.037555985701968,0.5204458370000005
cra_crp__delcra_fru__2,0.8119364714718518,0.4409382920000002
cra_crp__delcra_glc__1,-0.4086210637738706,-0.010607712000000545
cra_crp__delcra_glc__2,-0.41315472239063,0.12160034600000015
rpoB__wt_031__1,-0.1452683634205224,0.3828252279999997
rpoB__wt_044__1,-0.6165726381200838,0.3317743609999999
rpoB__wt_lb__1,-0.5876527607153884,0.423252722
rpoB__wt_lb__2,0.4504572325672458,0.519451063
rpoB__rpoBE546V_031__1,-1.1438356687929616,0.007770320999999747
rpoB__rpoBE546V_044__1,-1.4921543577961869,-0.1465657200000008
rpoB__rpoBE546V_lb__1,1.5742791410477464,0.3882764490000001
rpoB__rpoBE546V_lb__2,1.2541403161947091,0.5033700320000003
rpoB__rpoBE546V_glc__1,-0.5546845518411262,-0.015035046000000385
rpoB__rpoBE672K_glc__1,0.6637274411708202,0.04829880700000011
rpoB__rpoBE672K_glc__2,-0.68237204160464,-0.4378190340000003
rpoB__rpoBE672K_lb__1,0.9454136677204829,-0.17187206400000046
rpoB__rpoBE672K_lb__2,1.3035125987181124,-0.393962385
crp__wt_fru__1,-0.2588069704577049,0.06431042200000013
crp__wt_glyc__1,-1.363282405450453,-0.2531730300000001
crp__wt_glyc__2,-1.2897264173551612,-0.2341019510000004
crp__delar1_glyc__1,0.258153869052067,1.107289712
crp__delar1_glyc__2,0.0692617934035784,0.7190712679999995
crp__delar1ar2_glyc__1,0.5532338888673344,0.6303619789999999
crp__delar1ar2_glyc__2,0.8614819437684804,0.4925152049999992
crp__delar1ar2_glyc__3,0.8398979248168341,0.40237802700000014
crp__delar2_glyc__1,-0.8068209145203895,0.10924231799999973
crp__delar2_glyc__2,-0.789090839788427,0.008713669999999674
crp__delar2_glyc__3,-0.398266162764206,0.14218282800000015
crp__delcrp_fru__1,2.2602351199077426,0.5385479559999995
crp__delcrp_fru__2,2.1723938981771567,0.7421793220000001
crp__delcrp_fru__3,2.488209376693414,0.7545316599999996
crp__delcrp_glc__1,1.7570669343465233,0.8599244910000001
crp__delcrp_glc__2,2.6121543669138627,0.662316541
crp__delcrp_glc__3,1.901234590423705,0.6016063679999997
crp__delcrp_glyc__1,1.973439983934912,0.6169227519999998
crp__delcrp_glyc__2,1.9451411759399184,0.6813139240000003
crp__delcrp_glyc__3,0.8112599381521999,0.3787392699999996
glu__glu_ale3__1,-1.876653814367738,-0.2565652890000001
glu__glu_ale4__1,-1.104505203961636,-0.5032803189999999
glu__glu_ale5__1,-1.5252935576669984,-0.36034132500000027
glu__glu_ale6__1,-0.1699678650050272,-0.5312097629999997
glu__glu_ale8__1,-2.199863501555666,0.3741113589999996
glu__glu_ale9__1,-1.3696288955270968,-0.06790293900000055
glu__glu_ale10__1,-1.791178753076342,-0.3251121560000003
42c__wt_42c__1,1.3562242375092537,0.5799469049999999
42c__42c_ale1__1,-1.5133300893244577,0.05051275399999966
42c__42c_ale2__1,0.611022869432267,-0.6766235890000001
42c__42c_ale3__1,1.6853133739395258,0.6760847199999995
42c__42c_ale4__1,-1.6738371457446275,0.6115464159999995
42c__42c_ale5__1,0.1868186625915675,0.4573026599999999
42c__42c_ale6__1,-1.8240391902324216,0.9004675430000004
42c__42c_ale8__1,-0.6342863618231127,0.8988401739999992
42c__42c_ale9__1,0.1513644123416933,0.4908962319999999
42c__42c_ale10__1,-1.4943955778525302,0.39224194899999976
ssw__wt_ac__1,1.3987830971603463,-0.0013118560000000554
ssw__wt_glc__1,-0.1139708665039861,-0.23803742399999986
ssw__wt_glyc__1,-2.027903044571988,-0.8713376560000001
ssw__wt_xyl__1,-2.363891390423274,-1.843853956
ssw__glc_ale1__1,-1.2961065397026557,-0.6963442120000001
ssw__glc_ale2__1,-0.623003090671568,-0.2658823020000005
ssw__glc_ale3__1,-1.4697056489802072,-0.4232233590000005
ssw__glyc_ale1__1,-2.022956745900542,-0.675261442
ssw__glyc_ale2__1,-1.597048867454299,-0.3931339930000002
ssw__xyl_ale1__1,0.5679098370449955,-0.18188420999999974
ssw__xyl_ale2__1,-0.8983375265015505,-0.6543418010000002
ssw__xyl_ale3__1,-0.962487506534762,-0.5683389720000003
ssw__glc_ac_ac2__1,-3.862409606462192,-1.5807578820000003
ssw__glc_ac_glc1__1,-2.6204034444834345,-0.600957631
ssw__glc_glyc_glc__1,-2.450348869558081,-0.30412037299999994
ssw__glc_glyc_glyc__1,-1.2394901678611,-1.382533214
ssw__glc_xyl_glc__1,-0.3459979441037252,-0.6124973029999999
ssw__glc_xyl_xyl__1,-0.9814037080700322,-0.6453098670000004
ica__wt_glc__1,-1.3080303316691513,-0.93512925
ica__wt_glc__2,-1.4594425801493114,-1.051383564
ica__wt_glc__3,-0.8584316074004241,-0.4585293080000002
ica__wt_glc__4,-1.2306578731130375,-0.855440347
ica__arg_sbt__1,-1.413610159021776,-0.8776937150000004
ica__arg_sbt__2,-1.9896345607221733,-0.867606801
ica__cytd_rib__1,-1.8165952390530749,-0.10046716899999986
ica__cytd_rib__2,-1.1826582010313538,-0.2369402479999998
ica__gth__1,2.0786273365613392,-0.09054763500000007
ica__gth__2,1.95267499246182,0.27471495999999984
ica__leu_glcr__1,-1.8420929621076747,-0.7257634300000002
ica__leu_glcr__2,-2.156575271340463,-1.0427629890000003
ica__met_glc__1,-0.6952428282307743,-0.6602932410000002
ica__met_glc__2,-0.7545897884755258,-0.7470016180000001
ica__no3_anaero__1,0.8020830688830759,-0.7038820500000003
ica__no3_anaero__2,0.8585930677020186,-0.6021996330000001
ica__phe_acgam__1,-0.2838736158895972,-0.7914994110000002
ica__phe_acgam__2,-0.7157010650698785,-0.8203003890000002
ica__thm_gal__1,-0.303212089807023,-0.1719212490000004
ica__thm_gal__2,-0.0815902779938758,-0.2387814350000017
ica__tyr_glcn__1,-1.3729772661879815,-0.8101328090000002
ica__tyr_glcn__2,-1.450557932833421,-0.944404296
ica__ura_pyr__1,-1.6077785222650984,-0.9180720080000002
ica__ura_pyr__2,-1.0791160442822147,-0.94501099
ica__wt_glc__5,-1.5890270594471902,-0.976505012
ica__wt_glc__6,-1.2946567412770305,-0.6949855720000002
ica__bw_delpurR_cytd__1,-0.6952566449214628,-0.943841555
ica__bw_delpurR_cytd__2,-1.746468777670214,-0.5050092179999996
ica__ade_glc__1,-2.1396448859475536,-0.30171626699999976
ica__ade_glc__2,-0.275351429960177,-1.041045353
ytf__wt_glc__1,-1.371166499910492,-0.6833640959999999
ytf__wt_glc__2,-1.5303757095243842,-0.4458355600000008
ytf__delyafC__1,-1.4924134901034234,-0.2330671070000001
ytf__delyafC__2,-0.9007266127439882,-0.11865205800000035
ytf__delyeiE__1,-0.6738900056614027,-0.045245826000000385
ytf__delyeiE__2,-1.007105744345476,-0.2362358010000003
ytf__delyiaJ__1,-1.689744600508328,-0.11778317000000005
ytf__delyiaJ__2,-1.031551198673333,-0.16118250700000036
ytf__delyieP__1,-1.2355754036968505,-0.15256285799999958
ytf__delyieP__2,-1.5548170926826734,-0.2126383719999998
ytf__wt_ph5__1,-0.0803465958389376,-0.16472971800000025
ytf__wt_ph5__2,-0.2147585977277341,-0.6323724370000003
ytf__wt_ph8__1,-0.8477024019318885,-0.5000334860000004
ytf__wt_ph8__2,-0.3244269249331952,-0.3159383260000004
ytf__delybaO__1,-1.6453534015852909,-0.18569441600000047
ytf__delybaO__2,-1.9760256974078656,0.018428098000000226
ytf__delybaQ__1,-0.1305562466796873,-0.1836313159999996
ytf__delybaQ__2,0.172920909028846,-0.24938838799999985
ytf__delybiH__1,-1.730477640258728,-0.453359452
ytf__delybiH__2,-0.9286421088923428,-0.1200766170000005
ytf__delydcI_ph5__1,-0.0159779338999939,-0.3541236249999997
ytf__delydcI_ph5__2,-0.0888659981326431,-0.4134674200000008
ytf__delydcI_ph8__1,-0.1723346626339048,-0.4531163090000003
ytf__delydcI_ph8__2,-0.9693214111455122,-0.5686165270000005
ytf__delyddM__1,-1.1409165488923056,-0.3661608310000002
ytf__delyddM__2,-0.7602083840055799,-0.3807566869999999
ytf__delyheO__1,-1.099783004139247,-0.4782655929999997
ytf__delyheO__2,-1.3759718086781318,-0.6857601440000001
fps__bw_glc__1,-0.4145097341222237,-0.510618923
fps__bw_glc__2,-0.4990067851650035,-0.6552655000000001
fps__fps_thrA_ale1__1,-0.8817103961655676,-0.286157974
fps__fps_thrA_ale1__2,-0.4488366849848043,-0.3514183500000003
fps__fps_thrA_ale2__1,-0.3624204717452873,-0.8711654920000003
fps__fps_thrA_ale2__2,-0.2971317445690662,-0.3416946660000004
fps__fps_serB_ale1__1,-0.8208283008588615,-0.4966980650000004
fps__fps_serB_ale1__2,-0.4785865521954996,-0.7023348899999999
fps__fps_serB_ale4__1,0.4894274470183318,-0.3160739990000003
fps__fps_serB_ale4__2,-0.3474462664255937,-0.3367454969999999
fps__fps_ptsI_ale1__1,-1.8371720272503047,-0.7572581890000003
fps__fps_ptsI_ale1__2,-1.602011113908671,-1.0058934550000005
fps__fps_ptsI_ale3__1,-1.917227801860776,-1.058368801
fps__fps_ptsI_ale3__2,-1.744168198542603,-0.7312460520000004
pal__lyx_ale2_f6__1,-0.3155541123252014,0.304644927
pal__lyx_ale2__1,-0.6076945806477214,-0.23763496299999964
pal__lyx_ale2__2,-0.7199737042190916,0.032007134999999735
pal__lyx_ale4__1,-0.948038536273973,-0.7440321330000002
pal__lyx_ale4__2,-1.110054646278571,-0.500096471
pal__5drib_ale10_f18__1,-1.392386095992851,-0.3846526750000008
pal__5drib_ale10_f18__2,-0.9821407570451994,0.008408774000000284
pal__5drib_ale10__1,-1.808960017903929,0.3396933999999998
pal__arab_ale14_f9__1,0.0037752444123037,0.03440207399999995
pal__arab_ale14_f9__2,-0.5396588582876974,-0.08001486100000044
pal__arab_ale14__1,-2.47799308547488,-0.4101451990000005
pal__arab_ale14__2,-1.005491988370499,-0.4358834190000005
pal__arab_ale16__1,-1.8922702032391996,0.4006042860000001
pal__arab_ale16__2,-1.080785913546643,0.3049616009999996
pal__tartr_ale26_f10__1,-1.1513872914647256,0.2027921590000004
pal__tartr_ale26_f10__2,-0.0654251557919779,0.656804857
pal__tartr_ale26__1,-0.6435879792615116,-0.005050207000000029
pal__tartr_ale26__2,-0.2125884901474451,-0.2596713820000005
pal__tartr_ale28_f10__1,0.8297206176091475,0.8064770280000007
pal__tartr_ale28_f10__2,0.9314297334584112,0.6329496150000002
pal__tartr_ale28__1,-1.131788658462296,-0.4526748720000002
pal__tartr_ale28__2,-1.3686738212357537,-0.3247680550000007
efeU__delmenFentC_citr__1,-0.336941639683428,-1.001095701
efeU__delmenFentC_citr__2,-0.7642393533226542,-0.8927726380000003
efeU__delmenFentC__1,0.5810472824896109,-0.13074729399999985
efeU__delmenFentC__2,0.378865923195774,-0.0031863029999996684
efeU__menFentC_ale39__1,-1.9490347848516836,-0.6226341500000001
efeU__menFentC_ale39__2,-1.425918264187071,-0.7507420540000003
efeU__menFentC_ale29__1,-1.981945005478499,-0.7503117390000003
efeU__menFentC_ale29__2,-0.6497803015458888,-0.898625902
efeU__menFentC_ale30__1,0.4935679229760354,-0.729394836
efeU__menFentC_ale30__2,-0.1439085710119646,-0.8327511790000002
efeU__menFentCubiC_ale36__1,-0.3153099664800111,0.012383616000000151
efeU__menFentCubiC_ale36__2,-0.4065712991604443,-0.10018583000000003
efeU__menFentCubiC_ale37__1,-0.621173835641388,-0.3631034140000001
efeU__menFentCubiC_ale37__2,-0.4163171700710296,-0.6166146970000002
efeU__menFentCubiC_ale38__1,4.915575487155534,-0.2980894039999997
efeU__menFentCubiC_ale38__2,4.926848555129778,-0.20754226900000014
misc2__salc_glc__1,-0.0234368789493718,-0.3844726229999997
misc2__salc_glc__2,-0.002205080640618,-0.2225172139999998
misc2__dbcn_glc__1,-1.25046668921991,-1.0034316690000002
misc2__dbcn_glc__2,-0.4627782306346703,-0.6243777330000002
misc2__tyr_glc__1,-1.3515827513029648,-0.2990036820000004
misc2__tyr_glc__2,-0.8708115679382074,-0.14511498700000036
misc2__arg_cytd__1,-1.2050823566377158,-0.5052711990000001
misc2__arg_cytd__2,-1.5661992799902804,-0.3754549679999997
misc2__delyheO_pyr__1,-0.489298021958527,-0.5454359990000004
misc2__delyheO_pyr__2,-0.1626857224567173,-0.7078174480000001
misc2__dellon_glc__1,0.5848169140475431,0.1809227729999998
misc2__dellon_glc__2,-0.037473641783876,0.37342073499999984
nquinone__delubiC__1,-0.6764797106679842,-0.4874432139999998
nquinone__delubiC__2,-1.239717382979043,-0.6574020030000001
nquinone__ubiC_ale1__1,0.4328880008828061,-0.257308847
nquinone__ubiC_ale1__2,-0.3235245575857087,-0.8315854330000003
nquinone__ubiC_ale2__1,0.1005212232827536,-0.09175690699999972
nquinone__ubiC_ale2__2,0.2325892919647915,-0.3530585990000006
nquinone__ubiC_ale3__1,-0.413949453869214,-1.1706251829999998
nquinone__ubiC_ale3__2,-0.1048022722056884,-0.9696812710000002
nquinone__ubiC_ale4__1,0.0696456051233556,-0.38632241300000025
nquinone__ubiC_ale4__2,0.0224105381275249,-0.3966045170000001
nquinone__delpdhR__1,-0.3483827770476037,-0.7465045370000003
nquinone__delpdhR__2,-0.8715639217033774,-1.059198481
quinone__glu_ale4__1,-1.0088727336078869,-0.7268198770000001
quinone__glu_ale4__2,-2.355807075319197,-0.9918004980000004
quinone__delmenF__1,-0.4513950246213289,-0.23192869100000024
quinone__delmenF__2,-0.1563183725865996,-0.5496871370000003
quinone__menF_ale5__1,-0.5935592633169146,-0.29672010400000026
quinone__menF_ale5__2,-0.6115929126386239,-0.3293285929999996
quinone__menF_ale6__1,-1.822836703211484,-0.4872529879999998
quinone__menF_ale6__2,-1.6612148348652986,-0.5652648779999998
quinone__menF_ale7__1,-1.509159223876535,-0.5226098820000002
quinone__menF_ale7__2,-1.4408630239659237,-0.4272873070000003
quinone__menF_ale8__1,-2.8773902632508737,-0.6317565160000003
quinone__menF_ale8__2,-1.7423114546704588,-0.3802614340000003
quinone__delmenFubiC__1,0.1014705130189044,-0.2925181859999997
quinone__delmenFubiC__2,-0.0174388918732368,-0.6201154670000002
quinone__menFubiC_ale1__1,-1.8197362979682703,-0.8066889870000002
quinone__menFubiC_ale1__2,-1.3507088063572643,-0.8328507750000003
quinone__menFubiC_ale2__1,-0.2456910267148343,-0.8369672330000002
quinone__menFubiC_ale2__2,-1.0874352900816453,-0.9029382140000002
quinone__menFubiC_ale3__1,0.5964005416188184,-0.3212472670000004
quinone__menFubiC_ale3__2,0.3039025574844692,-0.4710109930000002
quinone__menFubiC_ale4__1,-1.3878958195302986,-0.7810862970000003
quinone__menFubiC_ale4__2,-1.4864883026363984,-0.5999577040000004
oxyR__wt_glc__1,-1.1823567395947077,-0.791616179
oxyR__wt_glc__2,-1.685007343159325,-0.6171586520000001
oxyR__wt_h2o2__1,-1.2962969286718922,-0.7412365190000001
oxyR__wt_h2o2__2,-1.1465580732902665,-0.5280722730000003
oxyR__glu_ale4__1,-0.8677335123236861,-0.3164137850000017
oxyR__glu_ale4__2,-0.7478742269179328,-0.2562272850000005
oxyR__glu_ale4_h2o2__1,-1.1387746046214449,-0.4255451629999998
oxyR__glu_ale4_h2o2__2,-0.1784985186134421,-0.4930106319999998
oxyR__oxyR_ale17__1,-0.3246313693969909,-0.2835815830000001
oxyR__oxyR_ale17__2,-0.4412597533358486,-0.5073745260000004
oxyR__oxyR_ale17_h2o2__1,-0.9396156809256948,-0.4849719969999997
oxyR__oxyR_ale17_h2o2__2,-1.0305615512116528,-0.8684797410000002
oxyR__oxyR_ale18__1,-1.546242900362586,-1.098204967
oxyR__oxyR_ale18__2,-1.275832204129106,-0.7472167820000002
oxyR__oxyR_ale18_h2o2__1,-1.1199156164815252,-0.5006471029999986
oxyR__oxyR_ale18_h2o2__2,-1.739432954048143,-0.3946747070000001
oxyR__oxyR_ale19__1,-1.5412373267372963,-1.0945221040000002
oxyR__oxyR_ale19__2,-1.1730739037752185,-0.805607712
oxyR__oxyR_ale19_h2o2__1,-1.0195420192574989,-0.7803913850000002
oxyR__oxyR_ale19_h2o2__2,-1.6213320846580717,-1.12956682
oxyR__oxyR_ale20__1,-0.3265889211478662,-0.9067173389999992
oxyR__oxyR_ale20__2,-0.1364178941567359,-0.7541504800000003
oxyR__oxyR_ale20_h2o2__1,-0.0990215558987975,-0.6215734240000002
oxyR__oxyR_ale20_h2o2__2,-0.2323337274804644,-0.6831363490000002
svns_pgi__BmePgi24_15__1,-1.0871298507060356,-0.5004609540000002
svns_pgi__BmePgi24_15__2,-0.7206176053430287,-0.6839026560000003
svns_pgi__BmePgi24_26__1,-1.4539466522919569,-0.888606056
svns_pgi__BmePgi24_26__2,-1.8193431365666135,-0.6916657550000003
svns_pgi__BmePgi24_41__1,-0.154926598413844,-0.2645954590000006
svns_pgi__BmePgi24_41__2,-1.231107542148026,-0.5947289570000001
svns_pgi__BmePgi24_52__1,-1.705601350264197,-0.7492836450000002
svns_pgi__BmePgi24_52__2,-1.560597813250491,-0.5501230750000001
svns_pgi__PaePgi2_34__1,-1.5242157629109707,-0.3253170270000005
svns_pgi__PaePgi2_34__2,-1.4472318884450304,-0.3428351600000008
svns_pgi__PaePgi2_63__1,-1.8260229286032024,-0.4750394590000005
svns_pgi__PaePgi2_63__2,-1.1675624098348836,-0.634541424
svns_pgi__PaePgi24_54__1,-0.1669758351630372,0.04015419400000031
svns_pgi__PaePgi24_54__2,-0.0705577596007125,-0.4382824630000002
svns_pgi__PaePgi24_90__1,-0.6899596017328429,-0.26390680300000025
svns_pgi__PaePgi24_90__2,-0.6533979247368639,-0.3181596960000004
abx_media__m9_ctrl__1,-0.7706101030401586,-1.3986471050000002
abx_media__m9_ctrl__2,-1.1677732546957005,-1.357525717
abx_media__rpmi_ctrl__1,-2.1271303290432315,-2.522533642
abx_media__rpmi_ctrl__2,-1.9582728268856688,-1.843781814
abx_media__camhb_ctrl__1,-3.463371067926873,-2.014670993
abx_media__camhb_ctrl__2,-2.417323639249871,-1.9348925020000003
abx_media__m9_mero__1,-2.296520609093819,-2.1177845719999997
abx_media__m9_mero__2,-1.3337190174517477,-1.929500472
abx_media__rpmi_mero__1,-1.169677176694729,-2.203021359
abx_media__rpmi_mero__2,-1.5201035345483482,-2.418081984
abx_media__camhb_mero__1,-3.624863477924535,-3.237336141
abx_media__camhb_mero__2,-3.517927419016546,-2.819152227
abx_media__m9_trisulf__1,-2.22644925516354,-1.6781084550000005
abx_media__m9_trisulf__2,-1.788335745467634,-1.6200782229999997
abx_media__rpmi_trisulf__1,0.1095074776999652,-1.7238229950000004
abx_media__rpmi_trisulf__2,-0.1637354749165203,-1.8059371800000004
abx_media__camhb_trisulf__1,-3.038558967591133,-1.890873096
abx_media__camhb_trisulf__2,-2.9149578313884934,-2.243449169
abx_media__m9_cef__1,-1.6044259967557923,-1.3691345380000002
abx_media__m9_cef__2,-2.0555281839532755,-1.958600665
abx_media__rpmi_cef__1,0.3141027507004564,-1.6606929410000002
abx_media__rpmi_cef__2,-0.2437364884685364,-1.691017103
abx_media__camhb_cef__1,-3.2859027796703333,-2.159817219
abx_media__camhb_cef__2,-3.7923364359416,-2.109099126
abx_media__m9_cipro__1,-0.5579469528898191,-1.1431829260000002
abx_media__m9_cipro__2,-0.8227578035856504,-1.1532563579999997
abx_media__rpmi_cipro__1,-0.5984373570287493,-1.7405429420000005
abx_media__rpmi_cipro__2,0.0042335651979916,-1.5260549319999999
abx_media__camhb_cipro__1,-2.6579528698405857,-1.595717101
abx_media__camhb_cipro__2,-3.243876325432644,-1.757823981
hot_tale__42c_ale3_30c__1,-2.205606108792428,-1.452016108
hot_tale__42c_ale3_30c__2,-2.358420667752736,-1.6527607900000003
hot_tale__42c_ale3_37c__1,-1.1586152138953232,-0.7410844620000003
hot_tale__42c_ale3_37c__2,-1.0893297790977972,-0.35571804200000035
hot_tale__42c_ale3_44c__1,2.72661601611244,0.5005053999999998
hot_tale__42c_ale3_44c__2,3.102167451651436,0.3927646920000001
hot_tale__hot_ale3_mid_30c__1,-2.114992257932796,-0.8911755130000003
hot_tale__hot_ale3_mid_30c__2,-1.5495886735237407,-1.0312499429999995
hot_tale__hot_ale3_mid_37c__1,-1.8334873605421536,-0.7362572680000001
hot_tale__hot_ale3_mid_37c__2,-0.5735621735714352,-0.6702498130000003
hot_tale__hot_ale3_mid_44c__1,-0.0336834782177601,-0.3611802180000003
hot_tale__hot_ale3_mid_44c__2,0.2333654325154731,0.0689352009999995
hot_tale__hot_ale3_30c__1,0.2010740840114915,-1.1525980809999998
hot_tale__hot_ale3_30c__2,0.4623748767744975,-1.127489214
hot_tale__hot_ale3_37c__1,0.3995466977174402,-0.5791232270000002
hot_tale__hot_ale3_37c__2,0.8930009938645944,-0.6345481400000001
hot_tale__hot_ale3_44c__1,0.1192949498556624,-0.1667186979999995
hot_tale__hot_ale3_44c__2,1.4012220214778424,-0.2585159270000004
hot_tale__hot_ale4_30c__1,-1.8563235937544096,-1.2827353920000002
hot_tale__hot_ale4_30c__2,-1.7566681638618888,-1.3521223090000003
hot_tale__hot_ale4_37c__1,-1.0954127353455907,-0.6008049280000001
hot_tale__hot_ale4_37c__2,-1.0771759904706295,-0.6907286990000001
hot_tale__hot_ale4_44c__1,0.9917542088001854,0.28536494999999995
hot_tale__hot_ale4_44c__2,0.7482547726474533,0.3640742359999996
hot_tale__hot_ale8_30c__1,-2.4313654812051517,-1.077718215
hot_tale__hot_ale8_30c__2,-1.8422313687426,-1.066883721
hot_tale__hot_ale8_37c__1,-0.8635885794745627,-0.3965665290000002
hot_tale__hot_ale8_37c__2,-0.8212813859538478,-0.3893640879999998
hot_tale__hot_ale8_44c__1,1.9456883427633231,0.5651762929999995
hot_tale__hot_ale8_44c__2,1.3227363963147107,0.3493226829999996
hot_tale__hot_ale9_mid_30c__1,-2.722944160175715,-1.679673753
hot_tale__hot_ale9_mid_30c__2,-2.634530383178997,-0.997671752
hot_tale__hot_ale9_30c__1,-0.7230851889201947,-0.7095435600000002
hot_tale__hot_ale9_30c__2,-1.2229961070629158,-1.234665644
hot_tale__hot_ale9_mid_37c__1,-1.4567078405282234,-0.601138766
hot_tale__hot_ale9_mid_37c__2,-1.6204420309366614,-0.5114762180000003
