,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-1.0763972971666667,0.8151306217470435,3.0,0.0,-1.7279338435,1.0,-1.338900243,2.0,-0.16235780500000002,,,,,,,,,,
1,LB__LBtran,2.7813974326666666,1.0212263277488884,3.0,3.0,1.6246650703,4.0,3.5582098128,5.0,3.1613174149,,,,,,,,,,
2,LB__LBstat,0.13181797193333333,0.5884152500775388,3.0,6.0,-0.2903181554,7.0,0.8039536272000001,8.0,-0.11818155600000001,,,,,,,,,,
3,LB__LBGexp,-3.6045562131333337,2.331221648875023,3.0,9.0,-1.9750835511,10.0,-6.2748809977,11.0,-2.5637040906,,,,,,,,,,
4,LB__LBGtran,-5.63819667185,0.26313418340830874,2.0,12.0,-5.4521327064000005,13.0,-5.8242606373,,,,,,,,,,,,
5,LB__LBGstat,1.3744513252333335,4.884818507947894,3.0,14.0,4.1031823983,15.0,4.2852433184,16.0,-4.265071741,,,,,,,,,,
6,Life Cycle__S0,-2.8003297108666665,0.2291616052979968,3.0,17.0,-2.5375893287,18.0,-2.9589149718,19.0,-2.9044848321,,,,,,,,,,
7,Life Cycle__S1,-8.572871503466667,0.7547505054921242,3.0,20.0,-8.7175996126,21.0,-7.7562368957,22.0,-9.2447780021,,,,,,,,,,
8,Life Cycle__S2,1.0791928899666667,0.6518592313662224,3.0,23.0,1.8300729361,24.0,0.658422692,25.0,0.7490830418000001,,,,,,,,,,
9,Life Cycle__S3,-5.44638273875,1.7641491679046737,2.0,26.0,-4.1989408991,27.0,-6.6938245784,,,,,,,,,,,,
10,Life Cycle__S4,-3.4306071327666667,1.0825409351160449,3.0,28.0,-3.381648636,29.0,-2.3733760801,30.0,-4.5367966822,,,,,,,,,,
11,Life Cycle__S5,-4.321961389,0.7495309311276185,3.0,31.0,-3.4602301854,32.0,-4.8225486967,33.0,-4.6831052849,,,,,,,,,,
12,Life Cycle__S6,1.00198597585,1.5772454025516462,8.0,34.0,2.2247421532000002,35.0,2.9053492763,36.0,0.7411751214000001,37.0,1.3626553406,38.0,2.7985761688,39.0,-1.193775802,40.0,-0.5747709475,41.0,-0.24806350400000002
13,Life Cycle__S7,-3.1110659684333335,0.36088157502068385,3.0,42.0,-3.1271146678,43.0,-3.4636554574,44.0,-2.7424277801,,,,,,,,,,
14,Life Cycle__S8,-3.2827123713499997,0.7030050652545733,2.0,45.0,-2.7856127225,46.0,-3.7798120202,,,,,,,,,,,,
15,Life Cycle__G135,3.27975058995,0.13684537926170973,2.0,47.0,3.1829862943,48.0,3.3765148856,,,,,,,,,,,,
16,Life Cycle__G150,0.34701943273333336,0.35092613052856436,3.0,49.0,0.4165894202,50.0,0.6579498736,51.0,-0.0334809956,,,,,,,,,,
17,Life Cycle__G180,2.8397686003666665,1.3741109662407875,3.0,52.0,1.8782714093,53.0,2.227437459,54.0,4.4135969328,,,,,,,,,,
18,Stress Time Course__C30,-1.04096143035,0.32321899779618196,2.0,55.0,-1.2695117755,56.0,-0.8124110852,,,,,,,,,,,,
19,Stress Time Course__C90,4.8432628644,0.26469424191623153,2.0,57.0,4.656095771,58.0,5.0304299578,,,,,,,,,,,,
20,Biofilm__BI,-2.63420561505,0.10940772880184044,2.0,59.0,-2.5568426681,60.0,-2.711568562,,,,,,,,,,,,
21,Biofilm__BC,3.34870547585,1.2185574543679034,4.0,61.0,3.7687734496000003,62.0,3.9181228479,63.0,1.5378296528000002,64.0,4.1700959531,,,,,,,,
22,Biofilm__Sw,12.589212577249999,1.0618701446902266,2.0,65.0,13.3400681573,66.0,11.8383569972,,,,,,,,,,,,
23,Life Cycle__BT,2.93879783965,0.5536650993405127,2.0,67.0,3.3302981859,68.0,2.5472974934,,,,,,,,,,,,
24,Life Cycle__B36,7.0130963854,1.3348288445433405,2.0,69.0,7.9569629131,70.0,6.0692298577,,,,,,,,,,,,
25,Life Cycle__B60,7.169163879099999,2.6351613215662497,2.0,71.0,9.0325043191,72.0,5.3058234391,,,,,,,,,,,,
26,M9__M9exp,0.0,0.12194942827229055,3.0,73.0,0.0108848207,74.0,0.1161421428,75.0,-0.1270269635,,,,,,,,,,
27,M9__M9tran,-1.7764608729999998,0.3952942846755477,3.0,76.0,-1.9948664962,77.0,-2.0143629581,78.0,-1.3201531647,,,,,,,,,,
28,M9__M9stat,0.29473458226666666,1.65972464469185,3.0,79.0,-1.6070846237,80.0,1.0407083976,81.0,1.4505799729,,,,,,,,,,
29,Supplement__M+G,0.3484480186,0.577589069421984,3.0,82.0,0.3966817239,83.0,-0.2517454482,84.0,0.9004077801,,,,,,,,,,
30,Supplement__Glu,-2.3717477323333336,0.9026924405579562,3.0,85.0,-3.3975028473,86.0,-2.0192555711,87.0,-1.6984847786000001,,,,,,,,,,
31,Supplement__Fru,-2.4538146012333333,0.7452141806167647,3.0,88.0,-1.5982506012000002,89.0,-2.9612951356,90.0,-2.8018980668999998,,,,,,,,,,
32,Supplement__Mal,2.708368528633333,1.8457358735536555,3.0,91.0,4.6617453142,92.0,0.9934523491,93.0,2.4699079226,,,,,,,,,,
33,Supplement__G+S,-0.41493643535,0.13275667020542198,2.0,94.0,-0.3210632936,95.0,-0.5088095771,,,,,,,,,,,,
34,Supplement__Pyr,-2.2328844038333333,1.0441795643093539,3.0,96.0,-2.912549628,97.0,-1.0305830388,98.0,-2.7555205447,,,,,,,,,,
35,Supplement__Gly,3.668814081366667,0.36643278316780026,3.0,99.0,3.2616582487,100.0,3.7726870303,101.0,3.9720969651,,,,,,,,,,
36,Supplement__Glucon,-0.6099653347999999,0.1715260122558391,3.0,102.0,-0.7853558655,103.0,-0.6019556653,104.0,-0.44258447360000003,,,,,,,,,,
37,Stressors__aero,0.6594188830333333,1.651833917251656,3.0,105.0,-1.1711775728,106.0,1.1107744937,107.0,2.0386597282,,,,,,,,,,
38,Stressors__nit,3.5685373544333334,0.8442314390101872,3.0,108.0,4.5304533697,109.0,3.2245644091,110.0,2.9505942845,,,,,,,,,,
39,Stressors__ferm,-1.0565258080666666,1.2559456141470957,3.0,111.0,-1.203421655,112.0,-2.2325640163,113.0,0.2664082471,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-3.5976883479,,1.0,114.0,-3.5976883479,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-3.2819190022,,1.0,115.0,-3.2819190022,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-5.0903944466,,1.0,116.0,-5.0903944466,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-5.7011662559000005,,1.0,117.0,-5.7011662559000005,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-7.7520700445,,1.0,118.0,-7.7520700445,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-8.6493616977,,1.0,119.0,-8.6493616977,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-8.6825772312,,1.0,120.0,-8.6825772312,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-9.178307085,,1.0,121.0,-9.178307085,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,1.3875442918,,1.0,122.0,1.3875442918,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,0.40353196020000004,,1.0,123.0,0.40353196020000004,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,1.5781614579,,1.0,124.0,1.5781614579,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,1.9384350542000002,,1.0,125.0,1.9384350542000002,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,1.6693597841,,1.0,126.0,1.6693597841,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,2.4989412288,,1.0,127.0,2.4989412288,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,3.2984890564000002,,1.0,128.0,3.2984890564000002,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,2.5943507618,,1.0,129.0,2.5943507618,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,0.5613741427,,1.0,130.0,0.5613741427,,,,,,,,,,,,,,
57,Stressors__HPh,3.999982806133333,1.112848417029205,3.0,131.0,2.7286595374,132.0,4.4736738905,133.0,4.7976149905,,,,,,,,,,
58,Stressors__LPh,6.7806414035,1.3321676597072873,3.0,134.0,5.3264062171,135.0,7.9420062656,136.0,7.0735117278,,,,,,,,,,
59,Stressors__LPhT,2.8666142484,0.7684164347984086,3.0,137.0,2.0446532975,138.0,2.9882005918,139.0,3.5669888559,,,,,,,,,,
60,Stressors__SMMPr,-7.034458529866666,0.2986293896473982,3.0,140.0,-7.3788450154,141.0,-6.8471664859,142.0,-6.8773640883,,,,,,,,,,
61,Stressors__HiTm,-6.6290136703,0.5453000145245518,3.0,143.0,-6.9742806116,144.0,-6.9123902437,145.0,-6.0003701556,,,,,,,,,,
62,Stressors__LoTm,6.3952961614333335,0.39503351385816654,3.0,146.0,6.7775385548,147.0,6.419742916,148.0,5.9886070135,,,,,,,,,,
63,Stressors__HiOs,2.9606155717,0.35179173025163585,3.0,149.0,2.7030278507,150.0,3.3614275308,151.0,2.8173913336,,,,,,,,,,
64,Stressors__BMM,4.236207847,0.9348500540368961,3.0,152.0,3.8563133467,153.0,3.5511095269,154.0,5.3012006674,,,,,,,,,,
65,Stressors__Heat,5.368157041,0.6459262957483837,3.0,155.0,5.8145140506,156.0,4.6274895561000005,157.0,5.6624675163,,,,,,,,,,
66,Stressors__Cold,19.56987057823333,0.6158290379032232,3.0,158.0,19.30228357,159.0,20.2742281004,160.0,19.1331000643,,,,,,,,,,
