,-0.09527239686111111,-0.08406387958333333,-0.07285536230555556,-0.061646845027777786,-0.05043832775000001,-0.03922981047222224,-0.028021293194444463,-0.01681277591666669,-0.005604258638888915,0.005604258638888859,0.016812775916666634,0.028021293194444408,0.03922981047222218,0.050438327749999956,0.06164684502777773,0.0728553623055555,0.08406387958333328,0.09527239686111105,0.10648091413888883,0.1176894314166666
thresh,-0.1008766555,0.1008766555,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,8,24,95,484,1571,1590,407,72,11,12,5,2,4,5,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yonB' 'youA'],[]
