,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,0.6348718593231552,3.0,0.0,0.5864495114,6.0,-0.6741709536,12.0,0.0877214422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.0733374833,0.6944664996532648,3.0,1.0,0.7863031242,7.0,-0.6010190783,13.0,0.034728404000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.6112221598333334,0.22052946555777306,3.0,2.0,0.8427619190000001,8.0,0.5872414415,14.0,0.403663119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.8953478055000001,0.5201061899423074,3.0,3.0,2.3667557085,9.0,1.3373995513999999,15.0,1.9818881566000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,2.2381259226666668,0.594183337141033,3.0,4.0,2.7922170492,10.0,1.6106647407999999,16.0,2.311495978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,1.4243244343333332,1.0241035694399996,3.0,5.0,1.4744080684,11.0,0.3760979599,17.0,2.4224672747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.9752501475,0.2505592460910918,2.0,18.0,-0.7980780055000001,71.0,-1.1524222895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-1.0195370542666666,0.8436212045319234,3.0,19.0,-1.9862337643,70.0,-0.6402071584,205.0,-0.4321702401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.7730663316875002,1.783518578336435,8.0,20.0,-3.3613447259,32.0,-2.1457741438,55.0,-2.1951792549,67.0,-1.5447873023,126.0,-1.7540868756,147.0,-1.3609875725,203.0,2.0652968455,210.0,-3.887667624,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.059493554833333344,0.25114874932418546,3.0,21.0,-0.3097194039,34.0,0.1925680311,61.0,-0.0613292917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
