,A,YieP
ml_abx__dox__3,1.3876309031,-0.9895368303000001
ml_abx__glob__1,-0.169868193,0.20119765010000001
ml_abx__glob__2,-0.8184373526000001,-0.1111401172
ml_abx__glob__3,-0.5835386856,-0.8017336566000001
ml_abx__lvx__1,-1.3005681086,1.070796587
ml_abx__lvx__2,-2.37597811,0.3906101984
ml_abx__lvx__3,-1.4744800142,0.041449884
ml_abx__mec__1,0.7790951795000001,0.1823320371
ml_abx__mec__2,-0.7872486696000001,-0.33667989470000004
ml_abx__mec__3,0.26688942730000004,-0.7353701123
ml_abx__mem__1,0.10874011410000001,0.3123491863
ml_abx__mem__2,-0.5075677739,-0.2584541973
ml_abx__mem__3,0.3738919859,-0.5300826449
ml_abx__nit__1,-5.1171056665,-0.2916119915
ml_abx__nit__2,-4.2511377538,0.2601390853
ml_abx__nit__3,-3.4825755994,0.3076363287
ml_abx__ntx__1,-6.1921124359,0.2330306373
ml_abx__ntx__2,-5.7045076016,0.2758766201
ml_abx__nor__1,-1.6307962881,0.7890351132000001
ml_abx__nor__2,-2.5831606136,0.3694012264
ml_abx__nor__3,-1.9616214783,-0.0402501841
ml_abx__pb__1,-1.8776149281,0.4667732681
ml_abx__pb__2,-1.4409486391000002,0.3713839548
ml_abx__pb__3,-0.9127748040000001,-0.050452524500000005
ml_abx__tmp__1,0.3916309269,-0.3776576862
ml_abx__tmp__2,-1.8233967682,-0.42672884040000003
ml_abx__tmp__3,-1.4160893983,-0.8365702736
mut_abx__del_mutS_000nor__1,-0.7003240494,-0.2055209361
mut_abx__del_mutS_000nor__2,0.37303012750000003,-0.1252844643
mut_abx__del_mutS_000nor__3,0.3272939219,0.3308054005
mut_abx__del_mutS_125nor__1,-0.2546536283,-0.1445190022
mut_abx__del_mutS_125nor__2,-0.9409177191,-0.3189490823
mut_abx__del_mutS_125nor__3,-1.3648097807,-0.20264146630000002
mut_abx__del_mutS_250nor__1,-1.0324401536,-0.1063557757
mut_abx__del_mutS_250nor__2,-0.0851453153,-0.0236246563
mut_abx__del_mutS_250nor__3,-1.10744191,-0.4188775971
mut_abx__del_mutS_375nor__1,-0.3728471049,0.080130244
mut_abx__del_mutS_375nor__2,0.1420217403,0.0903461857
mut_abx__del_mutS_375nor__3,-0.2085101858,0.07329972280000001
mut_abx__del_mutS_500nor__1,-0.17882611580000002,0.2281874183
mut_abx__del_mutS_500nor__2,-0.28569784470000004,0.3160303478
mut_abx__del_mutS_500nor__3,-0.3571697092,0.3235525239
mut_abx__del_mutS_625nor__1,-0.8035328219000001,0.3108840899
mut_abx__del_mutS_625nor__2,-0.8411088683,0.3541514276
mut_abx__del_mutS_625nor__3,-0.8117311623,0.1129678041
mut_abx__del_mutS_750nor__1,-0.9328228098,0.3750775948
mut_abx__del_mutS_750nor__2,-0.6905275775,0.3053275616
mut_abx__del_mutS_750nor__3,-0.9719753309,0.3627277119
mut_abx__del_mutS_875nor__1,-0.6113114818000001,0.8117313665
mut_abx__del_mutS_875nor__2,-1.4062566393,0.24440061100000002
mut_abx__del_mutS_875nor__3,-0.5051945749,0.3218598354
nit_yeaG__wt_Nminus__1,-0.21943810500000002,-0.2089821999
nit_yeaG__wt_Nminus__2,0.21943810500000002,0.2089821999
nit_yeaG__wt_Nplus__1,-4.4633880785,-1.1304413719
nit_yeaG__wt_Nplus__2,-4.8173304115,-0.8876170898
nit_yeaG__del_yeaG_Nminus_24h__1,-1.2363974611,-1.7781968042
nit_yeaG__del_yeaG_Nminus_24h__2,-0.058245389300000006,-1.1983570714
nit_yeaG__del_yeaG_Nminus_24h__3,0.6416319631,-1.6057078607
nit_yeaG__del_yeaG_Nminus__1,-0.6284721692,-0.0559229979
nit_yeaG__del_yeaG_Nminus__2,-0.7182884453,0.043278804500000004
nit_yeaG__del_yeaG_Nplus__1,-4.4569014333,-1.1414328899
nit_yeaG__del_yeaG_Nplus__2,-5.2344524209,-0.9525479080000001
opex__amp__1,0.7169491544000001,0.2640091499
opex__amp__2,0.5180039372,0.045436868000000005
opex__amp__3,-0.545936997,-0.2257232904
opex__bak_amp__1,0.4005796313,-0.0161998273
opex__bak_amp__2,-0.9053249764,-0.13031180280000002
opex__bak_amp__3,-0.4053431058,-0.2700367684
opex__bak_kan__1,0.0131731613,-0.3032753362
opex__bak_kan__2,0.306113853,0.0702732394
opex__bak_kan__3,-0.9904004818000001,-0.30534345220000003
opex__bak_nor__1,-0.5194337921000001,-0.1118562008
opex__bak_nor__2,0.3338756081,0.0478942425
opex__bak_nor__3,-1.5720877616,-0.048498147500000005
opex__bak_rif__1,0.2381294759,0.15819064100000002
opex__bak_rif__2,-0.3399394155,0.3748860654
opex__bak_rif__3,0.5166223899,0.18125268760000002
opex__chx_amp__1,0.1906653168,0.0629314302
opex__chx_amp__2,1.3057912323,0.1200453119
opex__chx_amp__3,-0.2050918193,-0.189868645
opex__chx_kan__1,0.5910292672,-0.0715509127
opex__chx_kan__2,0.24694407300000001,-0.0879359415
opex__chx_kan__3,0.6077393504,-0.1230114868
opex__chx_nor__1,0.6366940089,-0.12365347700000001
opex__chx_nor__2,0.1972862088,0.1076770945
opex__chx_nor__3,0.3368853422,0.0243770822
opex__chx_rif__1,-0.0134732679,0.1626079464
opex__chx_rif__2,0.39679078170000004,0.1410615214
opex__chx_rif__3,0.7655473603,0.100721537
opex__ctrl__1,-0.5938615340000001,-0.0788497563
opex__ctrl__2,0.1773583391,0.0507730398
opex__ctrl__3,0.41650319490000004,0.0280767165
opex__etoh_amp__1,0.9958178320000001,0.2142117091
opex__etoh_amp__2,0.7649998984,0.0147853403
opex__etoh_amp__3,0.5346750365,-0.15218905900000002
opex__etoh_kan__1,0.6390369051,0.0227544715
opex__etoh_kan__2,-0.0624586112,-0.2040667505
opex__etoh_kan__3,0.5428726380000001,0.040361879600000004
opex__etoh_nor__1,0.6834782325000001,-0.3301628862
opex__etoh_nor__2,1.218493721,-0.121323312
opex__etoh_nor__3,2.2184343577,-0.043884196300000004
opex__etoh_rif__1,-0.09319149460000001,-0.1413511255
opex__etoh_rif__2,0.8018285876,-0.3079157602
opex__etoh_rif__3,1.4830487008,-0.2185227811
opex__glual_amp__1,0.056595473,0.1428439585
opex__glual_amp__2,1.0708930518,0.17253531630000002
opex__glual_amp__3,0.5008396458000001,0.155290916
opex__glual_kan__1,-0.5201367887,0.204784035
opex__glual_kan__2,-0.18463116910000002,0.2106408364
opex__glual_kan__3,0.6016802210000001,0.2212246246
opex__glual_nor__1,0.4749078096,0.28599508360000003
opex__glual_nor__2,-0.0980368093,0.2118940085
opex__glual_nor__3,-0.0016057605,0.2611994941
opex__glual_rif__1,-0.8787105102,0.41075530920000003
opex__glual_rif__2,-0.18414105860000002,0.2621481772
opex__glual_rif__3,-0.1516629876,0.5135052144
opex__h2o2_amp__1,1.4200336669,-0.2570582851
opex__h2o2_amp__2,1.4489038657,-0.0908420855
opex__h2o2_amp__3,0.4979759655,-0.033045562
opex__h2o2_kan__1,1.1618439599000001,-0.11842671760000001
opex__h2o2_kan__2,1.0639227742,0.1926759311
opex__h2o2_kan__3,1.7340722455000002,0.2255746325
opex__h2o2_nor__1,-0.1230351741,-0.1941472274
opex__h2o2_nor__2,0.9240477957000001,-0.0114520951
opex__h2o2_nor__3,1.7460751553,0.27589310910000003
opex__h2o2_rif__1,0.2893360579,-0.0060336235
opex__h2o2_rif__2,1.4868808191,0.2540285834
opex__h2o2_rif__3,0.5598779192000001,0.2660347652
opex__ippoh_amp__1,-0.104905573,0.14458671950000002
opex__ippoh_amp__2,-0.7032352836,-0.1078667371
opex__ippoh_amp__3,0.0329708113,0.0262904594
opex__ippoh_kan__1,0.0392224448,-0.0643240516
opex__ippoh_kan__2,1.6706812745000001,0.066909194
opex__ippoh_kan__3,-0.6574998283,-0.0586379214
opex__ippoh_nor__1,-0.4468790442,-0.41880473960000003
opex__ippoh_nor__2,-0.3186588086,-0.1682635817
opex__ippoh_nor__3,2.0221170981,0.3061224028
opex__ippoh_rif__1,-0.6137517155000001,-0.4051599104
opex__ippoh_rif__2,-0.740369856,-0.1589049525
opex__ippoh_rif__3,-0.49918365900000006,-0.1757099151
opex__kan__1,0.8976152559,-0.2968669297
opex__kan__2,1.0340204587,-0.0191661748
opex__kan__3,-0.20727570820000002,0.0388725586
opex__nor__1,-0.19040073100000002,0.0345764054
opex__nor__2,0.3341856171,0.0868301611
opex__nor__3,0.4396549207,0.16059980840000002
opex__paa_amp__1,0.48620495560000004,0.0220691514
opex__paa_amp__2,0.2426551778,0.048103323
opex__paa_amp__3,1.2642433053,-0.2595108986
opex__paa_kan__1,-0.1198288465,0.274152804
opex__paa_kan__2,-0.4593600337,0.1334072407
opex__paa_kan__3,0.1511674688,0.2079882911
opex__paa_nor__1,0.3296474768,0.277486073
opex__paa_nor__2,0.6530846717000001,-0.0577854924
opex__paa_nor__3,-0.2627975087,0.0140107518
opex__paa_rif__1,-0.3509002348,0.3763007218
opex__paa_rif__2,0.1841674629,0.3484405796
opex__paa_rif__3,-0.801295576,0.1117920953
opex__phenol_amp__1,-0.6838200619,-0.26540358480000004
opex__phenol_amp__2,-0.43522181790000003,-0.6671640993
opex__phenol_amp__3,-0.6044073493000001,-0.056503111200000004
opex__phenol_kan__1,-0.5132878754,-0.0902458151
opex__phenol_kan__2,-0.7400416178,-0.4686901519
opex__phenol_kan__3,-1.0626995464,-0.1409417598
opex__phenol_nor__1,-1.3508410617,-0.4194329312
opex__phenol_nor__2,0.4721150908,-0.029038590700000002
opex__phenol_nor__3,-1.4426281103,-0.0892790095
opex__phenol_rif__1,-1.6273139429999999,0.0584022982
opex__phenol_rif__2,-0.9889062769,0.2661808083
opex__phenol_rif__3,-1.7508054428,0.25251301730000003
opex__pvpi_amp__1,0.7979916906000001,0.007861534
opex__pvpi_amp__2,0.1853427902,-0.27723391740000003
opex__pvpi_amp__3,-0.5306286102000001,-0.0564268289
opex__pvpi_kan__1,0.7699079769,-0.0882233598
opex__pvpi_kan__2,0.9698576568,-0.09302899170000001
opex__pvpi_kan__3,0.4314728003,0.0470868288
opex__pvpi_nor__1,-0.4350641838,-0.0294136392
opex__pvpi_nor__2,-0.4861928414,0.1925401689
opex__pvpi_nor__3,-0.1463745639,0.032733833500000004
opex__pvpi_rif__1,-0.4333487009,0.2295878123
opex__pvpi_rif__2,-0.9441378718000001,0.3698571532
opex__pvpi_rif__3,1.0221292651,0.5692502460000001
opex__rif__1,0.3896650701,0.1360201345
opex__rif__2,0.821442698,0.398015092
opex__rif__3,0.0556451036,0.3756514486
opex__naocl_amp__1,-0.15107182830000002,0.4455059368
opex__naocl_amp__2,0.3897310088,0.1338949586
opex__naocl_amp__3,-1.0784716829,0.32371507720000003
opex__naocl_kan__1,0.7906672766,-0.015857916
opex__naocl_kan__2,-0.11854539780000001,-0.0444308308
opex__naocl_kan__3,-1.3888681317,0.0446138597
opex__naocl_nor__1,-0.030773879900000002,0.0828414479
opex__naocl_nor__2,-0.2309185721,0.2405328588
opex__naocl_nor__3,-1.147716665,0.21803085830000002
opex__naocl_rif__1,-0.14771762100000002,0.4844323863
opex__naocl_rif__2,-0.2149836144,0.6565423488000001
opex__naocl_rif__3,0.31837999580000004,0.43223112350000004
phage_lysogen__wt_ctrl__1,-0.7952258516,-0.38782577970000004
phage_lysogen__wt_ctrl__2,-0.8986648406000001,-0.36105175500000003
phage_lysogen__wt_ctrl__3,1.6938906922,0.7488775346000001
phage_lysogen__O104_H4__1,-0.2823147112,-0.048187101600000004
phage_lysogen__O104_H4__2,1.4133223769,0.4487383036
phage_lysogen__O104_H4__3,3.9276424555,1.6883981760000002
phage_lysogen__O157_H7_PA8__1,-0.6667880877,-0.1482238311
phage_lysogen__O157_H7_PA8__2,2.1510605278,1.1120240579
phage_lysogen__O157_H7_PA8__3,4.6190076573,2.0151030584
phage_resist__ygbE_oe__1,5.4748543609,0.42811758710000003
phage_resist__wt__1,-3.2991950356,-1.2749861242
phage_resist__wt__2,-1.2930263027,0.0111716941
phage_resist__wt__3,1.8166900977,0.5907196426
phage_resist__wt__4,2.7755312406,0.6730947875000001
phage_resist__ygbE_oe__2,-2.5681282796,-0.7024390162
phage_resist__ygbE_oe__3,-2.1643096839,-0.6739686875
phage_resist__ygbE_oe__4,-0.1721395253,-0.23119632310000002
phage_resist__yahA_oe__1,-4.5189548137,0.1045925672
phage_resist__yahA_oe__2,-4.3169125835,0.109686372
phage_resist__yahA_oe__3,-4.4725092076,0.10758834710000001
phage_resist__yrfF_ko__1,0.3406199243,0.6925189571
phage_resist__yrfF_ko__2,-0.49939160600000004,0.7706989307000001
phage_resist__yrfF_ko__3,2.7416481231,0.9176469249
pollution__wt_ctrl__1,0.0841738774,-0.1239758671
pollution__wt_ctrl__2,0.8634777253,0.42724191450000004
pollution__wt_ctrl__3,-0.9476516027,-0.3032660474
pollution__wt_urban__1,-4.1031887689,-0.2893386604
pollution__wt_urban__2,-3.6209528782,-0.1247466364
pollution__wt_urban__3,-3.4798161127,0.0381144848
pollution__wt_diesel__1,-2.509546728,-0.5602928829
pollution__wt_diesel__2,-1.5930184839,-0.0528977055
pollution__wt_diesel__3,-0.49631760820000004,-0.3524801475
pollution__evo_diesel__1,-4.0522292846,-0.6690633397
pollution__evo_diesel__2,-0.43514926270000004,-0.0184658508
pollution__evo_diesel__3,-3.4813282572,-0.7591004756
ppGpp__wt_relAtrunc_00m__1,-0.0895780536,-0.0182875853
ppGpp__wt_relAtrunc_00m__2,0.5850813695,-0.1496288385
ppGpp__mut_delrelA_10m__1,1.2973629537,0.7510819612
ppGpp__mut_delrelA_05m__1,1.4350117323,0.21009543660000002
ppGpp__mut_delrelA_10m__2,1.3006321744,0.8384044142
ppGpp__mut_delrelA_10m__3,1.4080690008,0.8008907063
ppGpp__mut_delrelA_00m__1,0.5760456154,0.3571654121
ppGpp__mut_delrelA_00m__2,0.9568785672000001,0.18582171290000002
ppGpp__mut_delrelA_05m__2,0.9664689325,0.3847392029
ppGpp__mut_delrelA_05m__3,1.0255192993,0.28143290200000004
ppGpp__mut_delrelA_00m__3,1.0500151204,0.10763032530000001
ppGpp__wt_delrelA_10m__1,1.1758318943,1.3614084429
ppGpp__wt_delrelA_05m__1,1.0362220393,1.0782248895
ppGpp__wt_delrelA_05m__2,1.0562179497,1.1064697987
ppGpp__wt_delrelA_10m__2,1.4756940957,1.3640926946
ppGpp__wt_delrelA_10m__3,1.3871596256,1.4203892459
ppGpp__wt_delrelA_00m__1,0.1701610388,-0.0356230403
ppGpp__wt_delrelA_00m__2,-0.33720337580000004,0.12341486600000001
ppGpp__wt_delrelA_05m__3,0.7143664940000001,1.133113627
ppGpp__wt_delrelA_00m__3,0.167042337,-0.0877918257
ppGpp__mut_relAtrunc_10m__1,0.9399921733000001,0.1664832648
ppGpp__mut_relAtrunc_05m__1,0.804306936,0.2961195117
ppGpp__mut_relAtrunc_05m__2,0.4918336702,0.1624937511
ppGpp__wt_relAtrunc_10m__1,0.5639638505,-0.2590413131
ppGpp__wt_relAtrunc_10m__2,-0.050453555500000004,-0.0766100416
ppGpp__wt_relAtrunc_10m__3,0.45695963040000004,-0.0902816498
ppGpp__mut_relAtrunc_00m__1,1.0278805277,0.4998489748
ppGpp__wt_relAtrunc_00m__3,0.5096244632,0.09588267780000001
ppGpp__wt_relAtrunc_05m__1,0.294389983,-0.1107229086
ppGpp__wt_relAtrunc_05m__2,0.374866874,-0.2324172898
ppGpp__wt_relAtrunc_05m__3,0.09373838,-0.023486389700000002
ppGpp__mut_relAtrunc_00m__2,0.6003581858,0.16312248000000001
ppGpp__mut_relAtrunc_00m__3,1.1036144017,0.1212841892
ppGpp__mut_relAtrunc_10m__2,1.2672527298,0.10759602500000001
ppGpp__mut_relAtrunc_05m__3,0.7358795787,0.2244838736
ppGpp__mut_relAtrunc_10m__3,1.3834905784,0.219476213
pressure__high_pressure__1,-1.8336180764,-1.1177519805
pressure__high_pressure__2,-0.6080245633,-1.0080857688
pressure__low_pressure__1,0.0451060302,-0.042857737900000005
pressure__low_pressure__2,-0.0451060302,0.042857737900000005
quantum_dots__ctrl__1,-0.4379088157,-0.0366329816
quantum_dots__ctrl__2,0.4379088157,0.0366329816
quantum_dots__cdte_light__1,-0.8460967754000001,-0.1537657231
quantum_dots__cdte_light__2,-0.45904689800000004,0.0876323198
quantum_dots__cdte_dark__1,-1.6582757171,-0.3632176476
quantum_dots__cdte_dark__2,-1.6290736352000001,-0.4107992085
quantum_dots__cdse_light__1,-0.43572598900000004,-0.3166172068
quantum_dots__cdse_light__2,0.0736240695,-0.014524005900000001
quantum_dots__cdse_dark__1,-1.336858899,-0.2966557587
quantum_dots__cdse_dark__2,-1.2639857678,-0.23152196090000002
raman__wt__1,-0.11263859150000001,-0.3728152287
raman__del_cyaA__1,-4.5816198441000004,-0.766793304
raman__del_cyaA_01mM__1,-6.1187279471,-0.7164925489
raman__del_cyaA_05mM__1,-3.9619050920000003,0.1444771984
raman__del_cyaA_1mM__1,-1.1549601741,0.4541277003
raman__wt__2,-0.1197741727,0.06495698280000001
raman__del_cyaA__2,-5.7073455616,-0.6595980362
raman__del_cyaA_01mM__2,-7.0434925786,-0.5744129283
raman__del_cyaA_05mM__2,-4.0529479321,0.0119669392
raman__del_cyaA_1mM__2,-2.3806429103,-0.2712203657
raman__wt__3,0.23241276430000002,0.3078582459
raman__del_cyaA__3,-5.8569884535,-0.7173079822
raman__del_cyaA_01mM__3,-7.3161980934,-0.6395451393
raman__del_cyaA_05mM__3,-4.0623508089,-0.30300870280000003
raman__del_cyaA_1mM__3,-2.7141670883,-0.5798918054000001
rand_barrel__mut_nanE__1,-0.5406875066,-0.4794623248
rand_barrel__mut_nanE__2,0.7396184805,-0.07006059490000001
rand_barrel__mut_nanE__3,0.9085600208,0.7933228822
rand_barrel__mut_pdxJ_1__1,-0.4839357624,-0.45114962500000005
rand_barrel__mut_pdxJ_1__2,-0.288845962,-0.2349606004
rand_barrel__mut_pdxJ_1__3,-0.3516759964,1.0513256134
rand_barrel__mut_pdxJ_2__1,0.6626254482,0.0731109899
rand_barrel__mut_pdxJ_2__2,0.5986648544000001,-0.5381960921
rand_barrel__mut_pdxJ_3__1,0.38685352310000004,-0.1727827508
rand_barrel__mut_pdxJ_3__2,0.4824037568,-0.2447752718
rand_barrel__del_serB__1,1.0981573087,-0.0231557361
rand_barrel__del_serB__2,-1.0981573087,0.0231557361
rockhopper__CV104_pHDB3__1,-4.1324993539,-0.4508771501
rockhopper__CV104_pHDB3__2,-4.1074642748,-0.2992118622
rockhopper__CV104_pHDB3__3,-4.0905879589,-0.4092243312
rockhopper__CV104_pLCV1__1,-4.1783227155,-0.3170482482
rockhopper__CV104_pLCV1__2,-3.9535303043,-0.35156038640000004
rockhopper__CV104_pLCV1__3,-4.2660018204,-0.44924784840000004
rockhopper__wt_lb__1,-3.6818018876,-0.5205730899000001
rockhopper__wt_lb__2,-4.238363497,-0.3898239813
rockhopper__wt_lb__3,-4.0563416221,-0.5659529237
rockhopper__wt_lb_aMG__1,-5.1732107295,0.2515450235
rockhopper__wt_lb_aMG__2,-4.5698068944,0.0984153132
rockhopper__wt_lb_aMG__3,-4.6379891167,0.1823675391
rockhopper__del_sgrR_lb_aMG__1,-4.305126035,0.535802621
rockhopper__del_sgrR_lb_aMG__2,-5.8274296793,0.8330896738
rockhopper__del_sgrR_lb_aMG__3,-4.6947697482,0.7122673829
rockhopper__del_sgrS_glyc_aMG__1,-2.9608648882,1.4271405603
rockhopper__del_sgrS_glyc_aMG__2,-3.2613442732999998,1.2464054644
rockhopper__del_sgrS_glyc_aMG__3,-2.4043390945,1.4248963055
rockhopper__del_sgrS_glyc__1,-2.7617511098,-0.610579568
rockhopper__del_sgrS_glyc__2,-2.1974103306,-0.6163040644000001
rockhopper__del_sgrS_glyc__3,-2.4550361674,-0.5799691902
rockhopper__wt_lb_aMG__4,-5.6484618711,0.3366864169
rockhopper__wt_lb_aMG__5,-5.4789838587,0.445498302
rockhopper__wt_lb_aMG__6,-5.0765130983,0.6229713796
rockhopper__wt_glyc_aMG__1,-4.2379591591,1.0822101385
rockhopper__wt_glyc_aMG__2,-4.0428402886,0.9168011647000001
rockhopper__wt_glyc_aMG__3,-3.8262052188,0.9974626184000001
rockhopper__wt_glyc__1,-3.9588627775000003,-0.17999856050000002
rockhopper__wt_glyc__2,-3.3099492958,-0.3974369173
rockhopper__wt_glyc__3,-3.7796255197,-0.3147523333
rockhopper__CV108_glyc_aMG__1,-0.7702592592,0.3696697014
rockhopper__CV108_glyc_aMG__2,-0.6363006401,0.5208751972
rockhopper__CV108_glyc_aMG__3,-1.3086000125,0.372225456
rockhopper__wt_glyc__4,-0.8810874079000001,-0.09014587810000001
rockhopper__wt_glyc__5,-1.1116126544,-0.40507622600000004
rockhopper__wt_glyc__6,2.0076698767,0.6486897331
rockhopper__wt_glyc_aMG__4,0.0838862422,0.7376837521
rockhopper__wt_glyc_aMG__5,-0.941543742,0.49233145510000004
rockhopper__wt_glyc_aMG__6,-0.6137017659,0.8021959647
rockhopper__wt_glyc__7,2.2164837364,0.2244791513
rockhopper__wt_glyc__8,1.2276929941,0.4555199969
rockhopper__wt_glyc__9,2.3222218818,0.3749099833
rockhopper__wt_glyc__10,2.4514548168,0.0164199486
rockhopper__wt_glyc__11,1.4941626893,-0.1196876939
rockhopper__wt_glyc__12,1.3214516602,-0.212921204
rpoD__wt__1,-0.0774256449,-0.2832609693
rpoD__wt__2,0.3639359706,0.14726639460000002
rpoD__rpoD_mut__1,-6.4522432433,-1.2583884861999999
rpoD__rpoD_mut__2,-6.2630962105,-1.1203740779
rpoD__rpoD_mut__3,-5.53645438,-0.7264807258
rpoD__wt__3,-0.2865103256,0.1359945747
rpoN_peptide__ctrl__1,0.124661778,0.0201598588
rpoN_peptide__ctrl__2,0.21358604990000002,-0.00011569750000000001
rpoN_peptide__ctrl__3,-0.3382478279,-0.020044161300000002
rpoN_peptide__nminus__1,0.5019147314,-0.0310697059
rpoN_peptide__nminus__2,0.1403864417,0.027573805000000003
rpoN_peptide__nminus__3,0.11501117820000001,0.0076263611
rpoN_peptide__nplus__1,-3.6098412593,-0.4946209769
rpoN_peptide__nplus__2,-3.6484286288,-0.526202856
rpoN_peptide__nplus__3,-3.7327476637,-0.5035599014000001
rpoN_peptide__s54_wt__1,-0.4583217639,0.0798061162
rpoN_peptide__s54_wt__2,-0.49759782280000003,0.12873279440000002
rpoN_peptide__s54_wt__3,-0.6353638098000001,0.21075555940000001
rsd__wt_ee__1,-0.5488327409,-0.1482913952
rsd__wt_ee__2,0.5488327409,0.1482913952
rsd__del_rsd_ee__1,0.1346217776,-0.11182626770000001
rsd__del_rsd_ee__2,0.1642902795,0.1906410331
rsd__del_ssrS_ee__1,0.1595219929,0.6688315459
rsd__del_ssrS_ee__2,0.6088184791,0.5075662117
rsd__del_rsd_ssrS_ee__1,-4.8384877869,-0.2783537173
rsd__del_rsd_ssrS_ee__2,-5.744839849,-0.6443067071
rsd__del_rpoS_ee__1,0.6607426798,0.3926302418
rsd__del_rpoS_ee__2,0.8226310182000001,0.5147343948
rsd__wt_me__1,-1.6148391863,-0.7735881395
rsd__wt_me__2,-1.4629162622,-0.8727100749000001
rsd__del_rpoS_me__1,-0.34511819200000005,-0.7913532135
rsd__del_rpoS_me__2,-0.0543937418,-0.7690958454
rsd__wt_ts__1,-2.7755686479,-2.8933457545
rsd__wt_ts__2,-2.7904044742,-2.7027588326
rsd__del_rsd_ssrS_ts__1,-2.3349234712999998,-2.3874682497
rsd__del_rsd_ssrS_ts__2,-2.7139423458,-2.5012878804
rsd__del_rpoS_ts__1,-2.6381391522,-2.4011691831
rsd__del_rpoS_ts__2,-2.7480900585,-2.4281076509
rsd__wt_s__1,-2.7715756527,-2.7116081111
rsd__wt_s__2,-2.2570697262,-2.8057192657
rsd__del_rsd_s__1,-2.6312223751,-2.9683126486
rsd__del_rsd_s__2,-1.8879144194,-3.0336588802
rsd__del_rsd_ssrS_s__1,-1.3409032893,-2.6532906872
rsd__del_rsd_ssrS_s__2,-1.0702472507,-2.6067934047
rsd__del_rsd_ls__1,-2.7749522648,-4.5800525305
rsd__del_rsd_ls__2,-2.2746628342,-4.7415239757
rsd__del_ssrS_ls__1,-1.3493992457,-3.5375292195
rsd__del_ssrS_ls__2,-1.9360750585000002,-4.1905663623
rsd__del_rsd_ssrS_ls__1,-2.2092794767,-3.6433127072
rsd__del_rsd_ssrS_ls__2,-1.6298701543,-3.3961110522
rsd__del_rpoS_ls__1,-4.1976736808,-4.0632474089
rsd__del_rpoS_ls__2,-3.2022620937,-3.7214894995
sdsR_ryeA__wt_3h__1,-0.6409529588,-0.0626139221
sdsR_ryeA__wt_8h__1,-6.0423171609,-1.9798141015000001
sdsR_ryeA__wt_3h__2,0.6409529588,0.0626139221
sdsR_ryeA__wt_8h__2,-6.1974199133,-1.8557435147999999
starve_series__t00_growth1__1,0.26671054980000003,0.0372982417
starve_series__t00_growth1__2,0.3123501003,0.1123924215
starve_series__t00_growth1__3,0.5142428465000001,0.0785633606
starve_series__t00_growth1__4,-1.0933034965,-0.2282540238
starve_series__t01_starve__1,3.5802283813,-0.1806305249
starve_series__t01_starve__2,4.018497005,-0.3634777078
starve_series__t02_starve__1,2.5983436867,0.1124257161
starve_series__t02_starve__2,3.0238748017,0.1007530628
starve_series__t03_starve__1,4.699984837,0.35385601710000003
starve_series__t03_starve__2,4.3128272261,0.3564659824
starve_series__t04_starve__1,4.3221078502,0.4171493573
starve_series__t04_starve__2,4.7490655367,0.1765769694
starve_series__t05_starve__1,4.3490653112,0.12903513800000002
starve_series__t05_starve__2,4.1508419319,0.0125965112
starve_series__t06_starve__1,4.3941019003,0.0076545954
starve_series__t06_starve__2,4.5661187426000005,-0.06695041560000001
starve_series__t07_starve__1,4.5225028386,-0.350875582
starve_series__t07_starve__2,4.5648065727,-0.3215302028
starve_series__t08_starve__1,4.6770026725000005,-0.3873236464
starve_series__t08_starve__2,4.5047685404,-0.4381020863
starve_series__t09_starve__1,4.6480660024,-0.4921912948
starve_series__t09_starve__2,4.2577478064,-0.5580006513
starve_series__t10_starve__1,4.310191833,-0.6633375409000001
starve_series__t10_starve__2,4.2032841701,-0.8620009707
starve_series__t11_starve__1,3.7635982371,-0.9745105729
starve_series__t11_starve__2,3.789607191,-0.6811837780000001
starve_series__t12_starve__1,4.1570591913,-0.8557371097
starve_series__t12_starve__2,4.6194389536,-0.7677949563
starve_series__t14_starve__1,4.395210642,-0.9729156910000001
starve_series__t14_starve__2,3.7109100704999998,-0.9845300770000001
starve_series__t16_starve__1,3.9756550553,-1.3268317229
starve_series__t16_starve__2,4.6771104481,-1.3828546098
starve_series__t17_starve__1,3.9748213051,-1.4430468403
starve_series__t17_starve__2,4.7390703006,-1.4588344711
starve_series__t18_starve__1,4.2291984608,-1.4907509301
starve_series__t18_starve__2,4.1829568642,-1.4738193076
starve_series__t20_starve__1,1.892542474,-1.5366536315000001
starve_series__t20_starve__2,2.5182345406,-1.6958663922000001
starve_series__t21_growth2__1,1.0217883871,-2.0252516577
starve_series__t21_growth2__2,0.6892123724,-1.7107662931
starve_series__t22_growth2__1,1.5960863256,-1.2553606593
starve_series__t22_growth2__2,0.8552582230000001,-1.5244317549000002
starve_series__t23_growth2__1,1.7027817246999999,-1.0327824241
starve_series__t23_growth2__2,1.0877717831,-1.1902956148000001
starve_series__t25_growth2__1,0.9768425412,-0.32412884670000003
starve_series__t25_growth2__2,0.8957210215,-0.5979052175
starve_series__t26_growth2__1,0.5368185741,0.1594129674
starve_series__t26_growth2__2,0.4204278501,-0.20540266910000002
starve_series__t27_growth2__1,0.6279909115,0.3160173296
starve_series__t27_growth2__2,0.9395975622,0.21037409880000002
