,-0.022498131533333333,3.469446951953614e-18,0.02249813153333334,0.044996263066666674,0.06749439460000001,0.08999252613333336,0.11249065766666669,0.13498878920000004,0.15748692073333337,0.1799850522666667,0.20248318380000005,0.22498131533333338,0.2474794468666667,0.26997757840000003,0.2924757099333334,0.3149738414666667,0.33747197300000004,0.3599701045333334,0.3824682360666667,0.40496636760000004
thresh,-0.033747197300000004,0.033747197300000004,2,,,,,,,,,,,,,,,,,
unreg,60,4039,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FliA,1,37,5,2,4,3,3,2,2,1,4,3,4,1,1,0,0,0,0,0
unreg_genes,[],[],[],['yhjG'],[],[],['uhpT'],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliA_genes,['fliQ'],"['ppdB' 'fliF' 'fliE' 'fliP' 'oppA' 'fliH' 'yecF' 'yafW' 'fliL' 'prs'
 'recC' 'fliM' 'fliO' 'oppB' 'ispE' 'ygdB' 'oppF' 'yjcS' 'oppC' 'fliR'
 'fliG' 'ykfI' 'oppD' 'fliI' 'yafX' 'yhiL' 'hemL' 'ykfF' 'ppdA' 'ppdC'
 'ygbK' 'tcyJ' 'ykfH' 'lolB' 'ykfG' 'fliN' 'fliJ']",['fliZ' 'fliK' 'modB' 'modC' 'modA'],['fliA' 'ykfB'],['crfC' 'aer' 'flgM' 'ynjH'],['flgN' 'trg' 'fliT'],['fliS' 'flgL' 'flgK'],['fliD' 'ves'],['yjcZ' 'flxA'],['cheZ'],['cheB' 'cheY' 'tsr' 'cheR'],['motB' 'ycgR' 'cheA'],['motA' 'pdeH' 'cheW' 'tap'],['tar'],['fliC'],[],[],[],[],[]
