,A,FliA
ecoli_00129,20.9365533528,6.244082696
ecoli_00130,10.762887879800001,3.338220776
ecoli_00131,22.4289208294,5.847738297
ecoli_00132,-0.6708219229,-3.15766432
ecoli_00133,9.3318767605,7.23669503
ecoli_00134,18.2785535989,6.692891217
ecoli_00135,4.5905176595,6.89307748
ecoli_00136,7.1057780225,5.063162956
ecoli_00137,17.1135983219,5.664568501
ecoli_00138,-0.6638133973,1.694013628
ecoli_00139,0.26085825500000004,0.7905620800000001
ecoli_00140,22.786350053,6.675689296
ecoli_00141,13.6280968901,5.82829991
ecoli_00142,0.2530577094,-1.297854002
ecoli_00143,17.5793075926,4.111584679
ecoli_00144,3.8897683947,1.119682072
ecoli_00145,1.0988657203,-2.656777754
ecoli_00146,0.7696095846000001,-0.69171434
ecoli_00147,0.3110009666,-1.238299085
ecoli_00148,-0.4286125035,-1.9673840880000002
ecoli_00149,-0.1345215874,-1.76304311
ecoli_00150,0.2125217955,-0.363647533
ecoli_00151,18.6558869672,5.993218629
ecoli_00152,20.3992285973,6.497193833
ecoli_00153,2.2342848146,-1.056123707
ecoli_00154,1.4571171079,-0.007823064000000001
ecoli_00155,1.4242939977,-0.18078074900000002
ecoli_00157,0.1039338967,-1.274059005
ecoli_00158,0.6898161204000001,0.329911695
ecoli_00159,-0.30709837100000004,-1.621255842
ecoli_00160,-0.1532332214,-1.019836234
ecoli_00169,32.968368248,6.62322135
ecoli_00170,32.7207949052,6.624409528
ecoli_00171,34.0337946594,6.9644511300000005
ecoli_00172,33.4588819445,6.65158176
ecoli_00173,30.1297093368,6.770279722
ecoli_00174,30.6705493958,6.701124478
ecoli_00175,37.900330258,7.53876095
ecoli_00176,36.8734326453,7.35650123
ecoli_00177,5.1899710517,0.21979565
ecoli_00178,5.4357159695,0.625862343
ecoli_00179,35.3655666926,6.784658361
ecoli_00180,35.5404361315,6.8225681730000005
ecoli_00181,31.9752115629,6.136552704
ecoli_00182,32.4558754878,6.040903407
ecoli_00183,20.2656981528,3.733353038
ecoli_00184,18.3158870415,3.284455107
ecoli_00185,31.1634275592,6.256307989
ecoli_00186,31.5134683259,6.270185221
ecoli_00187,31.8786160885,6.8649795000000005
ecoli_00188,32.0616581622,6.88681169
ecoli_00189,37.1322687234,7.1853188
ecoli_00190,36.8290134329,7.10113429
ecoli_00191,29.8512459977,6.482547648
ecoli_00192,25.2225106555,6.46090666
ecoli_00193,32.7602901481,6.781418734
ecoli_00194,32.7860875375,6.6719444150000005
ecoli_00195,33.1921507131,6.810600571
ecoli_00196,31.5729096099,6.665254404
ecoli_00197,31.553923934,6.627615373
ecoli_00198,33.0571463014,6.736792809
ecoli_00199,-0.0591326911,0.23876892100000002
ecoli_00200,0.440808085,-0.42384513100000004
ecoli_00201,0.46946997430000004,-0.7846885680000001
ecoli_00202,0.3648865887,-1.303556345
ecoli_00203,-0.2615807803,-1.085205439
ecoli_00204,-0.4286437265,-0.907305538
ecoli_00205,-0.1268612517,-0.8972829990000001
ecoli_00206,0.464600375,-1.557480436
ecoli_00207,-0.7472879987000001,-1.487596673
ecoli_00208,0.1316650715,-0.633153484
ecoli_00209,-0.5627758441,-1.9213206840000001
ecoli_00210,-0.6093643196,-1.219250295
ecoli_00211,-0.3990360096,-1.716965203
ecoli_00212,-0.8936342206000001,-1.839002529
ecoli_00213,0.2238055628,-0.8184252630000001
ecoli_00214,0.3503433038,-0.272664256
ecoli_00215,-0.4234186895,-0.5215888280000001
ecoli_00216,-0.4049934224,0.462796297
ecoli_00217,0.4086594724,-0.632542789
ecoli_00218,0.7656179927000001,-0.35328003500000005
ecoli_00219,-1.2295362393,-1.3590019450000002
ecoli_00220,-0.6752686997,-1.178514442
ecoli_00221,-0.7210167238,-1.866602797
ecoli_00222,-1.062316424,-1.636670781
ecoli_00223,-0.0048980130000000005,-0.263277519
ecoli_00224,0.0225614783,-0.64477069
ecoli_00225,0.4825448282,-0.985207036
ecoli_00226,0.06591925300000001,-0.256772582
ecoli_00227,-0.2290577856,-0.224092379
ecoli_00228,-0.2839916823,-0.362369219
ecoli_00229,4.8698617628,2.983331499
ecoli_00230,5.4382941221,2.767878547
ecoli_00231,5.9065729288,2.812633631
ecoli_00232,4.688615433,2.623312913
ecoli_00233,12.2100242262,4.599347638
ecoli_00234,12.4775304546,4.561333892
ecoli_00235,0.7423069871,-1.726358241
ecoli_00236,0.8215031231000001,-1.6155821129999999
ecoli_00237,0.5913044418,-0.110911222
ecoli_00238,1.2168367935,0.45329101400000005
ecoli_00239,2.6576476678,1.783474815
ecoli_00240,2.4459624644,1.557702043
ecoli_00241,1.9712063846999999,2.094162424
ecoli_00242,4.203889173,2.919844629
ecoli_00243,3.4620518216000002,3.008118806
ecoli_00244,5.658199639,3.199474964
ecoli_00245,7.4102930032,3.284198533
ecoli_00246,2.7874874126,1.007624291
ecoli_00247,2.8021205318,0.819977609
ecoli_00248,4.253828622,1.007045638
ecoli_00249,1.1212158482,-0.023997456
ecoli_00250,0.9253346283,-0.183052276
ecoli_00251,1.017706835,1.465642205
ecoli_00252,0.44389259080000004,1.056878543
ecoli_00253,2.1264155925,-0.5299485220000001
ecoli_00254,1.6815975486,-1.006028301
ecoli_00255,0.2011168623,-0.936030075
ecoli_00256,0.7228141245,-1.27535523
ecoli_00257,0.5645621221,-0.878134739
ecoli_00258,0.2860199076,-0.7880610210000001
ecoli_00259,0.4637676082,-0.27857643
ecoli_00260,1.3137375434,-0.39481881700000004
ecoli_00261,0.8815814274,1.314278024
ecoli_00262,1.6235110374000001,2.319517573
ecoli_00263,0.6379244292,-0.579928078
ecoli_00264,0.8037598831,-0.65748315
ecoli_00265,0.2578461741,-1.4298031930000001
ecoli_00266,0.140952207,-1.305253294
ecoli_00267,-0.3002581828,-0.6870923050000001
ecoli_00268,-0.3743569466,-1.5918991949999999
ecoli_00269,0.1455907263,-2.376075052
ecoli_00270,0.8257169823,-2.106267883
ecoli_00271,0.6429620599,-0.574541524
ecoli_00272,-0.7987011690000001,-1.685300263
ecoli_00273,-0.5090309492,-1.812640625
ecoli_00274,-0.7089193458,-2.245513579
ecoli_00275,-0.3973169367,-1.8973078760000002
ecoli_00276,-0.8489252249,-2.003124849
ecoli_00277,1.5227980302000002,-0.8763713980000001
ecoli_00278,0.6274911639,-2.048993928
ecoli_00279,1.3815942337,-1.226788331
ecoli_00280,1.4793582143,-1.9562095240000001
ecoli_00281,27.8904750304,6.186648306
ecoli_00282,24.4673184483,5.951804068
ecoli_00283,33.6834943138,6.707146462
ecoli_00284,33.3414776342,6.729822958
ecoli_00285,28.3611482862,5.807550865
ecoli_00286,28.4978752279,5.761097275
ecoli_00287,2.3502023061,1.405227365
ecoli_00288,1.8470455106,1.171374818
ecoli_00289,30.7284714613,5.983185591
ecoli_00290,30.3924461503,5.674109249
ecoli_00291,18.0731462088,4.418393128
ecoli_00292,18.432088694,4.421617438
ecoli_00293,10.2555236409,2.86367614
ecoli_00294,9.9862159974,2.707267867
ecoli_00295,32.6771761895,6.259551082
ecoli_00296,32.607635863,6.254911543
ecoli_00297,10.8980485727,2.749410455
ecoli_00298,11.1599448949,2.843403899
ecoli_00299,33.5094567478,7.15351919
ecoli_00300,32.7665281899,6.99751706
ecoli_00301,29.2258450699,5.635447825
ecoli_00302,28.0590690363,5.977468533
ecoli_00303,0.7483362085,0.889705406
ecoli_00304,0.8875659701,-0.104490303
ecoli_00305,0.7440573653,0.14427357500000002
ecoli_00306,-0.09918779900000001,-1.114665142
ecoli_00307,0.6943453592000001,-0.655106127
ecoli_00308,-0.3064172236,-1.188829712
ecoli_00309,0.9141468370000001,-0.876199217
ecoli_00310,0.700071376,-0.5181133520000001
ecoli_00311,0.7796820419,-0.0057248920000000005
ecoli_00312,1.6142214456000001,-0.5085510010000001
ecoli_00313,-1.0710990013,-2.165769155
ecoli_00314,-0.1696709713,-1.824855102
ecoli_00315,1.9337443234,-0.829536864
ecoli_00316,1.5243637342,-0.297019441
ecoli_00317,0.0176445792,-1.876925847
ecoli_00318,-0.38314352090000003,-1.860286498
ecoli_00319,1.0728372880000001,0.6910878690000001
ecoli_00320,0.455514713,0.149999091
ecoli_00321,0.18149766380000001,-1.354944329
ecoli_00322,0.3135081688,-1.557340763
ecoli_00323,32.8602965717,6.400907168
ecoli_00324,33.1357695181,6.520401128
ecoli_00325,32.1875211446,6.257726027
ecoli_00326,32.1991317997,6.38737993
ecoli_00327,13.1046522572,3.730733575
ecoli_00328,12.9774952674,3.673711799
ecoli_00329,17.9926576479,4.257914806
ecoli_00330,16.793216784,2.958649861
ecoli_00331,12.572290368,1.399927933
ecoli_00332,9.8111480487,0.453938265
ecoli_00333,18.7011809553,3.22347597
ecoli_00334,20.4827736825,3.492846246
ecoli_00335,31.5958582644,6.082922192
ecoli_00336,31.8157288668,6.147455734
ecoli_00337,31.6422918559,5.283491935
ecoli_00338,33.0969119431,5.758576343
ecoli_00339,24.2308365327,5.205175488
ecoli_00340,24.8259928583,5.411784955
ecoli_00341,25.4223891512,5.392152717
ecoli_00342,27.1371376879,5.55275304
ecoli_00343,4.3593081821,-1.243768963
ecoli_00344,3.8857809388,-1.9478645710000002
ecoli_00345,10.7377814113,0.07300450500000001
ecoli_00346,11.0490421405,0.06524605
ecoli_00347,-0.7124546085,-2.21416859
ecoli_00348,-0.6515281368,-1.4025752580000002
ecoli_00349,-0.7988615029,-1.499628067
ecoli_00350,-0.9186170242,-1.933204353
ecoli_00351,0.6063971768,-1.095590872
ecoli_00352,-0.3359288223,-1.461583222
ecoli_00353,-0.5026030194000001,-1.191982094
ecoli_00354,-0.7916971126,-2.127276502
ecoli_00355,-0.7057205269,-2.061235476
ecoli_00356,-0.488279764,-2.34860163
ecoli_00357,-0.2395233622,-2.0202878
ecoli_00358,-0.0649636598,-2.067284658
ecoli_00359,-0.8705091776,-1.932307647
ecoli_00360,-0.7063451409,-2.426174868
ecoli_00361,-0.6332506075000001,-2.6981106500000003
ecoli_00362,-0.7260025671,-2.137537698
ecoli_00363,14.4397780335,2.227817034
ecoli_00364,14.2473523705,2.355419804
ecoli_00365,15.1604828539,4.52441088
ecoli_00366,15.61763958,4.603604997
ecoli_00367,16.8060969637,1.5255969230000002
ecoli_00368,15.8961873095,1.643440945
ecoli_00369,13.2786182326,2.398446397
ecoli_00370,15.1056388552,2.4421448740000002
ecoli_00371,15.436975481,3.556341784
ecoli_00372,14.969433112699999,3.952534335
ecoli_00373,17.7036615603,1.319821802
ecoli_00374,17.735765322,1.422142097
ecoli_00375,25.4253272515,4.123181043
ecoli_00376,25.5276880095,4.266686849
ecoli_00377,14.3611392111,0.6457822860000001
ecoli_00378,14.0656660064,0.26705547
ecoli_00379,14.6168242863,1.103489178
ecoli_00380,15.853893359,1.2615744
ecoli_00381,22.248723218,3.485977321
ecoli_00382,23.1048653824,3.554430728
ecoli_00383,17.787574991,2.250670533
ecoli_00384,18.3571123463,2.3797385110000002
ecoli_00385,20.8509391019,2.457517909
ecoli_00386,21.0619477598,2.391537378
ecoli_00387,26.0177942681,4.122368828
ecoli_00388,25.9657094554,4.232043877
ecoli_00389,20.3515711638,2.6582284400000002
ecoli_00390,20.3794500677,2.903498087
ecoli_00391,19.3688259303,1.527671076
ecoli_00392,18.7841661988,1.435809445
ecoli_00393,17.8642139856,6.656372076
ecoli_00394,17.1763591996,6.58902509
ecoli_00395,16.7555136513,7.10749973
ecoli_00396,16.593744673,7.03749327
ecoli_00397,1.9319622619,-1.308211879
ecoli_00398,2.626615475,-1.106535787
ecoli_00399,16.1101765722,5.168120347
ecoli_00400,19.3029100729,6.91212314
ecoli_00401,20.9959823683,7.15902058
ecoli_00402,20.4948073307,6.99875534
ecoli_00403,7.1955494297,5.53063689
ecoli_00404,4.1599364616,5.328136066
ecoli_00405,18.7830168363,6.520133191
ecoli_00406,19.5275955719,6.51183121
ecoli_00407,17.338401491,6.470982343
ecoli_00408,17.2242541741,6.4626942320000005
ecoli_00409,2.3348849898,3.9654591790000002
ecoli_00410,1.7449703773,3.397615203
ecoli_00411,4.4684746935,6.045274279
ecoli_00412,4.8895854896,5.968066505
ecoli_00413,4.4641945329,6.707826503
ecoli_00414,5.2965084727,6.86718645
ecoli_00415,1.7360217894,3.810590012
ecoli_00416,2.8464069872,4.87270219
ecoli_00417,17.460499067,6.630536298
ecoli_00418,17.9774340736,6.697169319
ecoli_00419,18.832779813,6.790001206
ecoli_00420,18.726530589,6.830475381
ecoli_00421,3.431031801,4.470826243
ecoli_00422,4.2085702187,5.510564287
ecoli_00423,15.9677265342,5.911760703
ecoli_00424,16.1634712062,5.7997536620000005
ecoli_00425,15.6098267171,6.393956056
ecoli_00426,15.7175846424,6.438021825
ecoli_00427,17.4933350625,6.303407325
ecoli_00428,16.7091773195,6.35011096
ecoli_00429,16.2345635141,6.326070046
ecoli_00430,16.0262383821,6.305545109
ecoli_00431,0.8689675132,-1.388066869
ecoli_00432,1.668197053,-1.477129455
ecoli_00433,0.8751986437,-0.390196405
ecoli_00434,1.4350457244000001,0.577370715
ecoli_00435,17.981312117,6.166086244
ecoli_00436,17.9828505613,6.033476177
ecoli_00437,20.4342724492,6.47298565
ecoli_00438,20.4594934883,6.564913923
ecoli_00439,2.7945899174,4.268749304
ecoli_00440,3.3880633549,3.557373417
ecoli_00441,16.6901813842,6.046710246
ecoli_00442,16.950572424,6.170959784
ecoli_00443,18.2632990443,6.481787785
ecoli_00444,18.1307958713,6.435474525
ecoli_00445,2.0659371875,2.771623758
ecoli_00446,1.2862509833,1.482175255
ecoli_00447,26.6677826128,5.122757446
ecoli_00448,25.4833692946,4.702680884
ecoli_00449,0.0144270036,-2.494766727
ecoli_00450,-0.8146720052,-1.9734018990000002
ecoli_00451,28.5953204951,5.059156481
ecoli_00452,29.5454649515,5.333810885
ecoli_00453,1.3219239349,-1.994158703
ecoli_00454,0.9586069522,-1.6070758
ecoli_00455,-0.8438229070000001,-1.991903661
ecoli_00456,-0.8358229057000001,-1.8182545810000001
ecoli_00457,-1.28379483,-1.3045209020000001
ecoli_00458,-0.9505315099,-1.205977881
ecoli_00459,-0.9085751825,-1.140881027
ecoli_00460,-0.7477016244,-0.972291341
ecoli_00461,3.4510844329,-0.621697485
ecoli_00462,3.7201288497,-0.93262435
ecoli_00463,12.3526783494,2.7819172080000003
ecoli_00464,12.305575075,2.69508342
ecoli_00465,1.6837742324,-0.7220754420000001
ecoli_00466,1.2363983587,-0.98577083
ecoli_00467,-1.8333964143,2.011621554
ecoli_00468,-1.2259765147000001,1.5185807900000001
ecoli_00469,0.9984470828,-1.3370675570000001
ecoli_00470,1.1918226535,-1.4223208280000001
ecoli_00471,3.1829539047,-0.937510045
ecoli_00472,2.8691140178000003,-0.850301305
ecoli_00473,10.0041758838,2.506147312
ecoli_00474,9.7107498022,2.624652571
ecoli_00475,-0.5193139622,1.164311686
ecoli_00476,-0.3664826652,0.8097696430000001
ecoli_00477,-2.0914764123,1.254343519
ecoli_00478,-2.3179723056,1.028546959
ecoli_00479,0.1090832531,-2.242257223
ecoli_00480,-0.5152806903,-2.087220152
ecoli_00481,-0.6874560785,-2.104951625
ecoli_00482,-0.5340125368,-2.209100517
ecoli_00483,-0.7828440640000001,-0.744191888
ecoli_00484,-0.8640932835,-0.583586779
ecoli_00485,0.8820231899000001,-2.526594173
ecoli_00486,0.45571581050000004,-2.307642042
ecoli_00487,0.6700167603,-2.459964919
ecoli_00488,0.0190171015,-2.586592472
ecoli_00489,7.2982471149,1.500795127
ecoli_00490,6.8922379207,1.367807088
ecoli_00491,-2.0883342971,1.61858575
ecoli_00492,-1.7014850858,1.390072015
ecoli_00493,-2.2790135225,-0.955448783
ecoli_00494,-2.3714691631,-0.9208647560000001
ecoli_00495,5.0130016687,-0.76797881
ecoli_00496,4.871551152,-0.5357997830000001
ecoli_00497,11.0823604113,1.536509018
ecoli_00498,11.0187974978,1.658756029
ecoli_00499,0.9539067351,-1.189274339
ecoli_00500,0.6424624375,-1.606523033
ecoli_00501,21.8967886578,4.862255627
ecoli_00502,22.1630389446,5.054928189
ecoli_00503,7.6879645148,0.6883807150000001
ecoli_00504,7.8600144202,0.6485849850000001
ecoli_00505,22.699301578,5.258381787
ecoli_00506,23.0784771574,5.121790338
ecoli_00507,20.6950707131,4.696498189
ecoli_00508,20.2103216056,4.483693298
ecoli_00509,23.3205580117,5.206920672
ecoli_00510,23.2405466667,5.159572589
ecoli_00511,27.2474396173,2.824025988
ecoli_00512,27.3863205763,2.91205463
ecoli_00513,9.8421081865,1.152516462
ecoli_00514,9.8404334055,1.224854292
ecoli_00515,5.1071108041,3.781368084
ecoli_00516,5.212433228,3.707877394
ecoli_00517,1.5484586799,1.207633636
ecoli_00518,5.1720252708,1.78545782
ecoli_00519,4.0750837848,1.715151212
ecoli_00520,4.5381415854,1.663205933
ecoli_00521,3.5322805134,1.5240310570000002
ecoli_00522,2.7257438404,1.52993122
ecoli_00523,2.7603369103,1.28736986
ecoli_00524,4.0719710212,2.359844847
ecoli_00525,3.8909829884000002,2.645669985
ecoli_00526,3.6292716262,2.535301288
ecoli_00527,4.2248778592,2.417269181
ecoli_00528,0.505987602,-1.419733601
ecoli_00529,0.5109797811,-1.208231712
ecoli_00530,2.0379975218,-0.860769769
ecoli_00531,0.7149972735,-1.2223658130000001
ecoli_00532,30.1543616419,6.614841105
ecoli_00533,31.0011204665,6.699752462
ecoli_00534,30.4367549895,6.761614817
ecoli_00535,31.1803174311,6.8439651999999995
ecoli_00536,8.5824006929,1.33225649
ecoli_00537,7.8944936423000005,1.2953768970000001
ecoli_00538,6.5692033269,0.648410625
ecoli_00539,6.0771723325,1.022527851
ecoli_00540,1.9298244988,-0.124235226
ecoli_00541,2.0621069526,-0.367745543
ecoli_00542,2.038183767,0.055158371000000005
ecoli_00543,2.4948929914,0.6962530520000001
ecoli_00544,3.6218215714,0.6923574010000001
ecoli_00545,1.6614008122000001,-0.271925808
ecoli_00546,24.8075468006,5.882467185
ecoli_00547,24.4333983258,5.749343659
ecoli_00548,25.4397395062,5.870266903
ecoli_00549,25.7912887702,6.014247659
ecoli_00550,25.2751989629,5.858036895
ecoli_00551,25.9024241087,6.068239129
ecoli_00552,33.0556732867,7.26367166
ecoli_00553,33.656835923,7.12311898
ecoli_00554,32.7289900673,7.08536513
ecoli_00555,33.4280624066,7.27741161
ecoli_00556,32.0077476265,7.30426765
ecoli_00557,31.8559079522,7.34600013
ecoli_00558,25.2073856323,5.730919983
ecoli_00559,24.3051403238,5.7002310640000005
ecoli_00560,14.4637447544,4.763637219
ecoli_00561,15.8816819338,4.952242944
ecoli_00562,15.5007941973,3.882348157
ecoli_00563,13.9141017685,3.393220148
ecoli_00564,6.4863876709,3.761532318
ecoli_00565,6.8543255623,3.95900945
ecoli_00566,21.9349340751,5.641909006
ecoli_00567,21.2359967008,5.461078188
ecoli_00568,24.185523365,5.426884678
ecoli_00569,24.2655253822,5.464095398
ecoli_00570,23.2428483768,4.702396055
ecoli_00571,22.3778336252,4.716616783
ecoli_00572,21.5535859916,4.517898478
ecoli_00573,21.8977953665,4.788583759
ecoli_00574,31.0865102387,7.41084819
ecoli_00575,31.4577231108,7.45703148
ecoli_00576,28.5566237646,5.976196154
ecoli_00577,29.6548246327,6.482514704
ecoli_00578,29.7806102913,6.718481122
ecoli_00579,29.9301862993,6.721485274
ecoli_00580,28.0183154193,6.055004525
ecoli_00581,28.8771628702,6.296797217
ecoli_00582,2.3962642984,2.427755456
ecoli_00583,2.9284850905,2.431250973
ecoli_00584,7.4841401723,3.184560276
ecoli_00585,6.6992148697000005,2.988448549
ecoli_00586,6.7875070766,3.7066878450000003
ecoli_00587,6.6769714021,3.5672196830000003
ecoli_00588,5.2269903117,2.4809946590000003
ecoli_00589,4.8258103443,2.207587327
ecoli_00590,3.2274831854,-0.311040082
ecoli_00591,3.5438207112,-0.272991923
ecoli_00592,25.5096168597,5.400690758
ecoli_00593,25.5769325724,5.374223729
ecoli_00594,24.0339201661,4.624940652
ecoli_00595,23.5852759711,4.6858173050000005
ecoli_00596,23.3137120226,4.450786449
ecoli_00597,21.3663313246,4.133480255
ecoli_00598,23.274434957,4.130675767
ecoli_00599,20.6133890847,3.556238576
ecoli_00600,5.4242242467,2.935712385
ecoli_00601,6.1274949829,3.091253745
ecoli_00602,6.7394364707,2.525058158
ecoli_00603,7.1481865287,2.4859568100000002
ecoli_00604,4.9061602653000005,1.444784962
ecoli_00605,5.6176881012,1.630937325
ecoli_00606,2.6238553484000002,3.14236291
ecoli_00607,2.1561173314,3.112732743
ecoli_00608,2.7207792599,0.9888243470000001
ecoli_00609,0.3609270671,0.437105621
ecoli_00610,0.11746848,0.235396776
ecoli_00611,1.4381188418,-0.477923266
ecoli_00612,0.8940737041,-0.197085205
ecoli_00613,0.733340611,-0.831355775
ecoli_00614,0.4213150735,-1.4776404300000001
ecoli_00615,0.277136983,-0.5068901760000001
ecoli_00616,0.6975720054,-0.7250147920000001
ecoli_00617,0.8664100075000001,-0.8335430420000001
ecoli_00618,11.998571372,3.943282059
ecoli_00619,12.2465542432,4.149031212
ecoli_00620,9.5840967923,1.703323373
ecoli_00621,9.847808147,1.524150377
ecoli_00622,0.2150760773,-1.6039249309999999
ecoli_00623,0.33005579960000003,-1.155621296
ecoli_00624,0.5883321422000001,-1.668148408
ecoli_00625,0.3864440921,-1.448920261
ecoli_00626,0.9960511965000001,-1.683998053
ecoli_00627,0.5347591523,-1.614767048
ecoli_00628,0.8587666832,-2.052432819
ecoli_00629,0.8375961609,-2.099137458
ecoli_00630,0.4738075989,-1.496584671
ecoli_00631,0.6473449577,-1.340944037
ecoli_00632,0.1173408714,-0.9608150470000001
ecoli_00633,0.0448875319,-1.025268663
ecoli_00634,0.0796613098,-0.97002645
ecoli_00635,0.039165397500000004,-1.188791414
ecoli_00636,0.1943117727,-1.026727668
ecoli_00637,0.07638020520000001,-0.9055147670000001
