,A,FnrA
HNS_protein:WT_Del_turA_ex:1.0,-19.61834549173316,-0.9605383045
HNS_protein:WT_Del_turA_ex:2.0,-14.401834267049743,-0.6173197784999989
Mobile_gene:2737_exp:1.0,-0.8158816028065681,0.0046797532499986
Mobile_gene:2737_exp:2.0,-0.3923251356419424,-0.0076569907500001
Mobile_gene:2737_exp:3.0,1.3373606003562428,-0.0003726437500013
Mobile_gene:2737_exp:4.0,-0.1291538605684576,0.0033498812499992
Mobile_gene:2737_reg:1.0,-10.834117791606245,-0.4816861237500003
Mobile_gene:2737_reg:2.0,-10.213276376922057,-0.431299644750001
Mobile_gene:2737_reg:3.0,-10.897467802766885,-0.4860526257500011
Mobile_gene:2737_reg:4.0,-10.875224530759684,-0.4477935707500009
Mobile_gene:3227_exp:1.0,-0.5777199379876404,-0.0487634547500004
Mobile_gene:3227_exp:2.0,-1.0001591040465252,-0.0402926617500014
Mobile_gene:3227_exp:3.0,-0.6253933075086373,-0.1164097577500005
Mobile_gene:3227_exp:4.0,-3.18249599275449,-0.041752916750001
Mobile_gene:3227_reg:1.0,-10.331841814254108,-0.5021458397500007
Mobile_gene:3227_reg:2.0,-8.131484812068221,-0.5612304807500008
Mobile_gene:3227_reg:3.0,-7.845861419101863,-0.4629217587500003
Mobile_gene:3227_reg:4.0,-7.925398171062852,-0.4634850367500007
Mobile_gene:mfsR_exp:1.0,3.5017713363846936,-0.5622962117500006
Mobile_gene:mfsR_exp:2.0,4.946087023690205,-1.7189172867500009
Mobile_gene2:Condition1:1.0,0.1265278539336265,0.0224032937499991
Mobile_gene2:Condition1:2.0,1.1969907246455096,0.11336471175
Mobile_gene2:Condition2:1.0,-1.260691892088848,-0.0452724702499995
Mobile_gene2:Condition2:2.0,0.6739344490787887,-0.1764790362500008
Mobile_gene2:Condition2:3.0,1.6594015212144415,-0.0909851522500009
Mobile_gene2:Condition2:4.0,-1.0726440780172424,0.3127366587499995
Muconate:CJ522_fructose:1.0,-18.797140454540507,-0.4221470750000007
Muconate:CJ522_fructose:2.0,-22.427151228024048,-0.50398634
Muconate:CJ522_fructose:3.0,-22.90200580990105,-0.7152451930000003
Muconate:CJ522_fructose_glucose:1.0,-22.514194241925978,-0.7544656520000004
Muconate:CJ522_fructose_glucose:2.0,-22.63436993370808,-0.3113412630000001
Muconate:CJ522_fructose_glucose:3.0,-20.49138603609484,-0.371844813
Muconate:CJ522_fructose_glucose_gluconate:1.0,-21.19539069404741,-0.286264386
Muconate:CJ522_fructose_glucose_gluconate:2.0,-23.867643385111467,-0.418987424
Muconate:CJ522_fructose_glucose_gluconate:3.0,-20.725301072235755,-0.4048060280000003
Muconate:CJ522_glucose_gluconate:1.0,-11.266478558959529,-0.039947541
Muconate:CJ522_glucose_gluconate:2.0,-10.253234033045294,-0.270545351
Muconate:CJ522_glucose_gluconate:3.0,-11.535745314458293,-0.0189769670000004
Muconate:CJ522_gluconate:1.0,-3.281936408392324,0.1306691679999998
Muconate:CJ522_gluconate:2.0,-10.16403347188777,-0.2316232720000002
Muconate:CJ522_gluconate:3.0,-3.6569748935919058,0.2790592050000002
Muconate:CJ522_glucose:1.0,-15.52116054832408,0.3520182800000002
Muconate:CJ522_glucose:2.0,-17.65993609043572,0.4000823470000005
Muconate:CJ522_glucose:3.0,-13.413580767536562,0.4146416039999989
Muconate:GB032_fructose:1.0,-23.678014694967764,-0.962908972
Muconate:GB032_fructose:2.0,-23.841127038333862,-0.7919328459999999
Muconate:GB032_fructose:3.0,-19.49170480510747,-0.9406564910000004
Muconate:GB032_fructose_glucose:1.0,-6.290522735521887,-0.4706542630000001
Muconate:GB032_fructose_glucose:2.0,-11.35554359009635,-0.2754983370000001
Muconate:GB032_fructose_glucose:3.0,-12.774261930497712,-0.2978726290000004
Muconate:GB032_fructose_glucose_gluconate:1.0,-18.44226960787408,-0.4458065160000002
Muconate:GB032_fructose_glucose_gluconate:2.0,-24.619642481300744,-0.3478473320000006
Muconate:GB032_fructose_glucose_gluconate:3.0,-11.308475146957578,-0.4286080610000002
Muconate:GB032_glucose_gluconate:1.0,-9.996348764210042,-0.2312369800000002
Muconate:GB032_glucose_gluconate:2.0,-0.5074672288336395,0.3154390879999988
Muconate:GB032_glucose_gluconate:3.0,-11.117719831566417,-0.1517252090000003
Muconate:GB032_gluconate:1.0,-1.2987114432131983,0.1841052909999989
Muconate:GB032_gluconate:2.0,-2.324210474604472,-0.2228989280000002
Muconate:GB032_gluconate:3.0,-7.11840228027625,-0.3139376370000004
Muconate:GB032_glucose:1.0,-18.8705566731476,0.185994731
Muconate:GB032_glucose:2.0,-4.903481102361891,0.5608008419999999
Muconate:GB032_glucose:3.0,-14.731188438670795,0.3114213010000002
Muconate:GB045_fructose:1.0,-23.82602736057505,-0.5264270780000002
Muconate:GB045_fructose:2.0,-24.23447240577301,-0.6676499960000006
Muconate:GB045_fructose:3.0,-24.45682201096528,-0.4635415070000004
Muconate:GB045_fructose_glucose:1.0,1.7336858123834842,0.4939169359999988
Muconate:GB045_fructose_glucose:2.0,2.2330930969474,0.5212115509999995
Muconate:GB045_fructose_glucose_gluconate:1.0,-1.3700886865267052,0.4448376319999996
Muconate:GB045_fructose_glucose_gluconate:2.0,-12.06674945691742,-0.2445125580000002
Muconate:GB045_fructose_glucose_gluconate:3.0,-1.8452452203450345,0.1676509459999993
Muconate:GB045_glucose_gluconate:1.0,-5.667593310518201,0.3009171529999994
Muconate:GB045_glucose_gluconate:2.0,-3.490998987809158,0.2255169189999994
Muconate:GB045_glucose_gluconate:3.0,-11.617853240899755,0.2003184639999995
Muconate:GB045_gluconate:1.0,-0.1868526959367527,-0.2458773790000004
Muconate:GB045_gluconate:2.0,-1.2686343883027906,-0.078979587
Muconate:GB045_gluconate:3.0,-1.0022080728003748,0.1223365439999994
Muconate:GB045_glucose:1.0,2.4616287242629005,0.3932687079999999
Muconate:GB045_glucose:2.0,2.707913160740006,0.3892946739999994
Muconate:GB045_glucose:3.0,-2.770472734452307,-0.1259793810000005
Muconate:GB062_fructose:1.0,-17.945517483045634,-0.6742148559999999
Muconate:GB062_fructose:2.0,-19.69664497730694,-0.6231797270000001
Muconate:GB062_fructose:3.0,-22.076824060832763,-0.5205216500000001
Muconate:GB062_fructose_glucose:1.0,-18.17719729884965,-0.6165901270000003
Muconate:GB062_fructose_glucose:2.0,-18.927026280556525,-0.7054915040000003
Muconate:GB062_fructose_glucose:3.0,-16.30742354301395,-0.6193869780000005
Muconate:GB062_fructose_glucose_gluconate:1.0,-22.750483216346343,-0.5837515660000001
Muconate:GB062_fructose_glucose_gluconate:2.0,-21.9127420618594,-0.3049444509999999
Muconate:GB062_fructose_glucose_gluconate:3.0,-21.31218046774829,-0.1049366680000005
Muconate:GB062_glucose_gluconate:1.0,-14.161534543412891,-0.0227801230000004
Muconate:GB062_glucose_gluconate:2.0,-14.748262366610158,0.0761038589999998
Muconate:GB062_glucose_gluconate:3.0,-13.063543084252563,0.0040290939999998
Muconate:GB062_gluconate:1.0,-8.727894056449596,-0.4432683349999999
Muconate:GB062_gluconate:2.0,-9.878271110916536,-0.1456995770000002
Muconate:GB062_gluconate:3.0,-12.347239963316222,-0.3026949630000004
Muconate:GB062_glucose:1.0,-2.319717988934292,0.0575926969999995
Muconate:GB062_glucose:2.0,-4.604354655860537,0.3024122369999995
Muconate:GB062_glucose:3.0,-5.468786753265009,0.5418916769999997
Muconate:KT2440_fructose:1.0,-4.239825594362209,0.0346077689999999
Muconate:KT2440_fructose:2.0,0.392193374856097,-0.0806865880000007
Muconate:KT2440_fructose:3.0,2.3421338514266186,0.3399954670000005
Muconate:KT2440_fructose_glucose:1.0,-0.997996116600508,0.4206434519999993
Muconate:KT2440_fructose_glucose:2.0,-0.816441281513553,-0.0779190100000004
Muconate:KT2440_fructose_glucose:3.0,-1.299362768704475,0.360686048999999
Muconate:KT2440_fructose_glucose_gluconate:1.0,-2.4334131704082025,0.3776155579999996
Muconate:KT2440_fructose_glucose_gluconate:2.0,-1.3021679861638646,-0.0874039450000001
Muconate:KT2440_fructose_glucose_gluconate:3.0,-3.086012238082572,0.4900683979999991
Muconate:KT2440_glucose_gluconate:1.0,-2.874581976589762,0.1732945930000005
Muconate:KT2440_glucose_gluconate:2.0,-4.166122900076724,0.1182687839999996
Muconate:KT2440_glucose_gluconate:3.0,-3.0639894462267865,0.2818931029999989
Muconate:KT2440_gluconate:1.0,-0.1987768544226207,-0.0249916180000004
Muconate:KT2440_gluconate:2.0,-4.430426899324823,0.148716652
Muconate:KT2440_gluconate:3.0,0.1698028663569527,0.0327926559999998
Muconate:KT2440_glucose:1.0,-0.0162343622993551,-0.2017846620000005
Muconate:KT2440_glucose:2.0,0.2432553691697404,0.0475567679999997
Muconate:KT2440_glucose:3.0,-0.2270210057162051,0.1542278939999999
Multistress:Control:1.0,-0.0544963685721686,0.1367491516666659
Multistress:Control:2.0,0.3560553756759516,-0.1258548933333338
Multistress:Control:3.0,-0.3015590076407578,-0.0108942583333337
Multistress:NaCl_7min:1.0,4.577904428627633,-0.5673628353333342
Multistress:NaCl_60min:1.0,0.2985328244446419,0.4593779066666661
Multistress:NaCl_7min:2.0,4.063177451288821,-0.5467290033333336
Multistress:NaCl_60min:2.0,0.2917389205674539,0.3859264896666659
Multistress:NaCl_7min:3.0,3.2275768600580985,-0.4480789403333336
Multistress:NaCl_60min:3.0,0.0810339657392153,0.3133718836666661
Multistress:Imipenem_7min:1.0,1.8802146961895656,0.2705748186666659
Multistress:Imipenem_60min:1.0,-1.133034158674152,0.0019450356666661
Multistress:Imipenem_7min:2.0,0.7569680344612318,-0.1965317293333335
Multistress:Imipenem_60min:2.0,-1.0243446168611776,0.0857809516666661
Multistress:Imipenem_7min:3.0,1.6083505620539944,-0.0395310963333335
Multistress:Imipenem_60min:3.0,0.2721764706145989,0.4607914266666659
Multistress:H2O2_7min:1.0,3.757232509889002,0.5821262156666664
Multistress:H2O2_60min:1.0,-1.4969737186652496,0.1729639786666661
Multistress:H2O2_7min:2.0,2.714589935044892,0.609531737666666
Multistress:H2O2_60min:2.0,-2.204824804013805,0.4070176986666665
Multistress:H2O2_7min:3.0,5.240601951925583,0.663519893666666
Multistress:H2O2_60min:3.0,-0.9329888729131294,0.7458273906666664
Myristic_acid:Control:1.0,3.26162038054571,-0.2812681986666661
Myristic_acid:Control:2.0,1.5313425496997737,0.2034193873333336
Myristic_acid:Control:3.0,-4.792962929432621,0.0778488113333342
Myristic_acid:Myristic_acid:1.0,7.036727323176686,0.5177133263333342
Myristic_acid:Myristic_acid:2.0,5.634538318042925,0.7081900363333338
Myristic_acid:Myristic_acid:3.0,6.949425150318649,0.828377044333334
Phase:WT_Tr:1.0,-11.485863205334784,0.4981628705000016
Phase:WT_Tr:2.0,-10.050031524252583,0.5650234665000013
Phase:WT_Ex:1.0,-0.3427198834786426,0.1323950285000004
Phase:WT_Ex:2.0,0.342719883572592,-0.1323950284999995
Phase:WT_Tr:3.0,-5.010068388100309,0.4528644074999999
Phase:WT_Tr:4.0,-4.91385872899514,0.3839593265000012
Phase:WT_St:1.0,-6.555840008345822,1.1159551505000014
Phase:WT_St:2.0,-5.401971490254413,1.309135876500001
RelA:Control:1.0,-2.881318811655374,0.1349228229999983
RelA:Control:2.0,1.2571598867702902,0.0237580139999984
RelA:Control:3.0,1.6241589233454945,-0.1586808370000003
RelA:Del_relA:1.0,-3.4782273193565603,-0.3536110390000004
RelA:Del_relA:2.0,-1.3369763651500297,-0.2063049800000005
RelA:Del_relA:3.0,-5.994742190842263,0.0639983609999994
RelA:Del_relA_lignin:1.0,2.5428173016661035,0.2142093129999995
RelA:Del_relA_lignin:2.0,2.3637579196701344,0.2246496299999982
RelA:Del_relA_lignin:3.0,2.5000343731243,0.1545290769999994
Zn:Zn_ion:1.0,-4.838088819288514,0.3276637406666669
Zn:Zn_ion:2.0,-4.798643698551701,0.3082179926666661
Zn:Zn_ion:3.0,-5.344843132671101,0.3803852286666664
Zn:Control:1.0,0.1199702325189295,0.039929767666667
Zn:Control:2.0,-0.1120208046367293,-0.0279116563333339
Zn:Control:3.0,-0.0079494274445325,-0.012018111333333
ZnO:Control:1.0,0.064006828063411,-0.0666310970000001
ZnO:Control:2.0,-0.0640068282934944,0.0666310970000001
ZnO:Nano:1.0,0.2671316680370235,-0.0833632889999993
ZnO:Nano:2.0,1.6972830484617334,-0.0492543859999994
ZnO:Nano:3.0,2.050647308997597,0.0918296349999998
ZnO:Zn_ion:1.0,-0.257273588984951,-0.0254680709999988
ZnO:Zn_ion:2.0,-0.163954969601321,-0.1854960559999998
ZnO:Zn_ion:3.0,2.180747806103006,0.2312882659999999
