,Value,list
TF,FnrA,
reg_genes,11,['cyoC' 'cyoB' 'cyoA' 'cyoD' 'ccoP-I' 'cioA' 'cioB' 'cyoE']
comp_genes,18,"['PP_5392' 'PP_5390' 'PP_5598' 'PP_4103' 'yegQ' 'PP_2648' 'PP_2310' 'fnrC'
 'PP_0273' 'PP_1149' 'oprG' 'PP_5389' 'PP_5391' 'hemN' 'yhiI']"
both_genes,3,['ccoQ-I' 'ccoN-I' 'ccoO-I']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
