sample,BSU09690
LBexp_1,7.0262
LBexp_2,7.1521
LBexp_3,7.5122
LBtran_1,8.4263
LBtran_2,8.0499
LBtran_3,7.926
LBstat_1,8.1248
LBstat_2,8.7006
LBstat_3,9.4872
LBGexp_1,6.9416
LBGexp_2,6.9860000000000015
LBGexp_3,7.1275
LBGtran_2,10.5534
LBGtran_3,8.092
LBGstat_1,7.9623
LBGstat_2,7.5919
LBGstat_3,8.3515
S0_1,11.5572
S0_2,11.6182
S0_3,12.4272
S1_1,7.7446
S1_2,7.7542
S1_3,7.704
S2_1,9.2544
S2_2,9.338
S2_3,10.0275
S3_1,8.8039
S3_2,8.106
S4_1,8.4437
S4_2,9.1436
S4_3,8.8893
S5_1,8.5094
S5_2,8.8955
S5_3,8.6152
S6_1,8.6624
S6_2,12.4324
S6_3,8.5038
S6/t_1,9.2504
S6/t_2,11.9216
S6_4,9.3941
S6_5,9.7503
S6_6,9.5008
S7_4,9.9712
S7_5,10.2396
S7_6,10.0187
S8_4,9.8091
S8_5,11.4108
G135_1,7.487
G135_3,7.4242
G150_1,7.4483
G150_2,6.9932
G150_3,7.5195
G180_1,7.3443
G180_2,7.0849
G180_3,7.1429
C30_1,9.5452
C30_2,9.2999
C90_1,8.2134
C90_2,7.2531
BI_1,10.7311
BI_2,11.7989
BC_2,14.7462
BC/t_1,13.8598
BC/t_2,14.7887
BC_1,13.6181
Sw_1,15.7665
Sw_2,15.7873
BT_1,13.2955
BT_2,12.9336
B36_1,14.1584
B36_2,13.6817
B60_1,14.7314
B60_2,15.1191
M9exp_1,10.794
M9exp_2,10.2769
M9exp_3,7.5904
M9tran_1,7.7317
M9tran_2,8.0797
M9tran_3,9.6896
M9stat_1,12.5213
M9stat_2,15.2319
M9stat_3,14.4431
M+G_1,9.1037
M+G_2,8.0564
M+G_3,9.4124
Glu_1,9.1185
Glu_2,11.8128
Glu_3,8.8588
Fru_1,10.3341
Fru_2,7.9973
Fru_3,7.6868
Mal_1,11.3496
Mal_2,8.8513
Mal_3,12.0198
G+S_2,8.4029
G+S_3,8.1162
Pyr_1,9.6674
Pyr_2,8.6329
Pyr_3,9.0268
Gly_1,14.7891
Gly_2,15.0319
Gly_3,13.8613
Glucon_1,9.2386
Glucon_2,9.6744
Glucon_3,10.0494
aero_1,7.9452
aero_2,8.7321
aero_3,9.7881
nit_1,7.9712
nit_2,8.0652
nit_3,8.397
ferm_1,7.9077
ferm_2,8.658999999999999
ferm_3,8.9165
T-5.40H_1,8.083
T-4.40H_1,8.2076
T-3.40H_1,7.9311
T-2.40H_1,7.8917
T-1.40H_1,8.3089
T-1.10H_1,8.5807
T-0.40H_1,8.6996
T0.0H_1,8.269
T0.30H_1,12.518
T1.0H_1,9.5171
T1.30H_1,9.2592
T2.0H_1,9.1584
T2.30H_1,9.308
T3.0H_1,8.6678
T3.30H_1,8.9433
T4.0H_1,9.2764
T5.0H_1,8.8373
HPh_1,9.1435
HPh_2,9.0199
HPh_3,8.2049
LPh_1,11.5396
LPh_2,8.8038
LPh_3,8.1586
LPhT_1,13.5145
LPhT_2,13.9554
LPhT_3,13.8392
SMMPr_1,8.4271
SMMPr_2,8.5796
SMMPr_3,8.7051
HiTm_1,14.5319
