,BSU22460
M9exp_1,12.3448
M9exp_2,11.9418
M9exp_3,11.6474
M9tran_1,11.3526
M9tran_2,11.2978
M9tran_3,11.5477
M9stat_1,9.5349
M9stat_2,8.8051
M9stat_3,8.5188
MG-0.1_1,11.9675
MG-0.1_2,11.0549
MG-0.1_3,12.4394
MG-0.2_2,11.7404
MG-0.2_3,11.7168
MG+5_1,11.9512
MG+5_2,11.903
MG+5_3,11.7068
MG+10_1,12.4777
MG+10_2,12.1788
MG+10_3,11.1955
MG+15_1,11.6346
MG+15_2,12.7734
MG+15_3,12.245
MG+25_1,12.0379
MG+25_2,11.8264
MG+25_3,12.2745
MG+45_1,11.7046
MG+45_2,11.4875
MG+45_3,12.5317
MG+60_2,11.9208
MG+60_3,11.8499
MG+90_2,11.4372
MG+90_3,12.0673
MG+120_1,10.7354
MG+120_2,11.6176
MG+120_3,11.4126
MG+150_1,11.4114
MG+150_3,11.3905
GM-0.1_1,11.5537
GM-0.1_2,11.8457
GM-0.1_3,11.6252
GM-0.2_1,11.5709
GM-0.2_2,11.8164
GM-0.2_3,11.5992
GM+5_1,11.4044
GM+5_2,11.809
GM+5_3,11.697
GM+10_2,11.8366
GM+10_3,10.742
GM+15_1,11.9272
GM+15_2,11.5004
GM+15_3,11.4532
GM+25_1,12.2665
GM+25_2,11.7337
GM+25_3,11.2037
GM+45_1,12.1954
GM+45_2,11.0117
GM+45_3,11.1342
GM+60_1,12.119000000000002
GM+60_2,11.0637
GM+60_3,11.1181
GM+90_1,12.2633
GM+90_2,11.8166
GM+90_3,11.6312
GM+120_1,11.0308
GM+120_3,11.662
GM+150_1,11.5262
GM+150_2,11.0485
GM+150_3,11.7302
BT_1,10.9783
BT_2,10.3384
B36_1,10.7895
B36_2,10.8585
B60_1,10.0104
B60_2,10.1342
S0_1,11.8685
S0_2,12.0505
S0_3,11.7875
S1_1,11.4812
S1_2,11.2515
S1_3,11.7733
S2_1,10.7435
S2_2,10.8251
S2_3,10.2878
S3_1,12.0667
S3_2,12.1973
S4_1,12.6368
S4_2,12.3177
S4_3,11.7259
S5_1,12.0436
S5_2,12.3152
S5_3,12.4986
S6_1,11.1311
S6_2,8.8133
S6_3,11.473
S6/t_1,11.0266
S6/t_2,8.4253
S6_4,10.6701
S6_5,11.4045
S6_6,11.4338
S7_4,10.9434
S7_5,10.6512
S7_6,10.9372
S8_4,10.3563
S8_5,9.301
G135_1,12.5997
G135_3,10.6649
G150_1,12.4741
G150_2,12.8182
G150_3,12.8457
G180_1,12.3613
G180_2,12.677
G180_3,11.2731
T-5.40H_1,12.3627
T-4.40H_1,12.1617
T-3.40H_1,11.9384
T-2.40H_1,11.7454
T-1.40H_1,11.4678
T-1.10H_1,11.6832
T-0.40H_1,11.2687
T0.0H_1,11.2964
T0.30H_1,9.5019
T1.0H_1,9.8508
T1.30H_1,9.3572
T2.0H_1,9.4645
T2.30H_1,10.2075
T3.0H_1,9.8643
T3.30H_1,10.3545
T4.0H_1,10.5286
T5.0H_1,10.2909
LBexp_1,13.1162
LBexp_2,12.8169
LBexp_3,12.7325
LBtran_1,10.2125
LBtran_2,11.0143
LBtran_3,11.8002
LBstat_1,11.2076
LBstat_2,10.8543
LBstat_3,10.7035
LBGexp_1,12.8466
LBGexp_2,12.6092
LBGexp_3,12.6447
LBGtran_2,12.6825
LBGtran_3,13.1423
LBGstat_1,9.5443
LBGstat_2,9.9265
LBGstat_3,11.6398
Mt0_1,12.8913
Mt0_3,12.9891
M0t45_1,11.9893
M0t45_2,13.0419
M0t45_3,12.3895
M0t90_1,10.6557
M0t90_2,11.3704
M0t90_3,10.9288
M40t45_1,11.8945
M40t45_2,10.2622
M40t45_3,12.6056
M40t90_1,10.3824
M40t90_2,11.1426
M40t90_3,11.2802
dia0_1,12.6745
dia0_2,12.758
dia0_3,13.0132
dia5_1,12.550999999999998
dia5_2,13.1809
dia5_3,13.1909
dia15_1,14.5832
dia15_2,14.4292
dia15_3,13.5851
C30_1,11.3421
C30_2,11.572
C90_1,11.7775
C90_2,12.0584
SMM_1,11.7447
SMM_2,11.7827
SMM_3,11.7223
Salt_1,11.2278
Salt_2,11.0661
Salt_3,11.325
M+G_1,11.4519
M+G_2,11.7314
M+G_3,11.6238
Glu_1,12.0235
Glu_2,11.8707
Glu_3,12.0678
Fru_1,12.2306
Fru_2,12.1183
Fru_3,11.3852
Mal_1,11.1329
Mal_2,11.4738
Mal_3,11.7591
G+S_2,11.3786
G+S_3,11.7118
Pyr_1,10.8197
Pyr_2,11.4507
Pyr_3,11.1195
Gly_1,10.1081
Gly_2,10.9693
Gly_3,9.5919
Glucon_1,10.9196
Glucon_2,11.3298
Glucon_3,10.6461
BI_1,11.4921
BI_2,11.619000000000002
BC_2,10.2119
BC/t_1,9.4574
BC/t_2,10.043
BC_1,9.3786
Sw_1,9.0551
Sw_2,9.6273
BMM_1,12.247
BMM_2,12.0989
BMM_3,12.2613
Heat_1,13.1129
Heat_2,12.664
Heat_3,12.5344
Cold_1,10.6152
Cold_2,9.6474
Cold_3,9.1274
Etha_1,10.4099
Etha_2,10.417
Etha_3,10.782
SMMPr_1,11.5583
SMMPr_2,11.7417
SMMPr_3,11.6698
HiTm_1,11.6617
HiTm_2,11.9828
HiTm_3,11.6553
LoTm_1,11.8932
LoTm_2,11.3696
LoTm_3,11.7052
HiOs_1,11.67
HiOs_2,11.4273
HiOs_3,11.6774
Oxctl_1,12.0697
Oxctl_2,11.9452
Oxctl_3,12.8127
Diami_1,12.6176
Diami_2,13.2653
Diami_3,13.0305
Paraq_1,12.4928
Paraq_2,13.1423
Paraq_3,11.6752
H2O2_1,13.6107
H2O2_2,13.9141
H2O2_3,13.6353
HPh_1,12.2278
HPh_2,11.8214
HPh_3,11.9007
LPh_1,12.4163
LPh_2,12.8682
LPh_3,12.3432
LPhT_1,10.1916
LPhT_2,10.313
LPhT_3,10.69
aero_1,12.3951
aero_2,11.3536
aero_3,12.4444
nit_1,11.6396
nit_2,11.8141
nit_3,11.5188
ferm_1,11.6621
ferm_2,11.3859
ferm_3,11.907
